municipality,group,variable,month,12.2 Nacidos vivos atendidos por personal de salud,TOTAL
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SAN RAFAEL,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SANTA ANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SANTA ROSA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
SANTIAGO DE HUARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SANTIAGO DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SANTIVAÑES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SAPAHAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
SENA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SHINAOTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,10,10
SICAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SIPE SIPE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
SOPACHUY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SORACACHI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SORATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
SUCRE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
TACACOMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
TACOBAMBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
TACOPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
TAPACARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,26,26
TARABUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
TARACO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
TARIJA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
TARVITA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
TEOPONTE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
TIAWANACU,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
TINGUIPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,14,14
TIQUIPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
TOCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
TOMAVE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
TOMINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
TORO TORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
TOTORA(ORR),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
TUPIZA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
TURCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
UMALA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,9,9
UNCIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,10,10
URUBICHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
UYUNI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,12,12
VACAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
VIACHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
VILA VILA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
VILLA MONTES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
VILLA SERRANO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
VILLA TUNARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
VILLAZON,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
VINTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
VITICHI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
WARNES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
YACO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,8,8
YACUIBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
YANACACHI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
YAPACANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
YOCALLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
YUNCHARA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
ZUDAÑEZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
ACACIO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
ACHACACHI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,17,17
ACHOCALLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,4,4
AIQUILE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,4,4
ALALAY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
ALCALA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
ALTO BENI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
ANCORAIMES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,12,12
ANDAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
ANZALDO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
APOLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
ARAMPAMPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
ARBIETO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,6,6
ARQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,10,10
AUCAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
AYATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,7,7
AYO AYO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,18,18
AZURDUY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,7,7
BATALLAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
BELEN DE ANDAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
BETANZOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,21,21
BOLIVAR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
BOYUIBE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CABEZAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CAIROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,7,7
CAJUATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CALACOTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
CALAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
CAMARGO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CAPINOTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,7,7
CARACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,4,4
CARANAVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,6,6
CARIPUYO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,12,12
CATACORA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CHACARILLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,16,16
CHAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
CHARAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
CHAYANTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,15,15
CHIMORE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
CHIPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,4,4
CHOQUE COTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CHUMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
CKOCHAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,9,9
CLIZA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
COCAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,16,16
COCHABAMBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,11,11
COLLANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,29,29
COLQUENCHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,7,7
COLQUIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,10,10
COMBAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
CONCEPCION,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,4,4
COPACABANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CORIPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,3,3
CORO CORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,3,3
CORQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
COTAGAITA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,10,10
COTOCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CUATRO CAÑADAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,1,1
CULPINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,11,11
CURVA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
DESAGUADERO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
EL ALTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,5,5
EL CHORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-11-01,2,2
