,group,variable,month,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS NUEVO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS NUEVO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
VILA VILA,consulta externa, personas de 60 anos y mas,2014-10-01,29,32,0,0,29,32,61
VILLA CHARCAS,consulta externa, personas de 60 anos y mas,2014-10-01,96,182,5,7,101,189,290
VILLA MONTES,consulta externa, personas de 60 anos y mas,2014-10-01,541,608,120,119,661,727,1388
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 60 anos y mas,2014-10-01,28,17,4,3,32,20,52
VILLA RIVERO,consulta externa, personas de 60 anos y mas,2014-10-01,85,134,19,28,104,162,266
VILLA SERRANO,consulta externa, personas de 60 anos y mas,2014-10-01,193,234,16,17,209,251,460
VILLA TUNARI,consulta externa, personas de 60 anos y mas,2014-10-01,314,246,38,20,352,266,618
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 60 anos y mas,2014-10-01,102,152,46,62,148,214,362
VILLAZON,consulta externa, personas de 60 anos y mas,2014-10-01,472,773,145,148,617,921,1538
VINTO,consulta externa, personas de 60 anos y mas,2014-10-01,132,178,52,82,184,260,444
VITICHI,consulta externa, personas de 60 anos y mas,2014-10-01,96,198,3,6,99,204,303
WALDO BALLIVIAN,consulta externa, personas de 60 anos y mas,2014-10-01,18,19,24,13,42,32,74
WARNES,consulta externa, personas de 60 anos y mas,2014-10-01,505,526,60,60,565,586,1151
YACO,consulta externa, personas de 60 anos y mas,2014-10-01,131,88,2,4,133,92,225
YACUIBA,consulta externa, personas de 60 anos y mas,2014-10-01,1071,1343,373,491,1444,1834,3278
YAMPARAEZ,consulta externa, personas de 60 anos y mas,2014-10-01,149,206,4,20,153,226,379
YANACACHI,consulta externa, personas de 60 anos y mas,2014-10-01,64,55,17,12,81,67,148
YAPACANI,consulta externa, personas de 60 anos y mas,2014-10-01,494,368,28,26,522,394,916
YOCALLA,consulta externa, personas de 60 anos y mas,2014-10-01,123,178,1,4,124,182,306
YOTALA,consulta externa, personas de 60 anos y mas,2014-10-01,114,181,59,106,173,287,460
YUNCHARA,consulta externa, personas de 60 anos y mas,2014-10-01,77,113,8,5,85,118,203
YUNGUYO DE LITORAL,consulta externa, personas de 60 anos y mas,2014-10-01,1,1,0,0,1,1,2
ZUDAÑEZ,consulta externa, personas de 60 anos y mas,2014-10-01,95,132,11,8,106,140,246
ACACIO,consulta externa, personas de 60 anos y mas,2014-11-01,52,86,1,0,53,86,139
ACHACACHI,consulta externa, personas de 60 anos y mas,2014-11-01,561,606,250,257,811,863,1674
ACHOCALLA,consulta externa, personas de 60 anos y mas,2014-11-01,59,55,9,9,68,64,132
AIQUILE,consulta externa, personas de 60 anos y mas,2014-11-01,206,263,79,105,285,368,653
ALALAY,consulta externa, personas de 60 anos y mas,2014-11-01,15,30,0,2,15,32,47
ALCALA,consulta externa, personas de 60 anos y mas,2014-11-01,46,87,4,3,50,90,140
ALTO BENI,consulta externa, personas de 60 anos y mas,2014-11-01,199,115,12,11,211,126,337
ANCORAIMES,consulta externa, personas de 60 anos y mas,2014-11-01,154,206,37,56,191,262,453
ANDAMARCA,consulta externa, personas de 60 anos y mas,2014-11-01,65,58,13,11,78,69,147
ANTEQUERA,consulta externa, personas de 60 anos y mas,2014-11-01,35,51,6,7,41,58,99
ANZALDO,consulta externa, personas de 60 anos y mas,2014-11-01,66,110,35,60,101,170,271
APOLO,consulta externa, personas de 60 anos y mas,2014-11-01,115,132,36,56,151,188,339
ARAMPAMPA,consulta externa, personas de 60 anos y mas,2014-11-01,51,53,0,0,51,53,104
ARANI,consulta externa, personas de 60 anos y mas,2014-11-01,36,79,8,17,44,96,140
ARBIETO,consulta externa, personas de 60 anos y mas,2014-11-01,65,111,41,50,106,161,267
ARQUE,consulta externa, personas de 60 anos y mas,2014-11-01,88,148,3,2,91,150,241
ASCENCION DE GUARAYOS,consulta externa, personas de 60 anos y mas,2014-11-01,123,121,16,16,139,137,276
ATOCHA,consulta externa, personas de 60 anos y mas,2014-11-01,104,118,2,6,106,124,230
AUCAPATA,consulta externa, personas de 60 anos y mas,2014-11-01,101,101,3,7,104,108,212
AYATA,consulta externa, personas de 60 anos y mas,2014-11-01,100,171,13,42,113,213,326
AYO AYO,consulta externa, personas de 60 anos y mas,2014-11-01,70,76,3,2,73,78,151
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 60 anos y mas,2014-11-01,255,290,5,15,260,305,565
AZURDUY,consulta externa, personas de 60 anos y mas,2014-11-01,111,188,8,15,119,203,322
BATALLAS,consulta externa, personas de 60 anos y mas,2014-11-01,257,275,24,25,281,300,581
BAURES,consulta externa, personas de 60 anos y mas,2014-11-01,36,54,2,2,38,56,94
BELEN DE ANDAMARCA,consulta externa, personas de 60 anos y mas,2014-11-01,40,56,1,3,41,59,100
BELEN DE URMIRI,consulta externa, personas de 60 anos y mas,2014-11-01,22,22,0,0,22,22,44
BELLA FLOR,consulta externa, personas de 60 anos y mas,2014-11-01,24,12,0,0,24,12,36
BERMEJO,consulta externa, personas de 60 anos y mas,2014-11-01,889,798,39,43,928,841,1769
BETANZOS,consulta externa, personas de 60 anos y mas,2014-11-01,447,634,55,83,502,717,1219
BOLIVAR,consulta externa, personas de 60 anos y mas,2014-11-01,72,69,2,2,74,71,145
BOLPEBRA,consulta externa, personas de 60 anos y mas,2014-11-01,32,11,2,0,34,11,45
BOYUIBE,consulta externa, personas de 60 anos y mas,2014-11-01,24,43,9,31,33,74,107
BUENA VISTA,consulta externa, personas de 60 anos y mas,2014-11-01,108,77,10,5,118,82,200
CABEZAS,consulta externa, personas de 60 anos y mas,2014-11-01,315,199,16,16,331,215,546
CAIROMA,consulta externa, personas de 60 anos y mas,2014-11-01,127,121,3,6,130,127,257
CAJUATA,consulta externa, personas de 60 anos y mas,2014-11-01,167,142,2,1,169,143,312
CALACOTO,consulta externa, personas de 60 anos y mas,2014-11-01,160,158,10,14,170,172,342
CALAMARCA,consulta externa, personas de 60 anos y mas,2014-11-01,196,311,53,53,249,364,613
CAMARGO,consulta externa, personas de 60 anos y mas,2014-11-01,249,363,51,101,300,464,764
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 60 anos y mas,2014-11-01,34,57,0,0,34,57,91
CAMIRI,consulta externa, personas de 60 anos y mas,2014-11-01,285,472,74,86,359,558,917
CAPINOTA,consulta externa, personas de 60 anos y mas,2014-11-01,151,180,128,129,279,309,588
CAQUIAVIRI,consulta externa, personas de 60 anos y mas,2014-11-01,185,179,42,29,227,208,435
CARACOLLO,consulta externa, personas de 60 anos y mas,2014-11-01,206,237,11,27,217,264,481
CARANAVI,consulta externa, personas de 60 anos y mas,2014-11-01,356,240,133,95,489,335,824
CARANGAS,consulta externa, personas de 60 anos y mas,2014-11-01,4,12,0,1,4,13,17
CARAPARI,consulta externa, personas de 60 anos y mas,2014-11-01,201,253,24,26,225,279,504
CARIPUYO,consulta externa, personas de 60 anos y mas,2014-11-01,40,51,0,0,40,51,91
CARMEN RIVERO TORREZ,consulta externa, personas de 60 anos y mas,2014-11-01,19,16,1,5,20,21,41
CATACORA,consulta externa, personas de 60 anos y mas,2014-11-01,32,29,4,7,36,36,72
CHACARILLA,consulta externa, personas de 60 anos y mas,2014-11-01,40,39,7,0,47,39,86
CHALLAPATA,consulta externa, personas de 60 anos y mas,2014-11-01,244,307,42,71,286,378,664
CHAQUI,consulta externa, personas de 60 anos y mas,2014-11-01,133,197,9,19,142,216,358
CHARAGUA,consulta externa, personas de 60 anos y mas,2014-11-01,174,218,15,35,189,253,442
CHARAÑA,consulta externa, personas de 60 anos y mas,2014-11-01,43,38,23,20,66,58,124
CHAYANTA,consulta externa, personas de 60 anos y mas,2014-11-01,124,247,5,2,129,249,378
CHIMORE,consulta externa, personas de 60 anos y mas,2014-11-01,104,60,6,11,110,71,181
CHIPAYA,consulta externa, personas de 60 anos y mas,2014-11-01,12,10,1,1,13,11,24
CHOQUE COTA,consulta externa, personas de 60 anos y mas,2014-11-01,15,21,1,1,16,22,38
CHUA COCANI,consulta externa, personas de 60 anos y mas,2014-11-01,53,70,26,18,79,88,167
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 60 anos y mas,2014-11-01,170,117,93,34,263,151,414
CHUMA,consulta externa, personas de 60 anos y mas,2014-11-01,162,193,33,24,195,217,412
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 60 anos y mas,2014-11-01,37,45,0,3,37,48,85
CKOCHAS,consulta externa, personas de 60 anos y mas,2014-11-01,104,134,9,4,113,138,251
CLIZA,consulta externa, personas de 60 anos y mas,2014-11-01,76,132,77,178,153,310,463
COBIJA,consulta externa, personas de 60 anos y mas,2014-11-01,258,233,82,99,340,332,672
COCAPATA,consulta externa, personas de 60 anos y mas,2014-11-01,78,113,1,11,79,124,203
COCHABAMBA,consulta externa, personas de 60 anos y mas,2014-11-01,5627,7056,6267,8355,11894,15411,27305
COIPASA,consulta externa, personas de 60 anos y mas,2014-11-01,0,8,1,0,1,8,9
COLCAPIRHUA,consulta externa, personas de 60 anos y mas,2014-11-01,152,221,62,75,214,296,510
"COLCHA ""K""",consulta externa, personas de 60 anos y mas,2014-11-01,142,176,3,10,145,186,331
COLLANA,consulta externa, personas de 60 anos y mas,2014-11-01,42,50,15,16,57,66,123
COLOMI,consulta externa, personas de 60 anos y mas,2014-11-01,67,73,14,27,81,100,181
COLPA BELGICA,consulta externa, personas de 60 anos y mas,2014-11-01,101,111,30,10,131,121,252
COLQUECHACA,consulta externa, personas de 60 anos y mas,2014-11-01,275,342,14,15,289,357,646
COLQUENCHA,consulta externa, personas de 60 anos y mas,2014-11-01,77,96,43,57,120,153,273
COLQUIRI,consulta externa, personas de 60 anos y mas,2014-11-01,228,267,11,12,239,279,518
COMANCHE,consulta externa, personas de 60 anos y mas,2014-11-01,52,48,12,9,64,57,121
COMARAPA,consulta externa, personas de 60 anos y mas,2014-11-01,182,213,57,54,239,267,506
COMBAYA,consulta externa, personas de 60 anos y mas,2014-11-01,86,82,2,1,88,83,171
CONCEPCION,consulta externa, personas de 60 anos y mas,2014-11-01,38,32,25,25,63,57,120
COPACABANA,consulta externa, personas de 60 anos y mas,2014-11-01,99,72,12,7,111,79,190
CORIPATA,consulta externa, personas de 60 anos y mas,2014-11-01,100,85,36,27,136,112,248
CORO CORO,consulta externa, personas de 60 anos y mas,2014-11-01,152,170,9,18,161,188,349
COROICO,consulta externa, personas de 60 anos y mas,2014-11-01,171,170,121,150,292,320,612
CORQUE,consulta externa, personas de 60 anos y mas,2014-11-01,95,99,5,5,100,104,204
COTAGAITA,consulta externa, personas de 60 anos y mas,2014-11-01,485,798,15,37,500,835,1335
COTOCA,consulta externa, personas de 60 anos y mas,2014-11-01,261,301,25,24,286,325,611
CRUZ DE MACHACAMARCA,consulta externa, personas de 60 anos y mas,2014-11-01,10,11,7,11,17,22,39
CUATRO CAÑADAS,consulta externa, personas de 60 anos y mas,2014-11-01,117,97,16,17,133,114,247
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 60 anos y mas,2014-11-01,36,69,1,1,37,70,107
CUEVO,consulta externa, personas de 60 anos y mas,2014-11-01,66,63,15,20,81,83,164
CULPINA,consulta externa, personas de 60 anos y mas,2014-11-01,211,328,10,8,221,336,557
CURAHUARA DE CARANGAS,consulta externa, personas de 60 anos y mas,2014-11-01,39,58,8,1,47,59,106
CURVA,consulta externa, personas de 60 anos y mas,2014-11-01,40,67,7,3,47,70,117
DESAGUADERO,consulta externa, personas de 60 anos y mas,2014-11-01,49,62,24,44,73,106,179
EL ALTO,consulta externa, personas de 60 anos y mas,2014-11-01,4225,5026,2028,2499,6253,7525,13778
EL CHORO,consulta externa, personas de 60 anos y mas,2014-11-01,59,64,4,2,63,66,129
EL PUENTE(STC),consulta externa, personas de 60 anos y mas,2014-11-01,119,67,1,4,120,71,191
EL PUENTE(TJA),consulta externa, personas de 60 anos y mas,2014-11-01,151,336,5,16,156,352,508
EL TORNO,consulta externa, personas de 60 anos y mas,2014-11-01,712,860,137,233,849,1093,1942
EL VILLAR,consulta externa, personas de 60 anos y mas,2014-11-01,74,157,9,10,83,167,250
ENTRE RIOS TRJ,consulta externa, personas de 60 anos y mas,2014-11-01,202,277,20,28,222,305,527
ENTRE RIOS CBBA,consulta externa, personas de 60 anos y mas,2014-11-01,82,65,17,11,99,76,175
ESCARA,consulta externa, personas de 60 anos y mas,2014-11-01,6,11,0,4,6,15,21
ESCOMA,consulta externa, personas de 60 anos y mas,2014-11-01,75,79,44,30,119,109,228
ESMERALDA,consulta externa, personas de 60 anos y mas,2014-11-01,30,37,0,0,30,37,67
EUCALIPTUS,consulta externa, personas de 60 anos y mas,2014-11-01,116,104,10,6,126,110,236
EUREKA (SANTOS MERCADO),consulta externa, personas de 60 anos y mas,2014-11-01,7,4,1,1,8,5,13
EXALTACION,consulta externa, personas de 60 anos y mas,2014-11-01,5,4,0,1,5,5,10
FERNANDEZ ALONSO,consulta externa, personas de 60 anos y mas,2014-11-01,96,135,25,11,121,146,267
FILADELFIA,consulta externa, personas de 60 anos y mas,2014-11-01,47,28,0,0,47,28,75
GENERAL SAAVEDRA,consulta externa, personas de 60 anos y mas,2014-11-01,130,131,15,18,145,149,294
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 60 anos y mas,2014-11-01,124,146,3,5,127,151,278
GUANAY,consulta externa, personas de 60 anos y mas,2014-11-01,119,97,8,8,127,105,232
GUAQUI,consulta externa, personas de 60 anos y mas,2014-11-01,153,164,27,21,180,185,365
GUAYARAMERIN,consulta externa, personas de 60 anos y mas,2014-11-01,399,488,109,225,508,713,1221
GUTIERREZ,consulta externa, personas de 60 anos y mas,2014-11-01,101,113,0,0,101,113,214
HUACARETA,consulta externa, personas de 60 anos y mas,2014-11-01,153,230,4,7,157,237,394
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 60 anos y mas,2014-11-01,40,72,0,2,40,74,114
HUACHACALLA,consulta externa, personas de 60 anos y mas,2014-11-01,47,46,29,41,76,87,163
HUANUNI,consulta externa, personas de 60 anos y mas,2014-11-01,336,230,124,109,460,339,799
HUARACAJE,consulta externa, personas de 60 anos y mas,2014-11-01,27,25,7,9,34,34,68
HUARINA,consulta externa, personas de 60 anos y mas,2014-11-01,92,77,45,49,137,126,263
HUATAJATA,consulta externa, personas de 60 anos y mas,2014-11-01,42,31,118,183,160,214,374
HUAYLLAMARCA,consulta externa, personas de 60 anos y mas,2014-11-01,127,177,9,5,136,182,318
HUMANATA,consulta externa, personas de 60 anos y mas,2014-11-01,47,54,7,10,54,64,118
ICHOCA,consulta externa, personas de 60 anos y mas,2014-11-01,90,81,2,1,92,82,174
ICLA,consulta externa, personas de 60 anos y mas,2014-11-01,140,242,12,23,152,265,417
INCAHUASI,consulta externa, personas de 60 anos y mas,2014-11-01,121,168,4,6,125,174,299
INGAVI (HUMAITA),consulta externa, personas de 60 anos y mas,2014-11-01,7,1,0,0,7,1,8
INQUISIVI,consulta externa, personas de 60 anos y mas,2014-11-01,180,152,4,5,184,157,341
IRUPANA (VILLA DE LANZA),consulta externa, personas de 60 anos y mas,2014-11-01,213,244,90,75,303,319,622
IXIAMAS,consulta externa, personas de 60 anos y mas,2014-11-01,69,33,7,2,76,35,111
JESUS DE MACHACA,consulta externa, personas de 60 anos y mas,2014-11-01,415,432,57,55,472,487,959
LA ASUNTA,consulta externa, personas de 60 anos y mas,2014-11-01,185,124,38,29,223,153,376
LA GUARDIA,consulta externa, personas de 60 anos y mas,2014-11-01,362,484,42,44,404,528,932
LA PAZ,consulta externa, personas de 60 anos y mas,2014-11-01,11308,13277,9792,14004,21100,27281,48381
LA RIVERA,consulta externa, personas de 60 anos y mas,2014-11-01,13,11,3,2,16,13,29
LAGUNILLAS,consulta externa, personas de 60 anos y mas,2014-11-01,68,74,3,1,71,75,146
LAJA,consulta externa, personas de 60 anos y mas,2014-11-01,119,164,42,60,161,224,385
LAS CARRERAS,consulta externa, personas de 60 anos y mas,2014-11-01,42,84,1,0,43,84,127
LICOMA PAMPA,consulta externa, personas de 60 anos y mas,2014-11-01,58,55,0,2,58,57,115
LLALLAGUA,consulta externa, personas de 60 anos y mas,2014-11-01,339,506,65,85,404,591,995
LLICA,consulta externa, personas de 60 anos y mas,2014-11-01,32,49,7,9,39,58,97
LORETO,consulta externa, personas de 60 anos y mas,2014-11-01,24,17,1,1,25,18,43
LURIBAY,consulta externa, personas de 60 anos y mas,2014-11-01,164,150,54,32,218,182,400
MACHACAMARCA,consulta externa, personas de 60 anos y mas,2014-11-01,79,89,7,3,86,92,178
MACHARETI,consulta externa, personas de 60 anos y mas,2014-11-01,95,113,11,12,106,125,231
MAGDALENA,consulta externa, personas de 60 anos y mas,2014-11-01,59,91,57,63,116,154,270
MAIRANA,consulta externa, personas de 60 anos y mas,2014-11-01,54,58,36,46,90,104,194
MALLA,consulta externa, personas de 60 anos y mas,2014-11-01,44,52,7,2,51,54,105
MAPIRI,consulta externa, personas de 60 anos y mas,2014-11-01,76,62,18,5,94,67,161
MECAPACA,consulta externa, personas de 60 anos y mas,2014-11-01,144,117,14,6,158,123,281
MINEROS,consulta externa, personas de 60 anos y mas,2014-11-01,129,117,38,36,167,153,320
MIZQUE,consulta externa, personas de 60 anos y mas,2014-11-01,88,120,18,22,106,142,248
MOCOMOCO,consulta externa, personas de 60 anos y mas,2014-11-01,213,206,15,21,228,227,455
MOJINETE,consulta externa, personas de 60 anos y mas,2014-11-01,13,36,4,10,17,46,63
MOJOCOYA,consulta externa, personas de 60 anos y mas,2014-11-01,100,160,9,22,109,182,291
MONTEAGUDO,consulta externa, personas de 60 anos y mas,2014-11-01,579,818,31,64,610,882,1492
MONTERO,consulta externa, personas de 60 anos y mas,2014-11-01,977,1154,222,314,1199,1468,2667
MORO MORO,consulta externa, personas de 60 anos y mas,2014-11-01,31,42,34,50,65,92,157
MOROCHATA,consulta externa, personas de 60 anos y mas,2014-11-01,129,150,11,7,140,157,297
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 60 anos y mas,2014-11-01,17,10,0,0,17,10,27
NAZACARA DE PACAJES,consulta externa, personas de 60 anos y mas,2014-11-01,7,12,0,0,7,12,19
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 60 anos y mas,2014-11-01,16,18,2,1,18,19,37
OCURI,consulta externa, personas de 60 anos y mas,2014-11-01,101,184,0,1,101,185,286
OKINAWA,consulta externa, personas de 60 anos y mas,2014-11-01,98,108,10,13,108,121,229
OMEREQUE,consulta externa, personas de 60 anos y mas,2014-11-01,65,93,4,5,69,98,167
ORURO,consulta externa, personas de 60 anos y mas,2014-11-01,3433,3955,2674,2963,6107,6918,13025
PADCAYA,consulta externa, personas de 60 anos y mas,2014-11-01,364,449,15,19,379,468,847
PADILLA,consulta externa, personas de 60 anos y mas,2014-11-01,320,453,9,12,329,465,794
PAILON,consulta externa, personas de 60 anos y mas,2014-11-01,93,91,17,15,110,106,216
PALCA,consulta externa, personas de 60 anos y mas,2014-11-01,127,137,23,4,150,141,291
PALOS BLANCOS,consulta externa, personas de 60 anos y mas,2014-11-01,344,258,19,12,363,270,633
PAMPA AULLAGAS,consulta externa, personas de 60 anos y mas,2014-11-01,25,32,3,2,28,34,62
PAMPA GRANDE,consulta externa, personas de 60 anos y mas,2014-11-01,65,115,3,5,68,120,188
PAPEL PAMPA,consulta externa, personas de 60 anos y mas,2014-11-01,229,228,6,15,235,243,478
PASORAPA,consulta externa, personas de 60 anos y mas,2014-11-01,52,105,7,16,59,121,180
PATACAMAYA,consulta externa, personas de 60 anos y mas,2014-11-01,139,115,12,5,151,120,271
PAZÑA,consulta externa, personas de 60 anos y mas,2014-11-01,109,92,11,9,120,101,221
PELECHUCO,consulta externa, personas de 60 anos y mas,2014-11-01,53,43,5,1,58,44,102
POCOATA,consulta externa, personas de 60 anos y mas,2014-11-01,227,349,3,1,230,350,580
POCONA,consulta externa, personas de 60 anos y mas,2014-11-01,96,170,6,6,102,176,278
POJO (CBBA),consulta externa, personas de 60 anos y mas,2014-11-01,45,65,12,15,57,80,137
POOPO,consulta externa, personas de 60 anos y mas,2014-11-01,72,73,18,13,90,86,176
PORCO,consulta externa, personas de 60 anos y mas,2014-11-01,21,32,2,1,23,33,56
POROMA,consulta externa, personas de 60 anos y mas,2014-11-01,198,295,23,32,221,327,548
PORONGO,consulta externa, personas de 60 anos y mas,2014-11-01,98,95,6,6,104,101,205
PORTACHUELO,consulta externa, personas de 60 anos y mas,2014-11-01,259,236,84,76,343,312,655
PORVENIR,consulta externa, personas de 60 anos y mas,2014-11-01,53,22,6,5,59,27,86
POSTRER VALLE,consulta externa, personas de 60 anos y mas,2014-11-01,41,59,10,15,51,74,125
POTOSI,consulta externa, personas de 60 anos y mas,2014-11-01,2501,3483,1474,2081,3975,5564,9539
