,group,variable,month,TOTAL 1.1 MENORES DE 5 AÑOS NUEVO,TOTAL 1.1 MENORES DE 5 AÑOS NUEVO,TOTAL 1.1 MENORES DE 5 AÑOS REPETIDO,TOTAL 1.1 MENORES DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, menores de 5 anos,2014-11-01,107,75,16,9,123,84,207
NAZACARA DE PACAJES,consulta externa, menores de 5 anos,2014-11-01,10,9,0,0,10,9,19
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, menores de 5 anos,2014-11-01,108,61,5,0,113,61,174
OCURI,consulta externa, menores de 5 anos,2014-11-01,289,232,1,1,290,233,523
OKINAWA,consulta externa, menores de 5 anos,2014-11-01,335,301,31,23,366,324,690
OMEREQUE,consulta externa, menores de 5 anos,2014-11-01,177,157,9,9,186,166,352
ORURO,consulta externa, menores de 5 anos,2014-11-01,7536,7091,1151,990,8687,8081,16768
PADCAYA,consulta externa, menores de 5 anos,2014-11-01,468,380,29,19,497,399,896
PADILLA,consulta externa, menores de 5 anos,2014-11-01,279,270,8,4,287,274,561
PAILON,consulta externa, menores de 5 anos,2014-11-01,439,360,40,34,479,394,873
PALCA,consulta externa, menores de 5 anos,2014-11-01,322,253,70,69,392,322,714
PALOS BLANCOS,consulta externa, menores de 5 anos,2014-11-01,782,750,100,76,882,826,1708
PAMPA AULLAGAS,consulta externa, menores de 5 anos,2014-11-01,57,44,3,3,60,47,107
PAMPA GRANDE,consulta externa, menores de 5 anos,2014-11-01,134,132,13,11,147,143,290
PAPEL PAMPA,consulta externa, menores de 5 anos,2014-11-01,150,130,7,8,157,138,295
PASORAPA,consulta externa, menores de 5 anos,2014-11-01,71,44,4,1,75,45,120
PATACAMAYA,consulta externa, menores de 5 anos,2014-11-01,303,259,9,11,312,270,582
PAZÑA,consulta externa, menores de 5 anos,2014-11-01,102,98,5,8,107,106,213
PELECHUCO,consulta externa, menores de 5 anos,2014-11-01,169,162,1,4,170,166,336
POCOATA,consulta externa, menores de 5 anos,2014-11-01,351,342,25,15,376,357,733
POCONA,consulta externa, menores de 5 anos,2014-11-01,200,200,14,17,214,217,431
POJO (CBBA),consulta externa, menores de 5 anos,2014-11-01,270,286,43,17,313,303,616
POOPO,consulta externa, menores de 5 anos,2014-11-01,107,89,5,2,112,91,203
PORCO,consulta externa, menores de 5 anos,2014-11-01,232,167,1,7,233,174,407
POROMA,consulta externa, menores de 5 anos,2014-11-01,439,448,15,12,454,460,914
PORONGO,consulta externa, menores de 5 anos,2014-11-01,174,192,7,12,181,204,385
PORTACHUELO,consulta externa, menores de 5 anos,2014-11-01,345,374,348,355,693,729,1422
PORVENIR,consulta externa, menores de 5 anos,2014-11-01,137,124,9,1,146,125,271
POSTRER VALLE,consulta externa, menores de 5 anos,2014-11-01,33,27,1,0,34,27,61
POTOSI,consulta externa, menores de 5 anos,2014-11-01,4285,3886,378,369,4663,4255,8918
PRESTO,consulta externa, menores de 5 anos,2014-11-01,243,209,10,15,253,224,477
PUCARA,consulta externa, menores de 5 anos,2014-11-01,33,34,7,9,40,43,83
PUCARANI,consulta externa, menores de 5 anos,2014-11-01,256,240,17,9,273,249,522
PUERTO ACOSTA,consulta externa, menores de 5 anos,2014-11-01,128,100,1,1,129,101,230
PUERTO CARABUCO,consulta externa, menores de 5 anos,2014-11-01,73,57,28,30,101,87,188
PUERTO GONZALO MORENO,consulta externa, menores de 5 anos,2014-11-01,256,204,7,7,263,211,474
PUERTO PEREZ,consulta externa, menores de 5 anos,2014-11-01,72,58,2,1,74,59,133
PUERTO QUIJARRO,consulta externa, menores de 5 anos,2014-11-01,378,312,10,8,388,320,708
PUERTO RICO,consulta externa, menores de 5 anos,2014-11-01,292,259,7,4,299,263,562
PUERTO SILES,consulta externa, menores de 5 anos,2014-11-01,43,34,11,19,54,53,107
PUERTO SUAREZ,consulta externa, menores de 5 anos,2014-11-01,211,220,7,12,218,232,450
PUERTO VILLARROEL,consulta externa, menores de 5 anos,2014-11-01,1967,1724,87,84,2054,1808,3862
PUNA,consulta externa, menores de 5 anos,2014-11-01,403,384,10,3,413,387,800
PUNATA,consulta externa, menores de 5 anos,2014-11-01,438,474,169,157,607,631,1238
QUIABAYA,consulta externa, menores de 5 anos,2014-11-01,46,43,4,5,50,48,98
QUILLACOLLO,consulta externa, menores de 5 anos,2014-11-01,1447,1334,2534,2169,3981,3503,7484
QUIME,consulta externa, menores de 5 anos,2014-11-01,172,173,12,9,184,182,366
QUIRUSILLAS,consulta externa, menores de 5 anos,2014-11-01,27,33,0,0,27,33,60
RAVELO,consulta externa, menores de 5 anos,2014-11-01,273,257,3,0,276,257,533
REYES,consulta externa, menores de 5 anos,2014-11-01,210,238,6,15,216,253,469
RIBERALTA,consulta externa, menores de 5 anos,2014-11-01,2584,2492,232,208,2816,2700,5516
ROBORE,consulta externa, menores de 5 anos,2014-11-01,288,313,15,23,303,336,639
RURRENABAQUE,consulta externa, menores de 5 anos,2014-11-01,260,360,8,16,268,376,644
SABAYA,consulta externa, menores de 5 anos,2014-11-01,25,25,12,6,37,31,68
SACABA,consulta externa, menores de 5 anos,2014-11-01,2152,2004,191,195,2343,2199,4542
SACABAMBA,consulta externa, menores de 5 anos,2014-11-01,60,57,23,34,83,91,174
SACACA,consulta externa, menores de 5 anos,2014-11-01,466,410,5,1,471,411,882
SAIPINA,consulta externa, menores de 5 anos,2014-11-01,129,100,11,10,140,110,250
SALINAS DE GARCI MENDOZA,consulta externa, menores de 5 anos,2014-11-01,204,196,15,10,219,206,425
SAMAIPATA,consulta externa, menores de 5 anos,2014-11-01,197,180,11,5,208,185,393
SAN AGUSTIN,consulta externa, menores de 5 anos,2014-11-01,54,59,0,3,54,62,116
SAN ANDRES,consulta externa, menores de 5 anos,2014-11-01,183,167,79,67,262,234,496
SAN ANDRES DE MACHACA,consulta externa, menores de 5 anos,2014-11-01,36,24,1,1,37,25,62
SAN ANTONIO DE ESMORUCO,consulta externa, menores de 5 anos,2014-11-01,60,41,7,9,67,50,117
SAN ANTONIO DE LOMERIO,consulta externa, menores de 5 anos,2014-11-01,174,180,3,2,177,182,359
SAN BENITO,consulta externa, menores de 5 anos,2014-11-01,226,214,67,70,293,284,577
SAN BORJA,consulta externa, menores de 5 anos,2014-11-01,871,823,109,89,980,912,1892
SAN BUENA VENTURA,consulta externa, menores de 5 anos,2014-11-01,240,256,12,19,252,275,527
SAN CARLOS,consulta externa, menores de 5 anos,2014-11-01,425,378,41,44,466,422,888
SAN IGNACIO,consulta externa, menores de 5 anos,2014-11-01,570,457,63,69,633,526,1159
SAN IGNACIO DE VELASCO,consulta externa, menores de 5 anos,2014-11-01,973,855,23,28,996,883,1879
SAN JAVIER(BNI),consulta externa, menores de 5 anos,2014-11-01,28,21,27,19,55,40,95
SAN JAVIER(STC),consulta externa, menores de 5 anos,2014-11-01,143,153,0,1,143,154,297
SAN JOAQUIN,consulta externa, menores de 5 anos,2014-11-01,84,63,29,21,113,84,197
SAN JOSE DE CHIQUITOS,consulta externa, menores de 5 anos,2014-11-01,329,290,14,15,343,305,648
SAN JUAN DE YAPACANI,consulta externa, menores de 5 anos,2014-11-01,223,186,14,10,237,196,433
SAN JULIAN,consulta externa, menores de 5 anos,2014-11-01,1537,1292,291,245,1828,1537,3365
SAN LORENZO(PND),consulta externa, menores de 5 anos,2014-11-01,182,163,2,4,184,167,351
SAN LORENZO(TJA),consulta externa, menores de 5 anos,2014-11-01,470,449,40,53,510,502,1012
SAN LUCAS,consulta externa, menores de 5 anos,2014-11-01,846,784,14,10,860,794,1654
SAN MATIAS,consulta externa, menores de 5 anos,2014-11-01,244,187,64,65,308,252,560
SAN MIGUEL DE VELASCO,consulta externa, menores de 5 anos,2014-11-01,234,181,46,33,280,214,494
SAN PABLO DE LIPEZ,consulta externa, menores de 5 anos,2014-11-01,106,104,6,11,112,115,227
SAN PEDRO,consulta externa, menores de 5 anos,2014-11-01,576,505,32,34,608,539,1147
SAN PEDRO DE BUENA VISTA,consulta externa, menores de 5 anos,2014-11-01,639,570,9,5,648,575,1223
SAN PEDRO DE CURAHUARA,consulta externa, menores de 5 anos,2014-11-01,154,126,16,4,170,130,300
SAN PEDRO DE QUEMES,consulta externa, menores de 5 anos,2014-11-01,15,17,0,0,15,17,32
SAN PEDRO DE TIQUINA,consulta externa, menores de 5 anos,2014-11-01,53,32,18,14,71,46,117
SAN PEDRO(PND),consulta externa, menores de 5 anos,2014-11-01,73,76,0,0,73,76,149
SAN RAFAEL,consulta externa, menores de 5 anos,2014-11-01,259,223,18,11,277,234,511
SAN RAMON BENI,consulta externa, menores de 5 anos,2014-11-01,74,83,0,0,74,83,157
SAN RAMON SCZ,consulta externa, menores de 5 anos,2014-11-01,234,213,0,4,234,217,451
SANTA ANA,consulta externa, menores de 5 anos,2014-11-01,167,156,233,188,400,344,744
SANTA CRUZ DE LA SIERRA,consulta externa, menores de 5 anos,2014-11-01,17712,16219,4014,3934,21726,20153,41879
SANTA ROSA,consulta externa, menores de 5 anos,2014-11-01,125,138,2,6,127,144,271
SANTA ROSA DEL SARA,consulta externa, menores de 5 anos,2014-11-01,429,398,73,73,502,471,973
SANTIAGO DE CALLAPA,consulta externa, menores de 5 anos,2014-11-01,46,47,13,16,59,63,122
SANTIAGO DE HUARI,consulta externa, menores de 5 anos,2014-11-01,194,156,8,2,202,158,360
SANTIAGO DE HUATA,consulta externa, menores de 5 anos,2014-11-01,71,47,23,20,94,67,161
SANTIAGO DE MACHACA,consulta externa, menores de 5 anos,2014-11-01,29,26,3,1,32,27,59
SANTIVAÑES,consulta externa, menores de 5 anos,2014-11-01,97,89,9,7,106,96,202
SANTUARIO DE QUILLACAS,consulta externa, menores de 5 anos,2014-11-01,14,13,0,0,14,13,27
SAPAHAQUI,consulta externa, menores de 5 anos,2014-11-01,114,86,0,1,114,87,201
SENA,consulta externa, menores de 5 anos,2014-11-01,142,149,4,5,146,154,300
SHINAOTA,consulta externa, menores de 5 anos,2014-11-01,869,725,134,111,1003,836,1839
SICA SICA (VILLA AROMA),consulta externa, menores de 5 anos,2014-11-01,317,322,10,9,327,331,658
SICAYA,consulta externa, menores de 5 anos,2014-11-01,66,65,5,4,71,69,140
SIPE SIPE,consulta externa, menores de 5 anos,2014-11-01,648,561,195,188,843,749,1592
SOPACHUY,consulta externa, menores de 5 anos,2014-11-01,212,225,8,11,220,236,456
SORACACHI,consulta externa, menores de 5 anos,2014-11-01,206,192,21,15,227,207,434
SORATA,consulta externa, menores de 5 anos,2014-11-01,303,236,12,9,315,245,560
SUCRE,consulta externa, menores de 5 anos,2014-11-01,6687,6181,2374,2209,9061,8390,17451
TACACHI,consulta externa, menores de 5 anos,2014-11-01,7,19,9,5,16,24,40
TACACOMA,consulta externa, menores de 5 anos,2014-11-01,147,160,12,5,159,165,324
TACOBAMBA,consulta externa, menores de 5 anos,2014-11-01,174,169,7,1,181,170,351
TACOPAYA,consulta externa, menores de 5 anos,2014-11-01,118,99,29,29,147,128,275
TAHUA,consulta externa, menores de 5 anos,2014-11-01,19,20,0,1,19,21,40
TAPACARI,consulta externa, menores de 5 anos,2014-11-01,551,340,99,75,650,415,1065
TARABUCO,consulta externa, menores de 5 anos,2014-11-01,326,270,5,2,331,272,603
TARACO,consulta externa, menores de 5 anos,2014-11-01,44,33,27,13,71,46,117
TARATA,consulta externa, menores de 5 anos,2014-11-01,84,48,52,53,136,101,237
TARIJA,consulta externa, menores de 5 anos,2014-11-01,4194,3616,1363,1179,5557,4795,10352
TARVITA,consulta externa, menores de 5 anos,2014-11-01,584,510,7,3,591,513,1104
TEOPONTE,consulta externa, menores de 5 anos,2014-11-01,303,323,28,22,331,345,676
TIAWANACU,consulta externa, menores de 5 anos,2014-11-01,146,113,11,10,157,123,280
TINGUIPAYA,consulta externa, menores de 5 anos,2014-11-01,382,328,3,1,385,329,714
TIPUANI,consulta externa, menores de 5 anos,2014-11-01,234,193,80,46,314,239,553
TIQUIPAYA,consulta externa, menores de 5 anos,2014-11-01,1169,954,214,208,1383,1162,2545
TIRAQUE (CBBA),consulta externa, menores de 5 anos,2014-11-01,230,256,19,21,249,277,526
TITO YUPANQUI (PARQUIPUJIO),consulta externa, menores de 5 anos,2014-11-01,16,6,7,5,23,11,34
TOCO,consulta externa, menores de 5 anos,2014-11-01,99,75,75,70,174,145,319
TODOS SANTOS,consulta externa, menores de 5 anos,2014-11-01,8,1,0,0,8,1,9
TOLATA,consulta externa, menores de 5 anos,2014-11-01,69,61,34,36,103,97,200
TOLEDO,consulta externa, menores de 5 anos,2014-11-01,83,51,8,2,91,53,144
TOMAVE,consulta externa, menores de 5 anos,2014-11-01,226,210,3,5,229,215,444
TOMINA,consulta externa, menores de 5 anos,2014-11-01,284,305,2,6,286,311,597
TORO TORO,consulta externa, menores de 5 anos,2014-11-01,303,292,2,3,305,295,600
TOTORA(CBBA),consulta externa, menores de 5 anos,2014-11-01,233,190,3,7,236,197,433
TOTORA(ORR),consulta externa, menores de 5 anos,2014-11-01,118,107,3,4,121,111,232
TRIGAL,consulta externa, menores de 5 anos,2014-11-01,38,22,3,0,41,22,63
TRINIDAD,consulta externa, menores de 5 anos,2014-11-01,2341,1974,396,393,2737,2367,5104
TUPIZA,consulta externa, menores de 5 anos,2014-11-01,1351,1276,401,443,1752,1719,3471
TURCO,consulta externa, menores de 5 anos,2014-11-01,68,48,2,4,70,52,122
UMALA,consulta externa, menores de 5 anos,2014-11-01,127,134,2,3,129,137,266
UNCIA,consulta externa, menores de 5 anos,2014-11-01,338,262,2,1,340,263,603
URIONDO (A. CONCEPCION),consulta externa, menores de 5 anos,2014-11-01,440,402,54,59,494,461,955
URUBICHA,consulta externa, menores de 5 anos,2014-11-01,184,172,4,7,188,179,367
UYUNI,consulta externa, menores de 5 anos,2014-11-01,454,489,12,17,466,506,972
VACAS,consulta externa, menores de 5 anos,2014-11-01,135,95,18,24,153,119,272
VALLEGRANDE,consulta externa, menores de 5 anos,2014-11-01,191,179,62,71,253,250,503
VIACHA,consulta externa, menores de 5 anos,2014-11-01,1060,934,202,185,1262,1119,2381
VILA VILA,consulta externa, menores de 5 anos,2014-11-01,98,107,1,1,99,108,207
VILLA CHARCAS,consulta externa, menores de 5 anos,2014-11-01,306,316,6,2,312,318,630
VILLA MONTES,consulta externa, menores de 5 anos,2014-11-01,1341,867,55,51,1396,918,2314
VILLA NUEVA (LOMA ALTA),consulta externa, menores de 5 anos,2014-11-01,136,98,0,1,136,99,235
VILLA RIVERO,consulta externa, menores de 5 anos,2014-11-01,171,154,14,12,185,166,351
VILLA SERRANO,consulta externa, menores de 5 anos,2014-11-01,405,444,49,42,454,486,940
VILLA TUNARI,consulta externa, menores de 5 anos,2014-11-01,2360,2259,257,184,2617,2443,5060
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, menores de 5 anos,2014-11-01,199,157,67,53,266,210,476
VILLAZON,consulta externa, menores de 5 anos,2014-11-01,1051,848,46,41,1097,889,1986
VINTO,consulta externa, menores de 5 anos,2014-11-01,304,263,584,439,888,702,1590
VITICHI,consulta externa, menores de 5 anos,2014-11-01,124,145,2,0,126,145,271
WALDO BALLIVIAN,consulta externa, menores de 5 anos,2014-11-01,55,44,0,0,55,44,99
WARNES,consulta externa, menores de 5 anos,2014-11-01,1924,1726,112,115,2036,1841,3877
YACO,consulta externa, menores de 5 anos,2014-11-01,118,153,4,3,122,156,278
YACUIBA,consulta externa, menores de 5 anos,2014-11-01,2091,1913,697,660,2788,2573,5361
YAMPARAEZ,consulta externa, menores de 5 anos,2014-11-01,132,87,9,5,141,92,233
YANACACHI,consulta externa, menores de 5 anos,2014-11-01,145,140,11,0,156,140,296
YAPACANI,consulta externa, menores de 5 anos,2014-11-01,875,744,81,68,956,812,1768
YOCALLA,consulta externa, menores de 5 anos,2014-11-01,103,120,0,2,103,122,225
YOTALA,consulta externa, menores de 5 anos,2014-11-01,152,148,17,17,169,165,334
YUNCHARA,consulta externa, menores de 5 anos,2014-11-01,161,165,1,3,162,168,330
ZUDAÑEZ,consulta externa, menores de 5 anos,2014-11-01,220,199,15,9,235,208,443
ACACIO,consulta externa, menores de 5 anos,2014-12-01,81,96,0,2,81,98,179
ACHACACHI,consulta externa, menores de 5 anos,2014-12-01,348,291,201,231,549,522,1071
ACHOCALLA,consulta externa, menores de 5 anos,2014-12-01,150,136,3,0,153,136,289
AIQUILE,consulta externa, menores de 5 anos,2014-12-01,362,378,32,44,394,422,816
ALALAY,consulta externa, menores de 5 anos,2014-12-01,13,8,4,5,17,13,30
ALCALA,consulta externa, menores de 5 anos,2014-12-01,69,54,4,1,73,55,128
ALTO BENI,consulta externa, menores de 5 anos,2014-12-01,431,371,3,3,434,374,808
ANCORAIMES,consulta externa, menores de 5 anos,2014-12-01,93,65,16,10,109,75,184
ANDAMARCA,consulta externa, menores de 5 anos,2014-12-01,44,56,1,1,45,57,102
ANTEQUERA,consulta externa, menores de 5 anos,2014-12-01,35,28,10,5,45,33,78
ANZALDO,consulta externa, menores de 5 anos,2014-12-01,63,46,36,29,99,75,174
APOLO,consulta externa, menores de 5 anos,2014-12-01,420,419,35,52,455,471,926
ARAMPAMPA,consulta externa, menores de 5 anos,2014-12-01,87,68,1,1,88,69,157
ARANI,consulta externa, menores de 5 anos,2014-12-01,100,88,18,9,118,97,215
ARBIETO,consulta externa, menores de 5 anos,2014-12-01,232,193,36,26,268,219,487
ARQUE,consulta externa, menores de 5 anos,2014-12-01,214,208,10,5,224,213,437
ASCENCION DE GUARAYOS,consulta externa, menores de 5 anos,2014-12-01,355,384,8,8,363,392,755
ATOCHA,consulta externa, menores de 5 anos,2014-12-01,253,240,15,22,268,262,530
AUCAPATA,consulta externa, menores de 5 anos,2014-12-01,59,50,0,2,59,52,111
AYATA,consulta externa, menores de 5 anos,2014-12-01,145,121,5,3,150,124,274
AYO AYO,consulta externa, menores de 5 anos,2014-12-01,69,67,1,1,70,68,138
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, menores de 5 anos,2014-12-01,434,322,10,6,444,328,772
AZURDUY,consulta externa, menores de 5 anos,2014-12-01,409,344,8,10,417,354,771
BATALLAS,consulta externa, menores de 5 anos,2014-12-01,150,119,3,3,153,122,275
BAURES,consulta externa, menores de 5 anos,2014-12-01,125,93,12,12,137,105,242
BELEN DE ANDAMARCA,consulta externa, menores de 5 anos,2014-12-01,23,13,2,0,25,13,38
BELEN DE URMIRI,consulta externa, menores de 5 anos,2014-12-01,32,31,1,0,33,31,64
BELLA FLOR,consulta externa, menores de 5 anos,2014-12-01,92,86,4,3,96,89,185
BERMEJO,consulta externa, menores de 5 anos,2014-12-01,1265,1154,117,113,1382,1267,2649
BETANZOS,consulta externa, menores de 5 anos,2014-12-01,467,451,4,3,471,454,925
BOLIVAR,consulta externa, menores de 5 anos,2014-12-01,88,77,0,1,88,78,166
BOLPEBRA,consulta externa, menores de 5 anos,2014-12-01,52,42,0,24,52,66,118
BOYUIBE,consulta externa, menores de 5 anos,2014-12-01,65,75,13,24,78,99,177
BUENA VISTA,consulta externa, menores de 5 anos,2014-12-01,245,237,2,0,247,237,484
CABEZAS,consulta externa, menores de 5 anos,2014-12-01,781,641,35,44,816,685,1501
CAIROMA,consulta externa, menores de 5 anos,2014-12-01,116,109,33,39,149,148,297
"CAIZA ""D""",consulta externa, menores de 5 anos,2014-12-01,172,142,3,2,175,144,319
CAJUATA,consulta externa, menores de 5 anos,2014-12-01,262,218,3,3,265,221,486
CALACOTO,consulta externa, menores de 5 anos,2014-12-01,45,61,2,9,47,70,117
CALAMARCA,consulta externa, menores de 5 anos,2014-12-01,232,214,15,22,247,236,483
CAMARGO,consulta externa, menores de 5 anos,2014-12-01,267,256,6,1,273,257,530
CAMATAQUI (C. VILLA ABECIA),consulta externa, menores de 5 anos,2014-12-01,36,31,0,0,36,31,67
CAMIRI,consulta externa, menores de 5 anos,2014-12-01,463,518,185,196,648,714,1362
CAPINOTA,consulta externa, menores de 5 anos,2014-12-01,325,306,54,31,379,337,716
CAQUIAVIRI,consulta externa, menores de 5 anos,2014-12-01,85,51,2,1,87,52,139
CARACOLLO,consulta externa, menores de 5 anos,2014-12-01,619,579,2,4,621,583,1204
CARANAVI,consulta externa, menores de 5 anos,2014-12-01,689,672,100,90,789,762,1551
CARANGAS,consulta externa, menores de 5 anos,2014-12-01,3,3,0,0,3,3,6
CARAPARI,consulta externa, menores de 5 anos,2014-12-01,368,313,20,8,388,321,709
CARIPUYO,consulta externa, menores de 5 anos,2014-12-01,103,115,0,1,103,116,219
CARMEN RIVERO TORREZ,consulta externa, menores de 5 anos,2014-12-01,72,72,9,10,81,82,163
CATACORA,consulta externa, menores de 5 anos,2014-12-01,6,15,3,1,9,16,25
CHACARILLA,consulta externa, menores de 5 anos,2014-12-01,26,11,1,0,27,11,38
CHALLAPATA,consulta externa, menores de 5 anos,2014-12-01,450,475,357,438,807,913,1720
CHAQUI,consulta externa, menores de 5 anos,2014-12-01,141,119,3,0,144,119,263
CHARAGUA,consulta externa, menores de 5 anos,2014-12-01,580,560,13,25,593,585,1178
CHARAÑA,consulta externa, menores de 5 anos,2014-12-01,31,13,6,3,37,16,53
CHAYANTA,consulta externa, menores de 5 anos,2014-12-01,187,201,6,7,193,208,401
CHIMORE,consulta externa, menores de 5 anos,2014-12-01,456,341,47,45,503,386,889
CHIPAYA,consulta externa, menores de 5 anos,2014-12-01,32,19,4,0,36,19,55
CHOQUE COTA,consulta externa, menores de 5 anos,2014-12-01,13,8,0,0,13,8,21
CHUA COCANI,consulta externa, menores de 5 anos,2014-12-01,21,10,4,2,25,12,37
CHULUMANI (V. DE LA LIBERTAD),consulta externa, menores de 5 anos,2014-12-01,285,243,43,31,328,274,602
CHUMA,consulta externa, menores de 5 anos,2014-12-01,105,80,1,5,106,85,191
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, menores de 5 anos,2014-12-01,71,71,0,0,71,71,142
CKOCHAS,consulta externa, menores de 5 anos,2014-12-01,270,277,3,4,273,281,554
CLIZA,consulta externa, menores de 5 anos,2014-12-01,315,251,68,66,383,317,700
COBIJA,consulta externa, menores de 5 anos,2014-12-01,1058,956,100,97,1158,1053,2211
COCAPATA,consulta externa, menores de 5 anos,2014-12-01,399,347,17,18,416,365,781
