,group,variable,month,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
TOLATA,consulta externa, personas de 10 a 20 anos,2014-10-01,31,45,8,16,39,61,100
TOLEDO,consulta externa, personas de 10 a 20 anos,2014-10-01,11,15,0,0,11,15,26
TOMAVE,consulta externa, personas de 10 a 20 anos,2014-10-01,50,87,1,1,51,88,139
TOMINA,consulta externa, personas de 10 a 20 anos,2014-10-01,158,192,0,1,158,193,351
TORO TORO,consulta externa, personas de 10 a 20 anos,2014-10-01,47,77,0,0,47,77,124
TOTORA(CBBA),consulta externa, personas de 10 a 20 anos,2014-10-01,27,65,1,3,28,68,96
TOTORA(ORR),consulta externa, personas de 10 a 20 anos,2014-10-01,12,29,0,1,12,30,42
TRIGAL,consulta externa, personas de 10 a 20 anos,2014-10-01,9,13,0,2,9,15,24
TRINIDAD,consulta externa, personas de 10 a 20 anos,2014-10-01,1010,1666,231,367,1241,2033,3274
TUPIZA,consulta externa, personas de 10 a 20 anos,2014-10-01,395,573,26,28,421,601,1022
TURCO,consulta externa, personas de 10 a 20 anos,2014-10-01,17,17,2,0,19,17,36
UMALA,consulta externa, personas de 10 a 20 anos,2014-10-01,24,37,1,0,25,37,62
UNCIA,consulta externa, personas de 10 a 20 anos,2014-10-01,133,199,14,11,147,210,357
URIONDO (A. CONCEPCION),consulta externa, personas de 10 a 20 anos,2014-10-01,221,349,20,23,241,372,613
URUBICHA,consulta externa, personas de 10 a 20 anos,2014-10-01,28,59,2,6,30,65,95
UYUNI,consulta externa, personas de 10 a 20 anos,2014-10-01,141,242,4,16,145,258,403
VACAS,consulta externa, personas de 10 a 20 anos,2014-10-01,30,37,5,3,35,40,75
VALLEGRANDE,consulta externa, personas de 10 a 20 anos,2014-10-01,38,117,9,49,47,166,213
VIACHA,consulta externa, personas de 10 a 20 anos,2014-10-01,255,451,97,149,352,600,952
VILA VILA,consulta externa, personas de 10 a 20 anos,2014-10-01,8,16,0,0,8,16,24
VILLA CHARCAS,consulta externa, personas de 10 a 20 anos,2014-10-01,26,93,1,0,27,93,120
VILLA MONTES,consulta externa, personas de 10 a 20 anos,2014-10-01,490,768,42,32,532,800,1332
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 10 a 20 anos,2014-10-01,11,8,0,0,11,8,19
VILLA RIVERO,consulta externa, personas de 10 a 20 anos,2014-10-01,26,29,1,4,27,33,60
VILLA SERRANO,consulta externa, personas de 10 a 20 anos,2014-10-01,43,87,0,0,43,87,130
VILLA TUNARI,consulta externa, personas de 10 a 20 anos,2014-10-01,718,790,16,31,734,821,1555
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 10 a 20 anos,2014-10-01,64,94,13,8,77,102,179
VILLAZON,consulta externa, personas de 10 a 20 anos,2014-10-01,231,482,21,70,252,552,804
VINTO,consulta externa, personas de 10 a 20 anos,2014-10-01,47,102,10,20,57,122,179
VITICHI,consulta externa, personas de 10 a 20 anos,2014-10-01,41,50,0,2,41,52,93
WALDO BALLIVIAN,consulta externa, personas de 10 a 20 anos,2014-10-01,14,14,5,1,19,15,34
WARNES,consulta externa, personas de 10 a 20 anos,2014-10-01,542,896,11,20,553,916,1469
YACO,consulta externa, personas de 10 a 20 anos,2014-10-01,23,23,1,0,24,23,47
YACUIBA,consulta externa, personas de 10 a 20 anos,2014-10-01,905,1393,171,266,1076,1659,2735
YAMPARAEZ,consulta externa, personas de 10 a 20 anos,2014-10-01,33,34,3,2,36,36,72
YANACACHI,consulta externa, personas de 10 a 20 anos,2014-10-01,24,37,4,1,28,38,66
YAPACANI,consulta externa, personas de 10 a 20 anos,2014-10-01,111,245,20,97,131,342,473
YOCALLA,consulta externa, personas de 10 a 20 anos,2014-10-01,69,111,0,1,69,112,181
YOTALA,consulta externa, personas de 10 a 20 anos,2014-10-01,63,74,6,7,69,81,150
YUNCHARA,consulta externa, personas de 10 a 20 anos,2014-10-01,54,141,0,4,54,145,199
ZUDAÑEZ,consulta externa, personas de 10 a 20 anos,2014-10-01,26,60,0,5,26,65,91
ACACIO,consulta externa, personas de 10 a 20 anos,2014-11-01,23,39,0,0,23,39,62
ACHACACHI,consulta externa, personas de 10 a 20 anos,2014-11-01,73,160,15,56,88,216,304
ACHOCALLA,consulta externa, personas de 10 a 20 anos,2014-11-01,29,45,1,0,30,45,75
AIQUILE,consulta externa, personas de 10 a 20 anos,2014-11-01,73,119,6,58,79,177,256
ALALAY,consulta externa, personas de 10 a 20 anos,2014-11-01,4,5,1,0,5,5,10
ALCALA,consulta externa, personas de 10 a 20 anos,2014-11-01,55,59,2,1,57,60,117
ALTO BENI,consulta externa, personas de 10 a 20 anos,2014-11-01,59,98,2,1,61,99,160
ANCORAIMES,consulta externa, personas de 10 a 20 anos,2014-11-01,32,51,2,3,34,54,88
ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-11-01,10,16,1,1,11,17,28
ANTEQUERA,consulta externa, personas de 10 a 20 anos,2014-11-01,9,25,0,3,9,28,37
ANZALDO,consulta externa, personas de 10 a 20 anos,2014-11-01,43,38,5,3,48,41,89
APOLO,consulta externa, personas de 10 a 20 anos,2014-11-01,36,42,2,2,38,44,82
ARAMPAMPA,consulta externa, personas de 10 a 20 anos,2014-11-01,10,20,0,0,10,20,30
ARANI,consulta externa, personas de 10 a 20 anos,2014-11-01,16,21,3,2,19,23,42
ARBIETO,consulta externa, personas de 10 a 20 anos,2014-11-01,35,49,9,17,44,66,110
ARQUE,consulta externa, personas de 10 a 20 anos,2014-11-01,70,55,3,1,73,56,129
ASCENCION DE GUARAYOS,consulta externa, personas de 10 a 20 anos,2014-11-01,38,119,0,1,38,120,158
ATOCHA,consulta externa, personas de 10 a 20 anos,2014-11-01,168,246,11,16,179,262,441
AUCAPATA,consulta externa, personas de 10 a 20 anos,2014-11-01,35,43,4,4,39,47,86
AYATA,consulta externa, personas de 10 a 20 anos,2014-11-01,29,40,1,7,30,47,77
AYO AYO,consulta externa, personas de 10 a 20 anos,2014-11-01,17,37,2,14,19,51,70
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 10 a 20 anos,2014-11-01,85,138,2,9,87,147,234
AZURDUY,consulta externa, personas de 10 a 20 anos,2014-11-01,40,69,2,0,42,69,111
BATALLAS,consulta externa, personas de 10 a 20 anos,2014-11-01,35,66,4,6,39,72,111
BAURES,consulta externa, personas de 10 a 20 anos,2014-11-01,63,59,2,2,65,61,126
BELEN DE ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-11-01,3,6,0,0,3,6,9
BELEN DE URMIRI,consulta externa, personas de 10 a 20 anos,2014-11-01,1,5,0,0,1,5,6
BELLA FLOR,consulta externa, personas de 10 a 20 anos,2014-11-01,18,32,1,0,19,32,51
BERMEJO,consulta externa, personas de 10 a 20 anos,2014-11-01,532,961,27,31,559,992,1551
BETANZOS,consulta externa, personas de 10 a 20 anos,2014-11-01,176,266,2,3,178,269,447
BOLIVAR,consulta externa, personas de 10 a 20 anos,2014-11-01,12,20,0,0,12,20,32
BOLPEBRA,consulta externa, personas de 10 a 20 anos,2014-11-01,17,29,0,0,17,29,46
BOYUIBE,consulta externa, personas de 10 a 20 anos,2014-11-01,16,21,2,12,18,33,51
BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-11-01,37,54,1,0,38,54,92
CABEZAS,consulta externa, personas de 10 a 20 anos,2014-11-01,238,323,5,9,243,332,575
CAIROMA,consulta externa, personas de 10 a 20 anos,2014-11-01,48,75,4,3,52,78,130
"CAIZA ""D""",consulta externa, personas de 10 a 20 anos,2014-11-01,64,83,0,0,64,83,147
CAJUATA,consulta externa, personas de 10 a 20 anos,2014-11-01,103,83,0,0,103,83,186
CALACOTO,consulta externa, personas de 10 a 20 anos,2014-11-01,16,25,4,1,20,26,46
CALAMARCA,consulta externa, personas de 10 a 20 anos,2014-11-01,76,170,6,12,82,182,264
CAMARGO,consulta externa, personas de 10 a 20 anos,2014-11-01,88,130,5,7,93,137,230
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 10 a 20 anos,2014-11-01,7,20,0,1,7,21,28
CAMIRI,consulta externa, personas de 10 a 20 anos,2014-11-01,1220,1374,9,19,1229,1393,2622
CAPINOTA,consulta externa, personas de 10 a 20 anos,2014-11-01,109,140,31,30,140,170,310
CAQUIAVIRI,consulta externa, personas de 10 a 20 anos,2014-11-01,34,67,8,8,42,75,117
CARACOLLO,consulta externa, personas de 10 a 20 anos,2014-11-01,105,116,3,2,108,118,226
CARANAVI,consulta externa, personas de 10 a 20 anos,2014-11-01,162,194,6,8,168,202,370
CARANGAS,consulta externa, personas de 10 a 20 anos,2014-11-01,1,0,0,0,1,0,1
CARAPARI,consulta externa, personas de 10 a 20 anos,2014-11-01,180,227,2,2,182,229,411
CARIPUYO,consulta externa, personas de 10 a 20 anos,2014-11-01,23,27,1,0,24,27,51
CARMEN RIVERO TORREZ,consulta externa, personas de 10 a 20 anos,2014-11-01,22,24,1,2,23,26,49
CATACORA,consulta externa, personas de 10 a 20 anos,2014-11-01,4,14,0,2,4,16,20
CHACARILLA,consulta externa, personas de 10 a 20 anos,2014-11-01,8,31,0,6,8,37,45
CHALLAPATA,consulta externa, personas de 10 a 20 anos,2014-11-01,52,164,0,31,52,195,247
CHAQUI,consulta externa, personas de 10 a 20 anos,2014-11-01,54,81,0,0,54,81,135
CHARAGUA,consulta externa, personas de 10 a 20 anos,2014-11-01,65,129,1,12,66,141,207
CHARAÑA,consulta externa, personas de 10 a 20 anos,2014-11-01,9,7,0,0,9,7,16
CHAYANTA,consulta externa, personas de 10 a 20 anos,2014-11-01,36,71,0,3,36,74,110
CHIMORE,consulta externa, personas de 10 a 20 anos,2014-11-01,120,135,13,5,133,140,273
CHIPAYA,consulta externa, personas de 10 a 20 anos,2014-11-01,12,16,0,0,12,16,28
CHOQUE COTA,consulta externa, personas de 10 a 20 anos,2014-11-01,1,3,0,0,1,3,4
CHUA COCANI,consulta externa, personas de 10 a 20 anos,2014-11-01,0,11,0,2,0,13,13
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 10 a 20 anos,2014-11-01,64,88,7,4,71,92,163
CHUMA,consulta externa, personas de 10 a 20 anos,2014-11-01,43,68,1,1,44,69,113
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 10 a 20 anos,2014-11-01,14,19,0,1,14,20,34
CKOCHAS,consulta externa, personas de 10 a 20 anos,2014-11-01,59,102,0,1,59,103,162
CLIZA,consulta externa, personas de 10 a 20 anos,2014-11-01,48,39,8,13,56,52,108
COBIJA,consulta externa, personas de 10 a 20 anos,2014-11-01,402,375,39,77,441,452,893
COCAPATA,consulta externa, personas de 10 a 20 anos,2014-11-01,49,66,1,3,50,69,119
COCHABAMBA,consulta externa, personas de 10 a 20 anos,2014-11-01,3509,7153,2119,4542,5628,11695,17323
COIPASA,consulta externa, personas de 10 a 20 anos,2014-11-01,3,13,0,0,3,13,16
COLCAPIRHUA,consulta externa, personas de 10 a 20 anos,2014-11-01,140,214,66,85,206,299,505
"COLCHA ""K""",consulta externa, personas de 10 a 20 anos,2014-11-01,52,98,1,2,53,100,153
COLLANA,consulta externa, personas de 10 a 20 anos,2014-11-01,15,23,1,5,16,28,44
COLOMI,consulta externa, personas de 10 a 20 anos,2014-11-01,31,68,2,1,33,69,102
COLPA BELGICA,consulta externa, personas de 10 a 20 anos,2014-11-01,44,84,3,5,47,89,136
COLQUECHACA,consulta externa, personas de 10 a 20 anos,2014-11-01,49,108,0,5,49,113,162
COLQUENCHA,consulta externa, personas de 10 a 20 anos,2014-11-01,38,40,2,1,40,41,81
COLQUIRI,consulta externa, personas de 10 a 20 anos,2014-11-01,50,70,9,13,59,83,142
COMANCHE,consulta externa, personas de 10 a 20 anos,2014-11-01,9,15,0,4,9,19,28
COMARAPA,consulta externa, personas de 10 a 20 anos,2014-11-01,64,121,10,11,74,132,206
COMBAYA,consulta externa, personas de 10 a 20 anos,2014-11-01,1,4,0,0,1,4,5
CONCEPCION,consulta externa, personas de 10 a 20 anos,2014-11-01,33,57,8,16,41,73,114
COPACABANA,consulta externa, personas de 10 a 20 anos,2014-11-01,35,36,0,1,35,37,72
CORIPATA,consulta externa, personas de 10 a 20 anos,2014-11-01,46,61,6,3,52,64,116
CORO CORO,consulta externa, personas de 10 a 20 anos,2014-11-01,61,55,7,0,68,55,123
COROICO,consulta externa, personas de 10 a 20 anos,2014-11-01,72,115,9,7,81,122,203
CORQUE,consulta externa, personas de 10 a 20 anos,2014-11-01,20,31,0,4,20,35,55
COTAGAITA,consulta externa, personas de 10 a 20 anos,2014-11-01,157,226,3,7,160,233,393
COTOCA,consulta externa, personas de 10 a 20 anos,2014-11-01,119,326,2,3,121,329,450
CRUZ DE MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-11-01,1,1,0,1,1,2,3
CUATRO CAÑADAS,consulta externa, personas de 10 a 20 anos,2014-11-01,99,120,1,5,100,125,225
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 10 a 20 anos,2014-11-01,8,5,0,0,8,5,13
CUEVO,consulta externa, personas de 10 a 20 anos,2014-11-01,42,65,1,2,43,67,110
CULPINA,consulta externa, personas de 10 a 20 anos,2014-11-01,56,111,3,1,59,112,171
CURAHUARA DE CARANGAS,consulta externa, personas de 10 a 20 anos,2014-11-01,26,18,0,0,26,18,44
CURVA,consulta externa, personas de 10 a 20 anos,2014-11-01,3,12,1,0,4,12,16
DESAGUADERO,consulta externa, personas de 10 a 20 anos,2014-11-01,7,15,1,0,8,15,23
EL ALTO,consulta externa, personas de 10 a 20 anos,2014-11-01,4525,7026,1024,1288,5549,8314,13863
EL CHORO,consulta externa, personas de 10 a 20 anos,2014-11-01,8,11,0,0,8,11,19
EL PUENTE(STC),consulta externa, personas de 10 a 20 anos,2014-11-01,65,104,0,1,65,105,170
EL PUENTE(TJA),consulta externa, personas de 10 a 20 anos,2014-11-01,126,179,2,5,128,184,312
EL TORNO,consulta externa, personas de 10 a 20 anos,2014-11-01,218,394,36,45,254,439,693
EL VILLAR,consulta externa, personas de 10 a 20 anos,2014-11-01,70,112,4,8,74,120,194
ENTRE RIOS TRJ,consulta externa, personas de 10 a 20 anos,2014-11-01,219,326,3,5,222,331,553
ENTRE RIOS CBBA,consulta externa, personas de 10 a 20 anos,2014-11-01,60,116,9,10,69,126,195
ESCARA,consulta externa, personas de 10 a 20 anos,2014-11-01,2,10,0,3,2,13,15
ESCOMA,consulta externa, personas de 10 a 20 anos,2014-11-01,11,11,0,1,11,12,23
ESMERALDA,consulta externa, personas de 10 a 20 anos,2014-11-01,5,5,0,0,5,5,10
EUCALIPTUS,consulta externa, personas de 10 a 20 anos,2014-11-01,20,22,0,0,20,22,42
EUREKA (SANTOS MERCADO),consulta externa, personas de 10 a 20 anos,2014-11-01,2,16,0,0,2,16,18
EXALTACION,consulta externa, personas de 10 a 20 anos,2014-11-01,20,20,2,2,22,22,44
FERNANDEZ ALONSO,consulta externa, personas de 10 a 20 anos,2014-11-01,62,136,2,9,64,145,209
FILADELFIA,consulta externa, personas de 10 a 20 anos,2014-11-01,23,35,1,0,24,35,59
GENERAL SAAVEDRA,consulta externa, personas de 10 a 20 anos,2014-11-01,24,113,0,2,24,115,139
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 10 a 20 anos,2014-11-01,37,47,0,1,37,48,85
GUANAY,consulta externa, personas de 10 a 20 anos,2014-11-01,24,52,5,6,29,58,87
GUAQUI,consulta externa, personas de 10 a 20 anos,2014-11-01,11,22,0,1,11,23,34
GUAYARAMERIN,consulta externa, personas de 10 a 20 anos,2014-11-01,348,510,67,80,415,590,1005
GUTIERREZ,consulta externa, personas de 10 a 20 anos,2014-11-01,34,60,1,1,35,61,96
HUACARETA,consulta externa, personas de 10 a 20 anos,2014-11-01,70,87,0,4,70,91,161
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 10 a 20 anos,2014-11-01,33,42,0,1,33,43,76
HUACHACALLA,consulta externa, personas de 10 a 20 anos,2014-11-01,12,6,8,2,20,8,28
HUANUNI,consulta externa, personas de 10 a 20 anos,2014-11-01,197,220,18,28,215,248,463
HUARACAJE,consulta externa, personas de 10 a 20 anos,2014-11-01,42,55,2,2,44,57,101
HUARINA,consulta externa, personas de 10 a 20 anos,2014-11-01,17,13,1,0,18,13,31
HUATAJATA,consulta externa, personas de 10 a 20 anos,2014-11-01,9,6,2,5,11,11,22
HUAYLLAMARCA,consulta externa, personas de 10 a 20 anos,2014-11-01,21,18,0,0,21,18,39
HUMANATA,consulta externa, personas de 10 a 20 anos,2014-11-01,12,7,0,0,12,7,19
ICHOCA,consulta externa, personas de 10 a 20 anos,2014-11-01,12,12,3,0,15,12,27
ICLA,consulta externa, personas de 10 a 20 anos,2014-11-01,79,121,2,12,81,133,214
INCAHUASI,consulta externa, personas de 10 a 20 anos,2014-11-01,17,58,0,1,17,59,76
INGAVI (HUMAITA),consulta externa, personas de 10 a 20 anos,2014-11-01,6,14,0,0,6,14,20
INQUISIVI,consulta externa, personas de 10 a 20 anos,2014-11-01,47,53,0,0,47,53,100
IRUPANA (VILLA DE LANZA),consulta externa, personas de 10 a 20 anos,2014-11-01,60,106,3,1,63,107,170
IXIAMAS,consulta externa, personas de 10 a 20 anos,2014-11-01,59,87,0,1,59,88,147
JESUS DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-11-01,61,102,14,2,75,104,179
LA ASUNTA,consulta externa, personas de 10 a 20 anos,2014-11-01,110,221,4,8,114,229,343
LA GUARDIA,consulta externa, personas de 10 a 20 anos,2014-11-01,243,462,20,42,263,504,767
LA PAZ,consulta externa, personas de 10 a 20 anos,2014-11-01,4182,5375,1793,2493,5975,7868,13843
LA RIVERA,consulta externa, personas de 10 a 20 anos,2014-11-01,4,1,1,0,5,1,6
LAGUNILLAS,consulta externa, personas de 10 a 20 anos,2014-11-01,58,99,1,1,59,100,159
LAJA,consulta externa, personas de 10 a 20 anos,2014-11-01,28,75,2,2,30,77,107
LAS CARRERAS,consulta externa, personas de 10 a 20 anos,2014-11-01,11,26,0,0,11,26,37
LICOMA PAMPA,consulta externa, personas de 10 a 20 anos,2014-11-01,3,18,0,0,3,18,21
LLALLAGUA,consulta externa, personas de 10 a 20 anos,2014-11-01,168,267,10,12,178,279,457
LLICA,consulta externa, personas de 10 a 20 anos,2014-11-01,12,24,1,1,13,25,38
LORETO,consulta externa, personas de 10 a 20 anos,2014-11-01,17,45,12,8,29,53,82
LURIBAY,consulta externa, personas de 10 a 20 anos,2014-11-01,56,66,6,6,62,72,134
MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-11-01,14,19,1,1,15,20,35
MACHARETI,consulta externa, personas de 10 a 20 anos,2014-11-01,46,76,2,4,48,80,128
MAGDALENA,consulta externa, personas de 10 a 20 anos,2014-11-01,64,104,19,23,83,127,210
MAIRANA,consulta externa, personas de 10 a 20 anos,2014-11-01,25,80,3,6,28,86,114
MALLA,consulta externa, personas de 10 a 20 anos,2014-11-01,12,12,0,0,12,12,24
MAPIRI,consulta externa, personas de 10 a 20 anos,2014-11-01,38,79,4,2,42,81,123
MECAPACA,consulta externa, personas de 10 a 20 anos,2014-11-01,28,38,7,0,35,38,73
MINEROS,consulta externa, personas de 10 a 20 anos,2014-11-01,40,83,0,0,40,83,123
MIZQUE,consulta externa, personas de 10 a 20 anos,2014-11-01,20,40,0,4,20,44,64
MOCOMOCO,consulta externa, personas de 10 a 20 anos,2014-11-01,46,50,2,1,48,51,99
MOJINETE,consulta externa, personas de 10 a 20 anos,2014-11-01,18,12,0,2,18,14,32
MOJOCOYA,consulta externa, personas de 10 a 20 anos,2014-11-01,73,74,6,2,79,76,155
MONTEAGUDO,consulta externa, personas de 10 a 20 anos,2014-11-01,251,365,17,42,268,407,675
MONTERO,consulta externa, personas de 10 a 20 anos,2014-11-01,431,841,112,207,543,1048,1591
MORO MORO,consulta externa, personas de 10 a 20 anos,2014-11-01,19,16,1,0,20,16,36
MOROCHATA,consulta externa, personas de 10 a 20 anos,2014-11-01,34,33,1,4,35,37,72
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 10 a 20 anos,2014-11-01,17,13,0,0,17,13,30
NAZACARA DE PACAJES,consulta externa, personas de 10 a 20 anos,2014-11-01,3,3,0,0,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 10 a 20 anos,2014-11-01,17,22,2,2,19,24,43
OCURI,consulta externa, personas de 10 a 20 anos,2014-11-01,26,49,1,3,27,52,79
OKINAWA,consulta externa, personas de 10 a 20 anos,2014-11-01,32,90,0,34,32,124,156
OMEREQUE,consulta externa, personas de 10 a 20 anos,2014-11-01,38,61,0,0,38,61,99
ORURO,consulta externa, personas de 10 a 20 anos,2014-11-01,1452,1970,562,664,2014,2634,4648
PADCAYA,consulta externa, personas de 10 a 20 anos,2014-11-01,279,320,1,6,280,326,606
PADILLA,consulta externa, personas de 10 a 20 anos,2014-11-01,99,124,2,2,101,126,227
PAILON,consulta externa, personas de 10 a 20 anos,2014-11-01,75,171,2,8,77,179,256
PALCA,consulta externa, personas de 10 a 20 anos,2014-11-01,65,97,3,3,68,100,168
PALOS BLANCOS,consulta externa, personas de 10 a 20 anos,2014-11-01,110,170,5,3,115,173,288
PAMPA AULLAGAS,consulta externa, personas de 10 a 20 anos,2014-11-01,11,20,2,1,13,21,34
PAMPA GRANDE,consulta externa, personas de 10 a 20 anos,2014-11-01,15,49,0,2,15,51,66
PAPEL PAMPA,consulta externa, personas de 10 a 20 anos,2014-11-01,31,63,2,7,33,70,103
PASORAPA,consulta externa, personas de 10 a 20 anos,2014-11-01,25,48,10,15,35,63,98
PATACAMAYA,consulta externa, personas de 10 a 20 anos,2014-11-01,57,71,1,3,58,74,132
PAZÑA,consulta externa, personas de 10 a 20 anos,2014-11-01,35,36,2,1,37,37,74
PELECHUCO,consulta externa, personas de 10 a 20 anos,2014-11-01,33,47,0,0,33,47,80
POCOATA,consulta externa, personas de 10 a 20 anos,2014-11-01,74,98,3,4,77,102,179
POCONA,consulta externa, personas de 10 a 20 anos,2014-11-01,67,56,2,4,69,60,129
POJO (CBBA),consulta externa, personas de 10 a 20 anos,2014-11-01,60,52,0,2,60,54,114
POOPO,consulta externa, personas de 10 a 20 anos,2014-11-01,31,46,1,0,32,46,78
PORCO,consulta externa, personas de 10 a 20 anos,2014-11-01,25,63,0,0,25,63,88
POROMA,consulta externa, personas de 10 a 20 anos,2014-11-01,96,148,2,4,98,152,250
PORONGO,consulta externa, personas de 10 a 20 anos,2014-11-01,37,98,1,1,38,99,137
PORTACHUELO,consulta externa, personas de 10 a 20 anos,2014-11-01,94,218,9,54,103,272,375
PORVENIR,consulta externa, personas de 10 a 20 anos,2014-11-01,51,71,2,1,53,72,125
POSTRER VALLE,consulta externa, personas de 10 a 20 anos,2014-11-01,22,13,0,1,22,14,36
POTOSI,consulta externa, personas de 10 a 20 anos,2014-11-01,1558,2420,192,283,1750,2703,4453
PRESTO,consulta externa, personas de 10 a 20 anos,2014-11-01,87,115,0,0,87,115,202
PUCARA,consulta externa, personas de 10 a 20 anos,2014-11-01,10,12,0,0,10,12,22
PUCARANI,consulta externa, personas de 10 a 20 anos,2014-11-01,52,104,1,1,53,105,158
PUERTO ACOSTA,consulta externa, personas de 10 a 20 anos,2014-11-01,29,35,4,4,33,39,72
PUERTO CARABUCO,consulta externa, personas de 10 a 20 anos,2014-11-01,37,47,11,1,48,48,96
PUERTO GONZALO MORENO,consulta externa, personas de 10 a 20 anos,2014-11-01,37,62,4,5,41,67,108
PUERTO PEREZ,consulta externa, personas de 10 a 20 anos,2014-11-01,23,36,3,3,26,39,65
PUERTO QUIJARRO,consulta externa, personas de 10 a 20 anos,2014-11-01,138,143,5,5,143,148,291
PUERTO RICO,consulta externa, personas de 10 a 20 anos,2014-11-01,102,192,0,1,102,193,295
