,group,variable,month,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,0,0,2,7,2,7,9
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,11,9,7,9,18,18,36
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,7,5,9,13,16,18,34
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,48,41,20,19,68,60,128
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,8,6,10,16,18,22,40
TOCO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,3,4,1,2,4,6,10
TOLATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,1,1,6,1,7,2,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,1,5,3,3,4,8,12
TOMAVE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,2,6,10,7,12,13,25
TOMINA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,4,3,4,3,8,6,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,6,6,21,11,27,17,44
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,4,4,15,7,19,11,30
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,0,1,6,5,6,6,12
TRIGAL,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,100,93,30,26,130,119,249
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,22,29,2,8,24,37,61
TURCO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,0,2,0,0,0,2,2
UMALA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,6,0,9,7,15,7,22
UNCIA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,7,5,13,11,20,16,36
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,7,6,2,1,9,7,16
URUBICHA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,1,2,3,7,4,9,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,28,25,1,0,29,25,54
VACAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,6,2,7,2,13,4,17
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,12,19,4,1,16,20,36
VIACHA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,49,48,11,14,60,62,122
VILA VILA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,0,0,1,2,1,2,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,7,4,9,14,16,18,34
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,21,31,13,12,34,43,77
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,1,0,3,5,4,5,9
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,3,1,10,7,13,8,21
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,7,8,5,3,12,11,23
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,59,50,21,23,80,73,153
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,5,1,7,3,12,4,16
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,41,40,8,5,49,45,94
VINTO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,33,36,17,14,50,50,100
VITICHI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,5,1,8,2,13,3,16
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,2,0,1,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,94,105,11,6,105,111,216
YACO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,5,1,2,4,7,5,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,78,93,30,17,108,110,218
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,5,2,5,3,10,5,15
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,2,1,1,3,3,4,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,24,31,19,19,43,50,93
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,3,4,6,10,9,14,23
YOTALA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,1,1,4,4,5,5,10
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,0,1,2,1,2,2,4
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-10-01,0,0,4,7,4,7,11
ACACIO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,2,3,5,5,7,12
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,5,15,18,19,23,42
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,8,9,11,10,19,19,38
AIQUILE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,20,17,3,2,23,19,42
ALCALA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,1,1,2,2,3,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,9,4,3,11,12,23
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,5,5,3,4,8,9,17
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,8,4,9,4,13
ANZALDO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,1,11,8,14,9,23
APOLO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,11,9,9,2,20,11,31
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,3,1,3,3,6,9
ARANI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,10,7,1,5,11,12,23
ARBIETO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,10,2,1,9,11,20
ARQUE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,2,1,4,5,6,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,22,30,3,2,25,32,57
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,5,10,3,3,8,13,21
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,2,5,4,5,6,11
AYATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,3,1,2,5,5,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,3,3,0,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,12,16,13,23,25,48
AZURDUY,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,6,3,4,2,10,5,15
BATALLAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,10,1,4,8,14,22
BAURES,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,9,5,0,0,9,5,14
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,0,3,0,5,0,5
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,2,2,1,2,3,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,3,7,3,7,10
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,22,19,10,18,32,37,69
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,23,16,4,9,27,25,52
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,3,6,3,6,9
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,3,2,3,2,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,5,5,6,5,11
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,3,6,6,9,9,18
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,11,17,44,32,55,49,104
CAIROMA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,10,2,4,6,14,20
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,1,7,2,8,3,11
CAJUATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,10,0,0,7,10,17
CALACOTO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,3,4,3,4,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,4,2,2,4,6,10
CAMARGO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,9,4,1,1,10,5,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,3,7,4,7,11
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,40,34,2,5,42,39,81
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,9,9,7,7,16,16,32
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,3,4,4,8,7,15
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,11,8,5,1,16,9,25
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,42,46,17,9,59,55,114
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,1,6,4,9,5,14
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,10,10,11,10,21
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,7,9,8,9,17
CATACORA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,0,1,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,0,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,17,16,20,17,37,33,70
CHAQUI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,8,4,3,2,11,6,17
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,9,39,41,43,50,93
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,8,4,9,4,13
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,17,22,5,6,22,28,50
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,1,0,3,0,4,4
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,3,5,3,5,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,12,8,1,3,13,11,24
CHUMA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,8,2,5,8,13,10,23
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,2,0,2,0,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,2,0,2,2,4,6
CLIZA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,8,12,10,8,18,20,38
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,41,54,25,25,66,79,145
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,6,10,13,13,19,32
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,576,516,6,9,582,525,1107
COIPASA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,4,2,5,2,7
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,34,44,3,5,37,49,86
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,15,16,3,8,18,24,42
COLLANA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,3,0,1,0,4,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,10,11,11,12,21,23,44
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,5,0,0,2,5,7
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,12,8,16,20,28,28,56
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,1,5,1,5,2,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,0,10,15,13,15,28
COMANCHE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,3,5,3,7,6,13
COMARAPA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,8,9,5,9,13,18,31
COMBAYA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,1,1,0,3,1,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,14,17,1,5,15,22,37
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,5,3,2,7,7,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,15,19,6,2,21,21,42
CORO CORO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,1,6,2,8,3,11
COROICO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,8,29,20,32,28,60
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,5,3,10,12,15,15,30
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,62,63,31,28,93,91,184
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,8,7,21,25,29,32,61
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,1,5,1,5,6
CUEVO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,5,8,6,8,14
CULPINA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,8,8,6,15,14,29
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,2,4,5,7,7,14
CURVA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,1,2,1,2,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,5,5,0,0,5,5,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,536,540,229,205,765,745,1510
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,12,8,3,5,15,13,28
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,1,7,4,7,5,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,46,44,9,13,55,57,112
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,0,2,2,6,2,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,4,7,8,11,12,23
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,38,42,2,2,40,44,84
ESCOMA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,3,1,3,3,6,9
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,2,4,2,4,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,4,0,0,3,4,7
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,4,4,2,5,6,11
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,7,0,0,7,7,14
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,4,5,7,8,11,19
GUANAY,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,9,8,12,10,21,18,39
GUAQUI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,4,4,8,5,12,17
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,27,22,33,15,60,37,97
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,5,2,4,4,9,6,15
HUACARETA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,5,6,5,3,10,9,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,0,5,0,5,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,21,16,7,7,28,23,51
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,1,6,5,7,6,13
HUARINA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,1,3,1,3,4
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,2,0,0,2,2,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,1,0,2,0,3,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,2,1,1,5,3,8
ICHOCA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,2,0,0,3,2,5
ICLA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,7,3,7,3,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,1,4,12,4,13,17
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,2,0,3,0,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,1,10,9,12,10,22
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,6,10,8,14,14,28
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,8,3,3,10,11,21
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,5,7,0,3,5,10,15
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,24,29,13,17,37,46,83
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,63,80,12,8,75,88,163
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,504,485,11,13,515,498,1013
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1,0,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,7,5,4,3,11,8,19
LAJA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,6,10,0,0,6,10,16
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,2,0,0,1,2,3
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,1,2,3,2,4,6
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,13,14,18,15,31,29,60
LORETO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,0,22,23,22,23,45
LURIBAY,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,1,3,10,7,11,18
MACHARETI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,5,1,0,2,5,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,11,6,12,5,23,11,34
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,10,15,0,0,10,15,25
MALLA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,2,1,2,2,4,3,7
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,25,10,5,4,30,14,44
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,6,2,6,5,12,17
MINEROS,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,4,0,4,2,8,2,10
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,17,15,13,5,30,20,50
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,3,4,2,0,5,4,9
MOJINETE,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,total antiamarilica dosis unica,2015-11-01,1,1,0,0,1,1,2
