,group,variable,month,TOTAL INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,TOTAL INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,TOTAL INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTAL INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,1,2,0,0,1,2,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,0,1,0,1,0,2,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,0,2,0,2,0,4,4
SENA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,12,4,13,10,25,14,39
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,2,4,1,1,3,5,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,0,0,2,1,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,1,0,3,3,4,3,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,0,0,2,3,2,3,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,0,0,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,0,0,1,3,1,3,4
TOLATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,0,0,1,1,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,1,7,4,1,5,8,13
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,40,35,5,1,45,36,81
UNCIA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,3,1,0,0,3,1,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,1,2,0,0,1,2,3
URUBICHA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,3,1,0,0,3,1,4
UYUNI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,4,2,4,0,8,2,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,11,9,1,0,12,9,21
VIACHA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,6,5,7,6,13,11,24
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,7,3,2,0,9,3,12
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,1,0,1,3,2,3,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,3,1,0,0,3,1,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,4,3,0,0,4,3,7
WARNES,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,45,46,1,2,46,48,94
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,24,27,4,0,28,27,55
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-10-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,1,1,3,2,4,6
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,0,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,1,0,1,0,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,0,0,0,2,0,2
APOLO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,3,1,4,1,5
ARBIETO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,2,7,9,9,11,20
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,5,2,6,2,8
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,4,2,1,0,5,2,7
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,1,1,2,1,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,8,6,1,0,9,6,15
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,3,0,4,2,7,9
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,6,7,0,0,6,7,13
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,3,6,7,7,10,17
COBIJA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,40,33,10,10,50,43,93
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,1,1,1,1,2
COLLANA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,40,55,6,6,46,61,107
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,1,0,2,0,2
CORQUE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,2,0,0,1,2,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,22,25,5,11,27,36,63
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,5,5,0,0,5,5,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,76,66,14,11,90,77,167
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,10,14,2,4,12,18,30
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,21,26,4,6,25,32,57
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,1,0,1,2,2,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,2,2,2,2,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,1,3,1,4,2,6
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,2,2,1,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,3,2,3,2,5
GUANAY,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,11,7,11,7,18
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,1,1,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,7,4,0,0,7,4,11
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,2,0,2,0,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,0,2,0,2,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,12,8,12,8,20
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,0,2,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,2,0,0,1,2,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,7,16,1,2,8,18,26
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,122,101,57,56,179,157,336
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,3,3,4,3,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,1,1,1,1,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,6,6,16,15,22,21,43
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,2,2,3,2,5
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,2,0,2,0,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,87,77,2,6,89,83,172
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,1,6,3,8,4,12
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,4,5,3,5,7,10,17
ORURO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,42,35,0,0,42,35,77
PAILON,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,3,3,59,49,62,52,114
PALCA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,0,0,1,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,2,0,0,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,2,1,0,1,2,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,2,0,0,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,5,3,0,0,5,3,8
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,1,1,4,3,5,8
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,0,0,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,3,0,1,2,4,2,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,5,5,0,0,5,5,10
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,0,3,0,3,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,20,28,7,4,27,32,59
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,4,1,0,1,4,2,6
ROBORE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,5,3,7,2,12,5,17
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,3,1,0,3,3,4,7
SACABA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,62,62,61,46,123,108,231
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,11,13,3,3,14,16,30
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,0,2,0,2,2
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,7,8,3,7,10,15,25
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,24,36,1,1,25,37,62
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,8,4,5,6,13,10,23
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,1,1,1,1,2,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,3,2,8,4,11,15
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,1,3,2,5,3,8
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,6,7,2,0,8,7,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,1,0,0,2,1,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,1,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,5,2,2,1,7,3,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,3,8,0,2,3,10,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,337,318,58,45,395,363,758
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,3,2,0,0,3,2,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,8,12,4,7,12,19,31
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,0,2,1,2,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,0,0,2,1,2,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,15,10,0,3,15,13,28
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,1,0,0,0,1,1
SICAYA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,1,2,1,2,2,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,1,1,1,1,2
SORATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,1,1,2,3,3,6
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,2,2,2,2,4,4,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,5,8,5,1,10,9,19
TRIGAL,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,24,27,3,8,27,35,62
URUBICHA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,3,4,0,0,3,4,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,1,3,0,0,1,3,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,8,6,0,0,8,6,14
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,10,21,4,4,14,25,39
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,0,0,2,2,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,30,16,4,4,34,20,54
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-11-01,20,21,12,12,32,33,65
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,5,1,5,1,6
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,3,1,1,0,4,1,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,1,1,1,1,2
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,2,0,0,0,2,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,3,0,0,0,3,0,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,1,0,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,13,7,0,0,13,7,20
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,1,3,4,3,5,6,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,1,1,0,2,1,3,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,19,24,2,2,21,26,47
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,2,0,0,0,2,0,2
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,5,3,0,0,5,3,8
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,1,0,0,0,1,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,1,1,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,2,0,2,1,4,1,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,37,22,0,1,37,23,60
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,25,32,11,12,36,44,80
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,1,3,0,0,1,3,4
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,2,0,0,1,2,1,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,0,2,0,2,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,1,2,5,1,6,3,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,1,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,1,14,2,0,3,14,17
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,2,0,0,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,5,6,16,13,21,19,40
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,1,2,0,2,1,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,7,6,2,2,9,8,17
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,50,53,150,145,200,198,398
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,2,2,1,2,3,4,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,15,15,15,15,30
MONTERO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,30,48,2,5,32,53,85
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,1,1,7,6,8,7,15
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,2,1,0,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,3,3,3,0,6,3,9
PAILON,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,0,0,6,4,6,4,10
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total influenza estacional dosis unica,2015-12-01,2,4,0,0,2,4,6
