,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTAL ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,15,13,10,21,25,46
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,0,0,2,1,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,6,8,6,8,14
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,27,16,10,11,37,27,64
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,0,0,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,2,1,1,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,15,10,4,3,19,13,32
CHUMA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,2,2,2,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,3,5,9,8,12,20
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,3,7,7,10,10,20
CLIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,7,8,3,2,10,10,20
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,55,34,12,15,67,49,116
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,6,15,12,18,18,36
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,451,412,44,24,495,436,931
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,32,30,3,1,35,31,66
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,15,0,0,4,15,19
COLOMI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,15,9,1,3,16,12,28
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,5,0,2,9,7,16
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,7,12,9,13,16,25,41
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,9,0,0,8,9,17
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,7,9,5,13,12,25
COMANCHE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,1,0,3,1,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,16,13,1,3,17,16,33
COMBAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,4,0,5,1,9,10
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,19,23,3,5,22,28,50
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,2,0,5,1,6
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,6,0,0,8,6,14
CORO CORO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,0,1,3,2,5
COROICO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,1,0,3,1,4
CORQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,7,2,0,2,7,4,11
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,12,10,17,17,29,27,56
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,16,20,2,1,18,21,39
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,12,25,5,7,17,32,49
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,2,0,0,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,0,1,3,2,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,11,8,6,4,17,12,29
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,2,2,2,2,4,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,315,329,113,121,428,450,878
EL CHORO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,2,1,2,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,7,7,0,0,7,7,14
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,7,3,0,1,7,4,11
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,31,27,8,8,39,35,74
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,2,2,2,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,12,7,4,3,16,10,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,46,37,0,1,46,38,84
ESCOMA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,2,2,4,3,7
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,4,0,0,3,4,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,0,3,0,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,4,2,0,5,4,9
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,0,6,5,8,5,13
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,13,10,0,1,13,11,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,2,1,3,1,4
GUANAY,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,8,7,2,10,10,20
GUAQUI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,4,0,0,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,32,30,10,11,42,41,83
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,3,2,3,3,6
HUACARETA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,5,8,3,0,8,8,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,1,0,2,0,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,9,5,5,13,14,27
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,0,0,1,1,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,5,1,0,1,5,6
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,0,0,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,2,1,2,1,3
ICLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,8,3,7,5,15,20
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,8,0,8,6,16,22
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,5,3,5,5,10,15
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,2,1,1,5,3,8
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,3,3,1,5,4,9
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,4,1,2,3,6,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,20,20,5,5,25,25,50
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,63,87,1,2,64,89,153
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,409,387,18,14,427,401,828
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,6,5,7,6,13
LAJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,10,0,1,9,11,20
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,3,2,6,3,9,12
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,2,0,0,3,2,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,20,11,9,6,29,17,46
LLICA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,2,1,4,2,6
LORETO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,2,1,2,1,3
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,2,0,0,1,2,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,3,4,2,12,5,17
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,5,0,1,1,6,7
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,16,0,0,3,16,19
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,17,15,3,3,20,18,38
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,8,1,0,5,8,13
MINEROS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,0,1,1,2,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,22,17,4,2,26,19,45
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,2,1,1,4,3,7
MOJINETE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,3,1,2,3,5,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,16,10,4,5,20,15,35
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,103,99,8,10,111,109,220
MORO MORO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,2,0,2,1,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,1,5,4,9,5,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,4,0,2,2,6,8
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,0,1,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,2,1,1,2,3,5
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,5,1,0,10,5,15
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,4,0,4,1,5
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,150,173,7,7,157,180,337
PADCAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,10,12,0,1,10,13,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,7,0,0,6,7,13
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,7,5,7,9,14,23
PALCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,1,3,4,4,8
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,8,1,1,7,9,16
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,16,0,0,8,16,24
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,0,0,1,1,1,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,3,0,6,1,7
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,13,16,1,2,14,18,32
PAZÑA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,0,0,1,1,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,3,0,0,2,3,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,15,14,15,14,29
POCONA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,6,4,2,8,8,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,10,2,5,1,15,3,18
POOPO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,3,0,0,4,3,7
PORCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,6,5,7,13,13,26
POROMA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,5,4,7,12,12,24
PORONGO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,3,0,6,1,7
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,17,20,0,0,17,20,37
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,6,2,2,4,8,12
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,0,0,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,153,138,21,23,174,161,335
PRESTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,7,2,5,3,12,5,17
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,19,18,4,3,23,21,44
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,7,3,9,4,13
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,2,4,5,6,7,13
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,2,6,1,12,3,15
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,3,0,1,8,4,12
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,5,4,2,1,7,5,12
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,1,2,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,12,8,1,2,13,10,23
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,33,51,2,5,35,56,91
PUNA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,10,7,8,9,18,16,34
PUNATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,10,22,1,1,11,23,34
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,0,0,3,1,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,48,42,71,55,119,97,216
QUIME,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,6,5,1,0,7,5,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,4,4,6,5,11
REYES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,11,14,5,12,16,26,42
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,59,57,3,2,62,59,121
ROBORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,10,4,2,2,12,6,18
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,13,16,0,1,13,17,30
SACABA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,95,113,6,6,101,119,220
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,2,0,0,2,2,4
SACACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,1,5,4,14,5,19
SAIPINA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,10,2,1,0,11,2,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,9,3,3,6,12,18
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,5,6,3,2,8,8,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,3,0,0,1,3,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,7,4,3,1,10,5,15
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,1,1,0,3,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,0,0,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,1,1,6,3,7,4,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,8,9,0,2,8,11,19
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,22,19,16,11,38,30,68
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,4,4,1,1,5,5,10
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,21,11,0,0,21,11,32
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,23,16,7,5,30,21,51
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,33,28,12,5,45,33,78
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,0,0,3,0,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,9,8,6,6,15,14,29
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,3,1,0,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,13,8,4,6,17,14,31
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,2,6,4,9,6,15,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 4ta. dosis (1er. refuerzo),2015-10-01,22,22,6,9,28,31,59
