,group,variable,month,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA FUERA,TOTAL SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,12,6,12,5,24,11,35
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,10,9,0,0,10,9,19
MALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,1,2,2,4,3,7
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,19,10,6,2,25,12,37
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,6,2,6,5,12,17
MINEROS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,0,4,2,8,2,10
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,18,14,12,7,30,21,51
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,7,9,3,0,10,9,19
MOJINETE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,1,0,0,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,19,20,1,1,20,21,41
MONTERO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,121,117,33,36,154,153,307
MORO MORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,2,1,2,2,4,6
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,5,6,9,8,14,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,0,5,8,5,8,13
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,10,5,0,0,10,5,15
OCURI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,3,9,14,10,17,27
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,10,7,4,4,14,11,25
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,0,3,4,3,4,7
ORURO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,225,225,77,76,302,301,603
PADCAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,7,11,7,1,14,12,26
PADILLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,4,5,2,8,6,14
PAILON,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,16,12,46,42,62,54,116
PALCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,16,11,16,8,32,19,51
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,24,22,5,7,29,29,58
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,2,1,2,2,4,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,11,6,1,0,12,6,18
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,4,2,2,4,6,10
PASORAPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,1,2,2,3,3,6
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,9,8,7,4,16,12,28
PAZÑA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,2,4,2,8,4,12
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,7,5,4,0,11,5,16
POCOATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,4,15,17,16,21,37
POCONA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,3,5,3,6,6,12
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,5,8,4,3,9,11,20
POOPO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,3,2,1,6,4,10
PORCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,12,6,9,3,21,9,30
POROMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,2,9,5,15,7,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,3,8,7,14,10,24
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,18,16,8,4,26,20,46
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,1,8,7,10,8,18
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,191,207,56,50,247,257,504
PRESTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,2,16,7,18,9,27
PUCARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,1,0,0,2,1,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,12,23,15,10,27,33,60
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,11,9,12,9,21
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,1,2,6,8,7,15
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,1,4,11,5,12,17
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,4,4,3,6,7,13
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,13,11,1,1,14,12,26
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,8,1,4,11,12,12,24
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,13,14,12,9,25,23,48
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,75,53,15,14,90,67,157
PUNA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,5,4,8,8,13,12,25
PUNATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,31,32,7,6,38,38,76
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,1,0,2,3,3,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,82,75,93,98,175,173,348
QUIME,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,2,5,2,6,4,10
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,2,0,0,1,2,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,9,7,7,9,16,25
REYES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,9,8,3,2,12,10,22
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,73,86,20,37,93,123,216
ROBORE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,9,10,18,12,27,22,49
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,13,14,4,7,17,21,38
SABAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,1,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,115,113,32,29,147,142,289
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,4,3,3,9,7,16
SACACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,11,10,7,8,18,18,36
SAIPINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,4,3,2,7,6,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,3,7,8,9,11,20
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,2,5,4,8,6,14
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,4,8,3,14,7,21
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,3,3,1,5,4,9
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,8,1,0,0,8,1,9
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,0,3,1,5,1,6
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,8,11,4,6,12,17,29
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,45,31,45,41,90,72,162
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,10,7,8,3,18,10,28
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,13,17,13,7,26,24,50
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,31,24,4,4,35,28,63
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,41,47,19,21,60,68,128
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,1,15,15,15,16,31
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,13,14,0,1,13,15,28
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,3,1,4,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,7,8,29,30,36,38,74
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,7,6,5,12,12,24
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,34,25,25,18,59,43,102
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,1,1,4,5,5,10
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,25,17,5,3,30,20,50
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,8,7,7,11,15,18,33
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,8,7,15,13,23,20,43
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,15,14,4,3,19,17,36
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,5,0,0,3,5,8
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,6,6,7,6,13
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,16,17,8,16,24,33,57
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,5,4,1,6,6,12
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,0,3,2,6,2,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,0,1,2,1,2,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,6,0,0,1,6,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,1,5,2,7,3,10
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,9,5,2,1,11,6,17
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,7,13,9,9,16,22,38
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1424,1229,167,123,1591,1352,2943
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,9,6,1,1,10,7,17
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,24,7,10,10,34,17,51
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,0,2,1,5,1,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,1,9,3,9,4,13
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,1,5,3,7,4,11
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,1,0,0,1,1,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,2,3,3,7,5,12
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,1,2,2,3,3,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,5,6,2,4,7,10,17
SENA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,4,2,2,5,6,11
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,19,19,2,4,21,23,44
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,11,11,4,6,15,17,32
SICAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,0,5,5,5,5,10
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,34,34,15,7,49,41,90
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,3,1,0,2,3,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,2,7,2,8,4,12
SORATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,14,12,12,16,26,28,54
SUCRE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,286,295,15,17,301,312,613
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,10,11,3,1,13,12,25
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,2,4,7,5,9,14
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,2,4,3,6,5,11
TAHUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,8,26,9,11,17,37,54
TARABUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,11,5,2,7,13,20
TARACO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,1,0,1,2,2,4
TARATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,7,2,2,5,9,7,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,147,148,39,33,186,181,367
TARVITA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,6,8,4,9,10,19
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,7,3,9,8,16,11,27
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,10,10,5,3,15,13,28
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,13,7,18,15,31,22,53
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,1,6,8,10,9,19
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,32,41,42,26,74,67,141
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,10,5,12,11,22,16,38
TOCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,0,7,9,10,9,19
TOLATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,0,1,2,3,2,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,3,1,2,5,5,10
TOMAVE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,6,10,17,16,23,39
TOMINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,9,2,6,6,15,8,23
TORO TORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,11,2,9,3,20,5,25
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,7,9,6,9,13,18,31
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,1,3,3,6,4,10
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,87,96,15,15,102,111,213
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,27,34,9,4,36,38,74
TURCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,0,1,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,2,10,6,12,8,20
UNCIA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,12,7,11,11,23,18,41
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,5,8,4,2,9,10,19
URUBICHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,3,4,2,5,5,9,14
UYUNI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,26,22,5,3,31,25,56
VACAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,1,5,3,5,4,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,9,6,0,1,9,7,16
VIACHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,54,43,27,27,81,70,151
VILA VILA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,2,6,8,7,10,17
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,1,4,10,6,11,17
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,39,25,11,17,50,42,92
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,0,0,1,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,2,6,7,12,9,21
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,5,4,2,6,7,10,17
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,56,63,39,34,95,97,192
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,4,3,2,5,6,11
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,30,25,8,13,38,38,76
VINTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,30,42,4,5,34,47,81
VITICHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,4,3,1,2,5,5,10
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,105,92,50,57,155,149,304
YACO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,6,2,1,3,7,5,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,56,55,34,38,90,93,183
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,2,0,0,2,2,2,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,8,6,0,6,8,12,20
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,39,14,17,29,56,43,99
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,11,13,3,6,14,19,33
YOTALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,3,2,0,2,3,5
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,0,2,5,3,5,5,10
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-11-01,1,1,8,4,9,5,14
ACACIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,2,1,3,2,5,3,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,10,9,8,8,18,17,35
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,1,7,12,9,13,16,29
AIQUILE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,9,9,6,5,15,14,29
ALALAY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,0,0,1,2,1,2,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,3,0,1,0,4,0,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,5,6,1,1,6,7,13
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,2,1,0,1,2,2,4
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,0,1,3,4,3,5,8
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,3,3,0,1,3,4,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,1,1,2,2,3,3,6
APOLO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,13,12,5,8,18,20,38
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,0,1,1,2,1,3,4
ARANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,1,5,1,2,2,7,9
ARBIETO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,9,9,2,5,11,14,25
ARQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,2,7,8,4,10,11,21
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,35,23,5,3,40,26,66
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,5,5,3,1,8,6,14
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,3,1,1,3,4,4,8
AYATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,4,5,6,1,10,6,16
AYO AYO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,4,4,1,0,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,5,6,7,4,12,10,22
AZURDUY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,3,3,3,1,6,4,10
BATALLAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,11,7,6,1,17,8,25
BAURES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,2,4,0,0,2,4,6
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,1,0,0,1,1,1,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,0,0,2,1,2,1,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,1,1,0,0,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,25,23,4,5,29,28,57
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,10,14,11,11,21,25,46
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,1,0,3,1,4,1,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,0,1,1,0,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,5,2,0,1,5,3,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,10,9,1,8,11,17,28
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-12-01,13,12,18,23,31,35,66
