,group,variable,month,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
EL CHORO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,0,0,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,10,16,1,5,11,21,32
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,38,59,15,17,53,76,129
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,5,1,2,3,7,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,6,13,6,3,12,16,28
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,46,38,2,0,48,38,86
ESCOMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,3,2,4,4,8
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,0,1,1,1,1,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,1,0,0,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,0,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,1,5,2,8,3,11
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,9,11,1,1,10,12,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,4,1,2,4,6,10
GUANAY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,4,4,3,5,7,9,16
GUAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,4,5,0,2,4,7,11
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,27,25,8,8,35,33,68
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,2,3,2,5,4,9
HUACARETA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,4,5,1,0,5,5,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,0,1,1,2,1,3
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,14,11,6,1,20,12,32
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,4,0,0,0,4,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,1,0,2,2,4
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,0,0,0,3,0,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,0,0,1,1,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,2,4,2,6,4,10
ICHOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,2,4,2,9,4,13
ICLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,2,2,3,7,5,12
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,12,8,2,2,14,10,24
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,2,0,0,0,2,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,0,3,1,5,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,4,7,3,0,7,7,14
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,7,5,10,8,17,13,30
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,4,1,2,4,6,10
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,18,13,1,3,19,16,35
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,66,59,4,3,70,62,132
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,362,365,18,13,380,378,758
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,2,0,3,2,5
LAJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,7,2,3,5,10,7,17
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,0,0,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,4,0,0,0,4,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,9,10,14,10,23,20,43
LLICA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,9,5,0,0,9,5,14
LORETO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,0,2,0,2,0,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,3,2,2,3,5,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,1,0,0,2,1,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,1,0,1,3,2,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,3,0,0,3,3,6
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,7,7,0,2,7,9,16
MALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,0,3,1,4,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,6,3,6,2,12,5,17
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,1,1,1,3,2,5
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,12,9,7,2,19,11,30
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,2,3,3,6,5,11
MOJINETE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,2,1,4,6,6,12
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,3,2,1,4,4,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,17,19,4,1,21,20,41
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,101,89,8,4,109,93,202
MORO MORO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,1,0,0,3,1,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,4,6,5,7,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,0,1,3,3,3,6
OCURI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,1,5,2,7,9
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,9,10,3,4,12,14,26
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,2,2,2,4,4,8
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,170,169,9,9,179,178,357
PADCAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,10,11,3,1,13,12,25
PADILLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,4,0,1,5,5,10
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,2,0,2,1,3
PALCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,14,12,6,6,20,18,38
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,10,5,4,2,14,7,21
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,0,0,2,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,2,0,0,5,2,7
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,2,4,1,6,3,9
PASORAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,1,0,1,2,2,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,9,10,1,1,10,11,21
PAZÑA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,6,2,1,5,7,12
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,2,0,1,3,3,6
POCOATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,6,13,15,18,21,39
POCONA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,10,0,4,2,14,2,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,2,0,0,5,2,7
POOPO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,0,0,1,1,2
PORCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,6,8,1,2,7,10,17
POROMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,4,4,5,7,9,16
PORONGO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,2,0,1,3,3,6
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,8,20,0,1,8,21,29
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,3,0,0,1,3,4
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,3,0,0,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,115,111,16,14,131,125,256
PRESTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,4,1,1,3,5,8
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,12,17,1,6,13,23,36
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,2,1,1,1,3,4
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,1,1,2,3,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,3,1,2,4,5,9
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,0,4,2,6,2,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,15,10,0,0,15,10,25
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,7,3,1,0,8,3,11
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,35,38,3,2,38,40,78
PUNA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,8,4,8,5,16,9,25
PUNATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,13,19,1,1,14,20,34
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,42,38,23,38,65,76,141
QUIME,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,2,3,3,3,5,8
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,0,0,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,3,5,4,7,11
REYES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,4,3,3,8,7,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,130,150,1,0,131,150,281
ROBORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,11,5,0,0,11,5,16
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,6,13,2,0,8,13,21
SABAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,2,1,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,80,75,8,8,88,83,171
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,3,0,0,3,3,6
SACACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,5,11,15,13,20,33
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,6,2,3,3,9,12
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,9,11,1,2,10,13,23
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,8,1,1,6,9,15
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,2,1,0,4,2,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,0,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,3,5,0,7,3,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,29,25,9,10,38,35,73
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,4,6,5,4,9,10,19
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,21,22,2,0,23,22,45
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,14,8,1,1,15,9,24
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,31,36,10,5,41,41,82
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,21,1,21,2,23
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,4,5,0,0,4,5,9
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,11,9,17,6,28,15,43
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,9,12,1,3,10,15,25
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,27,17,1,3,28,20,48
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,1,6,10,9,11,20
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,13,13,1,2,14,15,29
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,7,2,4,7,11,9,20
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,3,0,0,3,3,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,11,17,1,0,12,17,29
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,7,7,1,1,8,8,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,11,7,8,7,19,14,33
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,0,1,0,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,1,0,2,1,3
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,2,2,3,3,6
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,7,10,0,0,7,10,17
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,11,9,0,0,11,9,20
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,720,680,63,66,783,746,1529
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,8,3,10,6,18,24
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,12,14,4,8,16,22,38
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,0,1,0,2,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,0,1,2,4,2,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,1,1,1,2,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,2,1,0,0,2,1,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,0,0,1,2,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,2,1,4,2,6,8
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,7,2,0,3,7,5,12
SENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,5,0,0,3,5,8
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,8,6,1,3,9,9,18
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,10,7,2,2,12,9,21
SICAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,35,28,4,0,39,28,67
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,1,0,2,1,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,0,1,0,1,0,1
SORATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,1,9,7,10,8,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,108,112,5,7,113,119,232
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,5,1,3,1,8,2,10
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,3,3,6,6,9,15
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,2,0,1,0,3,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,11,11,9,4,20,15,35
TARABUCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,2,7,3,10,5,15
TARACO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,3,0,2,0,5,5
TARATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,6,2,1,2,7,4,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,118,115,14,11,132,126,258
TARVITA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,1,6,8,5,9,11,20
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,11,5,7,5,18,10,28
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,6,7,6,0,12,7,19
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,9,4,3,2,12,6,18
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,16,12,12,8,28,20,48
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,3,3,16,7,19,10,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,0,0,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-12-01,4,2,0,1,4,3,7
