municipality,group,variable,month,Total 7.2 Inyectables,TOTAL
HUAYLLAMARCA,otras actividades de enfermeria, inyectables,2014-11-01,207,207
HUMANATA,otras actividades de enfermeria, inyectables,2014-11-01,38,38
ICHOCA,otras actividades de enfermeria, inyectables,2014-11-01,37,37
ICLA,otras actividades de enfermeria, inyectables,2014-11-01,356,356
INCAHUASI,otras actividades de enfermeria, inyectables,2014-11-01,446,446
INGAVI (HUMAITA),otras actividades de enfermeria, inyectables,2014-11-01,99,99
INQUISIVI,otras actividades de enfermeria, inyectables,2014-11-01,193,193
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, inyectables,2014-11-01,1530,1530
IXIAMAS,otras actividades de enfermeria, inyectables,2014-11-01,438,438
JESUS DE MACHACA,otras actividades de enfermeria, inyectables,2014-11-01,392,392
LA ASUNTA,otras actividades de enfermeria, inyectables,2014-11-01,1519,1519
LA GUARDIA,otras actividades de enfermeria, inyectables,2014-11-01,3694,3694
LA PAZ,otras actividades de enfermeria, inyectables,2014-11-01,155132,155132
LAGUNILLAS,otras actividades de enfermeria, inyectables,2014-11-01,335,335
LAJA,otras actividades de enfermeria, inyectables,2014-11-01,305,305
LAS CARRERAS,otras actividades de enfermeria, inyectables,2014-11-01,247,247
LICOMA PAMPA,otras actividades de enfermeria, inyectables,2014-11-01,93,93
LLALLAGUA,otras actividades de enfermeria, inyectables,2014-11-01,5045,5045
LLICA,otras actividades de enfermeria, inyectables,2014-11-01,339,339
LORETO,otras actividades de enfermeria, inyectables,2014-11-01,160,160
LURIBAY,otras actividades de enfermeria, inyectables,2014-11-01,119,119
MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-11-01,262,262
MACHARETI,otras actividades de enfermeria, inyectables,2014-11-01,459,459
MAGDALENA,otras actividades de enfermeria, inyectables,2014-11-01,2470,2470
MAIRANA,otras actividades de enfermeria, inyectables,2014-11-01,1533,1533
MALLA,otras actividades de enfermeria, inyectables,2014-11-01,71,71
MAPIRI,otras actividades de enfermeria, inyectables,2014-11-01,467,467
MECAPACA,otras actividades de enfermeria, inyectables,2014-11-01,171,171
MINEROS,otras actividades de enfermeria, inyectables,2014-11-01,1117,1117
MIZQUE,otras actividades de enfermeria, inyectables,2014-11-01,1140,1140
MOCOMOCO,otras actividades de enfermeria, inyectables,2014-11-01,260,260
MOJINETE,otras actividades de enfermeria, inyectables,2014-11-01,85,85
MOJOCOYA,otras actividades de enfermeria, inyectables,2014-11-01,621,621
MONTEAGUDO,otras actividades de enfermeria, inyectables,2014-11-01,8141,8141
MONTERO,otras actividades de enfermeria, inyectables,2014-11-01,11538,11538
MORO MORO,otras actividades de enfermeria, inyectables,2014-11-01,229,229
MOROCHATA,otras actividades de enfermeria, inyectables,2014-11-01,267,267
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, inyectables,2014-11-01,327,327
NAZACARA DE PACAJES,otras actividades de enfermeria, inyectables,2014-11-01,16,16
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, inyectables,2014-11-01,177,177
OCURI,otras actividades de enfermeria, inyectables,2014-11-01,499,499
OKINAWA,otras actividades de enfermeria, inyectables,2014-11-01,571,571
OMEREQUE,otras actividades de enfermeria, inyectables,2014-11-01,512,512
ORURO,otras actividades de enfermeria, inyectables,2014-11-01,62587,62587
PADCAYA,otras actividades de enfermeria, inyectables,2014-11-01,1394,1394
PADILLA,otras actividades de enfermeria, inyectables,2014-11-01,2952,2952
PAILON,otras actividades de enfermeria, inyectables,2014-11-01,1261,1261
PALCA,otras actividades de enfermeria, inyectables,2014-11-01,154,154
PALOS BLANCOS,otras actividades de enfermeria, inyectables,2014-11-01,815,815
PAMPA AULLAGAS,otras actividades de enfermeria, inyectables,2014-11-01,107,107
PAMPA GRANDE,otras actividades de enfermeria, inyectables,2014-11-01,463,463
PAPEL PAMPA,otras actividades de enfermeria, inyectables,2014-11-01,227,227
PASORAPA,otras actividades de enfermeria, inyectables,2014-11-01,173,173
PATACAMAYA,otras actividades de enfermeria, inyectables,2014-11-01,628,628
PAZÑA,otras actividades de enfermeria, inyectables,2014-11-01,190,190
PELECHUCO,otras actividades de enfermeria, inyectables,2014-11-01,144,144
POCOATA,otras actividades de enfermeria, inyectables,2014-11-01,448,448
POCONA,otras actividades de enfermeria, inyectables,2014-11-01,311,311
POJO (CBBA),otras actividades de enfermeria, inyectables,2014-11-01,420,420
POOPO,otras actividades de enfermeria, inyectables,2014-11-01,212,212
PORCO,otras actividades de enfermeria, inyectables,2014-11-01,424,424
POROMA,otras actividades de enfermeria, inyectables,2014-11-01,1037,1037
PORONGO,otras actividades de enfermeria, inyectables,2014-11-01,290,290
PORTACHUELO,otras actividades de enfermeria, inyectables,2014-11-01,3662,3662
PORVENIR,otras actividades de enfermeria, inyectables,2014-11-01,875,875
POSTRER VALLE,otras actividades de enfermeria, inyectables,2014-11-01,59,59
POTOSI,otras actividades de enfermeria, inyectables,2014-11-01,58563,58563
PRESTO,otras actividades de enfermeria, inyectables,2014-11-01,685,685
PUCARA,otras actividades de enfermeria, inyectables,2014-11-01,68,68
PUCARANI,otras actividades de enfermeria, inyectables,2014-11-01,518,518
PUERTO ACOSTA,otras actividades de enfermeria, inyectables,2014-11-01,292,292
PUERTO CARABUCO,otras actividades de enfermeria, inyectables,2014-11-01,248,248
PUERTO GONZALO MORENO,otras actividades de enfermeria, inyectables,2014-11-01,719,719
PUERTO PEREZ,otras actividades de enfermeria, inyectables,2014-11-01,192,192
PUERTO QUIJARRO,otras actividades de enfermeria, inyectables,2014-11-01,925,925
PUERTO RICO,otras actividades de enfermeria, inyectables,2014-11-01,1189,1189
PUERTO SILES,otras actividades de enfermeria, inyectables,2014-11-01,99,99
PUERTO SUAREZ,otras actividades de enfermeria, inyectables,2014-11-01,129,129
PUERTO VILLARROEL,otras actividades de enfermeria, inyectables,2014-11-01,1675,1675
PUNA,otras actividades de enfermeria, inyectables,2014-11-01,1060,1060
PUNATA,otras actividades de enfermeria, inyectables,2014-11-01,5577,5577
QUIABAYA,otras actividades de enfermeria, inyectables,2014-11-01,166,166
QUILLACOLLO,otras actividades de enfermeria, inyectables,2014-11-01,7749,7749
QUIME,otras actividades de enfermeria, inyectables,2014-11-01,449,449
QUIRUSILLAS,otras actividades de enfermeria, inyectables,2014-11-01,132,132
RAVELO,otras actividades de enfermeria, inyectables,2014-11-01,745,745
REYES,otras actividades de enfermeria, inyectables,2014-11-01,685,685
RIBERALTA,otras actividades de enfermeria, inyectables,2014-11-01,12205,12205
ROBORE,otras actividades de enfermeria, inyectables,2014-11-01,2778,2778
RURRENABAQUE,otras actividades de enfermeria, inyectables,2014-11-01,2035,2035
SABAYA,otras actividades de enfermeria, inyectables,2014-11-01,394,394
SACABA,otras actividades de enfermeria, inyectables,2014-11-01,6104,6104
SACABAMBA,otras actividades de enfermeria, inyectables,2014-11-01,125,125
SACACA,otras actividades de enfermeria, inyectables,2014-11-01,396,396
SAIPINA,otras actividades de enfermeria, inyectables,2014-11-01,316,316
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, inyectables,2014-11-01,621,621
SAMAIPATA,otras actividades de enfermeria, inyectables,2014-11-01,887,887
SAN AGUSTIN,otras actividades de enfermeria, inyectables,2014-11-01,249,249
SAN ANDRES,otras actividades de enfermeria, inyectables,2014-11-01,348,348
SAN ANDRES DE MACHACA,otras actividades de enfermeria, inyectables,2014-11-01,147,147
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, inyectables,2014-11-01,144,144
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, inyectables,2014-11-01,226,226
SAN BENITO,otras actividades de enfermeria, inyectables,2014-11-01,152,152
SAN BORJA,otras actividades de enfermeria, inyectables,2014-11-01,1261,1261
SAN BUENA VENTURA,otras actividades de enfermeria, inyectables,2014-11-01,575,575
SAN CARLOS,otras actividades de enfermeria, inyectables,2014-11-01,304,304
SAN IGNACIO,otras actividades de enfermeria, inyectables,2014-11-01,1680,1680
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, inyectables,2014-11-01,15778,15778
SAN JAVIER(BNI),otras actividades de enfermeria, inyectables,2014-11-01,113,113
SAN JAVIER(STC),otras actividades de enfermeria, inyectables,2014-11-01,231,231
SAN JOAQUIN,otras actividades de enfermeria, inyectables,2014-11-01,403,403
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, inyectables,2014-11-01,2541,2541
SAN JUAN DE YAPACANI,otras actividades de enfermeria, inyectables,2014-11-01,335,335
SAN JULIAN,otras actividades de enfermeria, inyectables,2014-11-01,2329,2329
SAN LORENZO(PND),otras actividades de enfermeria, inyectables,2014-11-01,153,153
SAN LORENZO(TJA),otras actividades de enfermeria, inyectables,2014-11-01,1273,1273
SAN LUCAS,otras actividades de enfermeria, inyectables,2014-11-01,2317,2317
SAN MATIAS,otras actividades de enfermeria, inyectables,2014-11-01,1234,1234
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, inyectables,2014-11-01,184,184
SAN PABLO DE LIPEZ,otras actividades de enfermeria, inyectables,2014-11-01,136,136
SAN PEDRO,otras actividades de enfermeria, inyectables,2014-11-01,1226,1226
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, inyectables,2014-11-01,460,460
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, inyectables,2014-11-01,248,248
SAN PEDRO DE QUEMES,otras actividades de enfermeria, inyectables,2014-11-01,46,46
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, inyectables,2014-11-01,286,286
SAN PEDRO(PND),otras actividades de enfermeria, inyectables,2014-11-01,268,268
SAN RAFAEL,otras actividades de enfermeria, inyectables,2014-11-01,844,844
SAN RAMON BENI,otras actividades de enfermeria, inyectables,2014-11-01,434,434
SAN RAMON SCZ,otras actividades de enfermeria, inyectables,2014-11-01,1400,1400
SANTA ANA,otras actividades de enfermeria, inyectables,2014-11-01,2664,2664
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, inyectables,2014-11-01,151904,151904
SANTA ROSA,otras actividades de enfermeria, inyectables,2014-11-01,391,391
SANTA ROSA DEL SARA,otras actividades de enfermeria, inyectables,2014-11-01,768,768
SANTIAGO DE CALLAPA,otras actividades de enfermeria, inyectables,2014-11-01,10,10
SANTIAGO DE HUARI,otras actividades de enfermeria, inyectables,2014-11-01,466,466
SANTIAGO DE HUATA,otras actividades de enfermeria, inyectables,2014-11-01,291,291
SANTIAGO DE MACHACA,otras actividades de enfermeria, inyectables,2014-11-01,140,140
SANTIVAÑES,otras actividades de enfermeria, inyectables,2014-11-01,362,362
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, inyectables,2014-11-01,124,124
SAPAHAQUI,otras actividades de enfermeria, inyectables,2014-11-01,149,149
SENA,otras actividades de enfermeria, inyectables,2014-11-01,194,194
SHINAOTA,otras actividades de enfermeria, inyectables,2014-11-01,1629,1629
SICA SICA (VILLA AROMA),otras actividades de enfermeria, inyectables,2014-11-01,471,471
SICAYA,otras actividades de enfermeria, inyectables,2014-11-01,86,86
SIPE SIPE,otras actividades de enfermeria, inyectables,2014-11-01,786,786
SOPACHUY,otras actividades de enfermeria, inyectables,2014-11-01,567,567
SORACACHI,otras actividades de enfermeria, inyectables,2014-11-01,119,119
SORATA,otras actividades de enfermeria, inyectables,2014-11-01,67,67
SUCRE,otras actividades de enfermeria, inyectables,2014-11-01,70706,70706
TACACHI,otras actividades de enfermeria, inyectables,2014-11-01,13,13
TACACOMA,otras actividades de enfermeria, inyectables,2014-11-01,4,4
TACOBAMBA,otras actividades de enfermeria, inyectables,2014-11-01,254,254
TACOPAYA,otras actividades de enfermeria, inyectables,2014-11-01,217,217
TAHUA,otras actividades de enfermeria, inyectables,2014-11-01,52,52
TAPACARI,otras actividades de enfermeria, inyectables,2014-11-01,476,476
TARABUCO,otras actividades de enfermeria, inyectables,2014-11-01,1447,1447
TARACO,otras actividades de enfermeria, inyectables,2014-11-01,143,143
TARATA,otras actividades de enfermeria, inyectables,2014-11-01,759,759
TARIJA,otras actividades de enfermeria, inyectables,2014-11-01,53491,53491
TARVITA,otras actividades de enfermeria, inyectables,2014-11-01,1014,1014
TEOPONTE,otras actividades de enfermeria, inyectables,2014-11-01,468,468
TIAWANACU,otras actividades de enfermeria, inyectables,2014-11-01,235,235
TINGUIPAYA,otras actividades de enfermeria, inyectables,2014-11-01,315,315
TIPUANI,otras actividades de enfermeria, inyectables,2014-11-01,769,769
TIQUIPAYA,otras actividades de enfermeria, inyectables,2014-11-01,542,542
TIRAQUE (CBBA),otras actividades de enfermeria, inyectables,2014-11-01,420,420
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, inyectables,2014-11-01,67,67
TOCO,otras actividades de enfermeria, inyectables,2014-11-01,155,155
TODOS SANTOS,otras actividades de enfermeria, inyectables,2014-11-01,2,2
TOLATA,otras actividades de enfermeria, inyectables,2014-11-01,258,258
TOLEDO,otras actividades de enfermeria, inyectables,2014-11-01,96,96
TOMAVE,otras actividades de enfermeria, inyectables,2014-11-01,733,733
TOMINA,otras actividades de enfermeria, inyectables,2014-11-01,955,955
TORO TORO,otras actividades de enfermeria, inyectables,2014-11-01,392,392
TOTORA(CBBA),otras actividades de enfermeria, inyectables,2014-11-01,545,545
TOTORA(ORR),otras actividades de enfermeria, inyectables,2014-11-01,189,189
TRIGAL,otras actividades de enfermeria, inyectables,2014-11-01,92,92
TRINIDAD,otras actividades de enfermeria, inyectables,2014-11-01,42039,42039
TUPIZA,otras actividades de enfermeria, inyectables,2014-11-01,11359,11359
TURCO,otras actividades de enfermeria, inyectables,2014-11-01,218,218
UMALA,otras actividades de enfermeria, inyectables,2014-11-01,119,119
UNCIA,otras actividades de enfermeria, inyectables,2014-11-01,393,393
URIONDO (A. CONCEPCION),otras actividades de enfermeria, inyectables,2014-11-01,575,575
URUBICHA,otras actividades de enfermeria, inyectables,2014-11-01,337,337
UYUNI,otras actividades de enfermeria, inyectables,2014-11-01,2099,2099
VACAS,otras actividades de enfermeria, inyectables,2014-11-01,322,322
VALLEGRANDE,otras actividades de enfermeria, inyectables,2014-11-01,5840,5840
VIACHA,otras actividades de enfermeria, inyectables,2014-11-01,6305,6305
VILA VILA,otras actividades de enfermeria, inyectables,2014-11-01,33,33
VILLA CHARCAS,otras actividades de enfermeria, inyectables,2014-11-01,662,662
VILLA MONTES,otras actividades de enfermeria, inyectables,2014-11-01,8793,8793
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, inyectables,2014-11-01,160,160
VILLA RIVERO,otras actividades de enfermeria, inyectables,2014-11-01,324,324
VILLA SERRANO,otras actividades de enfermeria, inyectables,2014-11-01,760,760
VILLA TUNARI,otras actividades de enfermeria, inyectables,2014-11-01,1819,1819
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, inyectables,2014-11-01,592,592
VILLAZON,otras actividades de enfermeria, inyectables,2014-11-01,4947,4947
VINTO,otras actividades de enfermeria, inyectables,2014-11-01,772,772
VITICHI,otras actividades de enfermeria, inyectables,2014-11-01,176,176
WALDO BALLIVIAN,otras actividades de enfermeria, inyectables,2014-11-01,15,15
WARNES,otras actividades de enfermeria, inyectables,2014-11-01,2693,2693
YACO,otras actividades de enfermeria, inyectables,2014-11-01,101,101
YACUIBA,otras actividades de enfermeria, inyectables,2014-11-01,32233,32233
YAMPARAEZ,otras actividades de enfermeria, inyectables,2014-11-01,499,499
YANACACHI,otras actividades de enfermeria, inyectables,2014-11-01,217,217
YAPACANI,otras actividades de enfermeria, inyectables,2014-11-01,5812,5812
YOCALLA,otras actividades de enfermeria, inyectables,2014-11-01,309,309
YOTALA,otras actividades de enfermeria, inyectables,2014-11-01,728,728
YUNCHARA,otras actividades de enfermeria, inyectables,2014-11-01,394,394
YUNGUYO DE LITORAL,otras actividades de enfermeria, inyectables,2014-11-01,3,3
ZUDAÑEZ,otras actividades de enfermeria, inyectables,2014-11-01,623,623
ACACIO,otras actividades de enfermeria, inyectables,2014-12-01,155,155
ACHACACHI,otras actividades de enfermeria, inyectables,2014-12-01,905,905
ACHOCALLA,otras actividades de enfermeria, inyectables,2014-12-01,168,168
AIQUILE,otras actividades de enfermeria, inyectables,2014-12-01,1535,1535
ALALAY,otras actividades de enfermeria, inyectables,2014-12-01,27,27
ALCALA,otras actividades de enfermeria, inyectables,2014-12-01,219,219
ALTO BENI,otras actividades de enfermeria, inyectables,2014-12-01,295,295
ANCORAIMES,otras actividades de enfermeria, inyectables,2014-12-01,195,195
ANDAMARCA,otras actividades de enfermeria, inyectables,2014-12-01,200,200
ANTEQUERA,otras actividades de enfermeria, inyectables,2014-12-01,130,130
ANZALDO,otras actividades de enfermeria, inyectables,2014-12-01,278,278
APOLO,otras actividades de enfermeria, inyectables,2014-12-01,237,237
ARAMPAMPA,otras actividades de enfermeria, inyectables,2014-12-01,79,79
ARANI,otras actividades de enfermeria, inyectables,2014-12-01,135,135
ARBIETO,otras actividades de enfermeria, inyectables,2014-12-01,227,227
