municipality,group,variable,month,Total 7.3 Curaciones y/o suturas,TOTAL
PUNA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,198,198
PUNATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,839,839
QUIABAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,37,37
QUILLACOLLO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1728,1728
QUIME,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,131,131
QUIRUSILLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,64,64
RAVELO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,65,65
REYES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,186,186
RIBERALTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7324,7324
ROBORE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,426,426
RURRENABAQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,358,358
SABAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,16,16
SACABA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1823,1823
SACABAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,21,21
SACACA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,71,71
SAIPINA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,69,69
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,73,73
SAMAIPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,82,82
SAN AGUSTIN,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,21,21
SAN ANDRES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,41,41
SAN ANDRES DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,58,58
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,15,15
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,25,25
SAN BENITO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,77,77
SAN BORJA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,781,781
SAN BUENA VENTURA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,62,62
SAN CARLOS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,72,72
SAN IGNACIO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,606,606
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1226,1226
SAN JAVIER(BNI),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,29,29
SAN JAVIER(STC),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,100,100
SAN JOAQUIN,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,51,51
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,662,662
SAN JUAN DE YAPACANI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,127,127
SAN JULIAN,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,644,644
SAN LORENZO(PND),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7,7
SAN LORENZO(TJA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,175,175
SAN LUCAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,82,82
SAN MATIAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,223,223
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,31,31
SAN PABLO DE LIPEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,19,19
SAN PEDRO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,257,257
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,83,83
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,93,93
SAN PEDRO DE QUEMES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,85,85
SAN PEDRO(PND),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,28,28
SAN RAFAEL,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,88,88
SAN RAMON BENI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,94,94
SAN RAMON SCZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,240,240
SANTA ANA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,517,517
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,21437,21437
SANTA ROSA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,80,80
SANTA ROSA DEL SARA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,240,240
SANTIAGO DE CALLAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,3,3
SANTIAGO DE HUARI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,126,126
SANTIAGO DE HUATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,29,29
SANTIAGO DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,35,35
SANTIVAÑES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,64,64
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,30,30
SAPAHAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,52,52
SENA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,11,11
SHINAOTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,226,226
SICA SICA (VILLA AROMA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,202,202
SICAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,25,25
SIPE SIPE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,381,381
SOPACHUY,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,65,65
SORACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,28,28
SORATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7,7
SUCRE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7941,7941
TACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4,4
TACACOMA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4,4
TACOBAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,17,17
TACOPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,37,37
TAHUA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,10,10
TAPACARI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,40,40
TARABUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,38,38
TARACO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,55,55
TARATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,232,232
TARIJA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,6333,6333
TARVITA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,99,99
TEOPONTE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,31,31
TIAWANACU,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,46,46
TINGUIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,24,24
TIPUANI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,123,123
TIQUIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,267,267
TIRAQUE (CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,153,153
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,9,9
TOCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,72,72
TODOS SANTOS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1,1
TOLATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,37,37
TOLEDO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,24,24
TOMAVE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,66,66
TOMINA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,76,76
TORO TORO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,39,39
TOTORA(CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,131,131
TOTORA(ORR),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,25,25
TRIGAL,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,23,23
TRINIDAD,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,6934,6934
TUPIZA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,5512,5512
TURCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,35,35
UMALA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,16,16
UNCIA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,152,152
URIONDO (A. CONCEPCION),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,127,127
URUBICHA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,60,60
UYUNI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,383,383
VACAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,60,60
VALLEGRANDE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,914,914
VIACHA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,809,809
VILA VILA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7,7
VILLA CHARCAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,48,48
VILLA MONTES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1427,1427
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4,4
VILLA RIVERO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,77,77
VILLA SERRANO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,75,75
VILLA TUNARI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,476,476
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,51,51
VILLAZON,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,781,781
VINTO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,331,331
VITICHI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4,4
WALDO BALLIVIAN,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,21,21
WARNES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,897,897
YACO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,28,28
YACUIBA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4220,4220
YAMPARAEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,62,62
YANACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,38,38
YAPACANI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,846,846
YOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,52,52
YOTALA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,57,57
YUNCHARA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,28,28
YUNGUYO DE LITORAL,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,3,3
ZUDAÑEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,134,134
ACACIO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,27,27
ACHACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,325,325
ACHOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,72,72
AIQUILE,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,292,292
ALALAY,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,6,6
ALCALA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,56,56
ALTO BENI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,63,63
ANCORAIMES,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,74,74
ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,58,58
ANTEQUERA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,29,29
ANZALDO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,71,71
APOLO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,34,34
ARAMPAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,6,6
ARANI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,116,116
ARBIETO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,93,93
ARQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,56,56
ASCENCION DE GUARAYOS,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,379,379
ATOCHA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,537,537
AUCAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,23,23
AYATA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,65,65
AYO AYO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,39,39
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,152,152
AZURDUY,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,66,66
BATALLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,67,67
BAURES,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,267,267
BELEN DE ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,8,8
BELEN DE URMIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,6,6
BELLA FLOR,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,21,21
BERMEJO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,1748,1748
BETANZOS,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,166,166
BOLIVAR,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,19,19
BOLPEBRA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,18,18
BOYUIBE,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,35,35
BUENA VISTA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,112,112
CABEZAS,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,260,260
CAIROMA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,55,55
"CAIZA ""D""",otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,138,138
CAJUATA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,76,76
CALACOTO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,18,18
CALAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,85,85
CAMARGO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,39,39
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,10,10
CAMIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,1127,1127
CAPINOTA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,281,281
CAQUIAVIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,40,40
CARACOLLO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,265,265
CARANAVI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,451,451
CARANGAS,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,2,2
CARAPARI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,206,206
CARIPUYO,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,28,28
CARMEN RIVERO TORREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,141,141
CATACORA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,3,3
CHACARILLA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,6,6
CHALLAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,1774,1774
CHAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,65,65
CHARAGUA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,160,160
CHARAÑA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,2,2
CHAYANTA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,56,56
CHIMORE,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,237,237
CHIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,21,21
CHUA COCANI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,67,67
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,91,91
CHUMA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,135,135
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,32,32
CKOCHAS,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,19,19
CLIZA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,243,243
COBIJA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,1232,1232
COCAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,28,28
COCHABAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,13109,13109
COIPASA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,3,3
COLCAPIRHUA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,427,427
"COLCHA ""K""",otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,90,90
COLLANA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,7,7
COLOMI,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,171,171
COLPA BELGICA,otras actividades de enfermeria, curaciones y/o suturas,2014-12-01,182,182
