,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,9,11
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,14,29,43
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,18,11,29
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,39,28,67
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,6,9,15
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,2,7
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,103,70,173
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,8,5,13
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,68,95,163
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,9,13
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,12,6,18
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,5,8
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,4,1,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,5,2,7
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,5,7,12
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,16,28,44
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,9,34,43
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,4,1,5
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,3,5
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,2,2
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,1,2
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,7,5,12
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,5,0,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,42,25,67
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,4,4,8
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,2,2
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,3,5
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,6,9
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,3,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,130,174,304
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,2,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,7,14,21
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,1,2
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,2,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,5,8
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,5,9,14
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,2,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,341,296,637
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,1,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,43,38,81
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,1,3
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,1,3
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,4,10
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,9,9,18
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,3,6
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,1,2
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,3,3
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,4,5,9
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,20,30,50
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,169,263,432
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,2,3
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,6,7
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,1,3
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,1,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,14,17
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,1,3
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,3,6
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,7,10
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,6,8
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,45,43,88
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,12,18
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,3,3
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,9,15
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,60,57,117
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,9,10,19
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,4,10
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,8,2,10
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,3,4
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,7,1,8
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,1,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,4,1,5
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,4,10
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,6,12
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,34,57,91
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,2,2
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,15,18
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,1,3
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,6,12
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,3,3
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,4,6
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,2,4
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,5,7
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,3,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,3,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,7,6,13
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,1,2
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,2,3
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,4,6
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,6,8
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,4,5,9
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,10,13
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,2,4
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,3,5
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,8,4,12
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,4,8,12
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,5,11,16
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,2,4
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,14,20
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,0,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,46,58,104
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,439,599,1038
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,7,5,12
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,5,2,7
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,11,16,27
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,68,153,221
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,8,10,18
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,2,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,38,57,95
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,7,4,11
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,0,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,6,8
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,2,10,12
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,40,85,125
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,32,56,88
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,8,8,16
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,12,8,20
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,7,11,18
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,26,18,44
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,3,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,14,13,27
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,46,38,84
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,10,13
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,7,10
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,5,11,16
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,6,15,21
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,62,81,143
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,12,4,16
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,1,4,5
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-12-01,3,2,5
