,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,20,15,35
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,13,9,22
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,17,37,54
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,8,11,19
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,5,6
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,1,5
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,6,7,13
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,8,11,19
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,7,11
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,9,12
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,1,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,25,44,69
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,4,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,14,24,38
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,1,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,22,26
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,4,9
SAN LORENZO(PND),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,0,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,23,26
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,9,14,23
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,3,8
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,8,8,16
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,12,17
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,6,8
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,2,3
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,2,4
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,7,9
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,354,750,1104
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,26,25,51
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,7,13,20
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,11,25,36
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,6,6,12
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,2,5
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,7,12
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,7,11
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,41,36,77
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,10,14
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,10,23,33
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,236,370,606
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,2,4
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,6,9
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,9,22,31
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,33,68,101
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,18,22
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,38,101,139
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,22,50,72
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,81,31,112
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,3,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,13,18
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,0,1
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,1,6
TODOS SANTOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,0,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,24,31,55
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,12,27,39
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,18,19
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,1,2
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,1,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,27,62,89
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,7,10,17
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,5,9
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,2,5
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,1,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,13,15
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,31,42,73
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,15,15,30
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,7,10
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,31,57,88
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,5,6
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,7,8,15
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,4,7
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,40,37,77
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,11,15
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,3,8
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,6,3,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,45,14,59
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,7,10
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,2,4
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,15,3,18
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,8,12
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,8,13
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,8,13,21
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,6,6,12
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,7,6,13
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,18,18,36
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,6,5,11
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,5,11,16
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,0,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,2,6
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,1,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,0,2,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,7,6,13
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,9,13
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,8,12,20
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,1,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,17,31,48
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,3,18,21
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,3,13,16
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,15,34,49
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,0,1
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,0,4,4
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,17,11,28
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,8,14,22
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,7,11,18
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,7,3,10
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,12,17,29
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,3,3,6
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,6,10
CHACARILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,3,5
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,3,6,9
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,0,12,12
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,2,4
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,6,8
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,8,9,17
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,6,11,17
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,6,7,13
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,38,41,79
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,7,19,26
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,193,439,632
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,3,4
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,3,4,7
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,1,5
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,6,12,18
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,8,12
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,13,27,40
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,2,4
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,20,22
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,1,3
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,9,4,13
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,9,9,18
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,8,8,16
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,5,18,23
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,11,39,50
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,1,2
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,7,8,15
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,6,14,20
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,205,346,551
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,10,10,20
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,8,20,28
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,7,11
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,0,1,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,3,10,13
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,7,9,16
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,7,11
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,4,8
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,9,11
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,19,13,32
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,1,2
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,7,13,20
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,9,15,24
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,6,19,25
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,5,9
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,11,19,30
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,6,8
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,32,49,81
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,195,565,760
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,5,7
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,3,6,9
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,6,7
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,60,89,149
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,2,1,3
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,2,3
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,6,3,9
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,4,5
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,0,1
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,4,3,7
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,18,18,36
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,12,16,28
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,17,41,58
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,1,6,7
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-12-01,0,2,2
