,group,variable,month,DIABETES MELLITUS I - II CANTIDAD,DIABETES MELLITUS I - II CANTIDAD,TOTALES
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,43,80,123
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,13,13,26
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,1,2
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,22,42,64
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,1,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,54,71,125
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,12,13,25
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,7,16,23
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,14,18,32
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,14,15
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,8,9
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,81,69,150
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,7,8,15
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,60,120,180
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,10,36,46
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,1,4
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,8,12,20
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,2,2
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,1,8
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,40,40,80
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,10,10
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,3,5
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,4,5
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,5,3,8
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,3,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,0,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,27,43,70
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,1,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,3,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,5,7
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,3,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,12,13
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,8,9
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,2,9
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,20,34,54
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,364,367,731
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,8,6,14
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,6,8
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,6,8
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,0,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,1,3
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,3,3
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,4,4
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,16,23
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,3,4
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,118,194,312
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,3,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,41,53,94
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,17,18
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,11,13
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,3,4
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,22,29
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,3,4
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,5,10,15
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,0,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,0,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,2,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,3,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,9,37,46
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,238,410,648
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,3,4
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,12,39,51
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,2,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,6,7,13
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,0,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,6,12,18
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,35,70,105
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,3,4
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,90,92,182
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,5,4,9
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,5,7,12
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,1,3
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,6,13
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,7,7
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,13,15,28
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,6,8
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,71,79,150
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,2,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,14,20,34
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,0,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,3,6
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,11,18
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,11,35,46
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,6,7
RAVELO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,0,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,26,76,102
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,15,10,25
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,10,10,20
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,15,15,30
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,2,4
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,0,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,10,28,38
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,1,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,11,25,36
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,12,14
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,14,41,55
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,2,4
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,3,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,9,16
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,3,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,6,10,16
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,2,3
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,2,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,2,5
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,2,3
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,2,5
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,9,12
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,18,26,44
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,878,1355,2233
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,19,26
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,4,5
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,2,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,171,313,484
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,3,3
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,57,63,120
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,4,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,2,2
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,0,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,2,0,2
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,1,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,68,131,199
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,6,6
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,6,4,10
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,2,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,19,31,50
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,4,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,63,50,113
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,15,18,33
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,0,2,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,10,24,34
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,3,25,28
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,1,14,15
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,5,4,9
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,30,51,81
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-12-01,7,10,17
