,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
RAVELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,4,6,4,22
REYES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,10,8,5,29
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,90,100,6,7,203
ROBORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,13,13,0,0,26
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,11,14,6,2,33
SABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,1,0,5
SACABA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,130,116,25,11,282
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,3,0,0,5
SACACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,16,16,10,5,47
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,0,3,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,5,1,10
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,9,0,2,19
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,15,11,5,8,39
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,1,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,4,2,10
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,2,0,1,9
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,49,40,4,8,101
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,7,2,4,20
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,18,20,0,0,38
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,22,20,8,8,58
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,60,49,10,14,133
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,0,2,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,10,8,0,1,19
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,14,8,0,0,22
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,15,18,16,23,72
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,5,2,1,12
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,43,38,8,4,93
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,3,5,6,20
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,16,13,1,2,32
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,15,15,7,6,43
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,12,12,0,0,24
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,11,0,0,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,13,0,2,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,17,13,7,14,51
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,0,1,5
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,0,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,1,1,3
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,8,0,0,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,10,0,0,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,5,0,0,11
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,20,15,2,5,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1600,1464,16,13,3093
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,10,13,0,0,23
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,11,12,3,2,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,1,2,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,3,5,2,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,0,1,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,1,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,7,0,0,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,1,0,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,7,0,1,10
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,6,1,2,17
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,23,24,2,1,50
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,13,5,6,33
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,2,0,0,3
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,27,29,0,1,57
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,6,1,1,12
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,7,0,0,11
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,13,7,7,3,30
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,271,272,7,1,551
TACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,0,2,6
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,8,0,0,13
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,4,3,1,11
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,3,0,4,13
TAHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,0,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,16,10,4,39
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,6,3,5,15
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,1,0,0,5
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,5,0,1,15
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,168,180,13,13,374
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,6,6,5,20
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,10,2,1,19
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,11,6,0,0,17
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,7,10,21
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,2,1,2,8
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,44,40,3,7,94
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,10,7,3,26
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,5,0,2,8
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,4,2,0,11
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,2,2,2,7
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,4,3,2,13
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,0,5,0,11
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,2,2,3,10
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,9,2,3,22
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,0,0,4
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,1,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,153,135,6,4,298
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,32,28,5,5,70
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,2,1,0,4
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,1,1,6
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,13,14,4,3,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,13,7,2,1,23
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,5,1,0,10
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,30,29,2,3,64
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,4,1,0,6
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,14,0,0,23
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,47,53,5,9,114
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,2,2,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,8,2,4,22
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,50,43,3,5,101
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,1,0,5
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,4,0,3,7
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,4,2,2,10
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,76,88,7,8,179
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,11,5,1,1,18
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,30,30,3,5,68
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,33,30,17,16,96
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,5,2,1,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,0,0,4
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,119,141,13,13,286
YACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,3,1,0,6
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,91,86,12,3,192
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,2,0,1,3
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,4,1,0,9
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,33,45,12,13,103
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,1,1,2,12
YOTALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,1,1,6
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,4,3,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,2,2,0,5
ACACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,2,1,3,9
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,24,21,5,12,62
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,8,10,6,4,28
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,12,5,4,8,29
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,2,1,0,4
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,1,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,6,9,2,1,18
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,4,3,2,2,11
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,0,3,1,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,2,1,1,5
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,0,2,1,5
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,6,6,4,2,18
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,1,2,2,7
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,9,6,0,0,15
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,9,16,6,7,38
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,4,3,7,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,43,48,0,0,91
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,7,8,4,0,19
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,2,0,1,5
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,4,1,1,9
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,6,9,1,1,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,12,16,8,7,43
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,2,8,2,15
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,12,3,2,20
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,5,2,1,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,0,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,3,3,2,9
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,35,32,2,1,70
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,12,14,6,7,39
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,0,4,2,1,7
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,4,2,2,0,8
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,6,12,5,1,24
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,27,15,6,4,52
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,3,0,0,5
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,8,7,1,0,16
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,10,6,1,1,18
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,2,3,4,10
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,8,11,2,3,24
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,8,7,2,1,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,0,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,27,30,2,3,62
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,16,17,2,0,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,4,0,0,7
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,9,6,9,2,26
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,32,38,8,3,81
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,13,16,3,3,35
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,4,0,0,1,5
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,5,1,3,2,11
CATACORA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,0,2,0,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,0,0,1,2,3
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,17,16,8,7,48
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,4,2,0,9
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,11,15,10,10,46
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,2,0,0,5
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,14,7,2,1,24
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,22,21,7,2,52
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,0,1,1,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,2,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,13,10,0,0,23
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,3,2,3,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,4,3,3,0,10
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,6,7,6,3,22
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,18,19,1,2,40
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,31,44,8,4,87
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,7,3,8,11,29
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,608,562,0,0,1170
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,41,43,0,1,85
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,5,6,1,1,13
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,16,15,0,1,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,7,4,0,0,11
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,25,16,11,7,59
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,4,8,0,1,13
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,10,11,5,3,29
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,1,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,11,18,4,1,34
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,0,0,2,2,4
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,19,22,5,5,51
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,6,4,6,2,18
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,17,12,0,1,30
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,4,1,0,0,5
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,11,10,1,4,26
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,4,3,1,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,13,10,2,3,28
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,54,56,3,2,115
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,14,17,4,13,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,0,1,0,2
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,3,1,1,7
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,12,13,3,7,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,2,1,0,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,0,0,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,4,0,0,6
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,534,546,242,209,1531
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,0,1,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,5,16,3,0,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,7,4,1,2,14
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,41,40,6,4,91
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,2,0,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,10,11,2,2,25
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,42,24,4,0,70
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,2,2,0,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,4,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,1,1,0,0,2
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,4,5,0,0,9
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,6,8,1,1,16
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-11-01,3,4,6,0,13
