,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,7,12,4,3,26
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,0,1,2,2,5
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,0,1,0,2
TOCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,0,1,1,0,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,2,2,0,5
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,2,2,0,0,4
TOMINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,0,0,2,3
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,0,0,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,0,0,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,31,25,23,21,100
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,9,14,24,22,69
TURCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,1,1,0,3
UMALA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,2,2,1,6
UNCIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,2,4,6,0,12
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,0,1,0,1,2
URUBICHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,1,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,9,10,3,0,22
VACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,0,0,0,1,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,7,4,1,1,13
VILA VILA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,0,1,0,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,3,3,2,6,14
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,3,0,0,0,3
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,2,0,0,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,13,16,4,3,36
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,1,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,4,10,9,7,30
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,4,2,4,6,16
VITICHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,0,1,1,0,2
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,14,31,0,1,46
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,11,5,9,4,29
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,0,1,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,10,6,13,12,41
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-10-01,1,11,4,1,17
ACACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,3,2,1,2,8
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,5,1,3,10
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,10,10,21
ALALAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,2,3
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,0,0,2
ANTEQUERA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,1,1,2
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,0,0,3
ARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,1,0,3
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,5,4,0,9
ARQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,0,0,2,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,5,0,0,9
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,6,1,2,0,9
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,2,2
AYATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
AYO AYO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,3,2,2,2,9
AZURDUY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,3,1,1,0,5
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,1,0,0,5
BAURES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,8,0,0,9
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,2,1,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,1,0,0,3
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,5,1,9,7,22
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,1,1
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,0,0,0,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,1,0,3,6
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,2,6,3,13
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,0,0,2
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,5,2,0,0,7
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,1,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,3,0,1,8
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,2,0,2,6
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,12,3,15
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,6,11,5,26
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,0,2,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,0,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,4,5,3,13
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,2,5,16,25
CHARAÑA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,5,5,4,18
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,2,2,5,13
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,1,2,4
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,1,2,0,5
CLIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,8,15,3,8,34
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,100,110,17,26,253
COIPASA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,5,5,2,2,14
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,3,1,1,6
COLLANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,7,1,0,1,9
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,4,0,0,5
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,2,1,6
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,3,0,1,1,5
COMANCHE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,0,0,3
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,0,0,3
COMBAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,4,2,2,9
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,4,2,8
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,2,0,0,4
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,3,3,6
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,6,1,3,3,13
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,15,17,0,1,33
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,2,3,0,7
CULPINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,3,0,4
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,5,4,1,0,10
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,117,115,103,91,426
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,0,0,3
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,3,0,1,5
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,5,4,3,16
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,2,0,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,2,1,1,8
ESCARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,0,0,1
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,3,1,0,6
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,0,0,2
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,4,0,2,7
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,6,1,0,1,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,3,1,1,6
GUANAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,2,2,5
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,4,12,10,11,37
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,2,1,5
HUACARETA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,1,2,6,11
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,1,0,0,3
HUARINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,1,0,1
HUMANATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,0,0,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,6,1,1,0,8
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,3,0,0,4
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,5,2,0,1,8
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,19,15,12,16,62
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,114,88,31,22,255
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,3,0,4
LAJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,2,1,4
LICOMA PAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,9,7,19,14,49
LLICA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,0,1,4
LORETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,7,6,13
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,0,0,2
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,0,0,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,2,0,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,0,0,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,3,3,2,1,9
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,2,1,4
MINEROS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,5,6,0,0,11
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,1,2
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,1,0,3
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,4,0,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,12,14,4,3,33
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,3,0,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,1,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,0,0,2
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,2,0,4
ORURO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,39,39,14,16,108
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,3,0,0,5
PADILLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,1,2,3
PAILON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,8,3,8,20
PALCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,5,7,1,3,16
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,3,0,1,5
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,9,7,1,1,18
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,1,1,3
POCOATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,7,5,38,26,76
POCONA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,2,2,3,7
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,2,0,0,4
POOPO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,1,1,3
PORCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,2,5,2,2,11
POROMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,0,0,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,3,1,1,6
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,6,3,0,0,9
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,0,0,3
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,25,19,27,24,95
PRESTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,1,0,0,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,2,4,8
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,2,1,0,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,2,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,0,0,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,1,1,0,3
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,1,3,1,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,5,10,12,3,30
PUNA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-11-01,0,0,1,0,1
