,group,variable,month,L TALLA BAJA < DE 1 AÑO,L TALLA BAJA < DE 1 AÑO,L TALLA BAJA 1 A MENOR DE 2 AÑOS,L TALLA BAJA 1 A MENOR DE 2 AÑOS,L TALLA BAJA 2 A MENOR DE 5 AÑOS,L TALLA BAJA 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
ROBORE,estado nutricional,l talla baja,2012-10-01,1,0,0,0,0,0,1,0,1
RURRENABAQUE,estado nutricional,l talla baja,2012-10-01,5,4,13,12,7,6,25,22,47
SABAYA,estado nutricional,l talla baja,2012-10-01,0,0,2,0,2,1,4,1,5
SACABA,estado nutricional,l talla baja,2012-10-01,36,31,92,72,65,66,193,169,362
SACABAMBA,estado nutricional,l talla baja,2012-10-01,5,5,6,10,11,7,22,22,44
SACACA,estado nutricional,l talla baja,2012-10-01,64,31,107,56,114,124,285,211,496
SAIPINA,estado nutricional,l talla baja,2012-10-01,0,3,2,3,2,3,4,9,13
SALINAS DE GARCI MENDOZA,estado nutricional,l talla baja,2012-10-01,14,4,24,13,21,21,59,38,97
SAMAIPATA,estado nutricional,l talla baja,2012-10-01,5,2,3,0,1,3,9,5,14
SAN AGUSTIN,estado nutricional,l talla baja,2012-10-01,0,0,2,2,0,1,2,3,5
SAN ANDRES,estado nutricional,l talla baja,2012-10-01,0,1,5,0,2,1,7,2,9
SAN ANDRES DE MACHACA,estado nutricional,l talla baja,2012-10-01,0,1,3,1,2,1,5,3,8
SAN ANTONIO DE ESMORUCO,estado nutricional,l talla baja,2012-10-01,3,1,6,6,7,8,16,15,31
SAN ANTONIO DE LOMERIO,estado nutricional,l talla baja,2012-10-01,6,5,5,8,6,15,17,28,45
SAN BENITO,estado nutricional,l talla baja,2012-10-01,5,7,16,8,3,3,24,18,42
SAN BORJA,estado nutricional,l talla baja,2012-10-01,25,15,35,25,46,43,106,83,189
SAN BUENA VENTURA,estado nutricional,l talla baja,2012-10-01,1,8,2,3,5,4,8,15,23
SAN CARLOS,estado nutricional,l talla baja,2012-10-01,3,3,5,6,8,2,16,11,27
SAN IGNACIO,estado nutricional,l talla baja,2012-10-01,13,13,30,23,37,31,80,67,147
SAN IGNACIO DE VELASCO,estado nutricional,l talla baja,2012-10-01,31,15,43,14,29,32,103,61,164
SAN JAVIER(STC),estado nutricional,l talla baja,2012-10-01,1,9,0,3,3,6,4,18,22
SAN JOAQUIN,estado nutricional,l talla baja,2012-10-01,5,1,0,0,1,0,6,1,7
SAN JOSE DE CHIQUITOS,estado nutricional,l talla baja,2012-10-01,4,4,12,13,4,4,20,21,41
SAN JUAN DE YAPACANI,estado nutricional,l talla baja,2012-10-01,3,2,1,0,0,1,4,3,7
SAN JULIAN,estado nutricional,l talla baja,2012-10-01,3,7,10,22,5,7,18,36,54
SAN LORENZO(PND),estado nutricional,l talla baja,2012-10-01,6,2,7,1,11,11,24,14,38
SAN LORENZO(TJA),estado nutricional,l talla baja,2012-10-01,10,3,14,14,11,20,35,37,72
SAN LUCAS,estado nutricional,l talla baja,2012-10-01,21,32,70,55,115,129,206,216,422
SAN MATIAS,estado nutricional,l talla baja,2012-10-01,1,2,2,2,0,1,3,5,8
SAN MIGUEL DE VELASCO,estado nutricional,l talla baja,2012-10-01,23,13,26,20,20,12,69,45,114
SAN PABLO DE LIPEZ,estado nutricional,l talla baja,2012-10-01,0,0,2,2,1,4,3,6,9
SAN PEDRO,estado nutricional,l talla baja,2012-10-01,2,1,5,1,6,1,13,3,16
SAN PEDRO DE BUENA VISTA,estado nutricional,l talla baja,2012-10-01,70,48,97,67,119,103,286,218,504
SAN PEDRO DE CURAHUARA,estado nutricional,l talla baja,2012-10-01,1,1,4,3,2,2,7,6,13
SAN PEDRO DE QUEMES,estado nutricional,l talla baja,2012-10-01,1,0,1,1,4,5,6,6,12
SAN PEDRO DE TIQUINA,estado nutricional,l talla baja,2012-10-01,1,0,2,0,2,2,5,2,7
SAN PEDRO(PND),estado nutricional,l talla baja,2012-10-01,1,0,0,0,1,1,2,1,3
SAN RAFAEL,estado nutricional,l talla baja,2012-10-01,8,0,10,4,5,7,23,11,34
SAN RAMON BENI,estado nutricional,l talla baja,2012-10-01,4,2,1,2,4,2,9,6,15
SANTA ANA,estado nutricional,l talla baja,2012-10-01,4,2,5,7,3,1,12,10,22
SANTA CRUZ DE LA SIERRA,estado nutricional,l talla baja,2012-10-01,101,86,80,78,105,63,286,227,513
SANTA ROSA,estado nutricional,l talla baja,2012-10-01,2,2,4,1,3,3,9,6,15
SANTA ROSA DEL SARA,estado nutricional,l talla baja,2012-10-01,0,0,2,2,5,1,7,3,10
SANTIAGO DE CALLAPA,estado nutricional,l talla baja,2012-10-01,3,1,6,7,2,4,11,12,23
SANTIAGO DE HUARI,estado nutricional,l talla baja,2012-10-01,13,9,17,14,15,23,45,46,91
SANTIAGO DE HUATA,estado nutricional,l talla baja,2012-10-01,6,2,5,7,9,5,20,14,34
SANTIAGO DE MACHACA,estado nutricional,l talla baja,2012-10-01,5,2,12,7,7,4,24,13,37
SANTIVAÑES,estado nutricional,l talla baja,2012-10-01,5,1,3,5,16,15,24,21,45
SANTUARIO DE QUILLACAS,estado nutricional,l talla baja,2012-10-01,0,3,10,6,6,13,16,22,38
SAPAHAQUI,estado nutricional,l talla baja,2012-10-01,7,3,16,11,23,19,46,33,79
SENA,estado nutricional,l talla baja,2012-10-01,1,0,9,6,5,2,15,8,23
SHINAOTA,estado nutricional,l talla baja,2012-10-01,2,3,19,18,20,14,41,35,76
SICA SICA (VILLA AROMA),estado nutricional,l talla baja,2012-10-01,13,6,30,17,26,36,69,59,128
SICAYA,estado nutricional,l talla baja,2012-10-01,3,3,8,8,10,10,21,21,42
SIPE SIPE,estado nutricional,l talla baja,2012-10-01,40,25,66,60,53,40,159,125,284
SOPACHUY,estado nutricional,l talla baja,2012-10-01,8,6,22,15,42,52,72,73,145
SORACACHI,estado nutricional,l talla baja,2012-10-01,21,5,33,14,38,27,92,46,138
SORATA,estado nutricional,l talla baja,2012-10-01,5,3,13,9,26,21,44,33,77
SUCRE,estado nutricional,l talla baja,2012-10-01,89,49,176,107,159,164,424,320,744
TACACOMA,estado nutricional,l talla baja,2012-10-01,8,9,7,5,16,10,31,24,55
TACOBAMBA,estado nutricional,l talla baja,2012-10-01,8,4,15,5,16,6,39,15,54
TACOPAYA,estado nutricional,l talla baja,2012-10-01,9,6,34,16,46,44,89,66,155
TAHUA,estado nutricional,l talla baja,2012-10-01,3,1,2,3,2,1,7,5,12
TAPACARI,estado nutricional,l talla baja,2012-10-01,46,24,97,65,115,96,258,185,443
TARABUCO,estado nutricional,l talla baja,2012-10-01,19,8,54,30,106,134,179,172,351
TARACO,estado nutricional,l talla baja,2012-10-01,2,1,3,0,3,3,8,4,12
TARATA,estado nutricional,l talla baja,2012-10-01,2,7,11,8,10,6,23,21,44
TARIJA,estado nutricional,l talla baja,2012-10-01,34,28,60,30,52,56,146,114,260
TARVITA,estado nutricional,l talla baja,2012-10-01,23,11,41,41,124,108,188,160,348
TEOPONTE,estado nutricional,l talla baja,2012-10-01,1,1,3,5,6,6,10,12,22
TIAWANACU,estado nutricional,l talla baja,2012-10-01,4,4,28,5,23,14,55,23,78
TINGUIPAYA,estado nutricional,l talla baja,2012-10-01,32,39,75,57,44,37,151,133,284
TIPUANI,estado nutricional,l talla baja,2012-10-01,2,0,4,7,2,13,8,20,28
TIQUIPAYA,estado nutricional,l talla baja,2012-10-01,10,39,50,67,60,59,120,165,285
TIRAQUE (CBBA),estado nutricional,l talla baja,2012-10-01,10,16,19,42,18,17,47,75,122
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,l talla baja,2012-10-01,0,0,3,0,1,0,4,0,4
TOCO,estado nutricional,l talla baja,2012-10-01,2,0,6,2,3,2,11,4,15
TODOS SANTOS,estado nutricional,l talla baja,2012-10-01,0,0,0,0,1,0,1,0,1
TOLATA,estado nutricional,l talla baja,2012-10-01,0,0,2,1,0,1,2,2,4
TOLEDO,estado nutricional,l talla baja,2012-10-01,6,0,7,4,8,4,21,8,29
TOMAVE,estado nutricional,l talla baja,2012-10-01,11,13,29,19,28,21,68,53,121
TOMINA,estado nutricional,l talla baja,2012-10-01,8,5,19,18,62,81,89,104,193
TORO TORO,estado nutricional,l talla baja,2012-10-01,5,4,33,24,41,39,79,67,146
TOTORA(CBBA),estado nutricional,l talla baja,2012-10-01,16,2,16,21,18,15,50,38,88
TOTORA(ORR),estado nutricional,l talla baja,2012-10-01,2,3,5,3,6,8,13,14,27
TRIGAL,estado nutricional,l talla baja,2012-10-01,1,0,0,0,0,0,1,0,1
TRINIDAD,estado nutricional,l talla baja,2012-10-01,15,14,30,17,10,17,55,48,103
TUPIZA,estado nutricional,l talla baja,2012-10-01,27,15,29,16,33,37,89,68,157
TURCO,estado nutricional,l talla baja,2012-10-01,0,2,2,3,3,5,5,10,15
UMALA,estado nutricional,l talla baja,2012-10-01,3,4,12,6,5,6,20,16,36
UNCIA,estado nutricional,l talla baja,2012-10-01,28,17,56,43,60,58,144,118,262
URIONDO (A. CONCEPCION),estado nutricional,l talla baja,2012-10-01,0,4,4,10,5,2,9,16,25
URUBICHA,estado nutricional,l talla baja,2012-10-01,5,6,12,5,9,11,26,22,48
UYUNI,estado nutricional,l talla baja,2012-10-01,7,6,29,19,26,19,62,44,106
VACAS,estado nutricional,l talla baja,2012-10-01,13,9,24,12,21,27,58,48,106
VALLEGRANDE,estado nutricional,l talla baja,2012-10-01,1,5,7,2,2,4,10,11,21
VIACHA,estado nutricional,l talla baja,2012-10-01,25,16,50,30,22,23,97,69,166
VILA VILA,estado nutricional,l talla baja,2012-10-01,1,2,6,6,13,13,20,21,41
VILLA CHARCAS,estado nutricional,l talla baja,2012-10-01,27,21,50,50,83,81,160,152,312
VILLA MONTES,estado nutricional,l talla baja,2012-10-01,5,0,5,5,17,4,27,9,36
VILLA NUEVA (LOMA ALTA),estado nutricional,l talla baja,2012-10-01,6,0,8,7,10,9,24,16,40
VILLA RIVERO,estado nutricional,l talla baja,2012-10-01,5,1,10,11,15,18,30,30,60
VILLA SERRANO,estado nutricional,l talla baja,2012-10-01,11,7,24,14,66,47,101,68,169
VILLA TUNARI,estado nutricional,l talla baja,2012-10-01,15,9,41,33,59,53,115,95,210
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,l talla baja,2012-10-01,8,5,11,6,12,15,31,26,57
VILLAZON,estado nutricional,l talla baja,2012-10-01,32,17,65,29,42,30,139,76,215
VINTO,estado nutricional,l talla baja,2012-10-01,12,19,38,31,25,22,75,72,147
VITICHI,estado nutricional,l talla baja,2012-10-01,12,5,18,28,27,36,57,69,126
WALDO BALLIVIAN,estado nutricional,l talla baja,2012-10-01,3,0,10,5,5,8,18,13,31
WARNES,estado nutricional,l talla baja,2012-10-01,5,4,11,4,7,4,23,12,35
YACO,estado nutricional,l talla baja,2012-10-01,5,5,18,11,22,17,45,33,78
YACUIBA,estado nutricional,l talla baja,2012-10-01,5,8,25,11,25,17,55,36,91
YAMPARAEZ,estado nutricional,l talla baja,2012-10-01,3,1,15,11,59,66,77,78,155
YAPACANI,estado nutricional,l talla baja,2012-10-01,4,1,19,9,9,3,32,13,45
YOCALLA,estado nutricional,l talla baja,2012-10-01,8,5,14,9,17,5,39,19,58
YOTALA,estado nutricional,l talla baja,2012-10-01,4,3,7,0,28,22,39,25,64
YUNCHARA,estado nutricional,l talla baja,2012-10-01,13,3,10,8,39,23,62,34,96
ZUDAÑEZ,estado nutricional,l talla baja,2012-10-01,6,6,8,9,44,33,58,48,106
ACACIO,estado nutricional,l talla baja,2012-11-01,7,12,30,22,32,40,69,74,143
ACHACACHI,estado nutricional,l talla baja,2012-11-01,14,16,29,23,29,21,72,60,132
ACHOCALLA,estado nutricional,l talla baja,2012-11-01,8,5,9,4,8,6,25,15,40
AIQUILE,estado nutricional,l talla baja,2012-11-01,18,16,45,25,36,46,99,87,186
ALALAY,estado nutricional,l talla baja,2012-11-01,4,1,5,8,8,9,17,18,35
ALCALA,estado nutricional,l talla baja,2012-11-01,0,0,5,0,11,7,16,7,23
ALTO BENI,estado nutricional,l talla baja,2012-11-01,2,1,3,2,3,3,8,6,14
ANCORAIMES,estado nutricional,l talla baja,2012-11-01,20,11,24,17,13,9,57,37,94
ANDAMARCA,estado nutricional,l talla baja,2012-11-01,3,1,8,2,19,14,30,17,47
ANTEQUERA,estado nutricional,l talla baja,2012-11-01,11,12,9,3,5,2,25,17,42
ANZALDO,estado nutricional,l talla baja,2012-11-01,5,2,17,17,26,27,48,46,94
APOLO,estado nutricional,l talla baja,2012-11-01,7,6,25,13,17,14,49,33,82
ARAMPAMPA,estado nutricional,l talla baja,2012-11-01,8,6,11,5,13,19,32,30,62
ARANI,estado nutricional,l talla baja,2012-11-01,10,6,23,17,13,16,46,39,85
ARBIETO,estado nutricional,l talla baja,2012-11-01,0,0,2,4,1,5,3,9,12
ARQUE,estado nutricional,l talla baja,2012-11-01,24,21,75,62,56,59,155,142,297
ASCENCION DE GUARAYOS,estado nutricional,l talla baja,2012-11-01,7,7,22,23,17,18,46,48,94
ATOCHA,estado nutricional,l talla baja,2012-11-01,3,10,13,14,16,17,32,41,73
AUCAPATA,estado nutricional,l talla baja,2012-11-01,4,0,6,12,10,12,20,24,44
AYATA,estado nutricional,l talla baja,2012-11-01,8,2,34,21,46,30,88,53,141
AYO AYO,estado nutricional,l talla baja,2012-11-01,15,3,31,17,17,12,63,32,95
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,l talla baja,2012-11-01,31,12,69,41,59,51,159,104,263
AZURDUY,estado nutricional,l talla baja,2012-11-01,10,7,29,27,78,93,117,127,244
BATALLAS,estado nutricional,l talla baja,2012-11-01,13,4,18,17,11,5,42,26,68
BAURES,estado nutricional,l talla baja,2012-11-01,1,0,1,3,3,0,5,3,8
BELEN DE ANDAMARCA,estado nutricional,l talla baja,2012-11-01,3,0,2,0,5,6,10,6,16
BELEN DE URMIRI,estado nutricional,l talla baja,2012-11-01,3,2,4,8,6,1,13,11,24
BELLA FLOR,estado nutricional,l talla baja,2012-11-01,1,1,3,2,2,0,6,3,9
BERMEJO,estado nutricional,l talla baja,2012-11-01,7,1,6,3,7,5,20,9,29
BETANZOS,estado nutricional,l talla baja,2012-11-01,40,30,76,64,116,98,232,192,424
BOLIVAR,estado nutricional,l talla baja,2012-11-01,30,13,37,23,49,69,116,105,221
BOLPEBRA,estado nutricional,l talla baja,2012-11-01,0,1,4,2,6,3,10,6,16
BOYUIBE,estado nutricional,l talla baja,2012-11-01,0,0,1,1,0,0,1,1,2
BUENA VISTA,estado nutricional,l talla baja,2012-11-01,1,0,3,2,2,1,6,3,9
CABEZAS,estado nutricional,l talla baja,2012-11-01,4,2,6,5,6,11,16,18,34
CAIROMA,estado nutricional,l talla baja,2012-11-01,12,4,20,18,9,13,41,35,76
"CAIZA ""D""",estado nutricional,l talla baja,2012-11-01,7,4,17,11,11,13,35,28,63
CAJUATA,estado nutricional,l talla baja,2012-11-01,0,0,2,3,1,2,3,5,8
CALACOTO,estado nutricional,l talla baja,2012-11-01,0,2,5,6,6,8,11,16,27
CALAMARCA,estado nutricional,l talla baja,2012-11-01,12,8,18,21,21,30,51,59,110
CAMARGO,estado nutricional,l talla baja,2012-11-01,10,4,34,21,70,58,114,83,197
CAMATAQUI (C. VILLA ABECIA),estado nutricional,l talla baja,2012-11-01,1,0,9,2,14,6,24,8,32
CAMIRI,estado nutricional,l talla baja,2012-11-01,2,0,4,4,11,8,17,12,29
CAPINOTA,estado nutricional,l talla baja,2012-11-01,10,4,22,27,17,9,49,40,89
CAQUIAVIRI,estado nutricional,l talla baja,2012-11-01,12,15,22,17,17,11,51,43,94
CARACOLLO,estado nutricional,l talla baja,2012-11-01,16,9,35,21,29,33,80,63,143
CARANAVI,estado nutricional,l talla baja,2012-11-01,10,8,28,25,43,45,81,78,159
CARAPARI,estado nutricional,l talla baja,2012-11-01,2,2,8,5,12,6,22,13,35
CARIPUYO,estado nutricional,l talla baja,2012-11-01,17,13,32,30,38,32,87,75,162
CARMEN RIVERO TORREZ,estado nutricional,l talla baja,2012-11-01,3,2,1,1,1,1,5,4,9
CATACORA,estado nutricional,l talla baja,2012-11-01,4,2,7,3,5,1,16,6,22
CHACARILLA,estado nutricional,l talla baja,2012-11-01,2,0,2,0,1,4,5,4,9
CHALLAPATA,estado nutricional,l talla baja,2012-11-01,40,13,59,34,55,58,154,105,259
CHAQUI,estado nutricional,l talla baja,2012-11-01,4,7,27,8,20,18,51,33,84
CHARAGUA,estado nutricional,l talla baja,2012-11-01,4,3,7,3,5,8,16,14,30
CHARAÑA,estado nutricional,l talla baja,2012-11-01,2,0,4,6,1,6,7,12,19
CHAYANTA,estado nutricional,l talla baja,2012-11-01,20,11,66,40,40,45,126,96,222
CHIMORE,estado nutricional,l talla baja,2012-11-01,8,1,10,7,15,9,33,17,50
CHIPAYA,estado nutricional,l talla baja,2012-11-01,0,0,3,3,7,4,10,7,17
CHOQUE COTA,estado nutricional,l talla baja,2012-11-01,0,1,5,1,2,2,7,4,11
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,l talla baja,2012-11-01,2,3,9,1,3,4,14,8,22
CHUMA,estado nutricional,l talla baja,2012-11-01,11,2,13,15,27,24,51,41,92
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,l talla baja,2012-11-01,7,7,12,7,17,13,36,27,63
CKOCHAS,estado nutricional,l talla baja,2012-11-01,25,28,65,38,71,56,161,122,283
CLIZA,estado nutricional,l talla baja,2012-11-01,5,4,5,6,12,6,22,16,38
COBIJA,estado nutricional,l talla baja,2012-11-01,22,17,31,13,19,12,72,42,114
COCAPATA,estado nutricional,l talla baja,2012-11-01,25,17,54,46,67,65,146,128,274
COCHABAMBA,estado nutricional,l talla baja,2012-11-01,71,77,185,162,121,154,377,393,770
COIPASA,estado nutricional,l talla baja,2012-11-01,0,0,0,0,1,1,1,1,2
COLCAPIRHUA,estado nutricional,l talla baja,2012-11-01,12,7,22,14,18,12,52,33,85
"COLCHA ""K""",estado nutricional,l talla baja,2012-11-01,6,6,20,9,10,6,36,21,57
COLLANA,estado nutricional,l talla baja,2012-11-01,4,0,3,2,3,9,10,11,21
COLOMI,estado nutricional,l talla baja,2012-11-01,9,10,40,13,21,32,70,55,125
COLQUECHACA,estado nutricional,l talla baja,2012-11-01,69,48,159,108,80,91,308,247,555
COLQUENCHA,estado nutricional,l talla baja,2012-11-01,11,4,25,16,12,13,48,33,81
COLQUIRI,estado nutricional,l talla baja,2012-11-01,16,4,16,13,28,22,60,39,99
COMANCHE,estado nutricional,l talla baja,2012-11-01,3,2,6,5,2,7,11,14,25
COMARAPA,estado nutricional,l talla baja,2012-11-01,2,2,5,1,3,1,10,4,14
COMBAYA,estado nutricional,l talla baja,2012-11-01,5,1,2,4,15,10,22,15,37
CONCEPCION,estado nutricional,l talla baja,2012-11-01,4,2,7,5,3,6,14,13,27
COPACABANA,estado nutricional,l talla baja,2012-11-01,5,1,8,2,8,3,21,6,27
CORO CORO,estado nutricional,l talla baja,2012-11-01,11,4,15,18,14,18,40,40,80
CORQUE,estado nutricional,l talla baja,2012-11-01,8,5,22,11,14,15,44,31,75
COTAGAITA,estado nutricional,l talla baja,2012-11-01,19,10,46,21,63,48,128,79,207
COTOCA,estado nutricional,l talla baja,2012-11-01,3,2,4,6,0,1,7,9,16
CRUZ DE MACHACAMARCA,estado nutricional,l talla baja,2012-11-01,0,0,0,0,1,1,1,1,2
CUATRO CAÑADAS,estado nutricional,l talla baja,2012-11-01,2,5,10,5,3,2,15,12,27
CUEVO,estado nutricional,l talla baja,2012-11-01,11,3,7,4,13,10,31,17,48
CULPINA,estado nutricional,l talla baja,2012-11-01,27,16,43,35,60,68,130,119,249
CURAHUARA DE CARANGAS,estado nutricional,l talla baja,2012-11-01,6,2,6,5,14,6,26,13,39
CURVA,estado nutricional,l talla baja,2012-11-01,0,5,5,2,10,8,15,15,30
DESAGUADERO,estado nutricional,l talla baja,2012-11-01,4,2,1,2,1,0,6,4,10
EL ALTO,estado nutricional,l talla baja,2012-11-01,417,250,571,334,383,326,1371,910,2281
EL CHORO,estado nutricional,l talla baja,2012-11-01,2,1,2,2,4,3,8,6,14
EL PUENTE(STC),estado nutricional,l talla baja,2012-11-01,1,1,6,2,2,2,9,5,14
EL PUENTE(TJA),estado nutricional,l talla baja,2012-11-01,9,2,15,13,15,11,39,26,65
EL TORNO,estado nutricional,l talla baja,2012-11-01,4,4,8,8,10,7,22,19,41
EL VILLAR,estado nutricional,l talla baja,2012-11-01,1,1,1,2,10,10,12,13,25
ENTRE RIOS TRJ,estado nutricional,l talla baja,2012-11-01,1,5,13,4,7,9,21,18,39
ENTRE RIOS CBBA,estado nutricional,l talla baja,2012-11-01,4,7,9,24,26,5,39,36,75
ESCOMA,estado nutricional,l talla baja,2012-11-01,0,2,6,5,11,8,17,15,32
ESMERALDA,estado nutricional,l talla baja,2012-11-01,0,0,0,0,1,0,1,0,1
EUCALIPTUS,estado nutricional,l talla baja,2012-11-01,3,4,11,5,8,6,22,15,37
EUREKA (SANTOS MERCADO),estado nutricional,l talla baja,2012-11-01,0,1,3,1,4,2,7,4,11
EXALTACION,estado nutricional,l talla baja,2012-11-01,0,0,0,1,0,0,0,1,1
FERNANDEZ ALONSO,estado nutricional,l talla baja,2012-11-01,1,0,10,1,5,1,16,2,18
FILADELFIA,estado nutricional,l talla baja,2012-11-01,0,0,4,0,2,3,6,3,9
GENERAL SAAVEDRA,estado nutricional,l talla baja,2012-11-01,0,0,1,1,3,1,4,2,6
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,l talla baja,2012-11-01,15,8,24,18,31,30,70,56,126
GUANAY,estado nutricional,l talla baja,2012-11-01,2,0,7,6,15,9,24,15,39
GUAQUI,estado nutricional,l talla baja,2012-11-01,2,3,13,8,13,9,28,20,48
GUAYARAMERIN,estado nutricional,l talla baja,2012-11-01,22,17,42,18,22,20,86,55,141
GUTIERREZ,estado nutricional,l talla baja,2012-11-01,17,7,27,31,39,20,83,58,141
HUACARETA,estado nutricional,l talla baja,2012-11-01,1,1,2,5,16,4,19,10,29
HUACAYA (VILLA DE HUACAYA),estado nutricional,l talla baja,2012-11-01,1,0,4,2,7,5,12,7,19
HUACHACALLA,estado nutricional,l talla baja,2012-11-01,0,0,3,0,7,2,10,2,12
HUANUNI,estado nutricional,l talla baja,2012-11-01,13,2,27,15,22,23,62,40,102
HUARACAJE,estado nutricional,l talla baja,2012-11-01,0,0,4,1,1,1,5,2,7
HUARINA,estado nutricional,l talla baja,2012-11-01,2,3,4,1,3,2,9,6,15
HUAYLLAMARCA,estado nutricional,l talla baja,2012-11-01,3,0,12,0,3,4,18,4,22
HUMANATA,estado nutricional,l talla baja,2012-11-01,6,3,10,5,9,9,25,17,42
ICHOCA,estado nutricional,l talla baja,2012-11-01,5,1,4,5,11,8,20,14,34
ICLA,estado nutricional,l talla baja,2012-11-01,8,4,20,14,112,88,140,106,246
INCAHUASI,estado nutricional,l talla baja,2012-11-01,11,8,49,31,60,55,120,94,214
INQUISIVI,estado nutricional,l talla baja,2012-11-01,3,1,7,8,7,6,17,15,32
IRUPANA (VILLA DE LANZA),estado nutricional,l talla baja,2012-11-01,0,6,3,1,9,5,12,12,24
IXIAMAS,estado nutricional,l talla baja,2012-11-01,2,0,5,3,3,10,10,13,23
JESUS DE MACHACA,estado nutricional,l talla baja,2012-11-01,8,11,10,10,12,11,30,32,62
LA ASUNTA,estado nutricional,l talla baja,2012-11-01,1,4,10,2,14,5,25,11,36
LA GUARDIA,estado nutricional,l talla baja,2012-11-01,5,9,7,3,7,3,19,15,34
LA PAZ,estado nutricional,l talla baja,2012-11-01,375,232,416,281,256,260,1047,773,1820
LAGUNILLAS,estado nutricional,l talla baja,2012-11-01,0,5,2,7,8,9,10,21,31
LAJA,estado nutricional,l talla baja,2012-11-01,8,8,26,13,10,9,44,30,74
LAS CARRERAS,estado nutricional,l talla baja,2012-11-01,2,0,3,0,7,8,12,8,20
LICOMA PAMPA,estado nutricional,l talla baja,2012-11-01,0,3,7,2,1,5,8,10,18
LLALLAGUA,estado nutricional,l talla baja,2012-11-01,23,20,69,43,40,35,132,98,230
LLICA,estado nutricional,l talla baja,2012-11-01,0,6,2,4,2,2,4,12,16
LORETO,estado nutricional,l talla baja,2012-11-01,1,2,1,0,3,6,5,8,13
LURIBAY,estado nutricional,l talla baja,2012-11-01,4,0,12,6,14,14,30,20,50
MACHACAMARCA,estado nutricional,l talla baja,2012-11-01,4,7,13,9,5,5,22,21,43
MACHARETI,estado nutricional,l talla baja,2012-11-01,1,0,6,1,6,4,13,5,18
MAGDALENA,estado nutricional,l talla baja,2012-11-01,9,5,7,1,4,7,20,13,33
MAIRANA,estado nutricional,l talla baja,2012-11-01,2,2,6,2,3,3,11,7,18
MALLA,estado nutricional,l talla baja,2012-11-01,5,6,11,11,13,11,29,28,57
MAPIRI,estado nutricional,l talla baja,2012-11-01,3,1,20,8,7,11,30,20,50
MECAPACA,estado nutricional,l talla baja,2012-11-01,4,1,14,6,9,1,27,8,35
MINEROS,estado nutricional,l talla baja,2012-11-01,7,1,12,6,7,5,26,12,38
MIZQUE,estado nutricional,l talla baja,2012-11-01,13,3,28,30,19,63,60,96,156
MOCOMOCO,estado nutricional,l talla baja,2012-11-01,4,3,15,5,17,11,36,19,55
MOJINETE,estado nutricional,l talla baja,2012-11-01,2,2,2,1,0,2,4,5,9
MOJOCOYA,estado nutricional,l talla baja,2012-11-01,3,3,6,6,30,31,39,40,79
MONTEAGUDO,estado nutricional,l talla baja,2012-11-01,5,1,10,10,15,16,30,27,57
MONTERO,estado nutricional,l talla baja,2012-11-01,14,5,20,9,14,21,48,35,83
MORO MORO,estado nutricional,l talla baja,2012-11-01,0,0,1,2,0,0,1,2,3
MOROCHATA,estado nutricional,l talla baja,2012-11-01,28,16,58,32,64,65,150,113,263
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,l talla baja,2012-11-01,0,0,3,0,1,0,4,0,4
NAZACARA DE PACAJES,estado nutricional,l talla baja,2012-11-01,0,0,0,1,1,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,l talla baja,2012-11-01,0,0,2,0,7,5,9,5,14
OCURI,estado nutricional,l talla baja,2012-11-01,33,25,83,63,111,84,227,172,399
OKINAWA,estado nutricional,l talla baja,2012-11-01,1,6,3,4,4,5,8,15,23
OMEREQUE,estado nutricional,l talla baja,2012-11-01,1,3,4,4,4,1,9,8,17
ORURO,estado nutricional,l talla baja,2012-11-01,281,232,404,311,226,204,911,747,1658
PADCAYA,estado nutricional,l talla baja,2012-11-01,3,2,10,8,8,1,21,11,32
PADILLA,estado nutricional,l talla baja,2012-11-01,6,3,18,9,44,30,68,42,110
PAILON,estado nutricional,l talla baja,2012-11-01,1,1,2,2,3,4,6,7,13
PALCA,estado nutricional,l talla baja,2012-11-01,9,7,23,17,16,15,48,39,87
PALOS BLANCOS,estado nutricional,l talla baja,2012-11-01,8,8,12,9,11,9,31,26,57
