municipality,group,variable,month,Inyectable Trimestral: Usuarias Nuevas,Inyectable Trimestral: Usuarias Nuevas1,Inyectable Trimestral: Usuarias Nuevas2,Inyectable Trimestral: Usuarias Nuevas3,Inyectable Trimestral: Usuarias Nuevas4,TOTAL
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,1,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,26,99,32,0,158
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,10,2,0,12
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,8,4,0,15
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,1,0,3
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,2,0,4
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,1,0,0,2
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,2,0,4
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,9,0,0,9
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,4,0,0,5
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,5,14,4,0,24
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,4,1,0,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,6,15,10,0,31
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,1,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,11,62,14,0,88
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,3,1,0,5
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,5,12,4,0,21
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,9,4,0,15
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,20,67,4,0,92
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,6,0,0,7
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,4,2,0,8
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,4,2,0,7
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,4,49,7,0,60
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,6,2,0,8
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,4,1,0,6
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,4,9,5,0,19
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,4,0,0,6
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,1,0,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,4,2,0,0,6
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,4,2,0,7
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,1,1,0,5
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,5,11,0,0,16
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,6,0,0,7
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,15,2,0,19
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,8,0,0,11
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,4,12,4,0,20
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,2,0,7,1,0,10
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,9,1,0,12
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,11,1,0,15
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,6,1,0,8
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,9,21,9,0,39
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,1,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,3,6,3,0,13
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,12,3,0,17
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,7,8,1,0,16
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,1,0,1,3
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,1,0,2
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,2,2,6,1,0,11
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,1,13,10,0,25
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,2,4,0,7
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,1,0,2
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,12,1,0,15
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,10,1,0,14
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,2,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,4,95,213,33,0,345
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,5,6,3,0,15
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,2,0,0,3
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,1,0,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,3,0,0,3
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,4,2,0,6
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,2,3,0,7
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,5,16,1,0,22
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,6,1,0,8
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,3,3,0,6
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,0,1,0,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,9,31,2,0,42
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,4,0,6
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,5,3,0,10
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,3,3,0,7
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,32,105,30,0,167
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,2,1,0,4
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,6,2,0,11
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,2,0,3
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,0,0,2
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,10,8,0,19
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,10,7,0,19
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,5,1,0,8
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,9,32,4,0,46
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,6,5,0,14
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,11,1,0,15
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,2,0,0,3
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,4,2,0,7
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,4,0,0,5
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,11,37,9,0,57
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,7,0,0,9
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,4,1,0,5
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,5,5,0,0,10
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,2,0,3
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,6,1,0,7
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,0,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,5,2,3,0,10
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,6,2,4,0,12
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,1,0,3
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,12,41,4,0,57
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,7,15,8,0,30
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,0,0,0,1
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,3,1,0,5
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,8,2,0,11
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,6,0,0,8
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,1,1,0,2
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,13,2,0,15
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,4,3,0,0,7
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,3,1,0,6
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,6,40,6,1,53
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,0,0,2
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,9,4,0,16
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,3,17,7,0,27
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,0,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,8,1,0,10
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,2,2,0,0,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,20,73,12,0,105
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,3,2,0,6
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,6,21,2,0,29
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,6,26,5,0,37
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,2,3,0,5
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,9,30,7,0,47
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,1,2,0,0,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,12,22,9,0,44
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,3,0,0,3
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,4,0,0,4
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,9,19,4,0,32
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,0,0,4,0,0,4
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,1,0,0,0,2
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",inyectable trimestral: usuarias nuevas,2015-10-01,1,1,3,1,0,6
