,group,variable,month,L 9.2 TALLA BAJA < DE 1 AÑO,L 9.2 TALLA BAJA < DE 1 AÑO,L 9.2 TALLA BAJA 1 A MENOR DE 2 AÑOS,L 9.2 TALLA BAJA 1 A MENOR DE 2 AÑOS,L 9.2 TALLA BAJA 2 A MENOR DE 5 AÑOS,L 9.2 TALLA BAJA 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
ALTO BENI,estado nutricional,l 9.2 talla baja,2011-12-01,3,0,1,4,4,11,8,15,23
ANCORAIMES,estado nutricional,l 9.2 talla baja,2011-12-01,22,9,21,22,21,11,64,42,106
ANDAMARCA,estado nutricional,l 9.2 talla baja,2011-12-01,6,0,8,5,25,18,39,23,62
ANTEQUERA,estado nutricional,l 9.2 talla baja,2011-12-01,5,2,1,0,2,3,8,5,13
ANZALDO,estado nutricional,l 9.2 talla baja,2011-12-01,2,6,14,9,5,8,21,23,44
APOLO,estado nutricional,l 9.2 talla baja,2011-12-01,12,2,19,7,22,10,53,19,72
ARAMPAMPA,estado nutricional,l 9.2 talla baja,2011-12-01,4,3,16,8,20,27,40,38,78
ARANI,estado nutricional,l 9.2 talla baja,2011-12-01,3,1,6,3,5,6,14,10,24
ARBIETO,estado nutricional,l 9.2 talla baja,2011-12-01,4,1,6,8,16,12,26,21,47
ARQUE,estado nutricional,l 9.2 talla baja,2011-12-01,20,18,39,32,41,48,100,98,198
ASCENCION DE GUARAYOS,estado nutricional,l 9.2 talla baja,2011-12-01,5,12,13,11,7,5,25,28,53
ATOCHA,estado nutricional,l 9.2 talla baja,2011-12-01,5,8,3,9,11,7,19,24,43
AUCAPATA,estado nutricional,l 9.2 talla baja,2011-12-01,2,1,10,9,11,13,23,23,46
AYATA,estado nutricional,l 9.2 talla baja,2011-12-01,10,7,28,34,32,24,70,65,135
AYO AYO,estado nutricional,l 9.2 talla baja,2011-12-01,18,12,27,9,8,6,53,27,80
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,l 9.2 talla baja,2011-12-01,17,17,53,27,41,35,111,79,190
AZURDUY,estado nutricional,l 9.2 talla baja,2011-12-01,11,13,35,27,61,63,107,103,210
BATALLAS,estado nutricional,l 9.2 talla baja,2011-12-01,17,9,21,17,9,12,47,38,85
BAURES,estado nutricional,l 9.2 talla baja,2011-12-01,0,2,3,0,0,1,3,3,6
BELEN DE ANDAMARCA,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,4,9,1,2,6,11,17
BELEN DE URMIRI,estado nutricional,l 9.2 talla baja,2011-12-01,4,3,2,3,3,4,9,10,19
BERMEJO,estado nutricional,l 9.2 talla baja,2011-12-01,6,2,7,3,7,15,20,20,40
BETANZOS,estado nutricional,l 9.2 talla baja,2011-12-01,34,37,91,59,111,103,236,199,435
BOLIVAR,estado nutricional,l 9.2 talla baja,2011-12-01,23,13,44,30,108,86,175,129,304
BOLPEBRA,estado nutricional,l 9.2 talla baja,2011-12-01,2,2,3,0,4,3,9,5,14
BOYUIBE,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,0,0,1,1,1,2,3
BUENA VISTA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,2,2,3,2,5,4,9
CABEZAS,estado nutricional,l 9.2 talla baja,2011-12-01,7,1,1,1,3,2,11,4,15
CAIROMA,estado nutricional,l 9.2 talla baja,2011-12-01,12,4,16,14,8,14,36,32,68
"CAIZA ""D""",estado nutricional,l 9.2 talla baja,2011-12-01,8,7,14,12,10,16,32,35,67
CAJUATA,estado nutricional,l 9.2 talla baja,2011-12-01,3,1,3,1,2,5,8,7,15
CALACOTO,estado nutricional,l 9.2 talla baja,2011-12-01,2,2,10,2,8,4,20,8,28
CALAMARCA,estado nutricional,l 9.2 talla baja,2011-12-01,8,8,26,18,18,24,52,50,102
CAMARGO,estado nutricional,l 9.2 talla baja,2011-12-01,10,8,26,20,57,52,93,80,173
CAMATAQUI (C. VILLA ABECIA),estado nutricional,l 9.2 talla baja,2011-12-01,1,0,5,1,5,8,11,9,20
CAMIRI,estado nutricional,l 9.2 talla baja,2011-12-01,2,4,7,7,8,1,17,12,29
CAPINOTA,estado nutricional,l 9.2 talla baja,2011-12-01,13,3,28,19,24,12,65,34,99
CAQUIAVIRI,estado nutricional,l 9.2 talla baja,2011-12-01,10,12,15,5,14,8,39,25,64
CARACOLLO,estado nutricional,l 9.2 talla baja,2011-12-01,25,11,55,19,16,22,96,52,148
CARANAVI,estado nutricional,l 9.2 talla baja,2011-12-01,35,29,39,31,48,78,122,138,260
CARAPARI,estado nutricional,l 9.2 talla baja,2011-12-01,4,2,7,3,6,3,17,8,25
CARIPUYO,estado nutricional,l 9.2 talla baja,2011-12-01,13,7,8,10,54,43,75,60,135
CARMEN RIVERO TORREZ,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,2,1,0,2,2,4
CATACORA,estado nutricional,l 9.2 talla baja,2011-12-01,4,2,3,3,13,3,20,8,28
CHACARILLA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,1,0,0,1,1,2
CHALLAPATA,estado nutricional,l 9.2 talla baja,2011-12-01,34,28,70,42,45,34,149,104,253
CHAQUI,estado nutricional,l 9.2 talla baja,2011-12-01,7,4,16,18,16,15,39,37,76
CHARAGUA,estado nutricional,l 9.2 talla baja,2011-12-01,5,5,11,4,11,8,27,17,44
CHARAÑA,estado nutricional,l 9.2 talla baja,2011-12-01,0,2,6,6,3,4,9,12,21
CHAYANTA,estado nutricional,l 9.2 talla baja,2011-12-01,30,20,49,45,41,48,120,113,233
CHIMORE,estado nutricional,l 9.2 talla baja,2011-12-01,3,5,8,8,7,11,18,24,42
CHIPAYA,estado nutricional,l 9.2 talla baja,2011-12-01,3,1,4,3,4,5,11,9,20
CHOQUE COTA,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,0,1,1,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,l 9.2 talla baja,2011-12-01,2,1,0,2,4,3,6,6,12
CHUMA,estado nutricional,l 9.2 talla baja,2011-12-01,6,14,9,9,10,20,25,43,68
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,l 9.2 talla baja,2011-12-01,8,7,17,16,8,9,33,32,65
CKOCHAS,estado nutricional,l 9.2 talla baja,2011-12-01,26,18,37,22,51,30,114,70,184
CLIZA,estado nutricional,l 9.2 talla baja,2011-12-01,6,1,12,10,23,2,41,13,54
COBIJA,estado nutricional,l 9.2 talla baja,2011-12-01,17,15,24,8,17,9,58,32,90
COCAPATA,estado nutricional,l 9.2 talla baja,2011-12-01,17,10,28,20,31,31,76,61,137
COCHABAMBA,estado nutricional,l 9.2 talla baja,2011-12-01,101,123,194,186,144,154,439,463,902
COIPASA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,1,1,1,2,2,4
COLCAPIRHUA,estado nutricional,l 9.2 talla baja,2011-12-01,6,1,22,22,32,29,60,52,112
"COLCHA ""K""",estado nutricional,l 9.2 talla baja,2011-12-01,11,8,18,6,11,8,40,22,62
COLLANA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,3,2,5,1,8,3,11
COLOMI,estado nutricional,l 9.2 talla baja,2011-12-01,23,6,33,30,17,13,73,49,122
COLPA BELGICA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,0,0,0,1,0,1,1
COLQUECHACA,estado nutricional,l 9.2 talla baja,2011-12-01,71,52,133,124,58,57,262,233,495
COLQUENCHA,estado nutricional,l 9.2 talla baja,2011-12-01,16,9,21,13,13,19,50,41,91
COLQUIRI,estado nutricional,l 9.2 talla baja,2011-12-01,8,5,19,9,48,40,75,54,129
COMANCHE,estado nutricional,l 9.2 talla baja,2011-12-01,4,7,10,9,6,3,20,19,39
COMARAPA,estado nutricional,l 9.2 talla baja,2011-12-01,6,3,8,8,9,1,23,12,35
COMBAYA,estado nutricional,l 9.2 talla baja,2011-12-01,0,2,3,1,9,7,12,10,22
CONCEPCION,estado nutricional,l 9.2 talla baja,2011-12-01,8,3,7,8,6,6,21,17,38
COPACABANA,estado nutricional,l 9.2 talla baja,2011-12-01,5,1,9,4,7,6,21,11,32
CORIPATA,estado nutricional,l 9.2 talla baja,2011-12-01,1,2,8,1,3,8,12,11,23
CORO CORO,estado nutricional,l 9.2 talla baja,2011-12-01,13,4,17,14,11,5,41,23,64
COROICO,estado nutricional,l 9.2 talla baja,2011-12-01,6,14,10,10,17,10,33,34,67
CORQUE,estado nutricional,l 9.2 talla baja,2011-12-01,15,0,13,9,3,7,31,16,47
COTAGAITA,estado nutricional,l 9.2 talla baja,2011-12-01,19,9,35,28,49,51,103,88,191
COTOCA,estado nutricional,l 9.2 talla baja,2011-12-01,4,3,7,3,0,3,11,9,20
CUATRO CAÑADAS,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,1,1,6,4,8,5,13
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,l 9.2 talla baja,2011-12-01,2,1,2,1,1,5,5,7,12
CUEVO,estado nutricional,l 9.2 talla baja,2011-12-01,5,1,6,6,8,3,19,10,29
CULPINA,estado nutricional,l 9.2 talla baja,2011-12-01,21,15,34,20,45,35,100,70,170
CURAHUARA DE CARANGAS,estado nutricional,l 9.2 talla baja,2011-12-01,3,4,8,12,14,13,25,29,54
CURVA,estado nutricional,l 9.2 talla baja,2011-12-01,6,5,12,6,14,14,32,25,57
DESAGUADERO,estado nutricional,l 9.2 talla baja,2011-12-01,4,2,2,3,0,3,6,8,14
EL ALTO,estado nutricional,l 9.2 talla baja,2011-12-01,420,289,567,313,313,310,1300,912,2212
EL CHORO,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,8,0,8,3,17,3,20
EL PUENTE(STC),estado nutricional,l 9.2 talla baja,2011-12-01,0,1,6,2,2,9,8,12,20
EL PUENTE(TJA),estado nutricional,l 9.2 talla baja,2011-12-01,9,5,26,21,14,12,49,38,87
EL TORNO,estado nutricional,l 9.2 talla baja,2011-12-01,3,6,7,13,20,18,30,37,67
EL VILLAR,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,4,4,10,13,14,18,32
ENTRE RIOS TRJ,estado nutricional,l 9.2 talla baja,2011-12-01,7,1,12,14,16,14,35,29,64
ENTRE RIOS CBBA,estado nutricional,l 9.2 talla baja,2011-12-01,4,3,15,10,16,15,35,28,63
ESCARA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,0,1,0,2,0,2
ESCOMA,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,1,0,0,0,2,0,2
EUCALIPTUS,estado nutricional,l 9.2 talla baja,2011-12-01,2,3,13,4,10,3,25,10,35
EUREKA (SANTOS MERCADO),estado nutricional,l 9.2 talla baja,2011-12-01,1,0,1,1,0,4,2,5,7
EXALTACION,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,1,0,2,0,3,1,4
FERNANDEZ ALONSO,estado nutricional,l 9.2 talla baja,2011-12-01,2,1,6,3,5,3,13,7,20
FILADELFIA,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,1,0,0,2,2,2,4
GENERAL SAAVEDRA,estado nutricional,l 9.2 talla baja,2011-12-01,2,0,5,3,4,4,11,7,18
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,l 9.2 talla baja,2011-12-01,6,5,12,14,18,12,36,31,67
GUANAY,estado nutricional,l 9.2 talla baja,2011-12-01,2,3,9,3,7,12,18,18,36
GUAQUI,estado nutricional,l 9.2 talla baja,2011-12-01,3,1,8,4,7,6,18,11,29
GUAYARAMERIN,estado nutricional,l 9.2 talla baja,2011-12-01,22,19,26,9,27,16,75,44,119
GUTIERREZ,estado nutricional,l 9.2 talla baja,2011-12-01,7,5,21,17,30,27,58,49,107
HUACARETA,estado nutricional,l 9.2 talla baja,2011-12-01,3,2,4,2,5,4,12,8,20
HUACAYA (VILLA DE HUACAYA),estado nutricional,l 9.2 talla baja,2011-12-01,1,2,2,2,5,3,8,7,15
HUACHACALLA,estado nutricional,l 9.2 talla baja,2011-12-01,5,0,3,0,1,1,9,1,10
HUANUNI,estado nutricional,l 9.2 talla baja,2011-12-01,30,8,40,17,27,12,97,37,134
HUARACAJE,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,3,1,3,0,7,1,8
HUARINA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,2,1,2,2,4,6
HUAYLLAMARCA,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,5,4,6,6,12,10,22
HUMANATA,estado nutricional,l 9.2 talla baja,2011-12-01,5,2,10,11,2,4,17,17,34
ICHOCA,estado nutricional,l 9.2 talla baja,2011-12-01,13,3,12,7,19,13,44,23,67
ICLA,estado nutricional,l 9.2 talla baja,2011-12-01,12,6,28,21,99,95,139,122,261
INCAHUASI,estado nutricional,l 9.2 talla baja,2011-12-01,19,12,35,27,39,35,93,74,167
INGAVI (HUMAITA),estado nutricional,l 9.2 talla baja,2011-12-01,4,1,1,3,2,2,7,6,13
INQUISIVI,estado nutricional,l 9.2 talla baja,2011-12-01,4,5,10,3,4,5,18,13,31
IRUPANA (VILLA DE LANZA),estado nutricional,l 9.2 talla baja,2011-12-01,1,2,0,4,5,10,6,16,22
IXIAMAS,estado nutricional,l 9.2 talla baja,2011-12-01,4,2,9,3,8,9,21,14,35
JESUS DE MACHACA,estado nutricional,l 9.2 talla baja,2011-12-01,2,1,12,14,11,5,25,20,45
LA ASUNTA,estado nutricional,l 9.2 talla baja,2011-12-01,4,11,30,19,22,17,56,47,103
LA GUARDIA,estado nutricional,l 9.2 talla baja,2011-12-01,6,14,7,5,2,7,15,26,41
LA PAZ,estado nutricional,l 9.2 talla baja,2011-12-01,358,255,348,278,233,184,939,717,1656
LAGUNILLAS,estado nutricional,l 9.2 talla baja,2011-12-01,1,3,2,3,7,7,10,13,23
LAJA,estado nutricional,l 9.2 talla baja,2011-12-01,7,6,12,8,6,1,25,15,40
LAS CARRERAS,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,3,1,2,4,6,5,11
LICOMA PAMPA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,3,3,0,1,3,4,7
LLALLAGUA,estado nutricional,l 9.2 talla baja,2011-12-01,41,30,82,62,58,48,181,140,321
LLICA,estado nutricional,l 9.2 talla baja,2011-12-01,2,6,8,5,4,3,14,14,28
LORETO,estado nutricional,l 9.2 talla baja,2011-12-01,2,3,0,0,2,1,4,4,8
LURIBAY,estado nutricional,l 9.2 talla baja,2011-12-01,5,5,10,5,9,6,24,16,40
MACHACAMARCA,estado nutricional,l 9.2 talla baja,2011-12-01,5,0,2,1,2,3,9,4,13
MACHARETI,estado nutricional,l 9.2 talla baja,2011-12-01,3,1,6,4,10,9,19,14,33
MAGDALENA,estado nutricional,l 9.2 talla baja,2011-12-01,4,1,3,1,1,3,8,5,13
MAIRANA,estado nutricional,l 9.2 talla baja,2011-12-01,2,2,5,3,5,5,12,10,22
MALLA,estado nutricional,l 9.2 talla baja,2011-12-01,9,4,7,10,8,12,24,26,50
MAPIRI,estado nutricional,l 9.2 talla baja,2011-12-01,2,12,8,3,7,3,17,18,35
MECAPACA,estado nutricional,l 9.2 talla baja,2011-12-01,7,4,9,6,13,14,29,24,53
MINEROS,estado nutricional,l 9.2 talla baja,2011-12-01,13,5,15,7,12,7,40,19,59
MIZQUE,estado nutricional,l 9.2 talla baja,2011-12-01,30,19,30,33,25,28,85,80,165
MOCOMOCO,estado nutricional,l 9.2 talla baja,2011-12-01,4,3,11,6,5,4,20,13,33
MOJINETE,estado nutricional,l 9.2 talla baja,2011-12-01,1,1,1,1,0,1,2,3,5
MOJOCOYA,estado nutricional,l 9.2 talla baja,2011-12-01,2,4,8,7,18,19,28,30,58
MONTEAGUDO,estado nutricional,l 9.2 talla baja,2011-12-01,6,2,12,17,24,21,42,40,82
MONTERO,estado nutricional,l 9.2 talla baja,2011-12-01,13,18,27,14,22,15,62,47,109
MORO MORO,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,2,2,2,1,5,3,8
MOROCHATA,estado nutricional,l 9.2 talla baja,2011-12-01,24,15,55,23,29,39,108,77,185
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,l 9.2 talla baja,2011-12-01,1,0,1,2,0,2,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,l 9.2 talla baja,2011-12-01,0,0,0,3,0,3,0,6,6
OCURI,estado nutricional,l 9.2 talla baja,2011-12-01,35,22,72,52,72,79,179,153,332
OKINAWA,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,2,1,1,2,3,4,7
OMEREQUE,estado nutricional,l 9.2 talla baja,2011-12-01,1,1,3,1,8,5,12,7,19
ORURO,estado nutricional,l 9.2 talla baja,2011-12-01,247,190,405,234,157,167,809,591,1400
PADCAYA,estado nutricional,l 9.2 talla baja,2011-12-01,3,3,8,5,4,1,15,9,24
PADILLA,estado nutricional,l 9.2 talla baja,2011-12-01,7,10,12,10,25,30,44,50,94
PAILON,estado nutricional,l 9.2 talla baja,2011-12-01,3,1,6,1,4,2,13,4,17
PALCA,estado nutricional,l 9.2 talla baja,2011-12-01,1,2,13,10,9,6,23,18,41
PALOS BLANCOS,estado nutricional,l 9.2 talla baja,2011-12-01,3,2,11,17,12,13,26,32,58
PAMPA AULLAGAS,estado nutricional,l 9.2 talla baja,2011-12-01,6,4,4,7,6,8,16,19,35
PAMPA GRANDE,estado nutricional,l 9.2 talla baja,2011-12-01,5,1,6,3,4,6,15,10,25
PAPEL PAMPA,estado nutricional,l 9.2 talla baja,2011-12-01,2,1,3,5,6,2,11,8,19
PASORAPA,estado nutricional,l 9.2 talla baja,2011-12-01,1,1,1,1,1,3,3,5,8
PATACAMAYA,estado nutricional,l 9.2 talla baja,2011-12-01,24,15,27,16,7,7,58,38,96
PAZÑA,estado nutricional,l 9.2 talla baja,2011-12-01,8,1,9,5,14,10,31,16,47
PELECHUCO,estado nutricional,l 9.2 talla baja,2011-12-01,6,1,8,8,4,4,18,13,31
POCOATA,estado nutricional,l 9.2 talla baja,2011-12-01,38,34,61,54,80,67,179,155,334
POCONA,estado nutricional,l 9.2 talla baja,2011-12-01,11,8,16,20,11,7,38,35,73
POJO (CBBA),estado nutricional,l 9.2 talla baja,2011-12-01,7,9,15,5,9,12,31,26,57
POOPO,estado nutricional,l 9.2 talla baja,2011-12-01,5,7,6,4,7,3,18,14,32
PORCO,estado nutricional,l 9.2 talla baja,2011-12-01,22,12,29,11,10,14,61,37,98
POROMA,estado nutricional,l 9.2 talla baja,2011-12-01,11,10,38,26,58,69,107,105,212
PORONGO,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,1,0,2,1,3,4
PORTACHUELO,estado nutricional,l 9.2 talla baja,2011-12-01,1,1,3,0,2,0,6,1,7
PORVENIR,estado nutricional,l 9.2 talla baja,2011-12-01,5,1,7,4,1,2,13,7,20
POSTRER VALLE,estado nutricional,l 9.2 talla baja,2011-12-01,1,1,0,0,1,1,2,2,4
POTOSI,estado nutricional,l 9.2 talla baja,2011-12-01,179,126,200,137,96,103,475,366,841
PRESTO,estado nutricional,l 9.2 talla baja,2011-12-01,7,3,29,17,49,41,85,61,146
PUCARA,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,2,0,3,3,5,3,8
PUCARANI,estado nutricional,l 9.2 talla baja,2011-12-01,17,11,38,25,11,16,66,52,118
PUERTO ACOSTA,estado nutricional,l 9.2 talla baja,2011-12-01,8,1,13,10,10,4,31,15,46
PUERTO CARABUCO,estado nutricional,l 9.2 talla baja,2011-12-01,5,1,24,9,16,16,45,26,71
PUERTO GONZALO MORENO,estado nutricional,l 9.2 talla baja,2011-12-01,17,8,15,16,16,18,48,42,90
PUERTO PEREZ,estado nutricional,l 9.2 talla baja,2011-12-01,2,0,8,0,3,1,13,1,14
PUERTO QUIJARRO,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,0,0,0,1,0,1
PUERTO RICO,estado nutricional,l 9.2 talla baja,2011-12-01,6,0,8,7,10,7,24,14,38
PUERTO SILES,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,0,0,1,1,1,2
PUERTO SUAREZ,estado nutricional,l 9.2 talla baja,2011-12-01,7,2,1,1,1,0,9,3,12
PUERTO VILLARROEL,estado nutricional,l 9.2 talla baja,2011-12-01,6,7,26,22,23,14,55,43,98
PUNA,estado nutricional,l 9.2 talla baja,2011-12-01,19,21,59,43,46,59,124,123,247
PUNATA,estado nutricional,l 9.2 talla baja,2011-12-01,3,8,11,7,10,10,24,25,49
QUIABAYA,estado nutricional,l 9.2 talla baja,2011-12-01,6,2,5,2,2,5,13,9,22
QUILLACOLLO,estado nutricional,l 9.2 talla baja,2011-12-01,19,12,39,33,23,18,81,63,144
QUIME,estado nutricional,l 9.2 talla baja,2011-12-01,13,2,15,1,10,8,38,11,49
RAVELO,estado nutricional,l 9.2 talla baja,2011-12-01,28,24,68,85,114,135,210,244,454
REYES,estado nutricional,l 9.2 talla baja,2011-12-01,5,1,3,3,5,5,13,9,22
RIBERALTA,estado nutricional,l 9.2 talla baja,2011-12-01,35,34,88,57,42,32,165,123,288
ROBORE,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,0,1,1,1,1,2,3
RURRENABAQUE,estado nutricional,l 9.2 talla baja,2011-12-01,3,4,7,5,4,5,14,14,28
SABAYA,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,3,1,0,3,4,4,8
SACABA,estado nutricional,l 9.2 talla baja,2011-12-01,33,13,98,77,70,49,201,139,340
SACABAMBA,estado nutricional,l 9.2 talla baja,2011-12-01,6,3,9,8,7,14,22,25,47
SACACA,estado nutricional,l 9.2 talla baja,2011-12-01,60,42,106,78,96,105,262,225,487
SAIPINA,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,1,1,1,1,2,3,5
SALINAS DE GARCI MENDOZA,estado nutricional,l 9.2 talla baja,2011-12-01,10,5,24,10,10,11,44,26,70
SAMAIPATA,estado nutricional,l 9.2 talla baja,2011-12-01,4,2,1,0,4,4,9,6,15
SAN AGUSTIN,estado nutricional,l 9.2 talla baja,2011-12-01,0,0,0,2,1,0,1,2,3
SAN ANDRES,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,2,2,3,4,5,7,12
SAN ANDRES DE MACHACA,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,1,3,1,1,3,4,7
SAN ANTONIO DE ESMORUCO,estado nutricional,l 9.2 talla baja,2011-12-01,4,3,5,4,3,2,12,9,21
SAN ANTONIO DE LOMERIO,estado nutricional,l 9.2 talla baja,2011-12-01,3,2,5,4,6,10,14,16,30
SAN BENITO,estado nutricional,l 9.2 talla baja,2011-12-01,10,4,14,13,5,3,29,20,49
SAN BORJA,estado nutricional,l 9.2 talla baja,2011-12-01,17,12,32,14,33,28,82,54,136
SAN BUENA VENTURA,estado nutricional,l 9.2 talla baja,2011-12-01,5,4,8,4,11,3,24,11,35
SAN CARLOS,estado nutricional,l 9.2 talla baja,2011-12-01,1,3,6,5,11,4,18,12,30
SAN IGNACIO,estado nutricional,l 9.2 talla baja,2011-12-01,22,10,36,13,14,18,72,41,113
SAN IGNACIO DE VELASCO,estado nutricional,l 9.2 talla baja,2011-12-01,16,11,18,16,24,34,58,61,119
SAN JAVIER(BNI),estado nutricional,l 9.2 talla baja,2011-12-01,1,0,0,0,3,3,4,3,7
SAN JAVIER(STC),estado nutricional,l 9.2 talla baja,2011-12-01,1,0,4,0,1,0,6,0,6
SAN JOAQUIN,estado nutricional,l 9.2 talla baja,2011-12-01,2,0,0,0,0,2,2,2,4
SAN JOSE DE CHIQUITOS,estado nutricional,l 9.2 talla baja,2011-12-01,6,4,5,2,1,2,12,8,20
SAN JUAN DE YAPACANI,estado nutricional,l 9.2 talla baja,2011-12-01,1,1,1,0,3,1,5,2,7
SAN JULIAN,estado nutricional,l 9.2 talla baja,2011-12-01,3,3,3,3,4,4,10,10,20
SAN LORENZO(PND),estado nutricional,l 9.2 talla baja,2011-12-01,3,1,7,4,9,10,19,15,34
SAN LORENZO(TJA),estado nutricional,l 9.2 talla baja,2011-12-01,7,7,20,8,13,15,40,30,70
SAN LUCAS,estado nutricional,l 9.2 talla baja,2011-12-01,32,44,52,69,92,112,176,225,401
SAN MATIAS,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,2,2,1,1,3,4,7
SAN MIGUEL DE VELASCO,estado nutricional,l 9.2 talla baja,2011-12-01,11,8,20,12,20,12,51,32,83
SAN PABLO DE LIPEZ,estado nutricional,l 9.2 talla baja,2011-12-01,0,2,5,1,3,6,8,9,17
SAN PEDRO,estado nutricional,l 9.2 talla baja,2011-12-01,3,0,1,2,5,7,9,9,18
SAN PEDRO DE BUENA VISTA,estado nutricional,l 9.2 talla baja,2011-12-01,44,42,93,81,90,82,227,205,432
SAN PEDRO DE CURAHUARA,estado nutricional,l 9.2 talla baja,2011-12-01,2,3,4,7,3,3,9,13,22
SAN PEDRO DE QUEMES,estado nutricional,l 9.2 talla baja,2011-12-01,0,2,1,1,1,2,2,5,7
SAN PEDRO DE TIQUINA,estado nutricional,l 9.2 talla baja,2011-12-01,1,0,1,1,1,3,3,4,7
SAN PEDRO(PND),estado nutricional,l 9.2 talla baja,2011-12-01,0,0,1,0,0,0,1,0,1
SAN RAFAEL,estado nutricional,l 9.2 talla baja,2011-12-01,5,1,2,1,0,2,7,4,11
SAN RAMON BENI,estado nutricional,l 9.2 talla baja,2011-12-01,0,2,1,1,1,0,2,3,5
SAN RAMON SCZ,estado nutricional,l 9.2 talla baja,2011-12-01,2,1,2,0,1,3,5,4,9
SANTA ANA,estado nutricional,l 9.2 talla baja,2011-12-01,4,1,4,3,0,2,8,6,14
SANTA CRUZ DE LA SIERRA,estado nutricional,l 9.2 talla baja,2011-12-01,86,49,54,55,53,45,193,149,342
SANTA ROSA,estado nutricional,l 9.2 talla baja,2011-12-01,2,0,2,3,5,3,9,6,15
SANTA ROSA DEL SARA,estado nutricional,l 9.2 talla baja,2011-12-01,2,1,2,2,2,4,6,7,13
SANTIAGO DE CALLAPA,estado nutricional,l 9.2 talla baja,2011-12-01,1,4,1,2,1,1,3,7,10
SANTIAGO DE HUARI,estado nutricional,l 9.2 talla baja,2011-12-01,10,5,20,5,10,10,40,20,60
SANTIAGO DE HUATA,estado nutricional,l 9.2 talla baja,2011-12-01,4,3,4,4,5,4,13,11,24
SANTIAGO DE MACHACA,estado nutricional,l 9.2 talla baja,2011-12-01,0,1,7,7,6,6,13,14,27
SANTIVAÑES,estado nutricional,l 9.2 talla baja,2011-12-01,3,2,6,13,12,11,21,26,47
SANTUARIO DE QUILLACAS,estado nutricional,l 9.2 talla baja,2011-12-01,2,1,7,7,6,9,15,17,32
SAPAHAQUI,estado nutricional,l 9.2 talla baja,2011-12-01,2,0,13,9,3,3,18,12,30
SENA,estado nutricional,l 9.2 talla baja,2011-12-01,3,0,4,2,6,2,13,4,17
SHINAOTA,estado nutricional,l 9.2 talla baja,2011-12-01,3,1,12,10,0,5,15,16,31
SICA SICA (VILLA AROMA),estado nutricional,l 9.2 talla baja,2011-12-01,9,2,24,11,5,7,38,20,58
SICAYA,estado nutricional,l 9.2 talla baja,2011-12-01,5,2,15,10,12,3,32,15,47
SIPE SIPE,estado nutricional,l 9.2 talla baja,2011-12-01,9,14,50,36,24,27,83,77,160
SOPACHUY,estado nutricional,l 9.2 talla baja,2011-12-01,4,3,18,14,38,42,60,59,119
SORACACHI,estado nutricional,l 9.2 talla baja,2011-12-01,7,3,16,11,16,11,39,25,64
SORATA,estado nutricional,l 9.2 talla baja,2011-12-01,2,0,8,3,6,12,16,15,31
SUCRE,estado nutricional,l 9.2 talla baja,2011-12-01,83,69,208,146,182,174,473,389,862
