,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,14,14,0,2,30
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,9,8,1,2,20
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,60,50,4,4,118
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,1,0,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,9,5,10,10,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,25,40,0,0,65
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,1,3,1,8
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,0,0,1,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,0,2,1,5
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,4,3,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,2,0,0,7
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,3,0,1,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,15,20,0,0,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,3,4,2,15
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,11,11,5,6,33
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,5,3,2,14
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,38,51,7,5,101
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,11,6,15,11,43
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,6,1,2,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,1,0,1,5
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,31,21,0,3,55
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,2,0,1,9
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,2,1,0,9
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,2,0,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,1,1,0,4
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,4,1,1,8
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,0,0,2,4
ICLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,4,3,1,9
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,5,6,9,28
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,2,1,2,6
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,4,9,7,26
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,3,5,4,25
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,13,1,2,26
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,9,0,0,16
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,31,47,4,4,86
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,84,95,4,3,186
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,656,693,8,9,1366
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,2,1,8,17
LAJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,12,3,4,26
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,0,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,23,22,16,25,86
LLICA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,1,1,3,9
LORETO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,2,16,10,32
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,1,1,2,10
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,2,1,1,7
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,6,1,2,14
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,11,10,2,2,25
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,16,12,1,0,29
MALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,1,0,1,3
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,14,11,1,1,27
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,4,5,1,18
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,2,0,0,7
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,16,9,8,46
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,3,2,3,9
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,4,3,1,11
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,23,17,0,2,42
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,183,166,6,5,360
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,1,1,0,5
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,1,9,6,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,1,2,1,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,2,0,0,4
OCURI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,4,9,1,18
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,9,2,2,25
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,3,4,1,9
ORURO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,285,284,15,13,597
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,14,0,1,28
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,5,2,1,14
PAILON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,30,23,33,30,116
PALCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,18,15,3,6,42
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,22,20,0,5,47
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,3,0,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,2,3,2,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,2,0,1,5
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,2,2,5
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,20,12,0,2,34
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,1,3,1,10
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,4,3,1,12
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,8,11,12,36
POCONA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,5,2,3,16
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,8,2,2,24
POOPO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,4,0,0,12
PORCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,14,5,3,32
POROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,7,11,8,30
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,8,0,1,15
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,17,13,0,0,30
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,6,1,3,17
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,220,229,17,11,477
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,3,1,3,10
PUCARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,18,15,3,7,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,2,4,7,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,9,4,4,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,4,4,5,18
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,4,0,1,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,11,8,0,0,19
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,3,1,3,13
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,9,15,1,25
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,63,69,3,6,141
PUNA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,9,6,6,31
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,43,25,1,0,69
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,3,2,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,99,117,41,45,302
QUIME,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,9,0,3,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,6,9,10,28
REYES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,14,19,2,2,37
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,148,132,11,9,300
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,14,3,3,32
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,18,21,3,3,45
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,1,0,0,6
SACABA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,127,146,17,8,298
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,2,0,1,6
SACACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,15,13,7,2,37
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,5,1,1,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,4,4,4,15
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,8,3,0,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,0,1,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,3,2,1,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,4,2,2,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,4,0,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,5,3,2,17
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,11,12,4,2,29
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,51,36,18,23,128
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,8,2,3,20
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,22,18,2,1,43
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,23,18,1,2,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,54,78,14,13,159
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,5,2,10,19
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,19,19,4,2,44
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,3,0,0,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,15,17,24,21,77
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,11,1,3,21
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,42,33,9,10,94
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,2,0,4,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,20,7,0,1,28
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,16,15,12,12,55
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,24,17,3,1,45
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,14,10,1,0,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,2,0,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,16,10,1,0,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,14,24,9,13,60
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,4,0,0,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,2,0,1,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,4,2,1,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,3,1,0,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,10,1,0,24
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,24,17,8,7,56
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1648,1435,21,27,3131
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,14,0,0,26
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,17,0,1,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,1,1,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,1,9,5,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,0,3,2,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,1,1,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,4,0,1,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,1,0,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,3,1,0,8
SENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,10,0,1,19
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,19,19,1,5,44
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,11,10,3,1,25
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,3,1,1,9
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,52,49,4,4,109
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,1,5,2,12
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,5,1,3,9
SORATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,7,11,12,38
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,300,282,1,2,585
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,3,0,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,4,7,5,21
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,3,0,6,15
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,0,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,15,8,6,39
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,9,8,3,25
TARACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,1,0,1,4
TARATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,7,2,1,18
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,200,182,12,5,399
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,7,6,3,19
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,3,2,5,20
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,3,4,0,15
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,10,13,19,54
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,8,0,6,17
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,50,66,20,15,151
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,20,9,6,7,42
TOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,1,0,1,8
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,2,0,2,10
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,7,4,12,28
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,6,1,4,16
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,4,6,4,22
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,11,13,7,44
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,4,1,0,7
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,1,0,1,4
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,118,124,15,10,267
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,46,40,3,7,96
TURCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,2,0,0,5
UMALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,3,3,3,14
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,21,18,7,4,50
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,10,2,0,19
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,14,6,1,2,23
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,33,33,1,4,71
VACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,5,0,1,8
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,9,12,0,0,21
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,33,50,8,9,100
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,2,1,3,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,7,6,2,21
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,27,34,6,4,71
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,1,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,3,4,0,14
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,7,2,3,13
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,86,73,9,8,176
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,10,3,2,18
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,32,29,4,5,70
VINTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,41,44,12,7,104
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,8,3,2,18
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,1,0,0,3
