,group,variable,month,TOTAL ANTINEUMOCÓCICA 2DA DOSIS DENTRO,TOTAL ANTINEUMOCÓCICA 2DA DOSIS DENTRO,TOTAL ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTAL ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
QUIRUSILLAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,1,0,0,1
RAVELO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,5,7,13,3,28
REYES,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,17,27,1,2,47
RIBERALTA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,113,107,11,7,238
ROBORE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,17,8,2,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,7,5,7,22
SACABA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,129,122,11,18,280
SACABAMBA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,6,3,2,0,11
SACACA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,8,7,6,7,28
SAIPINA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,5,3,3,0,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,9,2,4,5,20
SAMAIPATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,5,4,0,0,9
SAN AGUSTIN,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,11,6,2,1,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,2,2,2,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,6,0,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,3,1,0,7
SAN BENITO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,9,6,3,2,20
SAN BORJA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,40,44,19,12,115
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,6,8,3,3,20
SAN CARLOS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,18,14,4,1,37
SAN IGNACIO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,20,17,0,2,39
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,60,51,7,17,135
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,1,5,9,17
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,18,13,1,3,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,2,0,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,9,11,17,19,56
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,5,7,4,0,16
SAN JULIAN,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,48,29,6,13,96
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,3,1,2,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,10,17,2,3,32
SAN LUCAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,10,14,10,19,53
SAN MATIAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,21,14,3,2,40
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,12,7,0,3,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,10,0,0,14
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,13,8,23,18,62
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,3,1,0,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,1,0,0,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,0,3,1,4
SAN RAFAEL,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,6,5,2,0,13
SAN RAMON BENI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,6,2,0,1,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,9,5,0,0,14
SANTA ANA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,15,17,6,6,44
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1436,1194,47,44,2721
SANTA ROSA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,18,11,0,0,29
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,16,21,0,3,40
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,3,0,0,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,4,0,0,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,2,3,0,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,4,0,0,7
SANTIVAÑES,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,5,0,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,2,0,1,5
SAPAHAQUI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,5,2,3,13
SENA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,7,7,2,0,16
SHINAOTA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,16,20,3,2,41
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,6,9,3,1,19
SICAYA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,3,0,2,6
SIPE SIPE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,31,22,2,1,56
SOPACHUY,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,8,3,2,15
SORACACHI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,9,2,2,16
SORATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,13,6,12,9,40
SUCRE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,276,255,7,6,544
TACACHI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,1,0,0,2
TACACOMA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,5,6,1,0,12
TACOBAMBA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,5,3,5,17
TACOPAYA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,3,1,2,8
TAHUA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,0,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,14,10,7,6,37
TARABUCO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,5,4,7,5,21
TARACO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,3,0,0,7
TARATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,7,2,0,13
TARIJA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,170,178,11,9,368
TARVITA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,4,4,7,17
TEOPONTE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,12,5,5,1,23
TIAWANACU,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,5,3,1,13
TINGUIPAYA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,12,5,5,11,33
TIPUANI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,6,9,1,2,18
TIQUIPAYA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,47,34,16,16,113
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,8,8,8,5,29
TOCO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,3,2,1,8
TOLATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,3,0,1,5
TOLEDO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,2,0,2,4
TOMAVE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,6,12,4,10,32
TOMINA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,8,2,0,1,11
TORO TORO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,8,3,6,8,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,14,9,4,2,29
TOTORA(ORR),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,1,2,1,1,5
TRIGAL,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,97,108,14,16,235
TUPIZA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,34,30,2,4,70
TURCO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,2,0,0,6
UMALA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,4,3,7,16
UNCIA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,14,18,6,6,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,6,7,3,3,19
URUBICHA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,5,0,0,8
UYUNI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,26,22,0,4,52
VACAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,1,0,0,3
VALLEGRANDE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,13,14,0,2,29
VIACHA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,46,49,13,5,113
VILA VILA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,2,1,3,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,10,4,1,3,18
VILLA MONTES,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,38,40,3,0,81
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,0,1,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,4,4,3,15
VILLA SERRANO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,7,3,1,0,11
VILLA TUNARI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,70,55,5,11,141
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,5,7,1,2,15
VILLAZON,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,36,25,2,2,65
VINTO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,29,25,6,8,68
VITICHI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,7,3,3,0,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,1,0,0,4
WARNES,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,109,109,5,8,231
YACO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,3,2,0,4,9
YACUIBA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,65,74,14,23,176
YAMPARAEZ,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,4,2,0,1,7
YANACACHI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,2,5,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,53,40,12,12,117
YOCALLA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,8,3,1,1,13
YOTALA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,5,11,2,3,21
YUNCHARA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,2,2,1,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-11-01,0,6,5,3,14
ACACIO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,0,0,1,1
ACHACACHI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,10,29,4,3,46
ACHOCALLA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,10,8,6,1,25
AIQUILE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,12,23,10,3,48
ALALAY,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,1,0,6,2,9
ALCALA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,1,2,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,7,3,2,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,6,6,0,0,12
ANDAMARCA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,1,1,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,3,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,4,4,3,1,12
APOLO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,8,8,7,7,30
ARAMPAMPA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,2,2,1,3,8
ARANI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,3,4,2,3,12
ARBIETO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,10,12,5,4,31
ARQUE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,4,8,8,2,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,35,38,0,3,76
ATOCHA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,8,6,0,1,15
AUCAPATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,2,1,0,1,4
AYATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,1,5,0,0,6
AYO AYO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,8,2,1,0,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,15,7,7,6,35
AZURDUY,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,4,5,1,5,15
BATALLAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,9,15,5,1,30
BAURES,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,4,2,0,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,0,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,2,1,3,1,7
BERMEJO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,32,39,8,4,83
BETANZOS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,17,19,11,8,55
BOLIVAR,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,1,1,2,1,5
BOLPEBRA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,5,1,1,1,8
BOYUIBE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,4,6,0,2,12
BUENA VISTA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,9,18,1,4,32
CABEZAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,12,12,7,15,46
CAIROMA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,5,2,1,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,1,3,1,2,7
CAJUATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,10,15,0,1,26
CALACOTO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,1,1,1,2,5
CALAMARCA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,11,10,3,3,27
CAMARGO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,17,12,5,1,35
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,3,0,1,0,4
CAMIRI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,38,31,0,0,69
CAPINOTA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,9,18,0,0,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,6,2,2,0,10
CARACOLLO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,13,20,2,2,37
CARANAVI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,36,32,10,0,78
CARAPARI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,14,11,3,4,32
CARIPUYO,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,4,5,4,6,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,6,3,2,1,12
CATACORA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,21,21,9,7,58
CHAQUI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,6,8,0,1,15
CHARAGUA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,10,10,9,9,38
CHARAÑA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,0,2,1,3
CHAYANTA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,10,5,4,5,24
CHIMORE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,18,12,4,3,37
CHIPAYA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,2,0,0,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,16,11,3,4,34
CHUMA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,6,5,1,1,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,5,5,6,8,24
CKOCHAS,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,4,5,6,9,24
CLIZA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,18,13,1,1,33
COBIJA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,53,48,4,2,107
COCAPATA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,2,1,6,11,20
COCHABAMBA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,659,600,2,3,1264
COIPASA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,1,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,37,39,2,1,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,8,9,0,1,18
COLLANA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,2,4,0,0,6
COLOMI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,12,14,5,2,33
COLPA BELGICA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,8,7,0,1,16
COLQUECHACA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,15,19,17,17,68
COLQUENCHA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,11,3,0,2,16
COLQUIRI,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,6,13,6,5,30
COMANCHE,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,10,17,0,2,29
COMBAYA,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,2,1,5,0,8
CONCEPCION,vacunaciones en menores de 1 ano,total antineumococica 2da dosis,2015-12-01,10,8,0,2,20
