,group,variable,month,TOTAL ANTIROTAVIRÍCA 2DA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 2DA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTAL ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
OMEREQUE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,3,3,0,10
ORURO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,232,271,15,15,533
PADCAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,12,12,0,2,26
PADILLA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,6,0,1,11
PAILON,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,21,20,19,17,77
PALCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,21,13,3,2,39
PALOS BLANCOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,20,14,1,2,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,4,0,3,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,7,9,0,1,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,2,0,1,3
PASORAPA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,0,1,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,17,23,1,5,46
PAZÑA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,2,0,0,4
PELECHUCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,9,3,0,1,13
POCOATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,3,21,9,39
POCONA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,7,7,1,4,19
POJO (CBBA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,7,3,3,19
POOPO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,5,4,0,0,9
PORCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,7,6,2,0,15
POROMA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,12,4,8,5,29
PORONGO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,7,5,2,1,15
PORTACHUELO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,22,20,0,0,42
PORVENIR,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,4,2,1,11
POSTRER VALLE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,210,197,20,18,445
PRESTO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,3,1,1,7
PUCARA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,17,15,10,6,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,1,5,10,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,1,6,6,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,4,0,3,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,2,0,0,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,9,11,0,0,20
PUERTO RICO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,4,0,1,11
PUERTO SILES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,2,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,9,12,2,1,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,54,39,2,6,101
PUNA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,3,8,10,27
PUNATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,22,24,0,1,47
QUIABAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,1,0,0,4
QUILLACOLLO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,85,85,42,26,238
QUIME,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,5,3,2,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,1,0,0,1
RAVELO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,5,7,11,4,27
REYES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,18,31,2,3,54
RIBERALTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,98,98,9,11,216
ROBORE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,26,17,0,1,44
RURRENABAQUE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,14,21,3,2,40
SABAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,0,0,0,1
SACABA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,123,106,10,17,256
SACABAMBA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,3,2,0,9
SACACA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,8,6,6,7,27
SAIPINA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,2,2,1,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,9,2,4,5,20
SAMAIPATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,6,0,0,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,10,6,2,1,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,1,2,2,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,6,0,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,4,2,0,10
SAN BENITO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,9,7,3,3,22
SAN BORJA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,34,44,16,8,102
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,7,3,3,19
SAN CARLOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,18,14,4,1,37
SAN IGNACIO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,18,17,0,4,39
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,60,51,6,17,134
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,1,4,8,14
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,16,11,1,3,31
SAN JOAQUIN,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,2,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,10,9,12,15,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,10,4,1,21
SAN JULIAN,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,37,23,8,10,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,4,1,3,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,9,16,2,4,31
SAN LUCAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,10,14,10,19,53
SAN MATIAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,18,16,2,4,40
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,12,7,0,3,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,5,10,0,0,15
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,13,8,23,18,62
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,3,1,0,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,3,0,0,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,0,3,1,4
SAN RAFAEL,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,5,1,0,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,2,0,0,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,9,5,0,0,14
SANTA ANA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,13,14,5,8,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1379,1135,29,31,2574
SANTA ROSA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,18,6,0,0,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,15,21,0,3,39
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,3,0,0,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,4,0,0,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,1,3,0,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,4,0,0,7
SANTIVAÑES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,5,0,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,1,0,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,4,2,3,12
SENA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,5,0,4,13
SHINAOTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,16,14,3,2,35
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,9,3,1,19
SICAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,3,0,2,6
SIPE SIPE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,29,17,2,2,50
SOPACHUY,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,8,3,2,15
SORACACHI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,9,2,1,15
SORATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,12,6,10,9,37
SUCRE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,257,245,6,5,513
TACACHI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,5,6,1,0,12
TACOBAMBA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,5,2,5,16
TACOPAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,3,1,2,8
TAPACARI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,13,9,7,6,35
TARABUCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,5,4,7,5,21
TARACO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,3,0,0,7
TARATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,7,2,0,13
TARIJA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,168,190,8,9,375
TARVITA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,4,3,7,16
TEOPONTE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,12,9,5,1,27
TIAWANACU,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,5,3,1,13
TINGUIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,12,5,8,10,35
TIPUANI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,7,12,0,3,22
TIQUIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,47,37,17,12,113
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,8,8,7,5,28
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,3,2,1,8
TOLATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,3,0,1,5
TOLEDO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,1,0,1,2
TOMAVE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,11,4,10,31
TOMINA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,8,2,0,1,11
TORO TORO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,8,3,6,7,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,13,9,4,2,28
TOTORA(ORR),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,1,2,1,1,5
TRIGAL,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,90,117,10,11,228
TUPIZA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,34,30,2,5,71
TURCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,2,0,0,6
UMALA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,4,3,7,16
UNCIA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,14,17,6,6,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,5,8,3,3,19
URUBICHA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,5,0,0,9
UYUNI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,28,28,0,2,58
VACAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,1,0,0,3
VALLEGRANDE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,14,14,0,2,30
VIACHA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,46,49,13,5,113
VILA VILA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,2,1,3,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,10,4,1,3,18
VILLA MONTES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,35,41,4,1,81
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,0,1,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,4,4,3,15
VILLA SERRANO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,7,3,1,0,11
VILLA TUNARI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,67,51,5,10,133
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,6,7,1,2,16
VILLAZON,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,35,24,1,2,62
VINTO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,32,26,7,7,72
VITICHI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,7,3,3,1,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,1,0,0,4
WARNES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,106,107,6,6,225
YACO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,3,2,0,4,9
YACUIBA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,61,73,13,9,156
YAMPARAEZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,4,2,0,1,7
YANACACHI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,2,5,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,47,32,4,14,97
YOCALLA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,8,3,1,1,13
YOTALA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,5,11,2,3,21
YUNCHARA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,2,2,1,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-11-01,0,6,5,3,14
ACACIO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,0,0,0,1,1
ACHACACHI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,9,29,4,3,45
ACHOCALLA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,10,8,5,2,25
AIQUILE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,13,23,10,3,49
ALALAY,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,1,0,6,2,9
ALCALA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,1,2,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,7,3,2,1,13
ANCORAIMES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,5,6,1,0,12
ANDAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,0,1,1,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,0,3,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,4,4,3,1,12
APOLO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,8,7,7,6,28
ARAMPAMPA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,2,0,1,3,6
ARANI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,3,4,2,3,12
ARBIETO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,10,12,5,4,31
ARQUE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,4,8,8,1,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,36,39,0,3,78
ATOCHA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,6,5,0,1,12
AUCAPATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,2,1,0,1,4
AYATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,1,5,0,0,6
AYO AYO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,4,3,1,1,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,14,8,5,7,34
AZURDUY,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,4,5,1,5,15
BATALLAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,9,15,5,1,30
BAURES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,4,2,0,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,0,0,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,3,1,2,1,7
BERMEJO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,30,39,9,3,81
BETANZOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,17,19,11,8,55
BOLIVAR,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,1,1,2,1,5
BOLPEBRA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,3,1,0,1,5
BOYUIBE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,4,5,0,2,11
BUENA VISTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,10,19,1,4,34
CABEZAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,10,13,3,9,35
CAIROMA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,5,2,1,3,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,1,3,2,2,8
CAJUATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,10,15,0,1,26
CALACOTO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,0,0,0,2,2
CALAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,11,9,3,3,26
CAMARGO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,17,12,4,1,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,3,0,1,0,4
CAMIRI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,36,30,0,0,66
CAPINOTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,9,17,0,0,26
CAQUIAVIRI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,6,2,1,0,9
CARACOLLO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,12,19,2,2,35
CARANAVI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,36,32,9,0,77
CARAPARI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-12-01,14,9,3,4,30
