,group,variable,month,TOTAL ANTIROTAVIRÍCA 1RA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 1RA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTAL ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
YANACACHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-10-01,6,4,0,0,10
YAPACANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-10-01,39,50,12,14,115
YOCALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-10-01,10,6,1,1,18
YOTALA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-10-01,3,4,4,2,13
YUNCHARA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-10-01,2,1,3,4,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-10-01,7,2,0,2,11
ACACIO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,0,0,2,3
ACHACACHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,15,18,9,15,57
ACHOCALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,16,4,13,9,42
AIQUILE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,13,6,12,41
ALALAY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,0,3,0,3
ALCALA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,1,0,0,6
ALTO BENI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,7,9,0,0,16
ANCORAIMES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,5,4,2,15
ANDAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,0,0,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,3,0,1,10
ANZALDO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,1,2,4,8
APOLO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,11,2,2,25
ARAMPAMPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,1,1,1,5
ARANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,15,5,5,3,28
ARBIETO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,13,11,2,8,34
ARQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,9,4,0,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,21,34,6,8,69
ATOCHA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,11,1,0,20
AUCAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,3,2,2,9
AYATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,9,3,2,19
AYO AYO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,4,0,1,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,9,13,6,3,31
AZURDUY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,4,8,7,22
BATALLAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,9,2,6,27
BAURES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,5,0,0,10
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,0,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,3,1,1,9
BERMEJO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,37,31,0,2,70
BETANZOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,13,13,15,8,49
BOLIVAR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,1,2,2,5
BOLPEBRA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,1,1,1,3
BOYUIBE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,7,5,0,2,14
BUENA VISTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,9,2,2,23
CABEZAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,20,23,17,17,77
CAIROMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,7,5,0,1,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,5,1,1,11
CAJUATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,9,14,0,0,23
CALACOTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,1,1,3,7
CALAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,8,1,2,21
CAMARGO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,9,12,1,1,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,46,33,2,1,82
CAPINOTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,17,16,0,2,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,5,0,0,8
CARACOLLO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,18,17,3,2,40
CARANAVI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,33,36,13,5,87
CARANGAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,0,1,1,2
CARAPARI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,9,2,0,21
CARIPUYO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,7,8,1,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,7,4,3,3,17
CHACARILLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,2,1,1,5
CHALLAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,17,22,9,6,54
CHAQUI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,7,4,1,1,13
CHARAGUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,15,17,26,91,149
CHARAÑA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,1,0,0,3
CHAYANTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,9,11,8,6,34
CHIMORE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,20,16,5,3,44
CHIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,1,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,1,1,2,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,11,10,2,0,23
CHUMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,5,2,2,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,7,4,9,24
CKOCHAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,14,4,4,30
CLIZA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,14,20,3,3,40
COBIJA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,68,50,10,12,140
COCAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,4,4,14,24
COCHABAMBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,640,672,7,4,1323
COIPASA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,43,39,1,0,83
"COLCHA ""K""",vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,9,5,2,3,19
COLLANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,5,0,0,6
COLOMI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,15,11,0,1,27
COLPA BELGICA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,1,0,1,7
COLQUECHACA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,11,14,14,18,57
COLQUENCHA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,4,1,0,8
COLQUIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,13,8,8,6,35
COMANCHE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,2,1,0,6
COMARAPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,15,19,2,5,41
COMBAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,0,0,0,3
CONCEPCION,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,24,15,1,0,40
COPACABANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,11,10,3,1,25
CORIPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,22,10,0,0,32
CORO CORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,4,1,0,5
COROICO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,9,9,3,5,26
CORQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,2,1,0,3
COTAGAITA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,13,8,4,1,26
COTOCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,57,75,7,8,147
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,11,15,6,8,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,0,0,0,1
CUEVO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,5,0,1,8
CULPINA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,15,5,5,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,0,0,1,6
CURVA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,1,0,2,8
DESAGUADERO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,4,0,0,6
EL ALTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,730,693,152,151,1726
EL CHORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,1,4,1,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,15,20,0,1,36
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,9,8,1,2,20
EL TORNO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,60,50,3,4,117
EL VILLAR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,1,0,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,5,10,8,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,26,36,0,0,62
ESCOMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,1,3,1,8
EUCALIPTUS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,0,0,1,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,0,3,2,6
EXALTACION,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,0,4,3,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,2,1,0,7
FILADELFIA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,3,0,1,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,15,20,0,0,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,3,4,2,15
GUANAY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,11,11,5,5,32
GUAQUI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,5,3,2,14
GUAYARAMERIN,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,33,51,6,4,94
GUTIERREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,11,6,9,7,33
HUACARETA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,6,1,2,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,1,0,1,5
HUANUNI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,30,21,0,2,53
HUARACAJE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,2,0,1,9
HUARINA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,2,2,0,9
HUATAJATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,1,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,1,1,0,4
HUMANATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,4,1,1,8
ICHOCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,0,0,2,4
ICLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,4,3,1,9
INCAHUASI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,5,6,9,28
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,2,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,3,9,7,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,13,3,5,4,25
IXIAMAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,12,1,0,23
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,9,0,0,15
LA ASUNTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,27,44,4,4,79
LA GUARDIA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,87,90,2,3,182
LA PAZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,630,710,8,8,1356
LAGUNILLAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,2,1,8,17
LAJA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,12,3,3,26
LAS CARRERAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,0,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,0,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,23,22,16,25,86
LLICA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,1,1,3,9
LORETO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,2,14,9,29
LURIBAY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,1,0,2,9
MACHACAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,2,1,1,7
MACHARETI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,6,1,2,14
MAGDALENA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,11,10,2,2,25
MAIRANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,16,12,1,0,29
MALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,1,0,1,3
MAPIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,14,11,1,1,27
MECAPACA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,4,5,2,19
MINEROS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,2,0,0,7
MIZQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,13,16,9,8,46
MOCOMOCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,3,2,3,9
MOJOCOYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,4,3,1,11
MONTEAGUDO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,23,16,0,2,41
MONTERO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,181,157,3,4,345
MORO MORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,1,1,0,5
MOROCHATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,1,9,6,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,1,2,1,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,2,0,0,4
OCURI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,4,9,1,18
OKINAWA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,10,2,2,24
OMEREQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,3,3,1,8
ORURO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,271,274,11,13,569
PADCAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,13,12,0,1,26
PADILLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,5,2,1,13
PAILON,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,26,22,14,15,77
PALCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,17,14,2,4,37
PALOS BLANCOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,20,18,0,6,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,3,0,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,2,1,1,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,2,2,0,1,5
PASORAPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,0,2,2,5
PATACAMAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,19,12,0,1,32
PAZÑA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,1,3,1,9
PELECHUCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,4,3,1,12
POCOATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,8,11,12,36
POCONA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,5,2,3,16
POJO (CBBA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,12,8,1,2,23
POOPO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,4,0,0,12
PORCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,9,12,5,3,29
POROMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,7,11,8,30
PORONGO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,8,0,1,15
PORTACHUELO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,16,13,0,0,29
PORVENIR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,7,6,1,2,16
POSTRER VALLE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,0,0,1,1
POTOSI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,218,227,17,11,473
PRESTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,3,1,3,10
PUCARA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,18,13,3,6,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,2,4,6,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,9,4,4,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,4,4,5,18
PUERTO PEREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,4,0,1,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,6,13,0,0,19
PUERTO RICO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,5,3,1,3,12
PUERTO SILES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,15,1,0,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,61,65,3,5,134
PUNA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,10,9,6,6,31
PUNATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,43,23,1,0,67
QUIABAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,3,2,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,98,106,39,38,281
QUIME,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,8,9,0,3,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,0,1,0,0,1
RAVELO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,3,6,9,11,29
REYES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,12,19,2,2,35
RIBERALTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,137,117,7,3,264
ROBORE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,15,13,3,3,34
RURRENABAQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,18,22,0,1,41
SABAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,4,1,0,0,5
SACABA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-11-01,119,143,14,6,282
