,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES
PALCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,11,21,2,6,40
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,15,3,2,33
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,3,0,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,10,8,0,0,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,5,0,1,8
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,2,1,4,10
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,17,13,1,1,32
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,4,1,0,8
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,7,1,2,13
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,6,18,14,47
POCONA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,9,4,2,19
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,9,3,2,19
POOPO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,4,0,0,6
PORCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,11,5,2,4,22
POROMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,6,5,4,18
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,8,5,5,24
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,21,21,0,2,44
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,5,0,1,10
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,276,259,16,27,578
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,2,6,6,18
PUCARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,0,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,12,11,3,2,28
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,1,4,2,11
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,2,5,9,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,4,7,4,23
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,4,0,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,14,14,2,3,33
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,10,0,0,18
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,12,17,2,3,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,67,56,1,5,129
PUNA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,12,5,2,7,26
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,32,34,1,0,67
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,2,0,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,79,101,68,59,307
QUIME,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,10,7,0,0,17
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,3,11,6,27
REYES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,17,13,6,13,49
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,115,124,29,18,286
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,17,12,1,2,32
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,24,15,1,0,40
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,1,0,5
SACABA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,134,124,16,14,288
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,3,0,0,4
SACACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,5,5,5,24
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,6,0,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,2,3,7,18
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,2,0,0,9
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,0,0,2,3
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,11,3,4,25
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,3,1,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,2,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,0,1,5
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,11,4,2,3,20
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,59,35,13,16,123
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,13,0,1,22
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,24,22,2,1,49
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,25,26,11,1,63
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,74,45,11,6,136
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,3,1,2,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,16,15,2,2,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,11,0,0,16
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,25,15,8,7,55
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,13,2,3,21
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,48,50,6,12,116
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,5,1,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,21,25,4,0,50
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,17,14,11,7,49
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,16,22,3,1,42
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,10,0,0,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,3,0,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,16,14,0,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,12,16,17,8,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,6,6,2,17
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,1,0,3
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,5,1,1,9
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,2,1,0,4
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,11,0,0,19
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,22,7,6,48
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1678,1594,43,48,3363
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,7,0,0,8
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,9,1,1,20
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,0,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,8,4,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,2,0,2,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,1,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,4,2,2,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,2,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,4,2,1,13
SENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,3,4,4,20
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,20,20,1,4,45
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,10,6,4,27
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,6,0,0,11
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,49,57,5,4,115
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,4,2,4,13
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,1,3,1,10
SORATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,7,7,5,23
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,311,297,8,6,622
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,0,0,2
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,8,3,3,19
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,4,2,2,9
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,8,3,4,21
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,11,17,14,9,51
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,8,12,6,39
TARACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,1,0,1,6
TARATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,6,2,0,14
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,210,198,11,12,431
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,6,3,7,18
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,15,1,0,24
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,6,0,1,14
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,4,6,10,26
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,7,5,1,17
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,49,47,17,15,128
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,14,10,6,5,35
TOCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,2,0,0,5
TODOS SANTOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,1,1,0,2
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,8,0,0,11
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,1,0,1,6
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,5,2,6,17
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,4,1,6,16
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,4,7,6,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,14,9,10,4,37
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,0,1,5
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,122,136,11,5,274
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,30,40,6,6,82
TURCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,2,0,0,2
UMALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,4,4,3,15
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,17,11,3,5,36
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,13,2,2,26
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,4,1,4,14
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,36,23,1,2,62
VACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,4,9,4,21
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,15,8,1,1,25
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,44,46,0,2,92
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,3,1,0,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,5,6,4,17
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,49,64,11,9,133
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,0,3,0,4
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,4,1,0,11
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,8,3,1,18
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,87,74,1,5,167
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,10,5,2,21
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,35,35,5,2,77
VINTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,63,52,7,4,126
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,6,1,3,19
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,1,0,5
WARNES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,151,128,3,6,288
YACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,2,0,0,2
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,100,98,12,10,220
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,4,1,0,8
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,5,1,0,9
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,57,49,15,9,130
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,6,2,2,17
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,5,1,3,12
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,1,6,2,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,2,4,3,12
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,3,3,3,9
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,19,17,10,11,57
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,7,10,8,10,35
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,15,10,7,5,37
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,0,2,3,5
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,2,1,2,2,7
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,8,9,0,0,17
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,3,5,5,1,14
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,3,3,1,1,8
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,5,0,0,5
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,2,2,8,3,15
APOLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,6,7,9,6,28
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,1,3,1,9
ARANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,7,9,1,0,17
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,15,13,5,0,33
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,2,2,6,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,32,20,4,8,64
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,7,11,0,0,18
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,0,5,0,5
AYATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,3,3,2,1,9
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,6,7,1,1,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,5,13,9,9,36
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,9,10,2,9,30
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,11,8,3,1,23
BAURES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,9,1,1,15
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,1,0,1,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,1,1,1,0,3
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,2,1,2,5
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,24,25,2,4,55
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,17,11,11,3,42
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,2,3,5,14
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,2,0,0,0,2
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,2,4,0,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,8,7,1,2,18
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,26,26,25,23,100
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,5,1,2,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,9,1,1,2,13
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,11,16,0,0,27
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,0,2,2,4
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,9,3,2,18
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,11,12,1,1,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,2,3,2,0,7
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,40,27,1,0,68
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,9,17,4,2,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,3,2,0,9
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,13,15,6,6,40
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,28,35,10,6,79
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,6,12,2,3,23
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,3,3,5,5,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,2,4,2,9,17
CATACORA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,1,0,1,2
CHACARILLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,28,21,11,11,71
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,7,5,0,0,12
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,12,21,31,41,105
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,2,0,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,7,10,7,6,30
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,14,17,7,6,44
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,3,4,2,1,10
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,10,9,1,3,23
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,1,2,1,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,4,5,1,3,13
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,6,6,1,2,15
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-11-01,19,5,3,2,29
