,group,variable,month,TOTAL BCG DENTRO,TOTAL BCG DENTRO,TOTAL BCG FUERA,TOTAL BCG FUERA,TOTALES
CUEVO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,3,0,5
CULPINA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,15,10,7,3,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,1,0,3,6
CURVA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,2,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,1,0,1,4
EL ALTO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,812,782,42,41,1677
EL CHORO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,1,0,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,6,0,1,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,1,5,4,12
EL TORNO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,53,42,0,0,95
EL VILLAR,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,2,1,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,8,3,1,15
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,25,16,0,0,41
ESCOMA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,6,1,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,2,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,0,0,1
FILADELFIA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,2,0,0,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,9,10,0,1,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,5,8,0,19
GUANAY,vacunaciones en menores de 1 ano,total bcg,2015-11-01,7,16,2,3,28
GUAQUI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,4,4,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,total bcg,2015-11-01,60,52,1,0,113
GUTIERREZ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,58,6,3,71
HUACARETA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,5,2,2,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,0,2,2
HUACHACALLA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,17,14,1,0,32
HUARINA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,3,5,1,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,4,0,5
HUMANATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,2,0,0,3
ICHOCA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,0,1,1
ICLA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,2,2,2,8
INCAHUASI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,0,7,9,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,0,3,3
INQUISIVI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,0,11,11,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,7,4,9,24
IXIAMAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,11,1,1,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,5,6,13
LA ASUNTA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,35,33,8,6,82
LA GUARDIA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,42,33,13,6,94
LA PAZ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,920,885,0,0,1805
LAGUNILLAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,1,3,4,14
LAJA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,5,1,2,14
LAS CARRERAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,4,0,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,16,21,29,34,100
LLICA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,3,0,0,5
LORETO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,1,12,10,26
LURIBAY,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,0,2,2,6
MACHACAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,3,2,6
MACHARETI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,1,0,1,4
MAGDALENA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,4,8,3,21
MAIRANA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,8,8,0,0,16
MALLA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,1,1,2
MAPIRI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,9,9,1,2,21
MECAPACA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,2,2,1,7
MIZQUE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,13,11,3,6,33
MOCOMOCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,7,3,2,5,17
MOJINETE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,1,2,5,12
MONTEAGUDO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,33,23,0,0,56
MONTERO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,181,150,2,0,333
MOROCHATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,7,8,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,0,2,0,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,3,0,0,5
OCURI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,5,7,7,22
OKINAWA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,13,9,0,0,22
OMEREQUE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,7,2,2,0,11
ORURO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,321,315,11,9,656
PADCAYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,4,1,0,11
PADILLA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,12,12,1,0,25
PAILON,vacunaciones en menores de 1 ano,total bcg,2015-11-01,19,27,30,28,104
PALCA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,6,13,8,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,14,14,1,4,33
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,2,0,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,5,1,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,1,2,3
PASORAPA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,21,15,3,1,40
PAZÑA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,2,1,1,6
PELECHUCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,2,2,5,11
POCOATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,4,19,18,45
POCONA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,5,1,4,14
POJO (CBBA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,12,2,3,1,18
POOPO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,2,1,0,4
PORCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,9,3,3,2,17
POROMA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,5,8,7,21
PORONGO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,5,2,8
PORTACHUELO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,23,22,0,0,45
PORVENIR,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,1,0,2,6
POSTRER VALLE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,0,0,0,2
POTOSI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,246,247,11,10,514
PRESTO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,0,1,4,11
PUCARA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,15,16,5,7,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,2,5,5,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,2,4,7,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,4,4,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,0,1,0,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,8,9,0,0,17
PUERTO RICO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,3,4,0,10
PUERTO SILES,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,23,18,0,0,41
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total bcg,2015-11-01,65,57,2,1,125
PUNA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,5,8,8,26
PUNATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,41,32,1,1,75
QUIABAYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,1,6,7
QUILLACOLLO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,137,117,11,23,288
QUIME,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,6,6,1,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,0,1,2
RAVELO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,6,11,11,31
REYES,vacunaciones en menores de 1 ano,total bcg,2015-11-01,7,8,1,2,18
RIBERALTA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,143,115,0,0,258
ROBORE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,13,10,0,0,23
RURRENABAQUE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,21,10,19,20,70
SABAYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,4,0,0,5
SACABA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,125,110,0,0,235
SACABAMBA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,1,0,0,3
SACACA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,12,11,11,6,40
SAIPINA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,4,0,0,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,2,3,5,10
SAMAIPATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,2,2,0,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,2,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,0,0,0,4
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,2,1,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,3,2,1,7
SAN BENITO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,8,4,1,18
SAN BORJA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,36,31,14,9,90
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,10,7,1,2,20
SAN CARLOS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,17,12,1,1,31
SAN IGNACIO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,17,20,0,0,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,67,52,3,4,126
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,2,3,3,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total bcg,2015-11-01,15,10,0,0,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,2,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,16,12,20,14,62
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,6,2,2,13
SAN JULIAN,vacunaciones en menores de 1 ano,total bcg,2015-11-01,32,33,7,6,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,7,1,2,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,3,0,0,6
SAN LUCAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,13,12,10,7,42
SAN MATIAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,7,8,4,4,23
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,7,6,0,0,13
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,1,3,3,10
SAN PEDRO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,10,6,1,0,17
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,15,19,10,9,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,2,2,2,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,1,5,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,1,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,0,0,2
SAN RAMON BENI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,2,3,5
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,13,10,0,0,23
SANTA ANA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,21,21,4,6,52
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1534,1323,88,61,3006
SANTA ROSA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,3,2,4,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,16,1,2,21
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,2,0,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,2,6,3,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,5,2,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,1,2,4
SANTIVAÑES,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,5,0,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,3,3,2,9
SAPAHAQUI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,3,7,10,22
SENA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,8,1,1,16
SHINAOTA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,14,23,1,1,39
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,5,6,6,20
SICAYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,1,1,2,5
SIPE SIPE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,25,26,1,2,54
SOPACHUY,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,3,1,0,10
SORACACHI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,6,2,9
SORATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,6,4,9,7,26
SUCRE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,319,314,3,1,637
TACACHI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,0,0,0,2
TACACOMA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,1,4,1,10
TACOBAMBA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,6,10,17
TACOPAYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,5,1,10,18
TAPACARI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,11,10,8,6,35
TARABUCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,8,6,3,22
TARACO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,0,1,4,5
TARATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,9,5,1,2,17
TARIJA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,234,218,0,0,452
TARVITA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,2,2,3,12
TEOPONTE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,8,6,2,4,20
TIAWANACU,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,5,1,2,12
TINGUIPAYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,7,3,17,16,43
TIPUANI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,3,3,1,10
TIQUIPAYA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,54,64,5,8,131
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,16,16,2,7,41
TOCO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,3,1,1,9
TOLATA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,4,0,4,10
TOMAVE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,3,3,5,7,18
TOMINA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,5,0,4,10
TORO TORO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,5,8,5,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,16,12,7,5,40
TOTORA(ORR),vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,2,2,0,4
TRIGAL,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,total bcg,2015-11-01,148,184,3,1,336
TUPIZA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,59,41,8,5,113
UMALA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,5,10,4,19
UNCIA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,21,6,6,10,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,6,0,0,10
URUBICHA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,3,1,2,7
UYUNI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,30,28,4,5,67
VACAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,1,5,4,12
VALLEGRANDE,vacunaciones en menores de 1 ano,total bcg,2015-11-01,12,14,0,0,26
VIACHA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,34,42,2,3,81
VILA VILA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,0,1,1,2,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,6,5,11,27
VILLA MONTES,vacunaciones en menores de 1 ano,total bcg,2015-11-01,39,57,1,1,98
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,2,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,0,5,3,10
VILLA SERRANO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,6,2,0,9
VILLA TUNARI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,64,62,17,12,155
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,4,2,2,13
VILLAZON,vacunaciones en menores de 1 ano,total bcg,2015-11-01,23,34,0,2,59
VINTO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,36,41,0,1,78
VITICHI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,2,1,3,8
WARNES,vacunaciones en menores de 1 ano,total bcg,2015-11-01,92,71,1,2,166
YACO,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,3,2,3,9
YACUIBA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,68,64,7,6,145
YAMPARAEZ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,3,0,1,8
YANACACHI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,4,7,0,0,11
YAPACANI,vacunaciones en menores de 1 ano,total bcg,2015-11-01,46,61,1,4,112
YOCALLA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,1,0,3,0,4
YOTALA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,5,4,0,0,9
YUNCHARA,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,0,3,1,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,total bcg,2015-11-01,2,8,0,1,11
ACACIO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,1,5,2,10
ACHACACHI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,24,14,5,2,45
ACHOCALLA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,4,0,2,7,13
AIQUILE,vacunaciones en menores de 1 ano,total bcg,2015-12-01,24,23,1,1,49
ALALAY,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,0,1,0,1
ALCALA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,0,0,0,2
ALTO BENI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,4,4,0,1,9
ANCORAIMES,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,0,0,3,3
ANDAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,2,1,3,6
ANTEQUERA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,1,0,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,3,0,0,1,4
APOLO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,11,12,3,4,30
ARAMPAMPA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,3,1,1,1,6
ARANI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,4,1,1,8
ARBIETO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,1,1,2,3,7
ARQUE,vacunaciones en menores de 1 ano,total bcg,2015-12-01,5,4,3,1,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total bcg,2015-12-01,37,28,0,1,66
ATOCHA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,8,5,1,0,14
AUCAPATA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,0,5,5,10
AYATA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,2,3,1,8
AYO AYO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,1,1,8,2,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total bcg,2015-12-01,7,7,11,5,30
AZURDUY,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,3,1,2,8
BATALLAS,vacunaciones en menores de 1 ano,total bcg,2015-12-01,8,6,5,4,23
BAURES,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,4,0,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,1,1,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,0,0,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,1,1,1,3
BERMEJO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,25,22,0,0,47
BETANZOS,vacunaciones en menores de 1 ano,total bcg,2015-12-01,8,10,13,10,41
BOLIVAR,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,0,3,9,12
BOYUIBE,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,6,0,3,11
BUENA VISTA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,3,5,0,0,8
CABEZAS,vacunaciones en menores de 1 ano,total bcg,2015-12-01,7,12,18,18,55
CAIROMA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,11,1,2,3,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,total bcg,2015-12-01,1,5,2,4,12
CAJUATA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,3,7,0,1,11
CALACOTO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,0,0,0,2
CALAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,5,3,4,7,19
CAMARGO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,20,9,0,1,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,3,0,0,3
CAMIRI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,39,45,0,0,84
CAPINOTA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,8,14,2,1,25
CAQUIAVIRI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,0,4,2,6
CARACOLLO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,8,15,3,1,27
CARANAVI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,42,34,0,1,77
CARAPARI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,5,2,3,3,13
CARIPUYO,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,2,2,7,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total bcg,2015-12-01,3,2,0,1,6
CHACARILLA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,24,26,4,11,65
CHAQUI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,3,5,1,2,11
CHARAGUA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,12,9,16,17,54
CHARAÑA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,2,1,0,0,3
CHAYANTA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,7,2,3,15,27
CHIMORE,vacunaciones en menores de 1 ano,total bcg,2015-12-01,8,9,0,0,17
CHOQUE COTA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,0,2,4,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total bcg,2015-12-01,16,12,2,0,30
CHUMA,vacunaciones en menores de 1 ano,total bcg,2015-12-01,0,2,3,2,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total bcg,2015-12-01,1,1,9,6,17
