,group,variable,month,TOTAL ANTINEUMOCÓCICA 3RA DOSIS DENTRO,TOTAL ANTINEUMOCÓCICA 3RA DOSIS DENTRO,TOTAL ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTAL ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,6,10,2,1,19
SAN JULIAN,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,24,22,15,3,64
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,1,2,2,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,14,11,2,6,33
SAN LUCAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,19,10,15,14,58
SAN MATIAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,20,10,3,0,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,11,8,1,3,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,0,1,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,6,9,2,2,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,14,12,22,23,71
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,5,5,2,1,13
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,1,0,2,1,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,0,0,2,1,3
SAN RAFAEL,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,3,0,0,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,4,1,0,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,8,8,0,3,19
SANTA ANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,22,18,4,3,47
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,1569,1347,48,41,3005
SANTA ROSA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,13,9,0,0,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,21,15,5,3,44
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,5,1,0,0,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,3,3,2,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,2,0,1,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,2,0,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,2,0,1,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,2,1,0,5
SAPAHAQUI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,1,0,2,5
SENA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,11,9,1,6,27
SHINAOTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,14,25,3,2,44
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,12,6,0,3,21
SICAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,3,1,3,9
SIPE SIPE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,31,39,3,5,78
SOPACHUY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,5,4,2,1,12
SORACACHI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,9,4,1,3,17
SORATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,10,4,8,11,33
SUCRE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,264,278,22,20,584
TACACOMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,5,6,2,2,15
TACOBAMBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,2,3,3,12
TACOPAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,0,0,2,6
TAHUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,0,1,0,3
TAPACARI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,12,10,8,11,41
TARABUCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,8,8,10,4,30
TARACO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,0,2,1,1,4
TARATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,2,1,2,9
TARIJA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,206,177,9,21,413
TARVITA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,1,2,6,8,17
TEOPONTE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,10,13,2,3,28
TIAWANACU,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,6,1,1,11
TINGUIPAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,10,6,5,8,29
TIPUANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,7,9,3,2,21
TIQUIPAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,38,35,21,15,109
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,7,7,8,4,26
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,0,4,0,1,5
TODOS SANTOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,0,1,3,0,4
TOLATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,4,0,1,9
TOLEDO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,2,0,4,8
TOMAVE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,6,4,9,23
TOMINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,5,6,4,2,17
TORO TORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,8,4,6,7,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,9,4,4,5,22
TOTORA(ORR),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,1,1,0,5
TRINIDAD,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,135,131,24,15,305
TUPIZA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,25,31,5,4,65
TURCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,1,0,0,4
UMALA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,3,2,1,10
UNCIA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,18,17,3,0,38
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,9,4,3,4,20
URUBICHA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,3,0,0,6
UYUNI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,23,23,2,0,48
VACAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,5,0,1,9
VALLEGRANDE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,18,9,0,0,27
VIACHA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,39,50,9,10,108
VILA VILA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,1,2,1,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,19,3,2,26
VILLA MONTES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,23,35,6,5,69
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,1,2,1,1,5
VILLA RIVERO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,3,0,2,8
VILLA SERRANO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,6,2,4,2,14
VILLA TUNARI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,77,66,5,8,156
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,10,7,7,28
VILLAZON,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,36,30,3,5,74
VINTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,31,41,8,9,89
VITICHI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,5,4,4,0,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,3,1,0,0,4
WARNES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,120,96,17,15,248
YACO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,1,4,3,2,10
YACUIBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,72,88,18,21,199
YAMPARAEZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,2,3,2,1,8
YANACACHI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,0,0,1,5
YAPACANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,50,43,13,12,118
YOCALLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,7,5,1,2,15
YOTALA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,4,4,1,3,12
YUNCHARA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,5,1,4,1,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-11-01,5,1,3,5,14
ACACIO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,0,0,6,7
ACHACACHI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,19,10,8,8,45
ACHOCALLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,6,10,10,6,32
AIQUILE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,21,14,8,7,50
ALALAY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,0,1,0,1
ALCALA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,2,0,2,5
ALTO BENI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,5,7,0,2,14
ANCORAIMES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,6,0,1,10
ANDAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,0,1,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,2,0,0,4
ANZALDO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,1,4,3,8
APOLO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,9,9,4,2,24
ARAMPAMPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,0,4,6,10
ARANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,5,1,1,0,7
ARBIETO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,12,5,3,4,24
ARQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,9,10,3,3,25
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,28,27,2,3,60
ATOCHA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,6,0,1,14
AUCAPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,1,0,1,4
AYATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,5,6,2,1,14
AYO AYO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,4,3,0,3,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,13,15,2,4,34
AZURDUY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,5,3,1,4,13
BATALLAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,8,3,4,4,19
BAURES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,5,0,0,12
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,0,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,2,0,0,4
BERMEJO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,21,33,6,4,64
BETANZOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,17,15,6,9,47
BOLIVAR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,4,5,1,11
BOLPEBRA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,0,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,2,0,1,4
BUENA VISTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,10,8,3,5,26
CABEZAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,15,20,7,14,56
CAIROMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,6,3,4,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,6,2,3,18
CAJUATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,14,12,0,2,28
CALACOTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,0,1,0,1
CALAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,6,8,1,2,17
CAMARGO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,6,11,1,1,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,0,0,2,3
CAMIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,42,37,2,0,81
CAPINOTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,17,14,1,1,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,2,1,0,6
CARACOLLO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,15,5,2,2,24
CARANAVI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,38,41,10,8,97
CARANGAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,0,1,1,2
CARAPARI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,14,8,6,3,31
CARIPUYO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,1,4,8,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,5,3,5,16
CATACORA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,1,0,0,1
CHACARILLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,1,2,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,10,7,4,4,25
CHAQUI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,4,2,1,14
CHARAGUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,18,11,19,21,69
CHARAÑA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,0,0,1,3
CHAYANTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,19,12,4,9,44
CHIMORE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,16,13,3,6,38
CHIPAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,3,0,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,0,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,12,11,2,5,30
CHUMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,5,7,2,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,4,2,2,9,17
CKOCHAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,6,7,5,25
CLIZA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,14,22,1,0,37
COBIJA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,57,45,8,10,120
COCAPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,5,13,7,28
COCHABAMBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,628,621,2,8,1259
COLCAPIRHUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,44,46,2,1,93
"COLCHA ""K""",vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,8,10,1,3,22
COLLANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,4,1,0,7
COLOMI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,15,17,3,5,40
COLPA BELGICA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,8,0,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,8,8,12,17,45
COLQUENCHA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,8,0,0,15
COLQUIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,8,3,3,8,22
COMANCHE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,2,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,20,10,2,1,33
COMBAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,2,1,1,7
CONCEPCION,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,8,12,0,1,21
COPACABANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,6,7,2,0,15
CORIPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,13,9,5,7,34
CORO CORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,5,4,1,1,11
COROICO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,16,5,0,0,21
CORQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,4,2,2,9
COTAGAITA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,14,4,4,29
COTOCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,52,51,1,0,104
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,17,10,1,0,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,2,0,0,3
CUEVO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,3,1,6,17
CULPINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,11,10,8,14,43
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,3,0,1,7
CURVA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,1,1,2,5
DESAGUADERO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,4,2,2,10
EL ALTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,600,611,158,137,1506
EL CHORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,0,0,5,1,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,5,6,0,1,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,12,22,0,1,35
EL TORNO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,54,39,4,2,99
EL VILLAR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,2,0,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,7,9,10,4,30
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,39,38,0,0,77
ESCOMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,0,0,1,2
EUCALIPTUS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,4,0,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,1,0,2,4
EXALTACION,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,0,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,3,0,0,4
FILADELFIA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,3,3,3,2,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,10,8,0,1,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,2,4,1,2,9
GUANAY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,10,8,5,3,26
GUAQUI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-12-01,1,2,0,2,5
