,group,variable,month,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTALES
AYATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,4,4,4,14
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,13,1,0,24
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,11,15,14,9,49
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,7,2,7,22
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,9,4,4,27
BAURES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,2,1,0,16
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,0,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,3,4,1,9
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,28,21,3,3,55
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,12,18,7,7,44
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,3,1,1,8
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,1,2
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,3,1,0,6
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,11,8,1,30
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,22,23,21,16,82
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,7,2,2,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,9,2,1,5,17
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,8,0,0,21
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,0,0,3,7
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,8,6,2,2,18
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,5,2,2,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,1,1,0,4
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,36,31,1,0,68
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,18,11,7,5,41
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,2,0,0,7
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,16,12,6,4,38
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,36,34,6,6,82
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,7,13,0,3,23
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,1,3,2,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,7,7,18
CATACORA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,0,0,1,2
CHACARILLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,2,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,20,21,9,4,54
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,4,1,0,10
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,15,15,23,20,73
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,0,1,1,4
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,7,5,4,9,25
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,22,11,7,3,43
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,0,0,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,1,0,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,1,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,9,18,4,5,36
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,3,3,2,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,8,2,4,19
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,7,12,5,2,26
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,16,18,2,0,36
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,57,43,13,14,127
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,7,8,15,15,45
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,624,596,4,3,1227
COIPASA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,0,0,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,33,37,0,0,70
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,11,1,3,19
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,3,1,1,9
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,22,15,1,0,38
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,6,0,0,9
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,11,12,9,18,50
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,11,4,0,1,16
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,14,6,6,32
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,0,1,0,4
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,22,16,0,1,39
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,0,1,5
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,21,1,4,39
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,0,4,3,12
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,11,11,1,0,23
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,7,4,0,2,13
COROICO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,5,6,10,27
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,0,2,2,4
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,17,4,3,34
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,53,62,11,11,137
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,18,19,10,10,57
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,2,0,0,3
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,2,2,4,12
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,12,5,3,3,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,5,0,0,7
CURVA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,2,1,5
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,5,0,0,8
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,661,641,168,159,1629
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,2,1,2,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,17,0,3,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,8,4,3,3,18
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,41,44,9,2,96
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,1,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,15,17,5,2,39
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,33,37,0,1,71
ESCARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,0,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,1,1,4
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,6,1,1,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,2,1,1,4
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,2,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,2,0,3
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,1,2,0,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,20,6,0,0,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,5,8,1,18
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,8,4,2,27
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,0,3,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,34,24,12,5,75
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,5,7,6,28
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,8,3,1,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,0,1,5
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,1,0,2
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,14,17,1,2,34
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,2,0,0,7
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,4,2,2,12
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,2,3,9
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,1,0,0,3
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,0,1
ICLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,2,2,8
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,7,3,6,26
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,0,1,0,2
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,4,5,5,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,7,2,3,25
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,12,7,3,2,24
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,11,8,3,1,23
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,35,32,7,7,81
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,88,77,6,5,176
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,586,592,6,7,1191
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,9,0,2,13
LAJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,17,6,1,37
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,0,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,1,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,23,25,22,36,106
LLICA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,3,1,0,7
LORETO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,1,10,9,23
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,7,3,0,2,12
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,7,1,1,13
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,16,2,2,33
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,8,8,0,0,16
MALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,2,0,3
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,12,18,5,3,38
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,4,3,1,10
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,5,0,0,7
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,20,11,6,8,45
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,3,2,2,8
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,2,1,2,10
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,20,18,4,2,44
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,191,142,4,5,342
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,1,0,0,3
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,13,7,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,4,4,1,10
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,4,0,0,6
OCURI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,7,5,6,28
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,16,8,0,0,24
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,3,3,0,10
ORURO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,253,283,15,25,576
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,12,12,0,2,26
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,6,0,1,11
PAILON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,22,23,26,20,91
PALCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,19,12,3,3,37
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,20,15,1,2,38
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,4,0,3,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,7,9,2,1,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,2,0,1,3
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,0,2,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,18,23,1,5,47
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,0,1,5
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,9,3,0,1,13
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,3,21,9,39
POCONA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,11,8,1,4,24
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,8,6,3,3,20
POOPO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,4,0,0,9
PORCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,8,8,2,0,18
POROMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,12,4,8,5,29
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,4,2,1,13
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,22,20,1,0,43
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,4,2,1,12
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,205,218,24,20,467
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,3,1,1,7
PUCARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,1,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,17,15,10,6,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,1,5,12,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,1,6,6,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,5,0,3,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,2,0,0,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,11,0,0,21
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,9,3,0,1,13
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,2,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,9,12,2,25
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,59,45,3,10,117
PUNA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,3,8,10,27
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,22,23,0,1,46
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,1,0,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,87,91,44,29,251
QUIME,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,5,3,2,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,0,1
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,7,12,4,28
REYES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,19,31,2,3,55
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,126,116,12,10,264
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,20,10,2,0,32
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,21,2,6,42
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,0,1
SACABA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,129,115,11,20,275
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,3,2,0,11
SACACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,8,7,6,7,28
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,2,3,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,9,2,4,5,20
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,7,0,0,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,6,2,1,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,2,2,2,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,0,6,0,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,4,2,0,10
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,9,7,3,2,21
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,38,39,19,12,108
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,7,9,3,3,22
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,18,15,4,1,38
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,20,23,1,3,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,62,51,7,17,137
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,1,5,9,17
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,16,12,1,4,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,2,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,9,11,17,19,56
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,5,7,4,0,16
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,37,23,10,10,80
