municipality,group,variable,month,Total 3.13 Nº de actividades de educación en Salud Oral,TOTAL
PORCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
POROMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,27.0,27.0
PORONGO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
POTOSI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
PRESTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,12.0,12.0
PUCARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
PUCARANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,34.0,34.0
PUERTO ACOSTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
PUERTO CARABUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
PUERTO GONZALO MORENO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
PUERTO PEREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
PUERTO RICO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
PUERTO VILLARROEL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,66.0,66.0
PUNA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
PUNATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,16.0,16.0
QUIABAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
QUILLACOLLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,51.0,51.0
QUIME,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,21.0,21.0
REYES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
RIBERALTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
ROBORE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,99.0,99.0
SABAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,14.0,14.0
SACABA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,50.0,50.0
SACACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
SAIPINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,18.0,18.0
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,21.0,21.0
SAN AGUSTIN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
SAN ANDRES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,22.0,22.0
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
SAN ANTONIO DE ESMORUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,39.0,39.0
SAN BENITO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
SAN BORJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
SAN BUENA VENTURA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
SAN CARLOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
SAN IGNACIO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,44.0,44.0
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
SAN JAVIER(BNI),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
SAN JAVIER(STC),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
SAN JULIAN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
SAN LORENZO(PND),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
SAN LORENZO(TJA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,29.0,29.0
SAN LUCAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,27.0,27.0
SAN MATIAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,56.0,56.0
SAN PABLO DE LIPEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
SAN PEDRO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,13.0,13.0
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,12.0,12.0
SAN RAMON BENI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,15.0,15.0
SAN RAMON SCZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
SANTA ANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,27.0,27.0
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1062.0,1062.0
SANTA ROSA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
SANTA ROSA DEL SARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
SANTIAGO DE HUARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,17.0,17.0
SANTIAGO DE HUATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
SANTIVAÑES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
SAPAHAQUI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,15.0,15.0
SENA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
SHINAOTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,19.0,19.0
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
SIPE SIPE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,29.0,29.0
SOPACHUY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,13.0,13.0
SORACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,12.0,12.0
SUCRE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,241.0,241.0
TACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
TACOPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
TAPACARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,18.0,18.0
TARABUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,13.0,13.0
TARACO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,12.0,12.0
TARIJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,316.0,316.0
TARVITA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,23.0,23.0
TEOPONTE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
TIAWANACU,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,20.0,20.0
TIPUANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
TIQUIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,73.0,73.0
TIRAQUE (CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
TODOS SANTOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
TOLEDO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,16.0,16.0
TOMAVE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,18.0,18.0
TOTORA(CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
TOTORA(ORR),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
TRIGAL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
TRINIDAD,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,103.0,103.0
TURCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
UMALA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,15.0,15.0
UNCIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,14.0,14.0
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,107.0,107.0
URUBICHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
UYUNI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
VACAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
VALLEGRANDE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,50.0,50.0
VIACHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,33.0,33.0
VILA VILA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,12.0,12.0
VILLA CHARCAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
VILLA MONTES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
VILLA RIVERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
VILLA TUNARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,170.0,170.0
