municipality,group,variable,month,Niños de 0 a 6 meses que reciben Lactancia Mat. Ex,TOTAL
MAPIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,48,48
MECAPACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,4,4
MINEROS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,118,118
MIZQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,148,148
MOCOMOCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,97,97
MOJINETE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,4,4
MOJOCOYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,19,19
MONTEAGUDO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,120,120
MONTERO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,69,69
MORO MORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,3,3
MOROCHATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,120,120
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,21,21
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,4,4
OCURI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,131,131
OKINAWA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,52,52
OMEREQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,18,18
ORURO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,934,934
PADCAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,51,51
PADILLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,61,61
PAILON,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,23,23
PALCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,19,19
PALOS BLANCOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,95,95
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,20,20
PAMPA GRANDE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,13,13
PAPEL PAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,27,27
PASORAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,18,18
PATACAMAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,108,108
PAZÑA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,24,24
PELECHUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,21,21
POCOATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,131,131
POCONA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,36,36
POJO (CBBA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,71,71
POOPO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,30,30
PORCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,103,103
POROMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,52,52
PORONGO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,39,39
PORTACHUELO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,43,43
PORVENIR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,36,36
POSTRER VALLE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,1,1
POTOSI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,483,483
PRESTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,111,111
PUCARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,7,7
PUCARANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,123,123
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,52,52
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,79,79
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,33,33
PUERTO PEREZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,35,35
PUERTO RICO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,31,31
PUERTO SILES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,1,1
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,231,231
PUNA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,177,177
PUNATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,146,146
QUIABAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,4,4
QUILLACOLLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,412,412
QUIME,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,21,21
QUIRUSILLAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,5,5
RAVELO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,83,83
REYES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,106,106
RIBERALTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,394,394
ROBORE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,79,79
RURRENABAQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,75,75
SABAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,10,10
SACABA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,429,429
SACABAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,8,8
SACACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,22,22
SAIPINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,5,5
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,57,57
SAMAIPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,19,19
SAN AGUSTIN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,5,5
SAN ANDRES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,41,41
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,17,17
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,3,3
SAN BENITO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,42,42
SAN BORJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,282,282
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,37,37
SAN CARLOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,43,43
SAN IGNACIO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,63,63
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,363,363
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,8,8
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,37,37
SAN JOAQUIN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,14,14
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,20,20
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,27,27
SAN JULIAN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,101,101
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,78,78
SAN LUCAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,138,138
SAN MATIAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,117,117
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,86,86
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,4,4
SAN PEDRO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,24,24
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,13,13
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,7,7
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,6,6
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,7,7
SAN RAFAEL,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,10,10
SANTA ANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,92,92
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,1292,1292
SANTA ROSA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,56,56
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,60,60
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,11,11
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,35,35
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,18,18
SANTIVAÑES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,24,24
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,9,9
SAPAHAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,30,30
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,71,71
SICAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,8,8
SIPE SIPE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,124,124
SOPACHUY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,58,58
SORACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,67,67
SORATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,61,61
SUCRE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,589,589
TACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,9,9
TACACOMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,16,16
TACOBAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,58,58
TACOPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,57,57
TAHUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2,2
TAPACARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,153,153
TARABUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,97,97
TARACO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,11,11
TARATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,61,61
TARIJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,702,702
TARVITA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,143,143
TEOPONTE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,29,29
TIAWANACU,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,33,33
TINGUIPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,54,54
TIPUANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,85,85
TIQUIPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,58,58
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,156,156
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,11,11
TOCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,15,15
TODOS SANTOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2,2
TOLATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,5,5
TOLEDO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,31,31
TOMAVE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,17,17
TOMINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,36,36
TORO TORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,45,45
TOTORA(CBBA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,72,72
TOTORA(ORR),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,15,15
TRIGAL,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,9,9
TRINIDAD,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,636,636
TUPIZA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,145,145
TURCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,23,23
UMALA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,42,42
UNCIA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,105,105
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,26,26
URUBICHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,1,1
UYUNI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,133,133
VACAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,36,36
VALLEGRANDE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,28,28
VIACHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,185,185
VILA VILA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,40,40
VILLA MONTES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,108,108
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,8,8
VILLA RIVERO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,17,17
VILLA SERRANO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,42,42
VILLA TUNARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,264,264
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,64,64
VILLAZON,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,201,201
VINTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,130,130
VITICHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,50,50
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,13,13
WARNES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,86,86
YACO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,35,35
YACUIBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,408,408
YAMPARAEZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,70,70
YANACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,16,16
YAPACANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,5,5
YOCALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2,2
YOTALA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,23,23
YUNCHARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,50,50
ZUDAÑEZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,31,31
ACACIO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,5,5
ACHACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,127,127
ACHOCALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,36,36
AIQUILE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,116,116
ALALAY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,15,15
ALCALA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,15,15
ANCORAIMES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,45,45
ANDAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,20,20
ANTEQUERA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,39,39
ANZALDO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,11,11
APOLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,48,48
ARAMPAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-12-01,53,53
