municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas de,TOTAL
LLALLAGUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,54,54
LLICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
LORETO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
LURIBAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,9,9
MACHACAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
MACHARETI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,14,14
MAGDALENA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,28,28
MAIRANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,21,21
MALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
MAPIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,23,23
MECAPACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,12,12
MINEROS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,42,42
MIZQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,39,39
MOCOMOCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,9,9
MOJINETE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
MOJOCOYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
MONTEAGUDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,36,36
MONTERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,252,252
MORO MORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
MOROCHATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,38,38
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
OCURI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,36,36
OKINAWA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,35,35
OMEREQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
ORURO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,293,293
PADCAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,20,20
PADILLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,34,34
PAILON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,38,38
PALCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,10,10
PALOS BLANCOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,66,66
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
PAMPA GRANDE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
PAPEL PAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
PASORAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,7,7
PATACAMAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,111,111
PAZÑA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,12,12
PELECHUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
POCOATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,45,45
POCONA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
POJO (CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,10,10
POOPO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
PORCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,31,31
POROMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,17,17
PORONGO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,24,24
PORTACHUELO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,41,41
PORVENIR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,18,18
POTOSI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,254,254
PRESTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
PUCARANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,51,51
PUERTO ACOSTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,23,23
PUERTO CARABUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,14,14
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
PUERTO PEREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
PUERTO RICO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,13,13
PUERTO SILES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
PUERTO SUAREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,17,17
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,85,85
PUNA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,47,47
PUNATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,22,22
QUILLACOLLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,145,145
QUIME,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
QUIRUSILLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
RAVELO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,37,37
REYES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
RIBERALTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,217,217
ROBORE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,33,33
RURRENABAQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,59,59
SABAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
SACABA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,204,204
SACABAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,18,18
SACACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,40,40
SAIPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,7,7
SAMAIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,15,15
SAN AGUSTIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,10,10
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,12,12
SAN BENITO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,13,13
SAN BORJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,107,107
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,7,7
SAN CARLOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,39,39
SAN IGNACIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,22,22
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,81,81
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
SAN JAVIER(STC),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,17,17
SAN JOAQUIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,29,29
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,27,27
SAN JULIAN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,80,80
SAN LORENZO(PND),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,21,21
SAN LUCAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,62,62
SAN MATIAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,28,28
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,21,21
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
SAN PEDRO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,31,31
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,45,45
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
SAN PEDRO(PND),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
SAN RAFAEL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,28,28
SANTA ANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,32,32
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2939,2939
SANTA ROSA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,49,49
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,28,28
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,7,7
SANTIVAÑES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
SAPAHAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,7,7
SENA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,29,29
SICAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
SIPE SIPE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,50,50
SOPACHUY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,18,18
SORACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
SORATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,32,32
SUCRE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,644,644
TACACOMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
TACOBAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
TACOPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,28,28
TAHUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
TAPACARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,41,41
TARABUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,47,47
TARACO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
TARATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,13,13
TARIJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,160,160
TARVITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,17,17
TEOPONTE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
TIAWANACU,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,17,17
TINGUIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,15,15
TIPUANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,10,10
TIQUIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,91,91
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,72,72
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
TOCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
TOLATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
TOLEDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,9,9
TOMAVE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,13,13
TOMINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,19,19
TORO TORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,24,24
TOTORA(CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,34,34
TOTORA(ORR),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
TRIGAL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,157,157
TUPIZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,38,38
TURCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
UMALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
UNCIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,55,55
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,10,10
URUBICHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,12,12
UYUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,23,23
VACAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,17,17
VALLEGRANDE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,16,16
VIACHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,79,79
VILA VILA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,9,9
VILLA MONTES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,63,63
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
VILLA RIVERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
VILLA SERRANO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,14,14
VILLA TUNARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,193,193
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,13,13
VILLAZON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,60,60
VINTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,109,109
VITICHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
