,group,variable,month,17. RN CON APEGO PRECOZ SERV/DOM,17. RN CON APEGO PRECOZ SERV/DOM,TOTALES,TOTALES,TOTALES
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,8,18,8,18,26
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,0,1,0,1,1
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,9,3,9,3,12
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,1,1,1,2
SAN PEDRO(PND),recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,0,2,0,2,2
SAN RAFAEL,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,0,2,0,2
SAN RAMON BENI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,4,0,4,0,4
SAN RAMON SCZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,4,0,4,0,4
SANTA ANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,901,2,901,2,903
SANTA ROSA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,9,2,9,2,11
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,3,0,3,0,3
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,1,1,1,2
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,4,1,4,5
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,2,2,2,4
SANTIAGO DE MACHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,3,1,3,4
SANTUARIO DE QUILLACAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,0,1,0,1,1
SAPAHAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,9,3,9,3,12
SENA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,7,7,7,7,14
SHINAOTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,28,1,28,1,29
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,8,11,8,11,19
SICAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,0,1,0,1
SIPE SIPE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,35,0,35,0,35
SOPACHUY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,0,1,0,1
SORACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,2,2,2,4
SORATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,6,9,6,9,15
SUCRE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,237,1,237,1,238
TACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,0,1,0,1
TACACOMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,5,2,5,2,7
TACOBAMBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,0,2,0,2,2
TACOPAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,0,1,0,1,1
TAHUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,0,1,0,1
TAPACARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,3,15,3,15,18
TARABUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,11,2,11,2,13
TARACO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,3,0,3,0,3
TARATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,8,0,8,0,8
TARIJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,272,1,272,1,273
TARVITA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,7,2,7,2,9
TEOPONTE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,4,1,4,1,5
TIAHUANACU,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,1,2,1,3
TINGUIPAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,4,2,4,6
TIPUANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,4,0,4,0,4
TIQUIPAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,56,3,56,3,59
TIRAQUE (CBBA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,0,1,0,1
TOCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,0,2,0,2
TOLATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,2,2,2,4
TOLEDO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,4,2,4,2,6
TOMAVE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,3,2,3,5
TOMINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,3,0,3,0,3
TORO TORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,3,3,3,3,6
TOTORA(CBBA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,9,2,9,2,11
TOTORA(ORR),recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,0,2,0,2,2
TRINIDAD,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,140,0,140,0,140
TUPIZA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,66,2,66,2,68
TURCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,0,2,0,2
UMALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,0,3,0,3,3
UNCIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,29,3,29,3,32
URUBICHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,6,0,6,0,6
UYUNI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,1,1,1,2
VACAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,0,2,0,2
VALLEGRANDE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,6,0,6,0,6
VIACHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,92,2,92,2,94
VILA VILA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,4,0,4,0,4
VILLA CHARCAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,10,1,10,1,11
VILLA MONTES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,45,0,45,0,45
VILLA NUEVA (LOMA ALTA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,1,2,1,3
VILLA RIVERO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,5,0,5,0,5
VILLA SERRANO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,2,0,2,0,2
VILLA TUNARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,114,5,114,5,119
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,6,1,6,1,7
VILLAZON,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,27,0,27,0,27
VINTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,48,0,48,0,48
VITICHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,5,0,5,0,5
WARNES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,99,0,99,0,99
YACO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,2,1,2,3
YACUIBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,27,2,27,2,29
YAMPARAEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,3,0,3,0,3
YANACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,3,0,3,0,3
YAPACANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,35,1,35,1,36
YOTALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,4,0,4,0,4
YUNCHARA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,1,3,1,3,4
ZUDAÑEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-10-01,4,0,4,0,4
ACACIO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,1,0,1,1
ACHACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,34,10,34,10,44
ACHOCALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,9,2,9,2,11
AIQUILE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,10,4,10,4,14
ALALAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,1,1,1,2
ALCALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
ALTO BENI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,1,4,1,5
ANCORAIMES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,6,1,6,7
ANZALDO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,1,4,1,5
APOLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,11,6,11,6,17
ARAMPAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,3,2,3,5
ARANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,1,2,1,3
ARBIETO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,9,0,9,0,9
ARQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,13,0,13,13
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,27,0,27,0,27
ATOCHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,5,0,5,0,5
AUCAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,0,4,0,4
AYATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,3,1,3,4
AYO AYO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,5,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,16,10,16,10,26
AZURDUY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,4,4,4,8
BATALLAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,5,4,5,4,9
BAURES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,0,2,0,2
BELEN DE ANDAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
BELEN DE URMIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
BERMEJO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,26,0,26,0,26
BETANZOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,14,4,14,4,18
BOLIVAR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,3,0,3,3
BUENA VISTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,6,0,6,0,6
CABEZAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,11,2,11,2,13
CAIROMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,8,5,8,5,13
"CAIZA ""D""",recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,9,1,9,1,10
CAJUATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,15,1,15,1,16
CALACOTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,2,0,2,2
CALAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,5,4,5,9
CAMARGO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,11,1,11,1,12
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,1,0,1,1
CAMIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,50,1,50,1,51
CAPINOTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,9,0,9,0,9
CAQUIAVIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,7,0,7,7
CARACOLLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,11,3,11,3,14
CARANAVI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,60,2,60,2,62
CARAPARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,3,0,3,0,3
CARIPUYO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,5,0,5,5
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,0,2,0,2
CHACARILLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,38,7,38,7,45
CHAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,3,1,3,1,4
CHARAGUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,8,9,8,9,17
CHARAÑA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,1,1,1,2
CHAYANTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,6,4,6,10
CHIMORE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,1,1,1,2
CHIPAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,2,0,2,2
CHUMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,7,4,7,11
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,11,2,11,2,13
CKOCHAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,7,2,7,9
CLIZA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,19,0,19,0,19
COBIJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,34,1,34,1,35
COCAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,12,9,12,9,21
COCHABAMBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,781,1,781,1,782
COIPASA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
COLCAPIRHUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,30,0,30,0,30
"COLCHA ""K""",recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,3,0,3,3
COLLANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,4,2,4,6
COLOMI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,16,0,16,0,16
COLPA BELGICA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
COLQUECHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,6,7,6,7,13
COLQUENCHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,7,1,7,1,8
COLQUIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,6,6,6,6,12
COMARAPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,10,1,10,1,11
CONCEPCION,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,33,0,33,0,33
COPACABANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,8,2,8,2,10
CORIPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,0,4,0,4
CORO CORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,2,0,2,2
COROICO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,20,2,20,2,22
CORQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,3,2,3,5
COTAGAITA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,8,1,8,1,9
COTOCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,63,7,63,7,70
CUATRO CAÑADAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,21,0,21,0,21
CUCHUMUELA (V. G. VILLARROEL),recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
CUEVO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,0,2,0,2
CULPINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,3,10,3,10,13
CURAHUARA DE CARANGAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,1,1,1,2
CURVA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,2,0,2,2
DESAGUADERO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,2,2,2,4
EL ALTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,633,20,633,20,653
EL PUENTE(STC),recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,3,0,3,0,3
EL PUENTE(TJA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,1,4,1,5
EL TORNO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,30,2,30,2,32
EL VILLAR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,0,2,0,2
ENTRE RIOS TRJ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,6,0,6,0,6
ENTRE RIOS CBBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,19,0,19,0,19
ESCOMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,2,4,2,6
EUCALIPTUS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
FERNANDEZ ALONSO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,0,2,0,2
FILADELFIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,2,1,2,3
GAIOC JATUN AYLLU YURA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,2,4,2,6
GENERAL SAAVEDRA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,0,2,0,2
GIA-TIM,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,0,9,0,9,9
GUANAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,17,0,17,0,17
GUAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,3,4,3,7
GUAYARAMERIN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,37,1,37,1,38
GUTIERREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,9,2,9,2,11
HUACARAJE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,0,4,0,4
HUACARETA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,5,0,5,0,5
HUANUNI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,17,0,17,0,17
HUARINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,3,3,3,3,6
HUATAJATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
HUAYLLAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
HUMANATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,4,1,4,5
ICHOCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,3,1,3,4
ICLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,0,2,0,2
INCAHUASI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,9,2,9,11
INGAVI (HUMAITA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
INQUISIVI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,8,2,8,10
IRUPANA (VILLA DE LANZA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,5,5,5,5,10
IXIAMAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,7,2,7,2,9
JESUS DE MACHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,7,2,7,2,9
LA ASUNTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,49,1,49,1,50
LA GUARDIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,78,0,78,0,78
LA PAZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,687,1,687,1,688
LAGUNILLAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,0,4,0,4
LAJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,6,4,6,10
LICOMA PAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,1,2,1,3
LLALLAGUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,56,5,56,5,61
LLICA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,1,1,1,2
LURIBAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,4,0,4,0,4
MACHARETI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,0,2,0,2
MAGDALENA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,2,1,2,1,3
MAIRANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,16,0,16,0,16
MALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,1,0,1,0,1
MAPIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,9,1,9,1,10
MINEROS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-11-01,5,0,5,0,5
