,group,variable,month,2. NACIDOS VIVOS EN MUJERES DE 15 A 49 AÑOS CON 4 CPN SERV/DOM,2. NACIDOS VIVOS EN MUJERES DE 15 A 49 AÑOS CON 4 CPN SERV/DOM,TOTALES,TOTALES,TOTALES
CALAMARCA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,6,2,6,8
CAMARGO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,18,2,18,2,20
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
CAMIRI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,26,0,26,0,26
CAPINOTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,12,0,12,0,12
CAQUIAVIRI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,2,1,2,3
CARACOLLO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,8,2,8,2,10
CARANAVI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,52,1,52,1,53
CARAPARI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,8,0,8,0,8
CARIPUYO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,1,1,1,2
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,36,6,36,6,42
CHAQUI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,3,3,3,6
CHARAGUA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,20,11,20,11,31
CHARAÑA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,2,0,2,2
CHAYANTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,4,2,4,6
CHIMORE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,3,2,3,5
CHIPAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,12,0,12,0,12
CHUMA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,4,1,4,5
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,0,3,0,3
CKOCHAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,6,3,6,9
CLIZA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,30,0,30,0,30
COBIJA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,55,1,55,1,56
COCAPATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,7,3,7,3,10
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,556,1,556,1,557
COLCAPIRHUA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,9,0,9,0,9
"COLCHA ""K""",recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,2,3,2,5
COLLANA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,1,2,1,3
COLOMI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,5,0,5,0,5
COLPA BELGICA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
COLQUECHACA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,12,7,12,7,19
COLQUENCHA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,4,3,4,7
COLQUIRI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,7,5,7,5,12
COMARAPA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,17,2,17,2,19
CONCEPCION,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,33,0,33,0,33
COPACABANA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,2,0,2,2
CORIPATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,12,2,12,2,14
CORO CORO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,2,0,2,2
COROICO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,19,2,19,2,21
CORQUE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
COTAGAITA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,10,2,10,2,12
COTOCA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,61,4,61,4,65
CUATRO CAÑADAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,19,0,19,0,19
CUEVO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
CULPINA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,10,4,10,4,14
CURAHUARA DE CARANGAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
CURVA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,2,0,2,2
DESAGUADERO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,1,2,1,3
EL ALTO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,403,12,403,12,415
EL CHORO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
EL PUENTE(STC),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
EL PUENTE(TJA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
EL TORNO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,58,0,58,0,58
ENTRE RIOS TRJ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,8,1,8,1,9
ENTRE RIOS CBBA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,18,0,18,0,18
ESCOMA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,0,4,0,4
EUCALIPTUS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,3,0,3,3
FERNANDEZ ALONSO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,0,4,0,4
FILADELFIA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
GAIOC JATUN AYLLU YURA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,6,1,6,7
GUANAY,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,13,0,13,0,13
GUAQUI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,1,2,1,3
GUAYARAMERIN,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,44,0,44,0,44
HUACARETA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,1,1,1,2
HUANUNI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,11,0,11,0,11
HUMANATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,2,0,2,2
ICHOCA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,3,1,3,4
ICLA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,3,2,3,5
INCAHUASI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,10,4,10,14
INQUISIVI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,7,2,7,9
IRUPANA (VILLA DE LANZA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,6,2,6,8
IXIAMAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,6,2,6,2,8
JESUS DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,6,2,6,2,8
LA ASUNTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,24,5,24,5,29
LA GUARDIA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,45,0,45,0,45
LA PAZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,539,1,539,1,540
LAJA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,8,9,8,9,17
LAS CARRERAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
LICOMA PAMPA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
LLALLAGUA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,62,4,62,4,66
LLICA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
LORETO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
LURIBAY,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
MACHACAMARCA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
MAGDALENA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,13,0,13,0,13
MAIRANA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,6,0,6,0,6
MALLA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,1,0,1,1
MAPIRI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,18,0,18,0,18
MECAPACA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,1,2,1,3
MINEROS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,5,0,5,0,5
MIZQUE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,24,0,24,0,24
MOCOMOCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,3,1,3,4
MOJINETE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,1,2,1,3
MOJOCOYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
MONTEAGUDO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,21,0,21,0,21
MONTERO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,27,0,27,0,27
MOROCHATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,1,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,1,1,1,2
OCURI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,7,3,7,10
OMEREQUE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,5,1,5,1,6
ORURO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,377,3,377,3,380
PADCAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,0,4,0,4
PADILLA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,19,0,19,0,19
PAILON,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,0,4,0,4
PALCA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,7,1,7,8
PALOS BLANCOS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,16,8,16,8,24
PAMPA AULLAGAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,2,0,2,2
PAMPA GRANDE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,0,3,0,3
PASORAPA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
PATACAMAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,30,3,30,3,33
PAZÑA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
PELECHUCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,6,2,6,8
POCOATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,8,6,8,6,14
POCONA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,6,1,6,1,7
POJO (CBBA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,8,0,8,0,8
PORCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,6,2,6,2,8
POROMA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,7,6,7,6,13
PORONGO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
PORTACHUELO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,15,0,15,0,15
POTOSI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,171,2,171,2,173
PRESTO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,3,2,3,5
PUCARANI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,12,4,12,16
PUERTO ACOSTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,1,0,1,1
PUERTO CARABUCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,2,1,2,3
PUERTO GONZALO MORENO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,0,3,0,3
PUERTO PEREZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,4,2,4,6
PUERTO QUIJARRO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,17,0,17,0,17
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,96,4,96,4,100
PUNA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,6,1,6,1,7
PUNATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,62,1,62,1,63
QUIABAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
QUILLACOLLO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,96,1,96,1,97
QUIME,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,0,4,0,4
RAVELO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,2,0,2,2
REYES,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,10,1,10,1,11
RIBERALTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,204,0,204,0,204
ROBORE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,11,0,11,0,11
RURRENABAQUE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,9,0,9,0,9
SABAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,1,0,1,1
SACABA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,108,2,108,2,110
SACABAMBA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,1,1,1,2
SACACA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,9,6,9,6,15
SAIPINA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
SAMAIPATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,7,0,7,0,7
SAN AGUSTIN,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,6,1,6,1,7
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,28,16,28,16,44
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,16,2,16,2,18
SAN CARLOS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,12,0,12,0,12
SAN IGNACIO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,17,1,17,1,18
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,96,5,96,5,101
SAN JAVIER(STC),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,16,0,16,0,16
SAN JOAQUIN,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,20,0,20,0,20
SAN JULIAN,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,69,0,69,0,69
SAN LORENZO(PND),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,0,4,0,4
SAN LORENZO(TJA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,3,0,3,0,3
SAN LUCAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,24,8,24,8,32
SAN MATIAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,9,3,9,3,12
SAN MIGUEL DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,2,3,2,3,5
SAN PABLO DE LIPEZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
SAN PEDRO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,5,0,5,0,5
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,6,10,6,10,16
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,1,0,1,1
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,8,3,8,3,11
SAN PEDRO(PND),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,0,2,0,2,2
SAN RAFAEL,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,1,0,1,0,1
SAN RAMON BENI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,0,4,0,4
SAN RAMON SCZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-10-01,4,0,4,0,4
