,group,variable,month,6. NACIDOS VIVOS ATENDIDOS POR PERSONAL DE SALUD SERV/DOM,6. NACIDOS VIVOS ATENDIDOS POR PERSONAL DE SALUD SERV/DOM,TOTALES,TOTALES,TOTALES
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,4,0,4,4
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,4,13,4,13,17
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,1,0,1,0,1
SAN RAFAEL,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,3,2,3,2,5
SAN RAMON BENI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,3,0,3,0,3
SAN RAMON SCZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,6,0,6,0,6
SANTA ANA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,17,0,17,0,17
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,1455,0,1455,0,1455
SANTA ROSA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,8,0,8,0,8
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,5,0,5,0,5
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,1,0,1,1
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,3,2,3,5
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,1,2,1,2,3
SANTIVAÑES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,1,0,1,1
SAPAHAQUI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,5,2,5,7
SENA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,4,2,4,2,6
SHINAOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,30,2,30,2,32
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,4,2,4,2,6
SICAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,1,0,1,0,1
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,32,0,32,0,32
SOPACHUY,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,5,0,5,0,5
SORACACHI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,3,2,3,5
SORATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,9,9,9,9,18
SUCRE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,372,0,372,0,372
TACACOMA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,3,0,3,0,3
TACOBAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,4,0,4,4
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,2,0,2,2
TAHUA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,1,0,1,1
TAPACARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,23,2,23,25
TARABUCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,2,0,2,2
TARACO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,3,1,3,1,4
TARATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,6,0,6,0,6
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,277,0,277,0,277
TARVITA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,9,1,9,1,10
TIAHUANACU,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,0,2,0,2
TINGUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,9,0,9,9
TIQUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,43,2,43,2,45
TIRAQUE (CBBA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,11,0,11,0,11
TOCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,1,0,1,0,1
TOLATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,0,2,0,2
TOLEDO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,0,2,0,2
TOMAVE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,1,2,1,3
TOMINA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,6,0,6,0,6
TORO TORO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,8,2,8,10
TOTORA(CBBA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,18,1,18,1,19
TOTORA(ORR),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,1,0,1,1
TRINIDAD,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,15,0,15,0,15
TUPIZA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,55,1,55,1,56
UMALA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,2,0,2,2
UNCIA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,19,2,19,2,21
URIONDO (A. CONCEPCION),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,0,2,0,2
URUBICHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,6,0,6,0,6
UYUNI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,35,1,35,1,36
VALLEGRANDE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,25,0,25,0,25
VIACHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,13,3,13,3,16
VILA VILA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,2,2,2,4
VILLA CHARCAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,7,4,7,4,11
VILLA MONTES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,45,0,45,0,45
VILLA NUEVA (LOMA ALTA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,1,2,1,3
VILLA SERRANO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,4,0,4,0,4
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,78,11,78,11,89
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,3,2,3,2,5
VINTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,59,0,59,0,59
VITICHI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,4,4,4,4,8
WALDO BALLIVIAN,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,1,1,1,1,2
WARNES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,69,0,69,0,69
YACUIBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,27,0,27,0,27
YAMPARAEZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,3,0,3,0,3
YANACACHI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,0,2,0,2
YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,54,0,54,0,54
YOCALLA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,1,0,1,0,1
YOTALA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,3,0,3,0,3
YUNCHARA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,2,1,2,1,3
ZUDAÑEZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-11-01,0,2,0,2,2
ACACIO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,1,1,1,2
ACHACACHI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,2,11,2,11,13
ACHOCALLA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,6,0,6,0,6
AIQUILE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,1,0,1,1
ALALAY,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,0,1,0,1
ALCALA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,0,1,0,1
ALTO BENI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,8,1,8,1,9
ANCORAIMES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,4,0,4,4
ANDAMARCA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,2,0,2,0,2
APOLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,16,5,16,5,21
ARAMPAMPA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,2,1,2,1,3
ARANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,0,1,0,1
ARQUE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,6,1,6,7
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,34,0,34,0,34
ATOCHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,3,0,3,0,3
AUCAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,2,0,2,2
AYATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,2,1,2,1,3
AYO AYO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,11,6,11,6,17
AZURDUY,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,5,4,5,4,9
BATALLAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,6,4,6,4,10
BELLA FLOR,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,0,1,0,1
BETANZOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,13,7,13,7,20
BOLIVAR,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,1,0,1,1
BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,3,0,3,0,3
CAIROMA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,4,3,4,3,7
CAJUATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,8,2,8,2,10
CAMARGO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,14,1,14,1,15
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,2,0,2,2
CAPINOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,6,1,6,1,7
CAQUIAVIRI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,1,1,1,2
CARACOLLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,11,2,11,2,13
CARANAVI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,61,1,61,1,62
CARAPARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,5,0,5,0,5
CARIPUYO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,3,3,3,3,6
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,2,0,2,0,2
CATACORA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,2,0,2,2
CHACARILLA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,24,2,24,2,26
CHAQUI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,3,0,3,0,3
CHARAGUA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,8,5,8,5,13
CHAYANTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,2,7,2,7,9
CHIMORE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,14,3,14,3,17
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,21,1,21,1,22
CHUMA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,5,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,2,1,2,1,3
CKOCHAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,5,6,5,6,11
CLIZA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,17,0,17,0,17
COBIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,22,0,22,0,22
COCAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,13,10,13,10,23
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,805,0,805,0,805
COLCAPIRHUA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,5,0,5,0,5
"COLCHA ""K""",recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,4,0,4,0,4
COLOMI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,7,0,7,0,7
COLPA BELGICA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,5,0,5,0,5
COLQUECHACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,14,8,14,8,22
COLQUENCHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,4,0,4,0,4
COLQUIRI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,5,5,5,5,10
COMANCHE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,1,0,1,1
CONCEPCION,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,18,0,18,0,18
COPACABANA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,4,2,4,2,6
CORIPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,5,0,5,0,5
CORO CORO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,4,4,4,4,8
COROICO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,16,4,16,4,20
COTAGAITA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,11,0,11,0,11
COTOCA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,62,5,62,5,67
CUEVO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,1,0,1,1
CULPINA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,19,2,19,2,21
CURAHUARA DE CARANGAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,3,1,3,1,4
CURVA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,1,0,1,0,1
EL ALTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,603,15,603,15,618
EL CHORO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,0,1,0,1,1
EL PUENTE(STC),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,4,0,4,0,4
EL PUENTE(TJA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,5,0,5,0,5
EL TORNO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-12-01,19,0,19,0,19
