,group,variable,month,HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,8,8,16
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,30,58,88
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,253,366,619
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,0,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,1,3
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,6,14,20
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,11,11
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,9,14
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,5,9
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,8,13
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,6,3,9
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,6,8
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,19,37,56
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,5,8
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,9,9
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,6,14,20
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,294,334,628
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,6,5,11
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,10,10,20
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,2,4
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,7,13,20
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
EUREKA (SANTOS MERCADO),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,7,9
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,7,17,24
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,5,9
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,12,2,14
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,30,35
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,9,13,22
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,6,8
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,3,4
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,0,3
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,14,19,33
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,854,1435,2289
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,12,17
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,3,7
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,14,18
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,8,10,18
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,9,10
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,3,7
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,4,7
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,7,4,11
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,4,7
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,8,24,32
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,70,98,168
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,2,5
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,278,425,703
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,7,8,15
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,10,5,15
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,4,8
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,2,3
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,10,13,23
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,62,84,146
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,58,78,136
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,3,8
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,1,5
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,9,11
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,3,6
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,2,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,20,16,36
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,2,7
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,12,14
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,6,8,14
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,13,22,35
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,8,6,14
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,15,7,22
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,7,12,19
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,6,14,20
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,24,31,55
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,0,3
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,16,9,25
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,2,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,7,9,16
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,15,27,42
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,17,22,39
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,7,11
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,7,14,21
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,9,22,31
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,78,95,173
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,3,5
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,6,17,23
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,5,13,18
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,6,8
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,1,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,9,8,17
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,1,1
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,6,9,15
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,0,2,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,3,1,4
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,4,2,6
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1044,1840,2884
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,12,8,20
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,1,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,1,2,3
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2011-11-01,2,0,2
