,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,11,14,25
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,16,22
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,32,34,66
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,16,28,44
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,3,4
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,10,10
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,11,17
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,11,19,30
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,28,44,72
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,33,40,73
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,6,9
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,4,4
CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,5,7
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,7,7
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,5,6
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,5,7
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,12,15
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,3,3
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,3,5
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,15,19
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,9,23,32
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,1,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,2,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,20,28
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,119,336,455
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,0,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,6,6
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,5,6
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,13,26,39
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,1,1
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,7,14,21
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,2,5
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,5,10,15
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,1,7
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,16,24
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,13,11,24
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,15,9,24
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,4,5
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,13,21,34
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,62,123,185
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,7,9
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,2,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,8,10
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,9,11
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,2,4
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,6,9
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,7,15,22
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,7,11,18
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,5,7
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,22,30
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,15,18,33
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,4,5
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,3,11
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,4,8
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,1,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,13,11,24
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,3,5
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,10,14
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,5,11,16
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,18,26,44
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,144,327,471
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,4,4
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,10,10,20
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,8,12
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,8,9
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,11,24,35
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,19,27
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,16,45,61
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,5,5,10
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,127,264,391
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,5,10,15
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,21,20,41
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,30,30,60
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,12,15
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,23,18,41
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,15,23
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,30,61,91
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,6,9
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,1,3
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,18,32,50
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,13,16,29
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,6,8
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,8,12
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,19,17,36
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,9,17
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,5,5,10
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,7,9
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,3,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,22,28,50
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,11,26,37
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,9,17
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,5,6
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,5,6
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,7,13
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,22,15,37
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,10,13,23
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,11,17
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,11,8,19
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,4,5
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,5,7
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,3,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,10,14
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,3,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,35,49,84
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,5,20,25
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,41,36,77
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,23,27
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,0,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,20,64,84
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,21,28,49
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,10,11
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,9,3,12
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,5,0,5
SAN PEDRO(PND),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,163,423,586
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,10,18
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,14,0,14
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,5,7
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,13,8,21
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,1,1
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,9,24,33
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,1,3
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,18,26
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,1,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,6,10
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,608,827,1435
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,0,1
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,16,22
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,5,5
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,93,57,150
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,13,21,34
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,17,20
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,10,12,22
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,3,3
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,0,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,8,8
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,3,5
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,8,8,16
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,13,19
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,2,2
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,1,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,16,19
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,124,35,159
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,6,6
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,4,3,7
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,3,5
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,1,6,7
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,6,12
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,32,43,75
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,3,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,0,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,21,35,56
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,5,12,17
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,0,3
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,2,2,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,3,11,14
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,6,9,15
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-12-01,10,7,17
