,group,variable,month,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
TARABUCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,7,29,36
TARATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,3,3
TARIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,50,175,225
TARVITA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,15,60,75
TEOPONTE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,6,8
TINGUIPAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,4,4
TIPUANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,15,26,41
TOCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,9,10
TOLATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,10,13,23
TOLEDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,14,18
TOMAVE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,45,45
TOMINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,13,13
TOTORA(CBBA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,57,57
TOTORA(ORR),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,7,9
TRINIDAD,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,45,128,173
TUPIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,14,14
UNCIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,17,18
URIONDO (A. CONCEPCION),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,3,4
URUBICHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,44,53,97
VALLEGRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,3,65,68
VIACHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,16,37,53
VILLA CHARCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,33,33
VILLA MONTES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,46,46
VILLA SERRANO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,8,9
VILLA TUNARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,13,686,699
VILLA VACA GUZMAN (MUYUPAMPA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,17,17
VILLAZON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,20,211,231
VITICHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,0,9,9
WARNES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,11,164,175
YACUIBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,5,70,75
YAMPARAEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,3,20,23
YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,5,34,39
YOTALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,1,13,14
YUNCHARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,4,18,22
ZUDAÑEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-11-01,2,20,22
ACHACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,7,81,88
AIQUILE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,9,11
ALCALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,5,9,14
ANCORAIMES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,11,11
APOLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,18,30,48
ASCENCION DE GUARAYOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,42,73,115
AYATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,8,8
BERMEJO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,104,104
BETANZOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,32,32
BOLPEBRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,4,8
CABEZAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,31,86,117
"CAIZA ""D""",vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,24,24
CAMARGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,41,41
CAMATAQUI (C. VILLA ABECIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,8,9
CAMIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,7,11
CAPINOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,3,3,6
CARACOLLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,17,17
CARANAVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,27,43,70
CARAPARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,37,41,78
CARMEN RIVERO TORREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,14,10,24
CHALLAPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,10,7,17
CHIMORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,5,9
CHIPAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,6,46,52
CHUQUIHUTA AYLLU JUCUMANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,3,11,14
COBIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,18,329,347
COCHABAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,46,571,617
COIPASA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,4,4
COLCAPIRHUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,0,1
COLPA BELGICA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,0,1
COMARAPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,2,4
CORO CORO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,12,13
COROICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,6,2,8
COTOCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,31,126,157
CUEVO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,3,3
CULPINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,5,35,40
DESAGUADERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,14,18
EL ALTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,269,1669,1938
EL PUENTE(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,24,71,95
EL PUENTE(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,1,1
EL TORNO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,24,274,298
EL VILLAR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,3,4
ENTRE RIOS TRJ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,1,3
ENTRE RIOS CBBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,3,5
ESCOMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,8,8
EUREKA (SANTOS MERCADO),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,5,5
FERNANDEZ ALONSO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,19,21
FILADELFIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,12,14
GENERAL SAAVEDRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,41,42
GRAL. J.J. PEREZ (CHARAZANI),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,21,13,34
GUAQUI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,5,24,29
GUAYARAMERIN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,259,311,570
HUACARETA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,8,8
HUACAYA (VILLA DE HUACAYA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,1,1
HUACHACALLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,3,4
HUANUNI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,90,92
HUARINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,7,7
ICLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,8,8
INCAHUASI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,20,20
LA ASUNTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,20,78,98
LA GUARDIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,13,191,204
LA PAZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,248,1142,1390
LAS CARRERAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,3,3
LLALLAGUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,5,5
MACHACAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,104,0,104
MACHARETI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,96,56,152
MAIRANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,22,22
MINEROS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,53,55
MIZQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,12,25,37
MOJOCOYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,4,4
MONTEAGUDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,21,74,95
MONTERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,13,321,334
NUEVO MANOA (NUEVA ESPERANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,6,6
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,46,518,564
PADCAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,26,26
PADILLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,12,14
PAILON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,5,89,94
PALOS BLANCOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,0,1
PAMPA GRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,22,22
PATACAMAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,20,67,87
POCOATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,10,10
POCONA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,1,1
POROMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,8,10
PORONGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,19,19
PORVENIR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,15,15
POTOSI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,211,200,411
PRESTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,0,1
PUCARANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,6,11,17
PUERTO GONZALO MORENO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,5,9
PUERTO QUIJARRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,13,10,23
PUERTO RICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,6,20,26
PUERTO SUAREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,60,60
PUERTO VILLARROEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,22,316,338
PUNATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,3,97,100
REYES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,9,9
RIBERALTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,13,502,515
ROBORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,3,37,40
RURRENABAQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,2,42,44
SACABA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,108,664,772
SACACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,18,19
SALINAS DE GARCI MENDOZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,42,35,77
SAMAIPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,12,16
SAN ANTONIO DE LOMERIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,1,1
SAN BENITO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,3,46,49
SAN CARLOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,8,9
SAN IGNACIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,21,25
SAN IGNACIO DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,12,127,139
SAN JAVIER(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,31,32
SAN JOSE DE CHIQUITOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,83,101,184
SAN JUAN DE YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,1,2
SAN JULIAN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,91,95
SAN LORENZO(PND),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,1,1
SAN LORENZO(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,30,30
SAN LUCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,7,44,51
SAN MATIAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,17,18
SAN MIGUEL DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,0,1
SAN PEDRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,6,21,27
SAN RAFAEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,20,21
SANTA ANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,4,35,39
SANTA CRUZ DE LA SIERRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,151,2223,2374
SANTA ROSA DEL SARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,28,28
SENA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,9,9
SHINAOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,19,46,65
SIPE SIPE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,42,43
SOPACHUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,9,16,25
SORACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,1,3,4
SUCRE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,153,804,957
TACOBAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,25,25
TACOPAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,1,1
TAPACARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-12-01,0,4,4
