,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,14,0,14,0,14
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,5,0,5,0,5
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,43,1,43,1,44
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,0,13,0,13
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,22,19,22,19,41
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,0,6,0,6
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,18,6,18,6,24
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,36,0,36,0,36
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,0,1,0,1,1
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,42,1,42,1,43
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,12,0,12,0,12
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,23,0,23,0,23
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,1,6,1,7
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,21,1,21,1,22
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,2,7,2,9
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,25,5,25,5,30
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,112,1,112,1,113
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,33,0,33,0,33
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,0,6,0,6
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,14,8,14,8,22
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,0,7,0,7
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1814,5,1814,5,1819
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,1,3,1,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,30,0,30,0,30
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,20,0,20,0,20
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,103,0,103,0,103
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,33,4,33,4,37
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,91,0,91,0,91
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,24,2,24,2,26
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,0,6,0,6
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,1,3,1,4
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,31,0,31,0,31
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,16,0,16,0,16
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,20,3,20,3,23
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,9,2,9,2,11
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,22,0,22,0,22
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,0,7,0,7
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,105,2,105,2,107
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,22,1,22,1,23
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,4,13,4,17
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,0,4,0,4
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,82,0,82,0,82
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,0,6,0,6
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,0,4,0,4
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,4,2,4,6
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,9,0,9,0,9
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,13,13,13,26
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,2,10,2,12
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,2,10,2,12
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,16,0,16,0,16
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,16,0,16,0,16
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,54,0,54,0,54
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,157,0,157,0,157
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1446,5,1446,5,1451
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,0,10,0,10
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,21,0,21,0,21
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,69,3,69,3,72
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,1,4,1,5
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,7,4,7,11
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,9,2,9,2,11
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,0,6,0,6
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,40,7,40,7,47
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,30,0,30,0,30
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,3,1,3,4
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,30,1,30,1,31
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,11,0,11,0,11
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,60,0,60,0,60
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,33,2,33,2,35
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,16,1,16,1,17
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,0,13,0,13
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,55,10,55,10,65
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,243,0,243,0,243
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,1,4,1,5
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,11,6,11,6,17
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,1,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,18,5,18,5,23
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,25,5,25,5,30
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,15,0,15,0,15
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,948,0,948,0,948
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,20,2,20,2,22
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,32,4,32,4,36
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,71,0,71,0,71
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,16,2,16,2,18
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,65,1,65,1,66
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,5,0,5,0,5
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,21,0,21,0,21
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,5,3,5,3,8
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,2,4,2,6
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,40,1,40,1,41
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,2,4,2,6
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,0,7,0,7
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,17,6,17,6,23
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,15,1,15,1,16
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,35,0,35,0,35
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,1,1,1,2
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,20,1,20,1,21
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,16,7,16,7,23
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,1,13,1,14
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,44,0,44,0,44
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,8,0,8,0,8
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,1,2,1,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,484,3,484,3,487
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,7,3,7,10
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,1,2,1,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,31,0,31,0,31
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,0,7,0,7
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,9,4,9,4,13
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,10,2,10,2,12
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,1,2,1,3
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,27,1,27,1,28
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,30,3,30,3,33
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,43,1,43,1,44
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,147,0,147,0,147
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,28,1,28,1,29
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,47,3,47,3,50
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,0,7,0,7
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,195,3,195,3,198
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,14,0,14,0,14
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,25,7,25,7,32
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,22,5,22,5,27
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,306,3,306,3,309
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,30,0,30,0,30
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,36,9,36,9,45
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,307,1,307,1,308
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,5,1,5,1,6
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,30,2,30,2,32
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,17,2,17,2,19
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,12,1,12,1,13
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,19,0,19,0,19
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,22,3,22,3,25
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,1,2,1,3
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,25,2,25,2,27
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,75,8,75,8,83
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,30,0,30,0,30
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,41,0,41,0,41
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,837,0,837,0,837
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,131,14,131,14,145
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,5,5,5,5,10
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,26,0,26,0,26
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,4,6,4,10
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,26,0,26,0,26
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,0,13,0,13
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,137,7,137,7,144
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,6,6,6,12
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,21,5,21,5,26
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,46,22,46,22,68
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,27,0,27,0,27
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,18,4,18,4,22
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,29,0,29,0,29
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,16,5,16,5,21
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,1,7,1,8
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,0,7,0,7
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,26,0,26,0,26
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,37,0,37,0,37
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3432,4,3432,4,3436
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,22,0,22,0,22
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,39,1,39,1,40
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,2,1,2,3
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,1,4,1,5
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,5,0,5,0,5
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,8,0,8,0,8
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,4,13,4,17
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,83,0,83,0,83
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,19,1,19,1,20
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,0,4,0,4
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,80,0,80,0,80
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,9,2,9,2,11
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,3,6,3,9
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,25,8,25,8,33
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,718,2,718,2,720
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,2,0,2,0,2
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,0,13,0,13
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,7,3,7,3,10
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,9,1,9,1,10
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,0,1,0,1,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,37,2,37,2,39
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,2,13,2,15
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,1,6,1,7
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,19,0,19,0,19
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,534,0,534,0,534
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,22,5,22,5,27
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,8,2,8,2,10
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,12,3,12,3,15
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,15,10,15,10,25
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,21,0,21,0,21
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,120,2,120,2,122
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,20,0,20,0,20
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,3,0,3,0,3
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,13,0,13,0,13
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,4,1,4,1,5
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,9,2,9,2,11
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,14,3,14,3,17
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,14,1,14,1,15
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,32,0,32,0,32
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,6,1,6,1,7
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-11-01,1,0,1,0,1
