,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2010-10-01,9212,52,9212,52,9264
SANTA ROSA,consultas prenatales,repetidas,2010-10-01,48,0,48,0,48
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2010-10-01,150,0,150,0,150
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2010-10-01,15,5,15,5,20
SANTIAGO DE HUARI,consultas prenatales,repetidas,2010-10-01,38,4,38,4,42
SANTIAGO DE HUATA,consultas prenatales,repetidas,2010-10-01,15,3,15,3,18
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2010-10-01,16,3,16,3,19
SANTIVAÑES,consultas prenatales,repetidas,2010-10-01,24,0,24,0,24
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2010-10-01,9,6,9,6,15
SAPAHAQUI,consultas prenatales,repetidas,2010-10-01,19,2,19,2,21
SENA,consultas prenatales,repetidas,2010-10-01,23,0,23,0,23
SHINAOTA,consultas prenatales,repetidas,2010-10-01,301,0,301,0,301
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2010-10-01,68,3,68,3,71
SICAYA,consultas prenatales,repetidas,2010-10-01,12,1,12,1,13
SIPE SIPE,consultas prenatales,repetidas,2010-10-01,245,2,245,2,247
SOPACHUY,consultas prenatales,repetidas,2010-10-01,47,10,47,10,57
SORACACHI,consultas prenatales,repetidas,2010-10-01,40,13,40,13,53
SORATA,consultas prenatales,repetidas,2010-10-01,82,32,82,32,114
SUCRE,consultas prenatales,repetidas,2010-10-01,3302,35,3302,35,3337
TACACHI,consultas prenatales,repetidas,2010-10-01,3,0,3,0,3
TACACOMA,consultas prenatales,repetidas,2010-10-01,43,4,43,4,47
TACOBAMBA,consultas prenatales,repetidas,2010-10-01,18,13,18,13,31
TACOPAYA,consultas prenatales,repetidas,2010-10-01,47,3,47,3,50
TAHUA,consultas prenatales,repetidas,2010-10-01,3,1,3,1,4
TAPACARI,consultas prenatales,repetidas,2010-10-01,97,31,97,31,128
TARABUCO,consultas prenatales,repetidas,2010-10-01,105,27,105,27,132
TARACO,consultas prenatales,repetidas,2010-10-01,6,0,6,0,6
TARATA,consultas prenatales,repetidas,2010-10-01,50,0,50,0,50
TARIJA,consultas prenatales,repetidas,2010-10-01,2027,2,2027,2,2029
TARVITA,consultas prenatales,repetidas,2010-10-01,82,29,82,29,111
TEOPONTE,consultas prenatales,repetidas,2010-10-01,20,8,20,8,28
TIAWANACU,consultas prenatales,repetidas,2010-10-01,65,19,65,19,84
TINGUIPAYA,consultas prenatales,repetidas,2010-10-01,64,12,64,12,76
TIPUANI,consultas prenatales,repetidas,2010-10-01,81,1,81,1,82
TIQUIPAYA,consultas prenatales,repetidas,2010-10-01,545,2,545,2,547
TIRAQUE (CBBA),consultas prenatales,repetidas,2010-10-01,83,2,83,2,85
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2010-10-01,1,0,1,0,1
TOCO,consultas prenatales,repetidas,2010-10-01,31,0,31,0,31
TODOS SANTOS,consultas prenatales,repetidas,2010-10-01,1,0,1,0,1
TOLATA,consultas prenatales,repetidas,2010-10-01,36,0,36,0,36
TOLEDO,consultas prenatales,repetidas,2010-10-01,10,4,10,4,14
TOMAVE,consultas prenatales,repetidas,2010-10-01,36,14,36,14,50
TOMINA,consultas prenatales,repetidas,2010-10-01,73,4,73,4,77
TORO TORO,consultas prenatales,repetidas,2010-10-01,25,9,25,9,34
TOTORA(CBBA),consultas prenatales,repetidas,2010-10-01,141,6,141,6,147
TOTORA(ORR),consultas prenatales,repetidas,2010-10-01,15,0,15,0,15
TRIGAL,consultas prenatales,repetidas,2010-10-01,11,2,11,2,13
TRINIDAD,consultas prenatales,repetidas,2010-10-01,1119,3,1119,3,1122
TUPIZA,consultas prenatales,repetidas,2010-10-01,306,12,306,12,318
TURCO,consultas prenatales,repetidas,2010-10-01,12,0,12,0,12
UMALA,consultas prenatales,repetidas,2010-10-01,6,9,6,9,15
UNCIA,consultas prenatales,repetidas,2010-10-01,77,13,77,13,90
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2010-10-01,100,1,100,1,101
URUBICHA,consultas prenatales,repetidas,2010-10-01,62,0,62,0,62
UYUNI,consultas prenatales,repetidas,2010-10-01,200,6,200,6,206
VACAS,consultas prenatales,repetidas,2010-10-01,16,13,16,13,29
VALLEGRANDE,consultas prenatales,repetidas,2010-10-01,125,6,125,6,131
VIACHA,consultas prenatales,repetidas,2010-10-01,327,3,327,3,330
VILA VILA,consultas prenatales,repetidas,2010-10-01,13,6,13,6,19
VILLA CHARCAS,consultas prenatales,repetidas,2010-10-01,79,37,79,37,116
VILLA MONTES,consultas prenatales,repetidas,2010-10-01,304,13,304,13,317
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2010-10-01,23,3,23,3,26
VILLA RIVERO,consultas prenatales,repetidas,2010-10-01,43,4,43,4,47
VILLA SERRANO,consultas prenatales,repetidas,2010-10-01,91,27,91,27,118
VILLA TUNARI,consultas prenatales,repetidas,2010-10-01,599,1,599,1,600
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2010-10-01,42,27,42,27,69
VILLAZON,consultas prenatales,repetidas,2010-10-01,355,12,355,12,367
VINTO,consultas prenatales,repetidas,2010-10-01,302,3,302,3,305
VITICHI,consultas prenatales,repetidas,2010-10-01,47,16,47,16,63
WALDO BALLIVIAN,consultas prenatales,repetidas,2010-10-01,18,1,18,1,19
WARNES,consultas prenatales,repetidas,2010-10-01,596,5,596,5,601
YACO,consultas prenatales,repetidas,2010-10-01,15,7,15,7,22
YACUIBA,consultas prenatales,repetidas,2010-10-01,475,22,475,22,497
YAMPARAEZ,consultas prenatales,repetidas,2010-10-01,36,9,36,9,45
YANACACHI,consultas prenatales,repetidas,2010-10-01,30,0,30,0,30
YAPACANI,consultas prenatales,repetidas,2010-10-01,487,3,487,3,490
YOCALLA,consultas prenatales,repetidas,2010-10-01,24,2,24,2,26
YOTALA,consultas prenatales,repetidas,2010-10-01,54,1,54,1,55
YUNCHARA,consultas prenatales,repetidas,2010-10-01,9,20,9,20,29
YUNGUYO DE LITORAL,consultas prenatales,repetidas,2010-10-01,0,1,0,1,1
ZUDAÑEZ,consultas prenatales,repetidas,2010-10-01,35,7,35,7,42
ACACIO,consultas prenatales,repetidas,2010-11-01,12,1,12,1,13
ACHACACHI,consultas prenatales,repetidas,2010-11-01,234,15,234,15,249
ACHOCALLA,consultas prenatales,repetidas,2010-11-01,62,5,62,5,67
AIQUILE,consultas prenatales,repetidas,2010-11-01,218,1,218,1,219
ALALAY,consultas prenatales,repetidas,2010-11-01,4,7,4,7,11
ALCALA,consultas prenatales,repetidas,2010-11-01,22,1,22,1,23
ALTO BENI,consultas prenatales,repetidas,2010-11-01,48,1,48,1,49
ANCORAIMES,consultas prenatales,repetidas,2010-11-01,40,6,40,6,46
ANDAMARCA,consultas prenatales,repetidas,2010-11-01,4,3,4,3,7
ANTEQUERA,consultas prenatales,repetidas,2010-11-01,8,0,8,0,8
ANZALDO,consultas prenatales,repetidas,2010-11-01,42,8,42,8,50
APOLO,consultas prenatales,repetidas,2010-11-01,125,3,125,3,128
ARAMPAMPA,consultas prenatales,repetidas,2010-11-01,10,8,10,8,18
ARANI,consultas prenatales,repetidas,2010-11-01,112,4,112,4,116
ARBIETO,consultas prenatales,repetidas,2010-11-01,70,16,70,16,86
ARQUE,consultas prenatales,repetidas,2010-11-01,56,2,56,2,58
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2010-11-01,310,5,310,5,315
ATOCHA,consultas prenatales,repetidas,2010-11-01,63,3,63,3,66
AUCAPATA,consultas prenatales,repetidas,2010-11-01,12,0,12,0,12
AYATA,consultas prenatales,repetidas,2010-11-01,20,0,20,0,20
AYO AYO,consultas prenatales,repetidas,2010-11-01,39,0,39,0,39
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2010-11-01,110,31,110,31,141
AZURDUY,consultas prenatales,repetidas,2010-11-01,56,51,56,51,107
BATALLAS,consultas prenatales,repetidas,2010-11-01,68,0,68,0,68
BAURES,consultas prenatales,repetidas,2010-11-01,23,0,23,0,23
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2010-11-01,3,1,3,1,4
BELEN DE URMIRI,consultas prenatales,repetidas,2010-11-01,1,4,1,4,5
BELLA FLOR,consultas prenatales,repetidas,2010-11-01,1,8,1,8,9
BERMEJO,consultas prenatales,repetidas,2010-11-01,338,0,338,0,338
BETANZOS,consultas prenatales,repetidas,2010-11-01,159,32,159,32,191
BOLIVAR,consultas prenatales,repetidas,2010-11-01,24,5,24,5,29
BOLPEBRA,consultas prenatales,repetidas,2010-11-01,8,1,8,1,9
BOYUIBE,consultas prenatales,repetidas,2010-11-01,9,2,9,2,11
BUENA VISTA,consultas prenatales,repetidas,2010-11-01,64,3,64,3,67
CABEZAS,consultas prenatales,repetidas,2010-11-01,131,1,131,1,132
CAIROMA,consultas prenatales,repetidas,2010-11-01,39,6,39,6,45
"CAIZA ""D""",consultas prenatales,repetidas,2010-11-01,55,5,55,5,60
CAJUATA,consultas prenatales,repetidas,2010-11-01,62,7,62,7,69
CALACOTO,consultas prenatales,repetidas,2010-11-01,4,16,4,16,20
CALAMARCA,consultas prenatales,repetidas,2010-11-01,26,7,26,7,33
CAMARGO,consultas prenatales,repetidas,2010-11-01,110,8,110,8,118
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2010-11-01,14,0,14,0,14
CAMIRI,consultas prenatales,repetidas,2010-11-01,376,1,376,1,377
CAPINOTA,consultas prenatales,repetidas,2010-11-01,201,0,201,0,201
CAQUIAVIRI,consultas prenatales,repetidas,2010-11-01,21,8,21,8,29
CARACOLLO,consultas prenatales,repetidas,2010-11-01,91,7,91,7,98
CARANAVI,consultas prenatales,repetidas,2010-11-01,386,13,386,13,399
CARAPARI,consultas prenatales,repetidas,2010-11-01,93,0,93,0,93
CARIPUYO,consultas prenatales,repetidas,2010-11-01,22,29,22,29,51
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2010-11-01,19,2,19,2,21
CATACORA,consultas prenatales,repetidas,2010-11-01,6,0,6,0,6
CHACARILLA,consultas prenatales,repetidas,2010-11-01,2,0,2,0,2
CHALLAPATA,consultas prenatales,repetidas,2010-11-01,263,20,263,20,283
CHAQUI,consultas prenatales,repetidas,2010-11-01,18,4,18,4,22
CHARAGUA,consultas prenatales,repetidas,2010-11-01,214,16,214,16,230
CHARAÑA,consultas prenatales,repetidas,2010-11-01,9,2,9,2,11
CHAYANTA,consultas prenatales,repetidas,2010-11-01,59,8,59,8,67
CHIMORE,consultas prenatales,repetidas,2010-11-01,169,3,169,3,172
CHIPAYA,consultas prenatales,repetidas,2010-11-01,13,0,13,0,13
CHOQUE COTA,consultas prenatales,repetidas,2010-11-01,6,0,6,0,6
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2010-11-01,124,1,124,1,125
CHUMA,consultas prenatales,repetidas,2010-11-01,33,0,33,0,33
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2010-11-01,37,11,37,11,48
CKOCHAS,consultas prenatales,repetidas,2010-11-01,64,12,64,12,76
CLIZA,consultas prenatales,repetidas,2010-11-01,328,4,328,4,332
COBIJA,consultas prenatales,repetidas,2010-11-01,742,0,742,0,742
COCAPATA,consultas prenatales,repetidas,2010-11-01,21,36,21,36,57
COCHABAMBA,consultas prenatales,repetidas,2010-11-01,6750,16,6750,16,6766
COIPASA,consultas prenatales,repetidas,2010-11-01,2,0,2,0,2
COLCAPIRHUA,consultas prenatales,repetidas,2010-11-01,555,1,555,1,556
"COLCHA ""K""",consultas prenatales,repetidas,2010-11-01,30,1,30,1,31
COLLANA,consultas prenatales,repetidas,2010-11-01,6,0,6,0,6
COLOMI,consultas prenatales,repetidas,2010-11-01,107,0,107,0,107
COLPA BELGICA,consultas prenatales,repetidas,2010-11-01,39,0,39,0,39
COLQUECHACA,consultas prenatales,repetidas,2010-11-01,109,59,109,59,168
COLQUENCHA,consultas prenatales,repetidas,2010-11-01,63,1,63,1,64
COLQUIRI,consultas prenatales,repetidas,2010-11-01,32,49,32,49,81
COMANCHE,consultas prenatales,repetidas,2010-11-01,12,1,12,1,13
COMARAPA,consultas prenatales,repetidas,2010-11-01,237,0,237,0,237
COMBAYA,consultas prenatales,repetidas,2010-11-01,0,9,0,9,9
CONCEPCION,consultas prenatales,repetidas,2010-11-01,170,2,170,2,172
COPACABANA,consultas prenatales,repetidas,2010-11-01,62,1,62,1,63
CORIPATA,consultas prenatales,repetidas,2010-11-01,78,0,78,0,78
CORO CORO,consultas prenatales,repetidas,2010-11-01,23,19,23,19,42
COROICO,consultas prenatales,repetidas,2010-11-01,121,0,121,0,121
CORQUE,consultas prenatales,repetidas,2010-11-01,23,4,23,4,27
COTAGAITA,consultas prenatales,repetidas,2010-11-01,106,24,106,24,130
COTOCA,consultas prenatales,repetidas,2010-11-01,436,0,436,0,436
CUATRO CAÑADAS,consultas prenatales,repetidas,2010-11-01,132,5,132,5,137
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2010-11-01,8,0,8,0,8
CUEVO,consultas prenatales,repetidas,2010-11-01,27,2,27,2,29
CULPINA,consultas prenatales,repetidas,2010-11-01,88,21,88,21,109
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2010-11-01,34,0,34,0,34
CURVA,consultas prenatales,repetidas,2010-11-01,5,0,5,0,5
DESAGUADERO,consultas prenatales,repetidas,2010-11-01,36,0,36,0,36
EL ALTO,consultas prenatales,repetidas,2010-11-01,6362,4,6362,4,6366
EL CHORO,consultas prenatales,repetidas,2010-11-01,14,4,14,4,18
EL PUENTE(STC),consultas prenatales,repetidas,2010-11-01,134,0,134,0,134
EL PUENTE(TJA),consultas prenatales,repetidas,2010-11-01,72,3,72,3,75
EL TORNO,consultas prenatales,repetidas,2010-11-01,411,2,411,2,413
EL VILLAR,consultas prenatales,repetidas,2010-11-01,21,0,21,0,21
ENTRE RIOS TRJ,consultas prenatales,repetidas,2010-11-01,132,18,132,18,150
ENTRE RIOS CBBA,consultas prenatales,repetidas,2010-11-01,190,0,190,0,190
ESCOMA,consultas prenatales,repetidas,2010-11-01,41,1,41,1,42
EUCALIPTUS,consultas prenatales,repetidas,2010-11-01,25,0,25,0,25
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2010-11-01,4,4,4,4,8
EXALTACION,consultas prenatales,repetidas,2010-11-01,10,4,10,4,14
FERNANDEZ ALONSO,consultas prenatales,repetidas,2010-11-01,111,0,111,0,111
FILADELFIA,consultas prenatales,repetidas,2010-11-01,16,0,16,0,16
GENERAL SAAVEDRA,consultas prenatales,repetidas,2010-11-01,75,11,75,11,86
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2010-11-01,12,4,12,4,16
GUANAY,consultas prenatales,repetidas,2010-11-01,105,1,105,1,106
GUAQUI,consultas prenatales,repetidas,2010-11-01,25,3,25,3,28
GUAYARAMERIN,consultas prenatales,repetidas,2010-11-01,356,45,356,45,401
GUTIERREZ,consultas prenatales,repetidas,2010-11-01,75,4,75,4,79
HUACARETA,consultas prenatales,repetidas,2010-11-01,53,19,53,19,72
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2010-11-01,14,11,14,11,25
HUACHACALLA,consultas prenatales,repetidas,2010-11-01,3,0,3,0,3
HUANUNI,consultas prenatales,repetidas,2010-11-01,217,0,217,0,217
HUARACAJE,consultas prenatales,repetidas,2010-11-01,19,0,19,0,19
HUARINA,consultas prenatales,repetidas,2010-11-01,16,2,16,2,18
HUAYLLAMARCA,consultas prenatales,repetidas,2010-11-01,12,2,12,2,14
HUMANATA,consultas prenatales,repetidas,2010-11-01,10,3,10,3,13
ICHOCA,consultas prenatales,repetidas,2010-11-01,2,5,2,5,7
ICLA,consultas prenatales,repetidas,2010-11-01,40,15,40,15,55
INCAHUASI,consultas prenatales,repetidas,2010-11-01,73,51,73,51,124
INGAVI (HUMAITA),consultas prenatales,repetidas,2010-11-01,7,0,7,0,7
INQUISIVI,consultas prenatales,repetidas,2010-11-01,24,5,24,5,29
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2010-11-01,76,5,76,5,81
IXIAMAS,consultas prenatales,repetidas,2010-11-01,65,1,65,1,66
JESUS DE MACHACA,consultas prenatales,repetidas,2010-11-01,46,1,46,1,47
LA ASUNTA,consultas prenatales,repetidas,2010-11-01,240,0,240,0,240
LA GUARDIA,consultas prenatales,repetidas,2010-11-01,522,0,522,0,522
LA PAZ,consultas prenatales,repetidas,2010-11-01,7315,12,7315,12,7327
LA RIVERA,consultas prenatales,repetidas,2010-11-01,1,0,1,0,1
LAGUNILLAS,consultas prenatales,repetidas,2010-11-01,29,7,29,7,36
LAJA,consultas prenatales,repetidas,2010-11-01,78,2,78,2,80
LAS CARRERAS,consultas prenatales,repetidas,2010-11-01,10,5,10,5,15
LICOMA PAMPA,consultas prenatales,repetidas,2010-11-01,11,0,11,0,11
LLALLAGUA,consultas prenatales,repetidas,2010-11-01,359,12,359,12,371
LLICA,consultas prenatales,repetidas,2010-11-01,17,2,17,2,19
LORETO,consultas prenatales,repetidas,2010-11-01,8,4,8,4,12
LURIBAY,consultas prenatales,repetidas,2010-11-01,31,8,31,8,39
MACHACAMARCA,consultas prenatales,repetidas,2010-11-01,25,2,25,2,27
MACHARETI,consultas prenatales,repetidas,2010-11-01,75,13,75,13,88
MAGDALENA,consultas prenatales,repetidas,2010-11-01,78,10,78,10,88
MAIRANA,consultas prenatales,repetidas,2010-11-01,111,1,111,1,112
MALLA,consultas prenatales,repetidas,2010-11-01,6,8,6,8,14
MAPIRI,consultas prenatales,repetidas,2010-11-01,127,6,127,6,133
MECAPACA,consultas prenatales,repetidas,2010-11-01,48,0,48,0,48
MINEROS,consultas prenatales,repetidas,2010-11-01,144,0,144,0,144
MIZQUE,consultas prenatales,repetidas,2010-11-01,128,1,128,1,129
MOCOMOCO,consultas prenatales,repetidas,2010-11-01,37,8,37,8,45
MOJINETE,consultas prenatales,repetidas,2010-11-01,1,0,1,0,1
MOJOCOYA,consultas prenatales,repetidas,2010-11-01,47,9,47,9,56
MONTEAGUDO,consultas prenatales,repetidas,2010-11-01,289,19,289,19,308
MONTERO,consultas prenatales,repetidas,2010-11-01,985,1,985,1,986
MORO MORO,consultas prenatales,repetidas,2010-11-01,10,1,10,1,11
MOROCHATA,consultas prenatales,repetidas,2010-11-01,29,24,29,24,53
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2010-11-01,5,9,5,9,14
NAZACARA DE PACAJES,consultas prenatales,repetidas,2010-11-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2010-11-01,11,1,11,1,12
OCURI,consultas prenatales,repetidas,2010-11-01,58,48,58,48,106
OKINAWA,consultas prenatales,repetidas,2010-11-01,93,2,93,2,95
OMEREQUE,consultas prenatales,repetidas,2010-11-01,45,1,45,1,46
ORURO,consultas prenatales,repetidas,2010-11-01,2575,0,2575,0,2575
PADCAYA,consultas prenatales,repetidas,2010-11-01,110,6,110,6,116
PADILLA,consultas prenatales,repetidas,2010-11-01,77,15,77,15,92
PAILON,consultas prenatales,repetidas,2010-11-01,129,3,129,3,132
PALCA,consultas prenatales,repetidas,2010-11-01,29,7,29,7,36
PALOS BLANCOS,consultas prenatales,repetidas,2010-11-01,259,9,259,9,268
PAMPA AULLAGAS,consultas prenatales,repetidas,2010-11-01,18,1,18,1,19
PAMPA GRANDE,consultas prenatales,repetidas,2010-11-01,82,1,82,1,83
PAPEL PAMPA,consultas prenatales,repetidas,2010-11-01,7,3,7,3,10
PASORAPA,consultas prenatales,repetidas,2010-11-01,14,4,14,4,18
PATACAMAYA,consultas prenatales,repetidas,2010-11-01,173,2,173,2,175
PAZÑA,consultas prenatales,repetidas,2010-11-01,31,3,31,3,34
PELECHUCO,consultas prenatales,repetidas,2010-11-01,23,3,23,3,26
POCOATA,consultas prenatales,repetidas,2010-11-01,80,24,80,24,104
POCONA,consultas prenatales,repetidas,2010-11-01,44,8,44,8,52
POJO (CBBA),consultas prenatales,repetidas,2010-11-01,90,0,90,0,90
POOPO,consultas prenatales,repetidas,2010-11-01,3,3,3,3,6
PORCO,consultas prenatales,repetidas,2010-11-01,84,6,84,6,90
POROMA,consultas prenatales,repetidas,2010-11-01,52,35,52,35,87
PORONGO,consultas prenatales,repetidas,2010-11-01,42,13,42,13,55
PORTACHUELO,consultas prenatales,repetidas,2010-11-01,288,0,288,0,288
PORVENIR,consultas prenatales,repetidas,2010-11-01,39,0,39,0,39
POSTRER VALLE,consultas prenatales,repetidas,2010-11-01,9,4,9,4,13
POTOSI,consultas prenatales,repetidas,2010-11-01,1649,0,1649,0,1649
PRESTO,consultas prenatales,repetidas,2010-11-01,10,31,10,31,41
PUCARA,consultas prenatales,repetidas,2010-11-01,8,5,8,5,13
PUCARANI,consultas prenatales,repetidas,2010-11-01,127,3,127,3,130
PUERTO ACOSTA,consultas prenatales,repetidas,2010-11-01,15,2,15,2,17
PUERTO CARABUCO,consultas prenatales,repetidas,2010-11-01,25,10,25,10,35
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2010-11-01,33,7,33,7,40
PUERTO PEREZ,consultas prenatales,repetidas,2010-11-01,13,1,13,1,14
PUERTO QUIJARRO,consultas prenatales,repetidas,2010-11-01,83,2,83,2,85
PUERTO RICO,consultas prenatales,repetidas,2010-11-01,57,4,57,4,61
PUERTO SILES,consultas prenatales,repetidas,2010-11-01,9,0,9,0,9
PUERTO SUAREZ,consultas prenatales,repetidas,2010-11-01,124,1,124,1,125
PUERTO VILLARROEL,consultas prenatales,repetidas,2010-11-01,361,0,361,0,361
PUNA,consultas prenatales,repetidas,2010-11-01,151,8,151,8,159
PUNATA,consultas prenatales,repetidas,2010-11-01,307,7,307,7,314
QUIABAYA,consultas prenatales,repetidas,2010-11-01,6,0,6,0,6
QUILLACOLLO,consultas prenatales,repetidas,2010-11-01,777,16,777,16,793
QUIME,consultas prenatales,repetidas,2010-11-01,61,0,61,0,61
QUIRUSILLAS,consultas prenatales,repetidas,2010-11-01,9,0,9,0,9
RAVELO,consultas prenatales,repetidas,2010-11-01,52,16,52,16,68
REYES,consultas prenatales,repetidas,2010-11-01,83,2,83,2,85
RIBERALTA,consultas prenatales,repetidas,2010-11-01,1056,15,1056,15,1071
ROBORE,consultas prenatales,repetidas,2010-11-01,124,0,124,0,124
RURRENABAQUE,consultas prenatales,repetidas,2010-11-01,184,16,184,16,200
SABAYA,consultas prenatales,repetidas,2010-11-01,11,5,11,5,16
SACABA,consultas prenatales,repetidas,2010-11-01,1231,12,1231,12,1243
SACABAMBA,consultas prenatales,repetidas,2010-11-01,14,3,14,3,17
SACACA,consultas prenatales,repetidas,2010-11-01,128,10,128,10,138
SAIPINA,consultas prenatales,repetidas,2010-11-01,52,0,52,0,52
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2010-11-01,23,14,23,14,37
SAMAIPATA,consultas prenatales,repetidas,2010-11-01,60,1,60,1,61
SAN AGUSTIN,consultas prenatales,repetidas,2010-11-01,6,0,6,0,6
SAN ANDRES,consultas prenatales,repetidas,2010-11-01,54,6,54,6,60
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2010-11-01,11,7,11,7,18
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2010-11-01,5,11,5,11,16
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2010-11-01,23,6,23,6,29
SAN BENITO,consultas prenatales,repetidas,2010-11-01,111,8,111,8,119
SAN BORJA,consultas prenatales,repetidas,2010-11-01,243,8,243,8,251
SAN BUENA VENTURA,consultas prenatales,repetidas,2010-11-01,104,0,104,0,104
SAN CARLOS,consultas prenatales,repetidas,2010-11-01,148,1,148,1,149
SAN IGNACIO,consultas prenatales,repetidas,2010-11-01,209,0,209,0,209
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2010-11-01,728,76,728,76,804
SAN JAVIER(BNI),consultas prenatales,repetidas,2010-11-01,6,2,6,2,8
SAN JAVIER(STC),consultas prenatales,repetidas,2010-11-01,132,0,132,0,132
SAN JOAQUIN,consultas prenatales,repetidas,2010-11-01,36,18,36,18,54
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2010-11-01,109,0,109,0,109
