,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,44,0,44,0,44
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,12,0,12,0,12
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,23,0,23,0,23
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,34,2,34,2,36
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,54,7,54,7,61
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,2,5,2,7
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,8,0,8,0,8
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,22,0,22,0,22
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,0,3,0,3
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,55,3,55,3,58
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,0,1,0,1,1
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,9,1,9,1,10
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,8,3,8,11
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,18,0,18,0,18
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,0,5,0,5
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,0,5,0,5
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,12,0,12,0,12
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,28,9,28,9,37
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,0,2,0,2
SAN PEDRO DE QUEMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,1,0,1,0,1
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,1,0,1,0,1
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,1,0,1,0,1
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,0,5,0,5
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,8,0,8,0,8
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,13,0,13,0,13
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2922,20,2922,20,2942
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,12,0,12,0,12
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,0,3,0,3
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,0,3,0,3
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,1,5,1,6
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,6,5,6,11
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,0,2,0,2,2
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,0,2,0,2
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,1,0,1,0,1
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,9,4,9,4,13
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,5,5,5,10
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,46,0,46,0,46
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,14,1,14,1,15
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,4,0,4,0,4
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,38,1,38,1,39
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,0,2,0,2,2
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,9,7,9,7,16
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,9,4,9,4,13
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,256,3,256,3,259
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,4,0,4,0,4
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,11,0,11,0,11
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,8,0,8,0,8
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,18,4,18,4,22
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,6,0,6,0,6
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,1,3,1,4
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,6,0,6,0,6
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,270,0,270,0,270
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,7,0,7,0,7
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,18,16,18,16,34
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,0,3,0,3
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,66,3,66,3,69
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,16,1,16,1,17
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,8,2,8,2,10
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,0,2,0,2
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,0,2,0,2
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,4,4,4,4,8
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,0,3,0,3
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,6,5,6,11
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,12,3,12,3,15
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,142,1,142,1,143
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,79,2,79,2,81
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,2,3,2,5
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,17,7,17,7,24
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,1,1,1,1,2
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,9,0,9,0,9
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,28,1,28,1,29
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,28,0,28,0,28
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,5,0,5,0,5
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,42,0,42,0,42
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,4,0,4,0,4
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,4,5,4,5,9
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,27,0,27,0,27
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,7,0,7,0,7
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,2,2,2,4
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,113,1,113,1,114
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,0,2,0,2
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,15,5,15,5,20
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,58,0,58,0,58
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,3,3,3,6
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,0,2,0,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,83,1,83,1,84
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,4,4,4,4,8
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,101,5,101,5,106
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,0,3,0,3
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,24,1,24,1,25
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,3,1,3,1,4
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,4,1,4,1,5
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,0,2,0,2
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-11-01,2,0,2,0,2
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,3,1,3,4
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,8,3,8,3,11
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,3,0,3,0,3
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,30,0,30,0,30
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
ALCALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,0,1,0,1,1
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,1,1,1,2
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,4,5,4,5,9
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,1,2,1,3
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,4,0,4,0,4
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,11,2,11,2,13
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,8,2,8,2,10
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,5,6,5,6,11
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,6,0,6,0,6
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,20,0,20,0,20
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,16,0,16,0,16
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,3,0,3,0,3
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,5,0,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,16,2,16,2,18
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,0,9,0,9
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,15,6,15,6,21
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,11,2,11,2,13
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,6,0,6,0,6
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,8,1,8,1,9
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,7,0,7,0,7
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,2,2,2,4
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,14,0,14,0,14
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,39,2,39,2,41
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,20,0,20,0,20
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,3,9,3,12
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,15,4,15,4,19
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,36,4,36,4,40
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,3,0,3,0,3
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,5,7,5,7,12
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,3,0,3,0,3
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,1,1,1,2
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,27,6,27,6,33
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,5,0,5,0,5
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,36,5,36,5,41
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,5,6,5,6,11
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,11,0,11,0,11
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,4,0,4,0,4
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,1,9,1,10
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,5,2,5,2,7
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,3,3,3,3,6
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,17,1,17,1,18
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,37,0,37,0,37
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,14,2,14,16
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1315,18,1315,18,1333
COIPASA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,54,0,54,0,54
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,8,1,8,1,9
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,18,0,18,0,18
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,20,9,20,9,29
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,6,0,6,0,6
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,0,3,0,3,3
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,0,9,0,9
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,6,3,6,3,9
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,17,0,17,0,17
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,7,1,7,1,8
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,17,0,17,0,17
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,1,2,1,3
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,8,1,8,1,9
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,41,0,41,0,41
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,1,9,1,10
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,1,2,1,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1048,0,1048,0,1048
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,1,2,1,3
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,6,1,6,1,7
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,7,0,7,0,7
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,28,0,28,0,28
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,0,9,0,9
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,19,0,19,0,19
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,4,0,4,0,4
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,7,0,7,0,7
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,3,0,3,0,3
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,0,9,0,9
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,6,2,6,2,8
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,8,0,8,0,8
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,0,2,0,2,2
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,76,1,76,1,77
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,3,9,3,12
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,2,2,2,4
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,1,2,1,3
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,9,0,9,0,9
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,2,0,2,0,2
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,5,0,5,0,5
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,1,1,1,2
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,0,1,0,1,1
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,0,8,0,8,8
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1,0,1,0,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,5,4,5,4,9
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,3,0,3,0,3
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,4,0,4,0,4
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,4,0,4,0,4
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,29,0,29,0,29
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,68,0,68,0,68
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,1201,2,1201,2,1203
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,3,0,3,0,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-12-01,13,2,13,2,15
