,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES,TOTALES,TOTALES
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,41,5,41,5,46
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,172,0,172,0,172
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,12,6,12,6,18
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,1,2,1,3
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,20,13,20,13,33
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,30,0,30,0,30
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,4,1,4,1,5
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,494,0,494,0,494
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,20,2,20,2,22
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,20,4,20,4,24
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,40,0,40,0,40
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,10,2,10,2,12
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,67,2,67,2,69
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,15,0,15,0,15
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,0,5,0,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,6,1,6,1,7
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,30,0,30,0,30
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,6,1,6,1,7
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,3,2,3,5
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,19,14,19,14,33
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,9,4,9,4,13
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,11,0,11,0,11
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,7,1,7,1,8
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,22,1,22,1,23
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,19,9,19,9,28
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,10,2,10,2,12
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,34,0,34,0,34
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,13,0,13,0,13
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,0,3,0,3
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,381,0,381,0,381
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,7,6,7,6,13
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,2,3,2,5
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,29,2,29,2,31
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,0,5,0,5
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,6,5,6,5,11
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,0,5,0,5
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,0,5,0,5
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,14,0,14,0,14
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,8,3,8,3,11
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,23,0,23,0,23
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,103,0,103,0,103
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,23,5,23,5,28
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,57,0,57,0,57
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,0,1,0,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,133,2,133,2,135
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,11,0,11,0,11
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,0,3,0,3
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,8,2,8,2,10
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,18,7,18,7,25
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,216,7,216,7,223
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,13,0,13,0,13
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,29,3,29,3,32
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,0,1,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,204,2,204,2,206
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,4,1,4,1,5
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,22,6,22,6,28
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,6,0,6,0,6
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,4,2,4,2,6
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,15,0,15,0,15
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,9,0,9,0,9
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,0,3,0,3,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,8,0,8,0,8
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,16,0,16,0,16
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,63,2,63,2,65
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,16,0,16,0,16
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,28,0,28,0,28
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,47,4,47,4,51
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,95,19,95,19,114
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,22,0,22,0,22
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,22,0,22,0,22
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,21,0,21,0,21
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,39,2,39,2,41
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,8,7,8,7,15
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,25,2,25,2,27
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,56,10,56,10,66
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,15,0,15,0,15
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,18,5,18,5,23
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,28,0,28,0,28
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,19,3,19,3,22
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,2,2,2,4
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,0,3,0,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,11,0,11,0,11
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,15,0,15,0,15
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,41,0,41,0,41
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,37,0,37,0,37
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1537,1,1537,1,1538
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,13,0,13,0,13
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,24,0,24,0,24
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,1,3,1,4
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,9,0,9,0,9
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,1,2,1,3
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,1,2,1,3
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,0,5,0,5
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,23,0,23,0,23
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,16,1,16,1,17
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,0,3,0,3
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,63,1,63,1,64
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,9,2,9,2,11
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,9,0,9,0,9
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,23,13,23,13,36
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,720,6,720,6,726
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,0,1,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,6,0,6,0,6
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,3,3,3,6
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,10,0,10,0,10
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,1,1,1,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,19,5,19,5,24
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,24,15,24,15,39
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,0,3,0,3
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,0,5,0,5
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,288,0,288,0,288
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,14,2,14,2,16
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,1,5,1,6
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,18,8,18,8,26
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,12,6,12,6,18
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,11,0,11,0,11
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,86,0,86,0,86
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,20,0,20,0,20
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
TODOS SANTOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,0,1,0,1
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,14,0,14,0,14
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,4,1,4,1,5
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,4,5,4,5,9
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,11,1,11,1,12
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,10,2,10,2,12
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,36,1,36,1,37
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,230,0,230,0,230
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,70,3,70,3,73
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,4,0,4,0,4
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,1,1,1,2
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,14,4,14,4,18
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,14,0,14,0,14
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,7,0,7,0,7
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,29,1,29,1,30
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,4,3,4,3,7
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,21,1,21,1,22
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,83,0,83,0,83
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,1,1,1,2
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,18,7,18,7,25
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,64,1,64,1,65
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,2,0,2,0,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,14,1,14,1,15
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,18,6,18,6,24
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,111,0,111,0,111
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,13,7,13,7,20
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,68,2,68,2,70
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,51,0,51,0,51
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,8,4,8,4,12
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,1,1,1,2
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,137,0,137,0,137
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,1,0,1,0,1
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,108,3,108,3,111
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,1,5,1,6
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,5,0,5,0,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,91,1,91,1,92
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,6,0,6,0,6
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,12,0,12,0,12
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,3,6,3,6,9
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-10-01,8,1,8,1,9
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,0,1,0,1,1
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,50,9,50,9,59
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,6,2,6,2,8
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,36,0,36,0,36
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,4,1,4,1,5
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,14,1,14,1,15
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,11,2,11,2,13
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,1,1,1,1,2
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,2,0,2,0,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,7,4,7,4,11
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,18,1,18,1,19
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,2,2,2,2,4
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,16,1,16,1,17
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,13,4,13,4,17
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,11,0,11,0,11
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,70,0,70,0,70
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,24,0,24,0,24
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,3,0,3,0,3
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,4,0,4,0,4
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,17,9,17,9,26
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,12,15,12,15,27
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,15,0,15,0,15
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,3,0,3,0,3
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,2,1,2,1,3
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,0,1,0,1,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,55,0,55,0,55
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,33,4,33,4,37
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,10,0,10,0,10
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,1,1,1,1,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,3,2,3,2,5
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,13,2,13,2,15
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,29,1,29,1,30
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,7,2,7,2,9
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,11,0,11,0,11
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,8,2,8,2,10
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,1,2,1,2,3
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,6,0,6,0,6
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,33,3,33,3,36
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,7,0,7,0,7
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,39,0,39,0,39
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,28,0,28,0,28
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,4,3,4,3,7
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,13,0,13,0,13
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,64,7,64,7,71
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,14,0,14,0,14
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,2,6,2,6,8
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,6,0,6,0,6
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,1,0,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,54,4,54,4,58
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,3,0,3,0,3
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,40,2,40,2,42
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,1,2,1,2,3
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,15,1,15,1,16
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,25,0,25,0,25
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,38,1,38,1,39
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,8,0,8,0,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,5,1,5,1,6
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,14,4,14,4,18
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,33,0,33,0,33
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,105,0,105,0,105
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-11-01,4,11,4,11,15
