municipality,group,variable,month,10.2. Nº de CAI de establecimiento,TOTAL
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,14,14
SAN LUCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,5,5
SAN MATIAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,6,6
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,11,11
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,27,27
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SENA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,26,26
TAPACARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
TARACO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
TARVITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
TIAWANACU,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
TOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
TODOS SANTOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
TURCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,5,5
VILLA MONTES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,3,3
VILLAZON,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,2,2
VINTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,10,10
YACUIBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,5,5
YUNCHARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-11-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
APOLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,3,3
BATALLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,3,3
CAPINOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,4,4
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,6,6
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,13,13
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,17,17
CULPINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,44,44
EL CHORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,4,4
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,41,41
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
LAJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,3,3
MINEROS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,6,6
MORO MORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,3,3
OMEREQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,2,2
ORURO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
PAILON,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-12-01,1,1
