municipality,group,variable,month,10.9. Nº. De actividades educativas en Salud,TOTAL
VILA VILA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,7,7
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,7,7
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,32,32
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,70,70
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,8,8
VILLAZON,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,61,61
VINTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,26,26
VITICHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
WARNES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,18,18
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,30,30
YOCALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,6,6
YOTALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,41,41
YUNCHARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,9,9
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-10-01,36,36
ACHACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,35,35
ALALAY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,21,21
ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,14,14
ANTEQUERA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,70,70
ANZALDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,3,3
APOLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,13,13
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,3,3
ARANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,9,9
ARQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,28,28
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,9,9
ATOCHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,7,7
AYATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,30,30
BAURES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,5,5
BERMEJO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,6,6
BETANZOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,33,33
BOLIVAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,22,22
CAIROMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,43,43
CAJUATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,6,6
CALACOTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,12,12
CALAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,4,4
CAMARGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,35,35
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,14,14
CAMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,31,31
CAPINOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,43,43
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,36,36
CARANAVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,27,27
CARAPARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,9,9
CATACORA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,6,6
CHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,24,24
CHARAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,24,24
CHIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,19,19
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,6,6
CHUMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,12,12
CKOCHAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,19,19
COBIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,20,20
COCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,11,11
COCHABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,334,334
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,64,64
COLOMI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,31,31
COLQUECHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,35,35
COLQUENCHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,12,12
COLQUIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,2,2
COMANCHE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,5,5
COMARAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,10,10
CONCEPCION,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,9,9
COPACABANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,15,15
CORQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,6,6
COTAGAITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,23,23
COTOCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,14,14
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,18,18
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,18,18
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,1,1
CURVA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,514,514
EL CHORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,7,7
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,15,15
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-11-01,45,45
