municipality,group,variable,month,10.5. N° de beneficiarias (madres) nuevas del bono Juana Azurduy,TOTAL
ALCALA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,3.0,3.0
ALTO BENI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,12.0,12.0
ANCORAIMES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,11.0,11.0
ANDAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,7.0,7.0
ANZALDO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,12.0,12.0
APOLO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,14.0,14.0
ARAMPAMPA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,3.0,3.0
ARANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,15.0,15.0
ARBIETO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,24.0,24.0
ARQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,20.0,20.0
AYATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,2.0,2.0
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,25.0,25.0
AZURDUY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,6.0,6.0
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
BERMEJO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,7.0,7.0
BETANZOS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,11.0,11.0
BOLIVAR,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,7.0,7.0
CAIROMA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,2.0,2.0
CALACOTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
CALAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,20.0,20.0
CAMARGO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,6.0,6.0
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
CAPINOTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,16.0,16.0
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,5.0,5.0
CARACOLLO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,14.0,14.0
CARANAVI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
CARAPARI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,23.0,23.0
CARIPUYO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,2.0,2.0
CHACARILLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
CHALLAPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,10.0,10.0
CHAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,6.0,6.0
CHARAGUA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,8.0,8.0
CHIMORE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,6.0,6.0
CHIPAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
CKOCHAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
CLIZA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,19.0,19.0
COBIJA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,67.0,67.0
COCAPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,8.0,8.0
COCHABAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,428.0,428.0
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,61.0,61.0
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,2.0,2.0
COLOMI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,29.0,29.0
COLPA BELGICA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,7.0,7.0
COLQUECHACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,18.0,18.0
COLQUENCHA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,8.0,8.0
COLQUIRI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,2.0,2.0
COMANCHE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
COMARAPA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,14.0,14.0
CONCEPCION,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,20.0,20.0
COPACABANA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,13.0,13.0
CORIPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,7.0,7.0
CORO CORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
COROICO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,25.0,25.0
CORQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
COTAGAITA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,17.0,17.0
COTOCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,28.0,28.0
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,18.0,18.0
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
CUEVO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
CULPINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,3.0,3.0
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,5.0,5.0
DESAGUADERO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,8.0,8.0
EL ALTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,762.0,762.0
EL CHORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,2.0,2.0
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,6.0,6.0
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,10.0,10.0
EL TORNO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,62.0,62.0
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,38.0,38.0
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,17.0,17.0
ESCOMA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,6.0,6.0
EUCALIPTUS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,6.0,6.0
EXALTACION,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,24.0,24.0
FILADELFIA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,11.0,11.0
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,7.0,7.0
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,9.0,9.0
GUANAY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,35.0,35.0
GUAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,2.0,2.0
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,56.0,56.0
GUTIERREZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,3.0,3.0
HUACARETA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,3.0,3.0
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,7.0,7.0
HUANUNI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,24.0,24.0
HUARACAJE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
HUARINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
ICLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,3.0,3.0
INQUISIVI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,5.0,5.0
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,30.0,30.0
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,10.0,10.0
LA ASUNTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,38.0,38.0
LA GUARDIA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,61.0,61.0
LA PAZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,483.0,483.0
LAGUNILLAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,14.0,14.0
LAJA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,21.0,21.0
LAS CARRERAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
LORETO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,5.0,5.0
LURIBAY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,2.0,2.0
MACHARETI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,1.0,1.0
MAPIRI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,12.0,12.0
MECAPACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,3.0,3.0
MINEROS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,42.0,42.0
MIZQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,17.0,17.0
MOCOMOCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,12.0,12.0
MOJOCOYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-09-01,4.0,4.0
