municipality,group,variable,month,10.1. Nº de actividades realizadas con participación de la comunidad,TOTAL
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
SAN BENITO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,17,17
SAN BORJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,21,21
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
SAN CARLOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
SAN IGNACIO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,6,6
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,14,14
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
SAN JOAQUIN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
SAN JULIAN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,22,22
SAN LUCAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,64,64
SAN MATIAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,24,24
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
SAN PEDRO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,13,13
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,83,83
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
SAN RAFAEL,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,189,189
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,9,9
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,8,8
SAPAHAQUI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,6,6
SENA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,10,10
SHINAOTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,25,25
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
SICAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,21,21
SOPACHUY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,29,29
SORACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,61,61
SORATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,8,8
SUCRE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,112,112
TACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
TACOBAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,25,25
TAHUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,46,46
TARABUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,54,54
TARACO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
TARATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,149,149
TARVITA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,50,50
TEOPONTE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,5,5
TIAWANACU,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,7,7
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,50,50
TIPUANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,15,15
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,72,72
TOCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
TODOS SANTOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,2,2
TOLEDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,10,10
TOMAVE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,25,25
TORO TORO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,53,53
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,13,13
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,20,20
TRINIDAD,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,25,25
TUPIZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,72,72
TURCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-11-01,1,1
