,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES,TOTALES,TOTALES
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,12,35,12,35,47
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,6,0,6,6
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,0,5,0,5
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,3,0,3,3
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,11,22,11,22,33
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,4,1,4,5
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,10,2,10,12
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,0,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,9,5,9,14
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,8,4,8,12
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,0,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,35,39,35,39,74
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,16,23,16,23,39
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,8,3,8,11
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,14,21,14,21,35
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,16,4,16,20
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,9,11,9,11,20
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,2,3,2,5
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,8,1,8,9
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,10,13,10,13,23
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,4,3,4,7
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,1,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,13,25,13,25,38
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,16,32,16,32,48
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,26,26,26,26,52
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,0,3,0,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,13,19,13,19,32
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,3,2,3,5
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,12,18,12,18,30
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,13,18,13,18,31
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,9,15,9,15,24
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,1,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,2,1,2,3
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,3,3,3,6
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,1,1,1,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,10,5,10,15
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,0,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,12,14,12,14,26
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,6,10,6,10,16
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,59,75,59,75,134
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,1,4,1,5
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,7,1,7,8
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,21,39,21,39,60
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,3,1,3,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,28,74,28,74,102
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,10,3,10,13
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,7,1,7,8
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,10,4,10,4,14
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,1,0,1,1
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,2,2,2,4
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,5,0,5,5
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,227,305,227,305,532
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,7,21,7,21,28
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,3,3,3,6
SANTIVAÑES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,6,5,6,11
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,1,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,7,4,7,11
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,0,3,0,3
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,5,2,5,7
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,13,14,13,14,27
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,2,1,2,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,18,21,18,21,39
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,139,316,139,316,455
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,1,0,1,1
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,0,1,0,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,4,3,4,7
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,17,41,17,41,58
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,4,2,4,6
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,17,23,17,23,40
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,16,18,16,18,34
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,11,8,11,8,19
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,0,4,0,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,4,1,4,5
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,1,3,1,4
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,0,2,0,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,2,0,2,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,7,5,7,12
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,4,2,4,6
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,5,8,5,8,13
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,19,39,19,39,58
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,21,31,21,31,52
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,3,1,3,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,6,9,6,9,15
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,9,36,9,36,45
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,6,0,6,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,9,26,9,26,35
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,1,2,1,2,3
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,0,9,0,9,9
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,9,15,9,15,24
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,4,2,4,6
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,8,13,8,13,21
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,30,63,30,63,93
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,2,2,2,2,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,55,90,55,90,145
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,8,14,8,14,22
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,3,0,3,0,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,31,17,31,17,48
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-11-01,4,7,4,7,11
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,15,29,15,29,44
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,30,50,30,50,80
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,27,13,27,13,40
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,7,0,7,7
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,3,1,3,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,3,0,3,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,5,10,5,10,15
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,3,0,3,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,10,18,10,18,28
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,8,10,8,10,18
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,67,95,67,95,162
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,8,11,8,11,19
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,4,0,4,0,4
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,4,1,4,5
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,1,0,1,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,3,2,3,5
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,7,0,7,7
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,7,8,7,8,15
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,8,9,8,9,17
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,5,6,5,6,11
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,6,2,6,8
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,2,0,2,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,8,2,8,10
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,1,0,1,1
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,7,2,7,9
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,4,1,4,5
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,5,1,5,6
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,4,3,4,3,7
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,4,1,4,5
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,8,7,8,7,15
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,5,34,5,34,39
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,144,315,144,315,459
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,4,0,4,4
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,6,3,6,3,9
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,0,1,0,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,7,3,7,3,10
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,5,7,5,7,12
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,3,2,3,5
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,0,2,0,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,10,22,10,22,32
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,4,1,4,5
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,1,0,1,1
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,4,16,4,16,20
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,6,3,6,3,9
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,8,2,8,2,10
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,13,12,13,12,25
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,3,0,3,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,16,16,16,16,32
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,1,0,1,1
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,1,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,3,3,3,3,6
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,90,251,90,251,341
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,8,2,8,10
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,34,61,34,61,95
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,7,10,7,10,17
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,18,2,18,20
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,12,4,12,4,16
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,8,2,8,10
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,5,8,5,8,13
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,4,2,4,2,6
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,2,1,2,3
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,3,0,3,3
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,3,5,3,5,8
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,7,6,7,6,13
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,11,1,11,12
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,4,1,4,5
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,3,5,3,5,8
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,10,46,10,46,56
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,4,2,4,2,6
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,4,0,4,4
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,1,1,1,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,2,2,2,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,0,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,87,313,87,313,400
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,1,0,1,1
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,3,5,3,5,8
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,10,14,10,14,24
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,10,12,10,12,22
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,1,1,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,0,3,0,3,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,2,2,2,2,4
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,3,3,3,3,6
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,26,38,26,38,64
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-12-01,13,16,13,16,29
