,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
ALTO BENI,consultas prenatales,repetidas,2013-11-01,61,1,62
ANCORAIMES,consultas prenatales,repetidas,2013-11-01,44,15,59
ANDAMARCA,consultas prenatales,repetidas,2013-11-01,12,3,15
ANTEQUERA,consultas prenatales,repetidas,2013-11-01,17,0,17
ANZALDO,consultas prenatales,repetidas,2013-11-01,18,4,22
APOLO,consultas prenatales,repetidas,2013-11-01,73,16,89
ARAMPAMPA,consultas prenatales,repetidas,2013-11-01,15,3,18
ARANI,consultas prenatales,repetidas,2013-11-01,87,0,87
ARBIETO,consultas prenatales,repetidas,2013-11-01,80,1,81
ARQUE,consultas prenatales,repetidas,2013-11-01,58,1,59
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2013-11-01,194,14,208
ATOCHA,consultas prenatales,repetidas,2013-11-01,65,1,66
AUCAPATA,consultas prenatales,repetidas,2013-11-01,8,12,20
AYATA,consultas prenatales,repetidas,2013-11-01,28,5,33
AYO AYO,consultas prenatales,repetidas,2013-11-01,39,0,39
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2013-11-01,142,11,153
AZURDUY,consultas prenatales,repetidas,2013-11-01,45,28,73
BATALLAS,consultas prenatales,repetidas,2013-11-01,95,4,99
BAURES,consultas prenatales,repetidas,2013-11-01,43,0,43
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2013-11-01,5,4,9
BELEN DE URMIRI,consultas prenatales,repetidas,2013-11-01,1,0,1
BELLA FLOR,consultas prenatales,repetidas,2013-11-01,14,1,15
BERMEJO,consultas prenatales,repetidas,2013-11-01,310,20,330
BETANZOS,consultas prenatales,repetidas,2013-11-01,162,18,180
BOLIVAR,consultas prenatales,repetidas,2013-11-01,11,11,22
BOLPEBRA,consultas prenatales,repetidas,2013-11-01,6,3,9
BOYUIBE,consultas prenatales,repetidas,2013-11-01,28,0,28
BUENA VISTA,consultas prenatales,repetidas,2013-11-01,49,0,49
CABEZAS,consultas prenatales,repetidas,2013-11-01,184,0,184
CAIROMA,consultas prenatales,repetidas,2013-11-01,38,7,45
"CAIZA ""D""",consultas prenatales,repetidas,2013-11-01,54,5,59
CAJUATA,consultas prenatales,repetidas,2013-11-01,52,0,52
CALACOTO,consultas prenatales,repetidas,2013-11-01,6,7,13
CALAMARCA,consultas prenatales,repetidas,2013-11-01,66,8,74
CAMARGO,consultas prenatales,repetidas,2013-11-01,118,15,133
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2013-11-01,15,4,19
CAMIRI,consultas prenatales,repetidas,2013-11-01,404,0,404
CAPINOTA,consultas prenatales,repetidas,2013-11-01,170,0,170
CAQUIAVIRI,consultas prenatales,repetidas,2013-11-01,29,2,31
CARACOLLO,consultas prenatales,repetidas,2013-11-01,123,5,128
CARANAVI,consultas prenatales,repetidas,2013-11-01,380,14,394
CARAPARI,consultas prenatales,repetidas,2013-11-01,75,2,77
CARIPUYO,consultas prenatales,repetidas,2013-11-01,26,22,48
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2013-11-01,43,0,43
CATACORA,consultas prenatales,repetidas,2013-11-01,3,0,3
CHACARILLA,consultas prenatales,repetidas,2013-11-01,3,0,3
CHALLAPATA,consultas prenatales,repetidas,2013-11-01,259,15,274
CHAQUI,consultas prenatales,repetidas,2013-11-01,30,5,35
CHARAGUA,consultas prenatales,repetidas,2013-11-01,170,10,180
CHARAÑA,consultas prenatales,repetidas,2013-11-01,6,1,7
CHAYANTA,consultas prenatales,repetidas,2013-11-01,54,21,75
CHIMORE,consultas prenatales,repetidas,2013-11-01,134,4,138
CHIPAYA,consultas prenatales,repetidas,2013-11-01,12,0,12
CHOQUE COTA,consultas prenatales,repetidas,2013-11-01,6,0,6
CHUA COCANI,consultas prenatales,repetidas,2013-11-01,15,0,15
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2013-11-01,137,0,137
CHUMA,consultas prenatales,repetidas,2013-11-01,21,6,27
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2013-11-01,48,7,55
CKOCHAS,consultas prenatales,repetidas,2013-11-01,60,11,71
CLIZA,consultas prenatales,repetidas,2013-11-01,167,12,179
COBIJA,consultas prenatales,repetidas,2013-11-01,585,0,585
COCAPATA,consultas prenatales,repetidas,2013-11-01,33,37,70
COCHABAMBA,consultas prenatales,repetidas,2013-11-01,6371,2,6373
COIPASA,consultas prenatales,repetidas,2013-11-01,5,0,5
COLCAPIRHUA,consultas prenatales,repetidas,2013-11-01,503,1,504
"COLCHA ""K""",consultas prenatales,repetidas,2013-11-01,60,4,64
COLLANA,consultas prenatales,repetidas,2013-11-01,9,3,12
COLOMI,consultas prenatales,repetidas,2013-11-01,140,0,140
COLPA BELGICA,consultas prenatales,repetidas,2013-11-01,48,0,48
COLQUECHACA,consultas prenatales,repetidas,2013-11-01,113,33,146
COLQUENCHA,consultas prenatales,repetidas,2013-11-01,62,0,62
COLQUIRI,consultas prenatales,repetidas,2013-11-01,30,28,58
COMANCHE,consultas prenatales,repetidas,2013-11-01,3,1,4
COMARAPA,consultas prenatales,repetidas,2013-11-01,172,0,172
COMBAYA,consultas prenatales,repetidas,2013-11-01,5,4,9
CONCEPCION,consultas prenatales,repetidas,2013-11-01,161,2,163
COPACABANA,consultas prenatales,repetidas,2013-11-01,55,5,60
CORIPATA,consultas prenatales,repetidas,2013-11-01,96,1,97
CORO CORO,consultas prenatales,repetidas,2013-11-01,16,8,24
COROICO,consultas prenatales,repetidas,2013-11-01,110,0,110
CORQUE,consultas prenatales,repetidas,2013-11-01,20,7,27
COTAGAITA,consultas prenatales,repetidas,2013-11-01,99,12,111
COTOCA,consultas prenatales,repetidas,2013-11-01,322,0,322
CUATRO CAÑADAS,consultas prenatales,repetidas,2013-11-01,142,5,147
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2013-11-01,3,0,3
CUEVO,consultas prenatales,repetidas,2013-11-01,17,0,17
CULPINA,consultas prenatales,repetidas,2013-11-01,89,17,106
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2013-11-01,31,1,32
CURVA,consultas prenatales,repetidas,2013-11-01,7,3,10
DESAGUADERO,consultas prenatales,repetidas,2013-11-01,18,0,18
EL ALTO,consultas prenatales,repetidas,2013-11-01,6442,193,6635
EL CHORO,consultas prenatales,repetidas,2013-11-01,6,11,17
EL PUENTE(STC),consultas prenatales,repetidas,2013-11-01,75,0,75
EL PUENTE(TJA),consultas prenatales,repetidas,2013-11-01,47,4,51
EL TORNO,consultas prenatales,repetidas,2013-11-01,401,2,403
EL VILLAR,consultas prenatales,repetidas,2013-11-01,19,2,21
ENTRE RIOS TRJ,consultas prenatales,repetidas,2013-11-01,133,9,142
ENTRE RIOS CBBA,consultas prenatales,repetidas,2013-11-01,284,0,284
ESCOMA,consultas prenatales,repetidas,2013-11-01,41,2,43
ESMERALDA,consultas prenatales,repetidas,2013-11-01,1,0,1
EUCALIPTUS,consultas prenatales,repetidas,2013-11-01,18,1,19
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2013-11-01,2,4,6
EXALTACION,consultas prenatales,repetidas,2013-11-01,7,0,7
FERNANDEZ ALONSO,consultas prenatales,repetidas,2013-11-01,84,0,84
FILADELFIA,consultas prenatales,repetidas,2013-11-01,40,3,43
GENERAL SAAVEDRA,consultas prenatales,repetidas,2013-11-01,97,0,97
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2013-11-01,14,6,20
GUANAY,consultas prenatales,repetidas,2013-11-01,109,5,114
GUAQUI,consultas prenatales,repetidas,2013-11-01,21,3,24
GUAYARAMERIN,consultas prenatales,repetidas,2013-11-01,411,3,414
GUTIERREZ,consultas prenatales,repetidas,2013-11-01,42,6,48
HUACARETA,consultas prenatales,repetidas,2013-11-01,38,20,58
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2013-11-01,12,10,22
HUACHACALLA,consultas prenatales,repetidas,2013-11-01,5,0,5
HUANUNI,consultas prenatales,repetidas,2013-11-01,209,0,209
HUARACAJE,consultas prenatales,repetidas,2013-11-01,31,0,31
HUARINA,consultas prenatales,repetidas,2013-11-01,22,5,27
HUATAJATA,consultas prenatales,repetidas,2013-11-01,22,1,23
HUAYLLAMARCA,consultas prenatales,repetidas,2013-11-01,20,0,20
HUMANATA,consultas prenatales,repetidas,2013-11-01,6,7,13
ICHOCA,consultas prenatales,repetidas,2013-11-01,4,8,12
ICLA,consultas prenatales,repetidas,2013-11-01,37,25,62
INCAHUASI,consultas prenatales,repetidas,2013-11-01,58,34,92
INGAVI (HUMAITA),consultas prenatales,repetidas,2013-11-01,3,4,7
INQUISIVI,consultas prenatales,repetidas,2013-11-01,17,11,28
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2013-11-01,86,3,89
IXIAMAS,consultas prenatales,repetidas,2013-11-01,58,0,58
JESUS DE MACHACA,consultas prenatales,repetidas,2013-11-01,98,1,99
LA ASUNTA,consultas prenatales,repetidas,2013-11-01,110,2,112
LA GUARDIA,consultas prenatales,repetidas,2013-11-01,575,0,575
LA PAZ,consultas prenatales,repetidas,2013-11-01,6654,4,6658
LAGUNILLAS,consultas prenatales,repetidas,2013-11-01,32,2,34
LAJA,consultas prenatales,repetidas,2013-11-01,69,5,74
LAS CARRERAS,consultas prenatales,repetidas,2013-11-01,17,0,17
LICOMA PAMPA,consultas prenatales,repetidas,2013-11-01,9,1,10
LLALLAGUA,consultas prenatales,repetidas,2013-11-01,329,13,342
LLICA,consultas prenatales,repetidas,2013-11-01,25,5,30
LORETO,consultas prenatales,repetidas,2013-11-01,12,13,25
LURIBAY,consultas prenatales,repetidas,2013-11-01,10,3,13
MACHACAMARCA,consultas prenatales,repetidas,2013-11-01,14,3,17
MACHARETI,consultas prenatales,repetidas,2013-11-01,64,2,66
MAGDALENA,consultas prenatales,repetidas,2013-11-01,107,0,107
MAIRANA,consultas prenatales,repetidas,2013-11-01,107,0,107
MALLA,consultas prenatales,repetidas,2013-11-01,1,2,3
MAPIRI,consultas prenatales,repetidas,2013-11-01,106,0,106
MECAPACA,consultas prenatales,repetidas,2013-11-01,51,4,55
MINEROS,consultas prenatales,repetidas,2013-11-01,172,0,172
MIZQUE,consultas prenatales,repetidas,2013-11-01,150,1,151
MOCOMOCO,consultas prenatales,repetidas,2013-11-01,20,9,29
MOJINETE,consultas prenatales,repetidas,2013-11-01,3,0,3
MOJOCOYA,consultas prenatales,repetidas,2013-11-01,42,1,43
MONTEAGUDO,consultas prenatales,repetidas,2013-11-01,321,8,329
MONTERO,consultas prenatales,repetidas,2013-11-01,1078,0,1078
MORO MORO,consultas prenatales,repetidas,2013-11-01,11,5,16
MOROCHATA,consultas prenatales,repetidas,2013-11-01,36,10,46
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2013-11-01,10,0,10
NAZACARA DE PACAJES,consultas prenatales,repetidas,2013-11-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2013-11-01,8,16,24
OCURI,consultas prenatales,repetidas,2013-11-01,48,28,76
OKINAWA,consultas prenatales,repetidas,2013-11-01,88,0,88
OMEREQUE,consultas prenatales,repetidas,2013-11-01,18,1,19
ORURO,consultas prenatales,repetidas,2013-11-01,3002,0,3002
PADCAYA,consultas prenatales,repetidas,2013-11-01,84,5,89
PADILLA,consultas prenatales,repetidas,2013-11-01,64,7,71
PAILON,consultas prenatales,repetidas,2013-11-01,124,1,125
PALCA,consultas prenatales,repetidas,2013-11-01,60,2,62
PALOS BLANCOS,consultas prenatales,repetidas,2013-11-01,241,3,244
PAMPA AULLAGAS,consultas prenatales,repetidas,2013-11-01,9,2,11
PAMPA GRANDE,consultas prenatales,repetidas,2013-11-01,48,0,48
PAPEL PAMPA,consultas prenatales,repetidas,2013-11-01,18,6,24
PASORAPA,consultas prenatales,repetidas,2013-11-01,16,3,19
PATACAMAYA,consultas prenatales,repetidas,2013-11-01,193,15,208
PAZÑA,consultas prenatales,repetidas,2013-11-01,19,4,23
PELECHUCO,consultas prenatales,repetidas,2013-11-01,26,3,29
POCOATA,consultas prenatales,repetidas,2013-11-01,67,54,121
POCONA,consultas prenatales,repetidas,2013-11-01,63,1,64
POJO (CBBA),consultas prenatales,repetidas,2013-11-01,66,0,66
POOPO,consultas prenatales,repetidas,2013-11-01,39,2,41
PORCO,consultas prenatales,repetidas,2013-11-01,96,2,98
POROMA,consultas prenatales,repetidas,2013-11-01,59,25,84
PORONGO,consultas prenatales,repetidas,2013-11-01,43,0,43
PORTACHUELO,consultas prenatales,repetidas,2013-11-01,250,4,254
PORVENIR,consultas prenatales,repetidas,2013-11-01,35,1,36
POSTRER VALLE,consultas prenatales,repetidas,2013-11-01,5,1,6
POTOSI,consultas prenatales,repetidas,2013-11-01,1726,21,1747
PRESTO,consultas prenatales,repetidas,2013-11-01,27,26,53
PUCARA,consultas prenatales,repetidas,2013-11-01,3,3,6
PUCARANI,consultas prenatales,repetidas,2013-11-01,125,5,130
PUERTO ACOSTA,consultas prenatales,repetidas,2013-11-01,13,5,18
PUERTO CARABUCO,consultas prenatales,repetidas,2013-11-01,39,15,54
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2013-11-01,38,4,42
PUERTO PEREZ,consultas prenatales,repetidas,2013-11-01,18,8,26
PUERTO QUIJARRO,consultas prenatales,repetidas,2013-11-01,44,0,44
PUERTO RICO,consultas prenatales,repetidas,2013-11-01,52,7,59
PUERTO SILES,consultas prenatales,repetidas,2013-11-01,7,0,7
PUERTO SUAREZ,consultas prenatales,repetidas,2013-11-01,159,1,160
PUERTO VILLARROEL,consultas prenatales,repetidas,2013-11-01,577,0,577
PUNA,consultas prenatales,repetidas,2013-11-01,108,13,121
PUNATA,consultas prenatales,repetidas,2013-11-01,243,1,244
QUIABAYA,consultas prenatales,repetidas,2013-11-01,13,0,13
QUILLACOLLO,consultas prenatales,repetidas,2013-11-01,829,2,831
QUIME,consultas prenatales,repetidas,2013-11-01,63,0,63
QUIRUSILLAS,consultas prenatales,repetidas,2013-11-01,11,0,11
RAVELO,consultas prenatales,repetidas,2013-11-01,16,35,51
REYES,consultas prenatales,repetidas,2013-11-01,84,15,99
RIBERALTA,consultas prenatales,repetidas,2013-11-01,1070,12,1082
ROBORE,consultas prenatales,repetidas,2013-11-01,66,0,66
RURRENABAQUE,consultas prenatales,repetidas,2013-11-01,195,3,198
SABAYA,consultas prenatales,repetidas,2013-11-01,11,2,13
SACABA,consultas prenatales,repetidas,2013-11-01,1084,1,1085
SACABAMBA,consultas prenatales,repetidas,2013-11-01,24,0,24
SACACA,consultas prenatales,repetidas,2013-11-01,94,11,105
SAIPINA,consultas prenatales,repetidas,2013-11-01,71,0,71
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2013-11-01,37,26,63
SAMAIPATA,consultas prenatales,repetidas,2013-11-01,57,1,58
SAN AGUSTIN,consultas prenatales,repetidas,2013-11-01,3,0,3
SAN ANDRES,consultas prenatales,repetidas,2013-11-01,38,0,38
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2013-11-01,10,10,20
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2013-11-01,10,1,11
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2013-11-01,21,8,29
SAN BENITO,consultas prenatales,repetidas,2013-11-01,101,2,103
SAN BORJA,consultas prenatales,repetidas,2013-11-01,238,54,292
SAN BUENA VENTURA,consultas prenatales,repetidas,2013-11-01,118,0,118
SAN CARLOS,consultas prenatales,repetidas,2013-11-01,206,1,207
SAN IGNACIO,consultas prenatales,repetidas,2013-11-01,166,0,166
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2013-11-01,345,28,373
SAN JAVIER(BNI),consultas prenatales,repetidas,2013-11-01,13,3,16
SAN JAVIER(STC),consultas prenatales,repetidas,2013-11-01,151,0,151
SAN JOAQUIN,consultas prenatales,repetidas,2013-11-01,33,0,33
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2013-11-01,96,0,96
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2013-11-01,53,0,53
SAN JULIAN,consultas prenatales,repetidas,2013-11-01,245,11,256
SAN LORENZO(PND),consultas prenatales,repetidas,2013-11-01,28,11,39
SAN LORENZO(TJA),consultas prenatales,repetidas,2013-11-01,140,9,149
SAN LUCAS,consultas prenatales,repetidas,2013-11-01,149,55,204
SAN MATIAS,consultas prenatales,repetidas,2013-11-01,142,6,148
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2013-11-01,106,1,107
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2013-11-01,18,0,18
SAN PEDRO,consultas prenatales,repetidas,2013-11-01,114,4,118
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2013-11-01,88,14,102
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2013-11-01,12,3,15
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2013-11-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2013-11-01,19,0,19
SAN PEDRO(PND),consultas prenatales,repetidas,2013-11-01,7,4,11
SAN RAFAEL,consultas prenatales,repetidas,2013-11-01,43,2,45
SAN RAMON BENI,consultas prenatales,repetidas,2013-11-01,44,0,44
SAN RAMON SCZ,consultas prenatales,repetidas,2013-11-01,91,0,91
SANTA ANA,consultas prenatales,repetidas,2013-11-01,235,0,235
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2013-11-01,9070,3,9073
SANTA ROSA,consultas prenatales,repetidas,2013-11-01,48,1,49
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2013-11-01,109,0,109
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2013-11-01,2,4,6
SANTIAGO DE HUARI,consultas prenatales,repetidas,2013-11-01,49,2,51
SANTIAGO DE HUATA,consultas prenatales,repetidas,2013-11-01,17,8,25
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2013-11-01,11,0,11
SANTIVAÑES,consultas prenatales,repetidas,2013-11-01,47,0,47
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2013-11-01,9,6,15
SAPAHAQUI,consultas prenatales,repetidas,2013-11-01,20,6,26
SENA,consultas prenatales,repetidas,2013-11-01,40,2,42
SHINAOTA,consultas prenatales,repetidas,2013-11-01,374,0,374
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2013-11-01,84,1,85
SICAYA,consultas prenatales,repetidas,2013-11-01,12,1,13
SIPE SIPE,consultas prenatales,repetidas,2013-11-01,427,1,428
SOPACHUY,consultas prenatales,repetidas,2013-11-01,36,3,39
SORACACHI,consultas prenatales,repetidas,2013-11-01,30,7,37
SORATA,consultas prenatales,repetidas,2013-11-01,62,8,70
SUCRE,consultas prenatales,repetidas,2013-11-01,2996,14,3010
TACACHI,consultas prenatales,repetidas,2013-11-01,1,0,1
TACACOMA,consultas prenatales,repetidas,2013-11-01,29,2,31
TACOBAMBA,consultas prenatales,repetidas,2013-11-01,27,7,34
TACOPAYA,consultas prenatales,repetidas,2013-11-01,36,5,41
TAHUA,consultas prenatales,repetidas,2013-11-01,2,0,2
TAPACARI,consultas prenatales,repetidas,2013-11-01,69,11,80
TARABUCO,consultas prenatales,repetidas,2013-11-01,77,14,91
TARACO,consultas prenatales,repetidas,2013-11-01,5,3,8
TARATA,consultas prenatales,repetidas,2013-11-01,69,3,72
TARIJA,consultas prenatales,repetidas,2013-11-01,1988,31,2019
TARVITA,consultas prenatales,repetidas,2013-11-01,76,25,101
TEOPONTE,consultas prenatales,repetidas,2013-11-01,79,5,84
TIAWANACU,consultas prenatales,repetidas,2013-11-01,53,0,53
TINGUIPAYA,consultas prenatales,repetidas,2013-11-01,50,10,60
TIPUANI,consultas prenatales,repetidas,2013-11-01,82,0,82
TIQUIPAYA,consultas prenatales,repetidas,2013-11-01,538,13,551
TIRAQUE (CBBA),consultas prenatales,repetidas,2013-11-01,104,3,107
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2013-11-01,2,2,4
TOCO,consultas prenatales,repetidas,2013-11-01,44,0,44
TODOS SANTOS,consultas prenatales,repetidas,2013-11-01,1,0,1
TOLATA,consultas prenatales,repetidas,2013-11-01,66,0,66
TOLEDO,consultas prenatales,repetidas,2013-11-01,14,4,18
TOMAVE,consultas prenatales,repetidas,2013-11-01,32,15,47
TOMINA,consultas prenatales,repetidas,2013-11-01,66,2,68
TORO TORO,consultas prenatales,repetidas,2013-11-01,38,13,51
TOTORA(CBBA),consultas prenatales,repetidas,2013-11-01,114,5,119
TOTORA(ORR),consultas prenatales,repetidas,2013-11-01,20,1,21
TRIGAL,consultas prenatales,repetidas,2013-11-01,6,0,6
TRINIDAD,consultas prenatales,repetidas,2013-11-01,1103,1,1104
TUPIZA,consultas prenatales,repetidas,2013-11-01,349,24,373
TURCO,consultas prenatales,repetidas,2013-11-01,8,2,10
UMALA,consultas prenatales,repetidas,2013-11-01,17,5,22
UNCIA,consultas prenatales,repetidas,2013-11-01,118,10,128
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2013-11-01,99,0,99
URUBICHA,consultas prenatales,repetidas,2013-11-01,43,0,43
UYUNI,consultas prenatales,repetidas,2013-11-01,274,2,276
VACAS,consultas prenatales,repetidas,2013-11-01,41,1,42
VALLEGRANDE,consultas prenatales,repetidas,2013-11-01,119,3,122
VIACHA,consultas prenatales,repetidas,2013-11-01,351,1,352
VILA VILA,consultas prenatales,repetidas,2013-11-01,12,1,13
VILLA CHARCAS,consultas prenatales,repetidas,2013-11-01,67,19,86
VILLA MONTES,consultas prenatales,repetidas,2013-11-01,332,10,342
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2013-11-01,7,3,10
VILLA RIVERO,consultas prenatales,repetidas,2013-11-01,52,3,55
VILLA SERRANO,consultas prenatales,repetidas,2013-11-01,44,19,63
VILLA TUNARI,consultas prenatales,repetidas,2013-11-01,822,0,822
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2013-11-01,52,11,63
VILLAZON,consultas prenatales,repetidas,2013-11-01,406,19,425
VINTO,consultas prenatales,repetidas,2013-11-01,190,0,190
VITICHI,consultas prenatales,repetidas,2013-11-01,34,15,49
WALDO BALLIVIAN,consultas prenatales,repetidas,2013-11-01,6,2,8
WARNES,consultas prenatales,repetidas,2013-11-01,782,0,782
YACO,consultas prenatales,repetidas,2013-11-01,15,7,22
YACUIBA,consultas prenatales,repetidas,2013-11-01,663,0,663
YAMPARAEZ,consultas prenatales,repetidas,2013-11-01,33,5,38
YANACACHI,consultas prenatales,repetidas,2013-11-01,22,1,23
YAPACANI,consultas prenatales,repetidas,2013-11-01,449,2,451
YOCALLA,consultas prenatales,repetidas,2013-11-01,29,5,34
YOTALA,consultas prenatales,repetidas,2013-11-01,59,2,61
YUNCHARA,consultas prenatales,repetidas,2013-11-01,13,24,37
ZUDAÑEZ,consultas prenatales,repetidas,2013-11-01,45,4,49
ACACIO,consultas prenatales,repetidas,2013-12-01,16,4,20
ACHACACHI,consultas prenatales,repetidas,2013-12-01,207,2,209
ACHOCALLA,consultas prenatales,repetidas,2013-12-01,40,8,48
