,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,29,34,63
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,6,12
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,5,6
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,3,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,29,6,35
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,30,82,112
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,4,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,14,9,23
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,2,15
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,0,2
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,8,21
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,17,4,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,2,7
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,83,5,88
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,31,5,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,9,17
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,31,32
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,80,30,110
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,2,3
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,22,7,29
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,28,32
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,13,23
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,2,4
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,34,19,53
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,3,9
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,29,88,117
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,22,16,38
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,47,9,56
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,23,8,31
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,7,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,9,19,28
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,25,18,43
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,26,7,33
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,119,40,159
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,9,23,32
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1093,4,1097
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,88,0,88
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,20,2,22
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,0,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,36,6,42
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,16,0,16
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,19,61,80
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,15,0,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,17,32,49
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,7,13
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,43,9,52
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,32,20,52
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,12,6,18
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,6,19
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,5,13
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,17,10,27
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,3,11
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,22,15,37
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,126,31,157
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,40,37,77
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,1,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,4,10
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,40,17,57
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,1,4
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,3,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,1,7
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1408,128,1536
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,4,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,32,3,35
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,16,6,22
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,104,7,111
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,22,16,38
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,61,8,69
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,3,5
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,0,1
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,4,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,11,4,15
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,20,22
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,29,4,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,8,18
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,19,6,25
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,6,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,82,66,148
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,18,23,41
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,15,6,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,1,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,43,9,52
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,1,11
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,2,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,2,6
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,2,3
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,11,12
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,8,13
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,15,25,40
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,7,13,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,7,13
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,12,3,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,6,19
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,66,17,83
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,162,2,164
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1149,22,1171
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,0,10
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,16,6,22
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,2,5
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,53,44,97
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,1,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,1,3
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,4,14
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,3,11
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,4,17
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,25,8,33
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,24,0,24
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,5,7
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,25,7,32
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,12,5,17
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,57,5,62
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,39,28,67
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,20,28
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,12,6,18
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,34,5,39
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,211,7,218
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,12,14,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,7,10
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,30,43
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,24,8,32
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,5,9
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,463,11,474
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,27,12,39
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,14,3,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,34,48,82
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,12,21,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,50,11,61
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,21,1,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,4,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,1,5
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,30,4,34
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,2,12
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,0,5
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,11,47,58
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,9,18,27
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,4,17
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,2,6
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,26,1,27
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,20,9,29
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,16,14,30
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,36,1,37
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,8,12
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,3,6
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,370,16,386
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,2,2
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,1,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,36,14,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,19,24
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,19,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,7,3,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,3,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,30,5,35
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,17,0,17
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,0,3,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,22,7,29
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,93,21,114
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,27,20,47
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,49,1,50
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,2,7
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,197,9,206
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,4,7
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,9,22,31
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,32,4,36
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,297,73,370
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,31,1,32
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,43,24,67
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,0,2
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,235,31,266
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,3,11
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,13,23,36
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,15,5,20
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,9,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,1,3
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,23,14,37
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,2,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,4,12
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,24,8,32
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,82,36,118
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,15,12,27
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,44,0,44
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,43,18,61
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,115,24,139
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,6,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,32,3,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,31,65,96
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,14,2,16
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,89,40,129
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,7,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,20,11,31
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,31,26,57
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,28,6,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,17,12,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,32,0,32
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,15,31,46
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,8,3,11
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,16,5,21
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,8,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,25,4,29
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,38,0,38
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,2561,140,2701
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,30,14,44
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,45,10,55
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,7,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,1,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,2,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,7,2,9
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,12,1,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,10,13
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,5,11
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,63,2,65
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,17,15,32
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,7,3,10
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,61,6,67
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,2,8
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,12,6,18
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,11,21,32
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,456,57,513
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,9,6,15
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,6,3,9
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,10,7,17
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,1,5
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,21,22,43
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,20,16,36
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,3,3,6
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,14,0,14
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,315,13,328
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,18,12,30
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-11-01,4,6,10
