,group,variable,month,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 10 A 14,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 15 A 19,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 20 A 34,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 35 A 49,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 50 Y +,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS < A 10,TOTALES
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,8,10,4,0,22
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,5,15,29,38,0,87
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,4,3,1,0,8
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,7,84,32,18,0,141
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,1,3,2,6,0,12
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,3,1,2,0,6
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,1,8,5,3,0,17
TODOS SANTOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,1,0,1,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,2,2,1,1,0,6
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,1,9,8,1,0,19
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,1,1,7,3,0,0,12
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,7,11,9,7,0,34
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,3,16,3,4,0,26
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,4,11,4,1,0,20
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,12,7,18,0,37
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,3,11,61,46,19,0,140
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,7,54,53,27,0,141
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,8,4,3,0,15
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,2,11,13,3,0,29
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,1,18,14,0,0,33
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,28,10,2,0,40
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,4,33,25,4,0,66
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,2,37,20,8,0,67
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,3,4,2,0,9
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,9,23,23,10,0,65
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,5,61,56,28,0,150
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,2,0,1,0,0,3
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,8,70,58,20,0,156
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,1,9,141,160,64,0,375
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,2,1,1,0,4
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,1,10,13,10,0,34
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,3,71,43,16,0,133
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,2,33,28,16,0,79
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,22,129,80,47,0,278
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,8,76,36,19,0,139
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,6,13,22,24,0,65
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,1,0,1,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,18,144,98,37,0,297
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,1,2,2,0,0,5
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,27,195,201,103,0,526
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,4,3,7,11,0,25
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,2,15,11,7,0,35
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,7,81,57,24,0,169
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,2,1,2,0,5
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,15,22,9,0,46
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,1,5,6,3,0,15
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-11-01,0,0,4,9,1,0,14
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,1,2,1,0,5
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,35,22,12,0,72
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,31,23,11,0,68
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,15,9,6,0,31
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,1,2,0,0,4
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,18,12,6,0,37
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,4,2,0,0,6
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,6,2,1,10
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,2,3,4,1,0,10
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,12,9,15,0,37
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,1,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,0,1,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,5,4,1,0,11
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,21,10,3,0,35
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,2,3,2,0,0,7
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,4,50,18,5,0,77
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,1,5,19,12,8,0,45
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,1,1,6,4,2,0,14
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,12,8,11,0,32
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,4,0,1,0,5
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,5,4,4,0,13
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,2,0,0,0,0,2
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,18,3,2,0,26
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,2,0,0,3
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,5,1,1,0,7
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,21,20,5,0,46
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,2,3,30,23,24,0,82
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,0,1,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,10,6,3,0,20
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,6,1,2,0,9
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,2,13,11,7,0,33
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,5,24,9,2,0,40
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,3,0,0,4
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,3,1,2,0,6
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,4,13,16,7,0,40
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,4,1,1,0,6
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,7,11,2,0,20
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,6,3,6,0,15
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,8,14,5,3,0,30
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,1,10,83,54,24,0,172
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,4,4,2,0,10
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,2,1,2,1,0,6
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,2,2,0,0,4
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,30,17,7,0,55
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,3,2,1,0,6
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,4,0,0,0,4
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,2,0,0,3
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,13,5,0,0,18
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,27,14,7,0,49
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,0,1,0,0,1
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,2,15,19,6,0,42
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,6,11,6,0,23
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,5,21,40,17,0,83
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,15,5,1,0,24
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,48,34,15,0,100
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,9,1,0,0,11
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,2,104,1443,1268,682,0,3499
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,27,22,8,0,60
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,11,6,1,0,19
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,1,3,2,0,6
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,4,13,10,5,0,32
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,3,3,0,0,9
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,4,17,16,6,0,43
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,12,5,1,0,19
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,1,2,0,0,4
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,0,0,1,0,2
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,9,2,1,0,13
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,2,31,26,10,0,69
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,7,7,2,0,16
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,2,21,9,0,0,32
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,7,2,0,0,12
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,17,16,7,0,41
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,13,97,50,19,0,179
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,17,12,2,0,31
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,0,0,0,1,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,3,20,9,8,0,40
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-12-01,0,1,3,1,0,0,5
