,group,variable,month,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 10 A 14,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 A 19,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 A 34,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 A 49,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < A 10,TOTALES
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,4,7,5,0,0,16
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,9,7,0,0,17
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,3,0,10,7,0,0,20
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,2,2,0,0,6
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,4,1,1,0,6
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,4,1,0,0,6
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,2,2,0,0,6
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,3,20,12,8,0,44
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,13,47,27,2,0,90
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,3,2,0,0,7
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,0,2,0,0,2
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,3,54,25,0,0,82
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,7,16,11,0,0,34
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,3,104,125,92,47,0,371
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,3,52,6,1,0,62
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,12,3,0,0,17
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,6,9,5,2,0,22
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,7,16,13,2,0,39
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,16,63,40,0,0,119
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,11,36,33,15,1,3,99
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,13,6,0,0,21
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,14,3,0,0,17
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,7,3,0,0,10
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,2,0,0,0,3
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,5,1,10,2,0,0,18
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,7,85,43,6,0,141
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,12,16,4,1,0,34
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,6,16,6,0,0,28
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,2,1,2,0,0,6
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,13,2,0,0,16
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,9,44,11,2,0,66
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,16,1,0,0,19
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,18,4,0,0,23
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,9,24,12,2,0,48
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,4,19,5,0,0,28
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,1,3,7,1,0,13
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,5,22,10,2,0,39
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,30,38,120,85,27,0,300
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,8,21,10,8,2,0,49
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,24,5,1,0,31
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,6,29,9,0,0,45
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,10,4,0,0,14
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,1,23,4,0,0,29
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,15,69,12,0,0,96
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,20,17,0,0,38
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,15,4,1,0,22
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,13,7,3,0,25
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,2,0,0,0,3
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,2,23,64,12,0,0,101
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,4,9,4,0,0,17
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,9,4,81,41,7,0,142
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,2,3,3,0,0,0,8
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,7,30,6,1,0,44
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,2,16,47,15,0,0,80
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,2,0,0,0,2
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,4,5,3,5,0,17
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,4,30,20,1,0,55
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,4,34,28,7,0,73
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,3,25,5,0,0,33
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,4,17,32,20,0,0,73
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,9,63,29,1,0,102
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,2,25,80,11,1,0,119
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,9,43,15,0,0,68
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,81,158,1067,400,63,0,1769
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,4,2,0,0,6
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,20,194,83,0,0,297
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,4,48,21,3,0,76
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,14,68,27,0,0,109
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,10,2,1,0,13
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,6,12,3,0,0,21
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,16,6,2,0,25
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,7,32,7,1,0,47
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,9,57,46,4,0,116
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,0,1,0,0,1
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,7,14,1,0,0,22
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,2,12,11,1,0,26
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,5,22,7,0,0,34
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,2,1,0,0,4
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,5,26,15,0,0,46
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,3,16,4,0,0,23
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,32,108,44,9,0,194
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,17,43,18,1,0,79
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,1,1,0,0,2
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,9,8,1,0,19
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,0,1,0,0,2
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,26,14,6,0,47
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,90,91,44,36,10,11,282
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,7,2,0,0,10
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,7,7,1,0,16
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,6,2,0,0,9
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,7,226,1360,541,83,1,2218
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,1,3,0,0,0,4
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,7,11,18,0,0,36
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,4,41,39,0,0,84
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,4,9,131,39,14,0,197
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,14,15,9,2,0,0,40
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,12,23,9,0,0,45
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,16,59,10,0,0,85
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,1,0,0,0,1
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,2,5,1,0,0,9
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,2,0,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,0,2,0,0,0,2
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,1,3,17,3,0,0,24
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,2,7,30,10,4,0,53
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-11-01,0,5,19,0,0,0,24
