,group,variable,month,PÍLDORA: USUARIAS NUEVAS 10 A 14,PÍLDORA: USUARIAS NUEVAS 15 A 19,PÍLDORA: USUARIAS NUEVAS 20 A 34,PÍLDORA: USUARIAS NUEVAS 35 A 49,PÍLDORA: USUARIAS NUEVAS 50 Y +,PÍLDORA: USUARIAS NUEVAS < A 10,TOTALES
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,4,3,1,0,0,9
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,8,1,0,0,12
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,3,1,0,0,5
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,19,11,0,0,30
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,3,1,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,9,70,20,1,0,100
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,4,1,0,0,6
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,8,3,0,0,13
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,5,1,0,0,6
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,14,52,27,2,0,95
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,1,0,0,2
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,20,3,0,0,25
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,2,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,6,2,0,0,8
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,4,20,5,0,0,29
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,8,1,0,0,11
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,2,0,0,5
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,5,2,0,0,7
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,7,2,0,0,9
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,5,1,0,0,8
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,6,2,0,0,8
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,1,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,5,1,0,0,8
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,25,4,0,0,30
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,15,2,0,0,18
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,2,24,3,0,0,29
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,7,44,17,0,0,68
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,3,12,9,0,0,24
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,1,0,14,1,0,0,16
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,1,1,0,0,0,2
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-10-01,0,0,3,0,0,0,3
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,11,7,0,0,19
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,1,3,4,1,0,0,9
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,2,4,5,0,0,11
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,2,2,2,0,0,6
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,9,3,0,0,12
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,2,3,0,0,6
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,2,15,2,0,0,19
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,2,0,0,0,3
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,4,1,0,0,0,5
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,4,11,5,0,0,20
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,3,0,0,0,4
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,1,0,0,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,3,0,0,0,3
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,3,0,1,0,5
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,6,0,0,0,6
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,4,1,0,0,5
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,2,2,2,0,0,6
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,3,9,7,0,0,19
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,3,0,0,0,3
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,7,1,0,0,9
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,2,1,0,0,4
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,3,0,1,0,4
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,0,1,0,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,9,3,0,0,13
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,6,0,0,0,6
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,2,0,0,2
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,3,1,0,0,5
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,5,0,0,0,5
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,3,4,1,0,0,8
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,1,13,102,12,1,0,129
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,3,2,0,0,5
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,6,0,0,0,7
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,1,1,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,5,12,3,0,0,20
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,2,2,0,0,5
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,1,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,9,17,6,0,0,32
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,3,0,0,0,3
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,2,0,1,0,0,3
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,16,108,35,0,0,159
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,2,0,2,0,0,4
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,4,0,0,0,5
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,10,1,0,0,11
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,6,1,0,0,7
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,9,1,0,0,10
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,1,0,0,3
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,3,2,0,0,5
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,2,0,0,4
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,3,0,0,0,4
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,1,0,0,3
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,0,1,0,1
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,1,0,1,1,0,0,3
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,5,0,0,0,5
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,1,1,0,0,3
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,2,5,2,0,0,9
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,20,100,29,0,0,149
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,2,0,0,2
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,3,19,3,0,0,25
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,2,0,0,0,0,2
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,4,3,0,0,7
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
