,group,variable,month,NÚMERO DE IMPLANTES INSERTADOS 10 A 14,NÚMERO DE IMPLANTES INSERTADOS 15 A 19,NÚMERO DE IMPLANTES INSERTADOS 20 A 34,NÚMERO DE IMPLANTES INSERTADOS 35 A 49,NÚMERO DE IMPLANTES INSERTADOS 50 Y +,NÚMERO DE IMPLANTES INSERTADOS < A 10,TOTALES
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,25,93,16,0,0,136
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,7,1,0,0,10
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,6,0,0,0,8
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,3,0,0,0,6
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,0,3,0,0,3
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,11,16,3,0,0,32
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,1,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,5,0,0,0,7
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,12,6,0,0,22
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,0,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,1,26,3,0,0,32
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,3,8,3,0,0,15
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,21,1,0,0,25
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,12,3,0,0,17
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,6,2,1,0,0,10
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,7,0,0,0,8
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,7,0,0,0,10
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,0,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,0,1,0,0,3
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,2,0,0,4
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,9,2,0,0,14
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,6,87,405,65,1,0,564
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,0,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,2,0,0,6
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,4,0,0,0,4
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,0,1,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,3,1,0,0,4
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,5,2,5,0,0,0,12
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,8,3,0,0,13
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,4,2,0,0,8
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,2,2,0,0,5
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,3,0,0,0,3
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,0,0,0,4
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,4,1,0,0,6
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,7,3,0,0,14
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,30,231,23,0,0,284
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,4,0,0,0,4
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,1,0,0,2
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,1,0,0,0,5
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,5,9,1,0,0,15
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,1,0,0,5
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,3,0,0,0,4
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,3,31,123,45,0,0,202
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,2,1,0,0,5
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,3,3,0,0,6
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,14,1,0,0,16
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,21,1,0,0,26
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,4,0,0,0,4
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,1,0,0,3
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,1,0,0,3
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,2,0,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,7,0,0,0,8
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,3,4,2,0,0,9
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,7,0,0,0,7
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,0,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,32,102,20,0,0,155
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,4,17,5,0,0,26
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,13,1,0,0,16
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,5,12,0,0,0,17
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,3,9,1,0,0,14
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,4,0,0,0,4
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,13,4,0,0,17
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,0,4,1,0,0,6
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,5,4,2,0,0,12
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,5,2,0,0,7
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,2,0,2,0,0,0,4
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,17,47,2,0,0,67
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,3,1,0,0,6
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,5,22,2,0,0,30
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,33,3,0,0,38
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,1,10,0,0,0,11
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,10,28,4,0,0,42
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,1,0,0,0,3
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,1,0,0,3
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,1,4,22,1,0,0,28
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,2,0,0,0,2
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,4,0,0,0,4
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,0,1,2,0,0,3
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-10-01,0,2,2,2,0,0,6
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,1,0,0,0,2
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,6,0,0,0,7
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,3,4,1,0,0,8
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,3,16,2,0,0,21
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,4,1,0,0,6
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,5,0,0,0,5
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,1,0,5,1,0,0,7
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,0,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,8,2,0,0,11
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,7,1,0,0,8
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,3,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,2,5,2,0,0,9
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,3,1,0,0,4
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,0,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,6,0,0,0,6
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,0,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,9,2,0,0,12
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,0,0,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,1,0,1,0,0,0,2
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,4,0,0,0,4
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,2,3,0,0,0,5
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,1,3,2,2,0,0,8
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,3,1,0,0,4
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,11,3,0,0,15
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,2,0,0,0,2
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,5,5,0,0,11
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,2,0,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,9,19,2,0,0,30
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,7,1,0,0,9
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,0,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,4,9,4,0,0,17
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,10,0,0,0,0,10
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,2,0,0,0,2
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,3,4,1,0,0,8
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,5,13,5,0,0,23
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,8,1,0,0,9
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,2,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,2,1,0,0,4
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,0,5,1,0,0,6
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,4,15,36,5,0,0,60
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,0,1,6,5,0,0,12
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-11-01,3,35,147,36,0,0,221
