,group,variable,month,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 10 A 14,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 15 A 19,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 20 A 34,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 35 A 49,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 50 Y +,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS < A 10,TOTALES
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,1,1,7,1,0,0,10
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,1,0,0,3
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,3,2,0,0,5
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,4,1,0,0,6
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,3,48,7,0,0,58
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,1,0,2
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,6,1,0,0,7
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,3,1,0,0,4
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,5,1,0,0,6
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,5,0,0,0,5
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,2,0,0,0,4
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,4,0,0,0,5
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,0,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,18,4,0,0,22
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,2,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,1,0,0,3
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,6,0,0,0,7
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,4,2,0,0,7
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,3,7,6,0,0,16
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,0,0,0,0,2
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,3,1,0,0,5
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,4,1,0,0,6
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,8,0,0,0,8
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,3,2,0,0,5
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,3,22,0,0,0,25
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,13,1,0,0,14
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,7,1,0,0,8
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,2,3,6,2,0,0,13
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,1,0,0,0,3
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,9,1,0,0,11
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,7,1,0,0,10
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,3,0,0,3
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,3,2,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,8,3,0,0,11
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,2,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,4,0,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,16,87,16,0,0,119
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,1,0,2,0,0,0,3
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,4,0,0,0,4
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,1,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,30,5,0,0,37
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,0,0,0,0,1
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,2,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,26,4,0,0,32
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,0,0,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,4,12,2,0,0,18
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,10,1,0,0,12
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,2,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,5,1,0,0,8
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,0,0,0,0,1
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,3,7,0,0,0,10
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,4,3,0,0,9
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,1,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,8,1,0,0,9
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,1,7,3,0,0,11
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,2,10,2,0,0,14
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-11-01,0,0,6,0,0,0,6
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,2,1,0,0,3
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,2,1,0,0,3
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,0,1,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,1,1,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,3,1,0,0,4
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,0,1,0,0,1
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,1,1,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,4,0,0,0,4
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,8,3,0,0,11
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,0,1,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,2,1,0,0,3
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,4,2,0,0,6
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,0,3,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,6,30,4,0,0,40
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-12-01,0,14,28,9,0,0,51
