,group,variable,month,NÚMERO DE CICLOS ENTREGADOS 10 A 14,NÚMERO DE CICLOS ENTREGADOS 15 A 19,NÚMERO DE CICLOS ENTREGADOS 20 A 34,NÚMERO DE CICLOS ENTREGADOS 35 A 49,NÚMERO DE CICLOS ENTREGADOS 50 Y +,NÚMERO DE CICLOS ENTREGADOS < A 10,TOTALES
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,6,57,48,3,0,117
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,18,3,0,0,21
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,0,0,0,9
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,0,42,3,0,0,48
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,5,211,504,197,16,0,933
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,12,0,0,0,15
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,27,42,12,3,0,87
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,0,0,0,0,3
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,0,3,0,0,6
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,36,0,0,0,0,36
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,0,0,3
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,15,6,0,0,24
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,12,0,0,21
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,129,45,0,0,180
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,0,0,3
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,9,0,0,9
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,21,12,0,0,33
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,27,255,102,0,0,387
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,12,3,0,0,18
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,6,0,0,12
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,24,9,0,0,39
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,3,3,0,0,9
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,6,0,0,9
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,18,3,0,0,24
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,23,153,75,6,0,257
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,3,0,0,12
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,3,3,0,0,9
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,9,0,0,12
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,0,0,0,0,3
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,3,0,0,18
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,13,84,27,0,0,124
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,12,15,0,0,30
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,0,0,3,0,6
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,9,6,6,0,0,21
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,30,3,0,0,36
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,12,0,0,0,15
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,6,0,0,9
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,25,26,14,6,0,71
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,48,15,0,3,69
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,3,0,0,9
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,6,9,0,0,18
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,18,18,0,0,36
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,13,15,0,0,31
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,6,22,11,0,0,42
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,39,15,3,0,60
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,6,0,0,21
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,30,9,0,0,45
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,30,21,0,0,51
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,15,102,42,0,0,159
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,42,18,0,0,66
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,36,39,0,0,78
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,15,84,24,0,0,126
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,3,3,0,0,12
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,33,654,360,156,12,0,1215
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,24,3,0,0,27
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,51,40,0,0,97
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,30,15,0,0,48
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,51,39,0,0,96
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,0,0,3
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,12,6,0,0,21
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,21,3,0,0,27
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,42,18,0,0,63
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,9,9,0,0,0,18
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,6,0,0,12
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,15,9,0,0,24
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,3,0,0,3
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,0,0,0,6
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,0,0,0,0,3
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,15,12,0,0,27
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,6,3,0,9
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,6,0,0,0,9
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,12,9,0,0,21
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,27,12,3,0,45
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,15,35,32,0,0,82
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,21,20,0,0,41
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,0,3,0,0,6
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,0,9,3,0,15
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,6,0,0,6
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,15,57,21,3,0,96
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,18,3,0,0,24
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,6,0,0,12
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,5,6,0,0,11
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,27,9,0,0,36
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,27,6,0,0,36
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,18,6,0,0,27
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,12,25,9,0,0,46
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,15,0,3,0,18
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,3,0,0,0,3
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,3,0,0,9
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,6,33,9,0,0,48
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,0,0,0,6
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,3,0,0,9
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,3,0,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,3,6,54,21,0,0,84
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,2,36,27,0,0,65
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,9,6,0,0,18
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,0,0,0,6
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,15,6,0,0,0,21
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,0,0,0,6
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,6,0,0,6
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,40,28,0,0,71
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,6,0,3,0,0,9
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,3,0,0,3
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,6,3,3,0,15
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,2,0,4,3,0,0,9
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,6,6,12,0,0,24
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,6,9,0,0,18
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,3,6,60,18,3,0,90
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,12,0,0,0,12
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,36,216,56,0,0,308
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,9,3,0,0,12
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,21,15,0,0,39
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,3,0,0,0,3
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,33,9,0,0,45
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,15,3,0,0,18
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,0,0,0,6
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,18,9,0,0,27
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,3,6,0,0,9
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,45,18,0,0,66
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,3,0,0,3
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,9,0,0,15
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,3,0,0,3
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,6,0,0,6
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,3,0,0,3
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,6,13,0,0,19
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,3,27,182,36,3,0,251
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,3,0,0,3
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,3,24,12,0,0,39
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,3,3,0,0,6
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,6,18,12,0,3,39
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,9,3,0,0,12
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,3,0,0,3
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,0,0,3,0,0,3
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-12-01,0,28,256,76,6,0,366
