,group,variable,month,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 10 A 14,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 15 A 19,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 20 A 34,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 35 A 49,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 50 Y +,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS < A 10,TOTALES
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,22,7,0,0,31
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,19,9,0,0,30
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,7,5,0,0,12
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,4,47,33,2,0,86
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,6,6,0,0,12
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,5,27,11,1,0,44
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,13,9,0,0,23
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,14,5,0,0,20
COMANCHE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,2,1,0,0,3
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,3,45,26,1,0,75
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,6,29,11,0,0,46
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,7,8,0,0,15
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,14,6,0,0,21
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,5,7,0,0,12
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,13,7,0,0,21
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,5,0,0,0,6
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,25,22,0,0,47
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,8,95,20,0,0,123
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,23,6,0,0,30
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,4,3,0,0,8
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,3,10,6,0,0,20
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,21,28,1,0,51
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,4,4,0,0,9
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,3,0,0,0,3
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,6,5,0,0,11
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,14,229,133,5,0,382
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,22,17,1,0,41
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,23,30,0,0,54
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,2,15,75,28,1,0,121
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,8,6,0,0,14
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,7,49,46,2,3,108
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,22,10,3,0,37
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,1,0,0,5
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,1,0,0,5
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,2,1,4,3,0,0,10
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,1,0,0,5
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,18,11,0,0,29
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,7,40,12,0,0,59
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,6,2,0,0,8
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,28,17,0,0,47
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,12,14,0,0,26
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,2,1,1,0,0,5
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,9,5,0,0,14
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,2,0,0,6
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,12,9,0,0,22
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,5,1,0,0,7
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,13,10,0,0,25
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,4,12,0,0,17
HUACHACALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,0,2,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,9,4,0,0,13
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,0,6,2,0,0,9
HUATAJATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,1,2,0,0,3
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,1,0,0,5
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,2,1,0,0,3
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,5,4,0,0,9
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,3,7,9,0,0,19
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,5,26,33,0,0,64
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,5,2,0,0,7
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,2,15,11,0,0,29
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,24,11,0,0,35
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,3,9,10,0,0,23
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,13,9,1,0,23
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,50,36,0,0,88
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,33,16,0,0,51
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,11,113,68,0,0,192
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,1,3,0,0,4
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,1,40,23,1,0,66
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,7,7,1,0,15
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,2,0,0,6
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,6,81,22,0,0,109
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,4,4,0,0,10
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,5,3,0,0,8
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,9,11,1,0,22
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,1,0,0,5
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,12,5,0,0,17
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,10,9,0,0,20
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,29,6,0,0,35
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,1,0,0,5
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,21,2,0,0,24
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,14,7,0,0,21
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,16,11,0,0,29
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,25,13,0,0,39
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,11,9,0,0,20
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,14,7,0,0,21
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,4,29,27,0,0,60
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,7,11,15,7,0,41
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,9,4,1,0,14
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,10,15,0,0,25
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,10,4,0,0,15
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,3,0,0,7
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,17,13,0,0,31
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,11,15,0,0,26
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,13,11,1,0,27
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,16,284,134,3,0,437
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,3,43,40,3,0,89
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,20,27,0,0,48
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,3,26,5,0,0,34
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,3,45,13,0,0,61
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,4,33,26,1,0,64
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,0,2,0,0,2
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,11,9,1,0,23
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,7,5,0,0,14
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,1,9,1,0,0,12
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,9,6,0,0,16
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,6,6,0,0,13
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,15,6,0,0,21
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,6,27,24,0,0,57
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,20,26,5,0,52
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,1,1,29,14,0,0,45
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,8,1,0,0,9
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,6,17,6,0,0,29
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,3,22,19,1,0,45
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,2,15,5,0,0,22
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,11,4,0,0,16
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,4,4,0,0,9
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,0,1,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,26,364,117,1,0,508
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,7,6,0,0,13
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,3,3,0,0,6
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,3,46,23,0,0,72
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,1,5,5,0,0,11
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,13,15,0,0,28
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,4,39,16,0,0,59
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-10-01,0,0,4,4,0,0,8
