,group,variable,month,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 10 A 14,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 15 A 19,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 20 A 34,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 35 A 49,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 50 Y +,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS < A 10,TOTALES
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,0,0,1,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,5,0,0,0,7
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,1,0,0,2
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,4,0,0,0,4
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,5,0,0,0,7
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,0,3,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,6,1,0,0,7
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,7,37,10,0,0,54
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,17,166,41,1,0,227
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,4,1,0,0,5
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,17,53,9,0,0,80
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,2,0,0,3
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,3,0,0,0,4
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,10,27,55,1,0,0,93
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,3,1,0,0,5
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,5,13,2,0,0,20
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,13,6,0,0,0,21
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,3,7,1,0,0,11
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,4,4,1,0,0,10
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,14,96,12,0,0,122
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,5,1,0,0,7
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,4,2,0,0,8
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,5,7,0,0,0,12
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,1,1,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,6,1,0,0,8
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,6,15,2,0,0,23
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,4,1,0,0,6
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,7,4,1,0,0,12
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,4,11,0,0,0,15
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,4,1,0,0,7
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,1,2,0,0,0,5
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,14,65,13,0,0,94
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,0,4,2,0,0,8
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,3,10,2,0,0,15
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,1,1,0,0,0,3
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,13,13,0,0,0,28
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,3,5,0,0,0,10
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,5,19,2,0,0,27
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,7,22,1,0,0,31
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,4,1,0,0,6
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,4,13,1,0,0,19
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,9,52,3,0,0,64
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,3,0,0,0,3
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,1,0,0,0,2
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,4,1,2,0,0,9
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,13,1,0,0,15
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,5,39,43,0,0,0,87
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,5,3,1,0,0,9
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,4,1,2,0,0,7
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,28,90,12,0,0,132
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,7,0,0,0,9
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,4,0,0,0,5
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,4,0,0,0,5
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,5,23,2,0,0,30
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,11,15,3,0,0,31
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,1,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,4,0,0,0,6
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,6,10,0,0,16
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,1,21,3,0,0,27
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,3,1,0,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,13,1,0,0,16
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,8,2,0,0,12
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,6,2,1,0,0,10
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,6,0,0,0,7
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,3,7,0,0,0,11
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,0,1,0,0,3
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,2,0,0,3
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,3,8,2,0,0,13
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,11,130,362,46,0,0,549
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,6,16,3,0,0,27
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,5,2,5,0,0,0,12
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,7,2,0,0,11
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,4,0,0,0,5
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,2,2,0,0,5
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,3,0,0,0,3
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,3,0,0,0,4
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,3,1,0,0,5
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,4,7,3,0,0,14
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,29,204,14,0,0,247
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,4,0,0,0,4
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,1,0,0,2
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,4,1,0,0,0,5
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,5,6,1,0,0,12
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,1,1,0,0,3
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,3,29,104,41,0,0,177
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,1,0,0,0,3
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,3,1,0,0,4
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,14,1,0,0,16
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,4,21,1,0,0,26
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,4,0,0,0,4
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,0,0,0,2
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,2,1,0,0,3
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,2,0,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,4,0,0,0,5
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,3,4,2,0,0,9
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,7,0,0,0,7
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,1,0,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,2,33,99,21,0,0,155
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,4,8,4,0,0,16
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,2,11,1,0,0,14
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,3,4,0,0,0,7
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,2,7,1,0,0,11
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,3,0,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,3,6,0,0,0,9
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,0,0,1,1,0,0,2
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-10-01,1,0,3,0,0,0,4
