,group,variable,month,PÍLDORA: USUARIAS CONTINUAS 10 A 14,PÍLDORA: USUARIAS CONTINUAS 15 A 19,PÍLDORA: USUARIAS CONTINUAS 20 A 34,PÍLDORA: USUARIAS CONTINUAS 35 A 49,PÍLDORA: USUARIAS CONTINUAS 50 Y +,PÍLDORA: USUARIAS CONTINUAS < A 10,TOTALES
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,3,0,0,3
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,4,0,0,7
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,6,1,0,0,7
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,38,15,0,0,55
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,1,1,10,9,0,0,21
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,3,1,0,0,5
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,10,4,0,0,14
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,1,0,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,1,0,0,4
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,3,0,0,4
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,8,1,0,0,9
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,4,0,0,5
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,2,0,0,2
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,1,1,0,0,4
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,5,0,0,0,5
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,10,7,1,0,18
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,6,7,0,0,14
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,7,2,0,0,10
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,3,1,0,0,5
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,44,14,0,0,60
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,2,0,3
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,4,0,0,4
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,1,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,4,5,0,0,9
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,5,0,0,6
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,2,0,0,2
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,0,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,6,3,0,0,9
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,4,1,0,0,5
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,4,0,0,0,4
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,2,0,0,5
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,3,9,1,0,0,13
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,8,2,0,0,10
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,2,0,0,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,13,7,0,0,21
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,4,0,0,7
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,2,1,0,0,3
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,6,3,0,0,9
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,3,0,0,4
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,3,13,5,0,0,21
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,7,6,0,0,14
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,2,0,0,3
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,16,11,0,0,29
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,1,0,0,4
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,12,9,0,0,21
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,19,9,0,0,29
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,46,23,2,0,73
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,4,10,3,0,0,17
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,14,2,0,0,16
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,1,0,0,4
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,5,22,5,1,0,33
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,2,1,0,0,3
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,5,4,0,0,10
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,7,4,0,0,11
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,11,0,0,0,11
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,16,12,1,0,30
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,5,8,0,0,14
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,4,1,0,0,6
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,15,5,0,0,22
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,4,1,0,0,5
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,4,4,0,0,8
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,4,98,37,2,0,141
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,3,4,0,0,8
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,8,18,14,1,0,41
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,1,1,0,5
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,3,0,0,6
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,22,11,0,0,33
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,3,0,0,4
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,4,0,0,7
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,23,20,1,0,46
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,0,0,0,0,2
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,27,14,1,0,42
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,0,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,2,5,4,0,0,11
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,2,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,6,2,0,0,8
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,2,0,0,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,1,1,0,0,3
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,18,5,0,0,24
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,13,4,0,0,18
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,3,0,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,7,7,0,0,15
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,7,6,0,0,13
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,4,6,0,0,10
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,9,5,0,0,15
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,2,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,8,5,0,0,13
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,1,0,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,5,0,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,1,1,33,11,0,0,46
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,7,5,0,0,13
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,4,16,7,0,0,27
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,1,12,3,0,0,16
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,11,88,41,3,0,143
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,3,17,6,0,0,26
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,13,19,0,0,32
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-10-01,0,0,1,1,0,0,2
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,11,2,0,0,13
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,1,1,2,0,0,0,4
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,2,1,0,0,3
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,6,2,1,0,9
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,4,0,0,0,4
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,0,0,1,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,2,1,3,0,0,6
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,2,3,0,0,5
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,3,6,1,9,0,0,19
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,8,0,0,0,8
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,3,4,0,0,7
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,1,2,0,0,3
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
