,group,variable,month,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 10 A 14,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 15 A 19,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 20 A 34,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 35 A 49,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 50 Y +,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) < A 10,TOTALES
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,2,4,0,0,0,6
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,1,2,0,0,4
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,2,0,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,4,0,0,0,4
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,3,0,0,0,0,3
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,9,3,0,0,12
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,2,152,643,233,18,0,1048
TACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,1,0,0,0,2
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,2,1,1,0,0,4
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,2,1,0,0,3
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,2,0,0,0,2
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,1,11,20,1,0,0,33
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,29,412,331,6,0,778
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,1,10,8,7,0,0,26
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,3,4,0,0,0,7
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,15,0,1,0,0,16
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,3,27,9,0,0,39
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,10,1,0,0,11
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,3,2,0,0,6
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,0,0,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,4,1,0,0,6
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,2,4,0,0,0,6
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,2,2,1,0,0,5
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,6,1,0,0,7
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,2,1,0,0,4
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,353,65,45,9,0,472
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,9,6,3,0,0,18
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,6,1,0,0,8
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,4,1,0,0,5
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,1,0,0,0,1
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,11,9,1,0,22
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,2,2,1,0,0,5
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,4,1,0,0,6
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,13,11,0,0,24
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,6,8,3,0,0,17
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,4,5,0,0,9
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,0,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,5,10,1,0,0,16
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,1,1,21,10,0,0,33
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,3,5,5,0,0,13
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,5,10,4,0,0,19
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,8,0,0,0,9
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,16,8,3,0,0,27
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,6,1,1,0,9
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,3,1,0,0,5
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,9,5,0,0,15
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,2,10,5,1,0,0,18
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,0,2,0,0,0,2
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,16,2,0,0,19
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,1,2,0,0,0,3
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,3,27,44,8,0,0,82
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-10-01,0,8,7,2,0,0,17
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,5,1,0,0,0,6
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,1,37,5,0,0,0,43
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,1,0,13,6,0,0,20
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,4,3,1,0,0,8
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,0,1,0,0,2
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,1,3,1,1,0,0,6
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,1,0,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,0,1,0,0,1
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,2,0,0,0,2
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,2,0,0,0,2
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,21,9,0,0,31
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,2,0,0,0,2
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,2,0,0,0,2
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,1,0,0,2
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,3,4,0,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,4,6,3,0,0,13
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,8,4,2,0,0,14
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,2,2,0,0,0,4
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,6,3,0,0,10
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,10,1,2,0,0,13
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,2,3,0,0,0,5
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,1,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,4,1,0,0,5
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,0,1,0,0,1
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,2,0,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,3,3,0,0,0,6
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,0,2,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,2,0,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,1,8,38,21,1,0,69
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,2,33,25,5,1,0,66
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,3,0,0,0,4
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,4,1,0,0,6
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,3,2,0,0,5
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,2,27,3,0,0,32
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,1,6,0,1,0,0,8
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,2,1,0,0,3
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,0,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,1,12,19,0,0,0,32
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,2,5,2,0,0,9
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,0,0,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,3,2,1,0,0,6
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,6,12,10,0,0,28
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,3,5,0,0,8
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,3,4,2,0,0,9
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,5,2,2,0,0,9
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,6,3,0,0,9
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,17,215,312,98,55,0,697
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,2,8,4,0,0,14
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,22,341,48,2,0,413
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,8,0,0,0,9
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,12,2,0,0,15
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,8,8,2,0,0,18
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,3,0,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,2,1,0,0,0,3
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,0,0,0,1
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,1,1,0,2,0,0,4
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,1,2,0,0,3
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,4,0,0,0,4
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,0,2,0,0,2
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,2,0,0,0,2
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,1,1,0,0,0,2
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,0,6,1,0,0,7
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,5,4,1,1,0,11
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,9,12,2,1,0,24
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-11-01,0,3,7,3,0,0,13
