,group,variable,month,NÚMERO DE CONDONES ENTREGADOS 10 A 14,NÚMERO DE CONDONES ENTREGADOS 15 A 19,NÚMERO DE CONDONES ENTREGADOS 20 A 34,NÚMERO DE CONDONES ENTREGADOS 35 A 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,NÚMERO DE CONDONES ENTREGADOS < A 10,TOTALES
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,12,24,0,0,48
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,48,0,0,96
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,48,108,36,12,0,204
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,78,24,0,0,138
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,273,6903,5317,873,0,13366
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,36,12,0,84
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,108,48,72,0,0,228
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,36,12,0,0,72
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,169,1050,348,0,0,1567
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,72,36,0,0,108
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,12,0,0,24
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,32,32,32,0,0,96
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,0,0,0,48
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,12,0,0,24
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,24,0,0,36
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,84,12,12,0,120
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,12,48,24,0,0,96
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,24,60,108,72,12,0,276
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,72,419,163,60,0,726
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,12,0,0,0,24
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,120,20,0,0,0,140
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,72,36,0,0,144
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,12,0,0,48
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,12,0,0,24
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,126,3217,2568,216,0,6127
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,60,100,160,24,0,344
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,108,12,0,0,120
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,72,36,0,0,120
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,72,36,0,0,120
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,84,24,12,0,156
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,12,0,0,12
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,12,0,0,12
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,12,0,0,60
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,12,0,0,12
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,84,36,0,0,132
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,12,0,0,36
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,0,0,0,36
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,144,109,36,0,0,289
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,60,12,0,0,72
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,24,0,0,48
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,12,0,0,12
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,96,48,0,0,156
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,36,144,108,48,0,0,336
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,72,0,0,0,84
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,36,36,0,0,84
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,12,0,0,24
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,84,804,264,24,0,1176
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,144,204,156,36,0,540
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,36,36,132,24,12,0,240
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,12,0,0,36
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,36,24,0,0,72
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,60,48,12,12,0,144
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,72,0,0,0,84
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,2,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,216,12,0,0,264
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,72,156,84,0,0,324
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,120,36,0,0,192
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,73,324,84,0,0,481
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,36,0,0,0,60
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,24,0,0,60
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,72,24,0,0,132
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,60,24,0,0,108
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,20,0,0,0,20
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,169,889,1365,446,84,0,2953
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,0,0,0,0,12
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,36,12,0,0,60
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,12,0,0,12
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,202,1092,312,24,0,1642
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,24,12,84,72,24,0,216
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,36,0,0,84
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,24,12,0,0,60
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,36,36,24,0,120
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,36,60,62,32,0,0,190
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,24,0,0,0,48
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,24,192,48,0,0,276
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,12,0,0,12
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,12,0,0,36
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,36,8,0,0,56
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,60,216,72,12,0,360
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,0,0,0,0,12
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,2,1,0,0,0,3
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,24,0,0,0,48
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,108,12,0,0,144
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,72,12,0,0,84
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,24,216,384,72,0,0,696
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,2,0,0,0,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,48,48,12,0,132
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,84,48,0,0,144
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,73,12,0,0,85
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,48,36,12,0,0,108
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,72,0,12,0,108
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,84,12,12,0,120
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,12,0,0,24
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,36,0,0,0,0,48
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,0,0,0,24
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,12,0,0,36
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,28,1071,6322,2843,482,0,10746
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,12,12,0,0,36
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,72,48,0,0,132
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,24,0,0,36
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,12,0,0,48
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,12,0,0,24
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,12,0,0,24
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,192,24,0,0,228
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,24,0,0,0,36
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,14,12,0,0,26
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,24,0,0,72
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,12,0,0,36
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,12,39,48,0,0,111
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,84,96,36,0,0,216
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,48,0,0,60
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,39,24,0,0,63
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,24,1596,7308,4524,336,0,13788
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,24,12,0,0,48
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,12,0,0,24
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,24,0,0,24
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,144,12,12,0,192
