,group,variable,month,TOTAL 3.4 CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTAL 3.4 CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO GONZALO MORENO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,1,0,1,1
PUERTO PEREZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,4,9,4,9,13
PUERTO QUIJARRO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,0,1,0,1
PUERTO RICO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,3,0,3,0,3
PUERTO VILLARROEL,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,16,4,16,4,20
PUNA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,28,19,28,19,47
PUNATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,54,34,54,34,88
QUIABAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,6,5,6,5,11
QUILLACOLLO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,83,125,83,125,208
QUIME,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,18,23,18,23,41
QUIRUSILLAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,0,1,0,1
RAVELO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,14,14,14,14,28
REYES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,8,0,8,0,8
RIBERALTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,11,19,11,30
ROBORE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,0,1,0,1
RURRENABAQUE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,2,3,2,3,5
SABAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,7,2,7,2,9
SACABA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,74,50,74,50,124
SACABAMBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,6,25,6,25,31
SACACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,8,12,8,12,20
SAIPINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,6,6,6,6,12
SALINAS DE GARCI MENDOZA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,47,49,47,49,96
SAMAIPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,2,19,2,21
SAN ANDRES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,6,1,6,1,7
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,17,19,17,36
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,7,6,7,6,13
SAN BENITO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,20,24,20,24,44
SAN BORJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,11,3,11,3,14
SAN BUENA VENTURA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,3,5,3,5,8
SAN CARLOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,2,3,2,3,5
SAN IGNACIO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,11,18,11,18,29
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,39,19,39,58
SAN JAVIER(BNI),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,7,3,7,3,10
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,0,1,0,1
SAN JULIAN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,23,24,23,24,47
SAN LORENZO(PND),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,0,1,0,1
SAN LORENZO(TJA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,17,13,17,13,30
SAN LUCAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,7,10,7,10,17
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,23,6,23,6,29
SAN PABLO DE LIPEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,5,1,5,1,6
SAN PEDRO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,11,6,11,6,17
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,2,1,2,3
SAN PEDRO DE CURAHUARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,41,27,41,27,68
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,5,3,5,3,8
SAN RAFAEL,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,4,20,4,20,24
SANTA ANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,6,2,6,2,8
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,745,648,745,648,1393
SANTA ROSA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,4,0,4,0,4
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,7,2,7,2,9
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,13,8,13,8,21
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,6,1,6,7
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,28,27,28,27,55
SANTIVAÑES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,5,2,5,2,7
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,6,0,6,6
SAPAHAQUI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,7,11,7,11,18
SENA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,5,0,5,0,5
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,14,8,14,8,22
SIPE SIPE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,33,27,33,27,60
SOPACHUY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,5,4,5,4,9
SORACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,9,1,9,1,10
SORATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,5,8,5,8,13
SUCRE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,191,208,191,208,399
TACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,1,0,1,1
TACOBAMBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,2,2,2,2,4
TACOPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,9,3,9,3,12
TAPACARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,35,11,35,11,46
TARABUCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,11,9,11,9,20
TARACO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,30,11,30,11,41
TARATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,12,19,12,31
TARIJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,113,107,113,107,220
TARVITA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,7,5,7,5,12
TEOPONTE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,9,12,9,12,21
TINGUIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,9,3,9,3,12
TIPUANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,2,9,2,9,11
TIQUIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,36,17,36,17,53
TIRAQUE (CBBA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,13,18,13,18,31
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,3,0,3,3
TOCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,14,0,14,14
TOLATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,4,7,4,7,11
TOLEDO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,6,1,6,7
TOMAVE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,11,10,11,10,21
TOMINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,11,5,11,5,16
TORO TORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,3,3,3,3,6
TOTORA(CBBA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,10,1,10,1,11
TOTORA(ORR),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,14,9,14,9,23
TRIGAL,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,10,3,10,3,13
TRINIDAD,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,39,33,39,33,72
TUPIZA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,15,21,15,21,36
TURCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,6,19,6,25
UMALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,24,12,24,12,36
UNCIA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,13,23,13,23,36
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,17,10,17,10,27
URUBICHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,3,0,3,0,3
UYUNI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,12,1,12,1,13
VACAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,3,7,3,7,10
VALLEGRANDE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,26,30,26,30,56
VIACHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,41,24,41,24,65
VILA VILA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,2,1,2,3
VILLA CHARCAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,2,1,2,3
VILLA MONTES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,17,13,17,13,30
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,1,0,1,1
VILLA RIVERO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,4,0,4,4
VILLA SERRANO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,1,10,1,10,11
VILLA TUNARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,8,19,8,27
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,12,3,12,3,15
VILLAZON,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,21,29,21,29,50
VINTO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,20,13,20,13,33
VITICHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,6,13,6,13,19
WALDO BALLIVIAN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,0,1,0,1,1
WARNES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,27,31,27,31,58
YACO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,15,19,15,34
YACUIBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,57,36,57,36,93
YAMPARAEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,12,5,12,5,17
YANACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,6,1,6,1,7
YAPACANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,19,25,19,25,44
YOCALLA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,11,18,11,18,29
YOTALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,8,5,8,5,13
YUNCHARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,14,16,14,16,30
ZUDAÑEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-10-01,3,0,3,0,3
ACACIO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,2,6,2,6,8
ACHACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,80,72,80,72,152
ACHOCALLA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,6,6,6,12
AIQUILE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,34,26,34,26,60
ALALAY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,2,0,2,0,2
ALCALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,2,6,2,8
ALTO BENI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,4,2,4,2,6
ANCORAIMES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,9,16,9,16,25
ANDAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,2,15,2,15,17
ANTEQUERA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,5,6,5,6,11
ANZALDO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,6,6,6,12
APOLO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,3,3,3,3,6
ARAMPAMPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,1,4,1,4,5
ARANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,18,17,18,17,35
ARBIETO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,3,17,3,17,20
ARQUE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,3,5,3,5,8
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,0,10,0,10,10
ATOCHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,3,6,3,9
AUCAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,2,0,2,0,2
AYATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,2,5,2,5,7
AYO AYO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,17,6,17,6,23
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,19,13,19,13,32
AZURDUY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,1,0,1,0,1
BATALLAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,20,29,20,29,49
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,7,6,7,13
BERMEJO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,18,38,18,38,56
BETANZOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,21,26,21,26,47
BOLIVAR,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,7,2,7,2,9
CABEZAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,15,5,15,5,20
"CAIZA ""D""",atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,14,7,14,7,21
CAJUATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,8,5,8,5,13
CALAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,12,17,12,17,29
CAMARGO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,8,9,8,9,17
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,0,3,0,3,3
CAMIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,30,19,30,19,49
CAPINOTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,21,17,21,17,38
CAQUIAVIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,15,5,15,5,20
CARACOLLO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,23,30,23,30,53
CARANAVI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,5,5,5,5,10
CARAPARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,8,9,8,9,17
CARIPUYO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,4,4,4,4,8
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,4,7,4,7,11
CATACORA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,2,1,2,1,3
CHALLAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,102,79,102,79,181
CHAQUI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,7,7,7,7,14
CHARAGUA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,8,5,8,5,13
CHARAÑA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,2,1,2,1,3
CHAYANTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,13,16,13,16,29
CHIMORE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,7,0,7,0,7
CHIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,1,2,1,2,3
CHOQUE COTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,5,2,5,2,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,2,0,2,0,2
CHUMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,52,20,52,20,72
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,8,38,8,38,46
CKOCHAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,3,1,3,1,4
CLIZA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,41,33,41,33,74
COBIJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,18,7,18,7,25
COCAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,1,10,1,10,11
COCHABAMBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,444,342,444,342,786
COIPASA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,12,4,12,4,16
COLCAPIRHUA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,28,24,28,24,52
"COLCHA ""K""",atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,19,7,19,7,26
COLLANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,10,4,10,4,14
COLOMI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,5,5,5,5,10
COLQUECHACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,31,41,31,41,72
COLQUENCHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,7,6,7,13
COLQUIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,14,14,14,14,28
COMANCHE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,3,1,3,1,4
COMARAPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,21,34,21,34,55
COMBAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,3,10,3,10,13
COPACABANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,8,13,8,13,21
CORIPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,4,0,4,0,4
CORO CORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,5,4,5,4,9
COROICO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,10,9,10,9,19
CORQUE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,16,7,16,7,23
COTAGAITA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,18,37,18,37,55
COTOCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,1,4,1,4,5
CUATRO CAÑADAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,18,22,18,22,40
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,0,2,0,2,2
CUEVO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,1,0,1,0,1
CULPINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,15,19,15,19,34
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,8,8,8,8,16
DESAGUADERO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,10,17,10,17,27
EL ALTO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,155,142,155,142,297
EL CHORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,13,21,13,21,34
EL PUENTE(STC),atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,4,7,4,7,11
EL PUENTE(TJA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,5,6,5,11
EL TORNO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,59,66,59,66,125
EL VILLAR,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,1,1,1,1,2
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,8,6,8,14
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,1,0,1,0,1
ESCOMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,5,1,5,1,6
EUCALIPTUS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,10,8,10,8,18
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,4,6,4,10
FILADELFIA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,9,0,9,0,9
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,6,5,6,5,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,7,11,7,11,18
GUANAY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,5,1,5,1,6
GUAQUI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-11-01,17,26,17,26,43
