,group,variable,month,TOTAL 3.9 PERIODONCIAS CANTIDAD,TOTAL 3.9 PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA ROSA,atencion odontologica, periodoncias,2014-11-01,1,1,1,1,2
SANTA ROSA DEL SARA,atencion odontologica, periodoncias,2014-11-01,1,1,1,1,2
SANTIAGO DE CALLAPA,atencion odontologica, periodoncias,2014-11-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica, periodoncias,2014-11-01,4,6,4,6,10
SANTIAGO DE HUATA,atencion odontologica, periodoncias,2014-11-01,11,3,11,3,14
SANTIVAÑES,atencion odontologica, periodoncias,2014-11-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,atencion odontologica, periodoncias,2014-11-01,2,2,2,2,4
SAPAHAQUI,atencion odontologica, periodoncias,2014-11-01,0,5,0,5,5
SHINAOTA,atencion odontologica, periodoncias,2014-11-01,2,12,2,12,14
SICA SICA (VILLA AROMA),atencion odontologica, periodoncias,2014-11-01,7,4,7,4,11
SICAYA,atencion odontologica, periodoncias,2014-11-01,0,1,0,1,1
SIPE SIPE,atencion odontologica, periodoncias,2014-11-01,10,27,10,27,37
SOPACHUY,atencion odontologica, periodoncias,2014-11-01,3,7,3,7,10
SORATA,atencion odontologica, periodoncias,2014-11-01,0,4,0,4,4
SUCRE,atencion odontologica, periodoncias,2014-11-01,234,331,234,331,565
TACACOMA,atencion odontologica, periodoncias,2014-11-01,0,17,0,17,17
TAPACARI,atencion odontologica, periodoncias,2014-11-01,0,3,0,3,3
TARABUCO,atencion odontologica, periodoncias,2014-11-01,1,6,1,6,7
TARACO,atencion odontologica, periodoncias,2014-11-01,2,3,2,3,5
TARATA,atencion odontologica, periodoncias,2014-11-01,4,3,4,3,7
TARIJA,atencion odontologica, periodoncias,2014-11-01,243,325,243,325,568
TARVITA,atencion odontologica, periodoncias,2014-11-01,2,6,2,6,8
TIAWANACU,atencion odontologica, periodoncias,2014-11-01,0,3,0,3,3
TINGUIPAYA,atencion odontologica, periodoncias,2014-11-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica, periodoncias,2014-11-01,31,48,31,48,79
TIRAQUE (CBBA),atencion odontologica, periodoncias,2014-11-01,1,1,1,1,2
TOCO,atencion odontologica, periodoncias,2014-11-01,1,4,1,4,5
TOLATA,atencion odontologica, periodoncias,2014-11-01,5,10,5,10,15
TOMAVE,atencion odontologica, periodoncias,2014-11-01,3,10,3,10,13
TOMINA,atencion odontologica, periodoncias,2014-11-01,21,37,21,37,58
TORO TORO,atencion odontologica, periodoncias,2014-11-01,6,7,6,7,13
TOTORA(CBBA),atencion odontologica, periodoncias,2014-11-01,2,9,2,9,11
TRIGAL,atencion odontologica, periodoncias,2014-11-01,1,2,1,2,3
TRINIDAD,atencion odontologica, periodoncias,2014-11-01,18,26,18,26,44
TUPIZA,atencion odontologica, periodoncias,2014-11-01,3,19,3,19,22
TURCO,atencion odontologica, periodoncias,2014-11-01,0,2,0,2,2
UMALA,atencion odontologica, periodoncias,2014-11-01,1,0,1,0,1
UNCIA,atencion odontologica, periodoncias,2014-11-01,1,7,1,7,8
URIONDO (A. CONCEPCION),atencion odontologica, periodoncias,2014-11-01,2,120,2,120,122
UYUNI,atencion odontologica, periodoncias,2014-11-01,1,0,1,0,1
VACAS,atencion odontologica, periodoncias,2014-11-01,0,13,0,13,13
VALLEGRANDE,atencion odontologica, periodoncias,2014-11-01,3,7,3,7,10
VIACHA,atencion odontologica, periodoncias,2014-11-01,1,13,1,13,14
VILA VILA,atencion odontologica, periodoncias,2014-11-01,1,12,1,12,13
VILLA CHARCAS,atencion odontologica, periodoncias,2014-11-01,1,4,1,4,5
VILLA MONTES,atencion odontologica, periodoncias,2014-11-01,23,45,23,45,68
VILLA NUEVA (LOMA ALTA),atencion odontologica, periodoncias,2014-11-01,0,2,0,2,2
VILLA RIVERO,atencion odontologica, periodoncias,2014-11-01,2,14,2,14,16
VILLA SERRANO,atencion odontologica, periodoncias,2014-11-01,0,2,0,2,2
VILLA TUNARI,atencion odontologica, periodoncias,2014-11-01,10,93,10,93,103
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, periodoncias,2014-11-01,2,5,2,5,7
VILLAZON,atencion odontologica, periodoncias,2014-11-01,4,4,4,4,8
VINTO,atencion odontologica, periodoncias,2014-11-01,5,20,5,20,25
VITICHI,atencion odontologica, periodoncias,2014-11-01,2,2,2,2,4
WARNES,atencion odontologica, periodoncias,2014-11-01,1,2,1,2,3
YACO,atencion odontologica, periodoncias,2014-11-01,1,1,1,1,2
YACUIBA,atencion odontologica, periodoncias,2014-11-01,23,103,23,103,126
YAMPARAEZ,atencion odontologica, periodoncias,2014-11-01,0,6,0,6,6
YANACACHI,atencion odontologica, periodoncias,2014-11-01,3,6,3,6,9
YAPACANI,atencion odontologica, periodoncias,2014-11-01,6,37,6,37,43
YOCALLA,atencion odontologica, periodoncias,2014-11-01,4,1,4,1,5
YOTALA,atencion odontologica, periodoncias,2014-11-01,1,2,1,2,3
YUNCHARA,atencion odontologica, periodoncias,2014-11-01,1,3,1,3,4
ZUDAÑEZ,atencion odontologica, periodoncias,2014-11-01,1,0,1,0,1
ACHACACHI,atencion odontologica, periodoncias,2014-12-01,4,5,4,5,9
ACHOCALLA,atencion odontologica, periodoncias,2014-12-01,2,9,2,9,11
AIQUILE,atencion odontologica, periodoncias,2014-12-01,3,15,3,15,18
ALCALA,atencion odontologica, periodoncias,2014-12-01,1,2,1,2,3
ALTO BENI,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
ANCORAIMES,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
ANDAMARCA,atencion odontologica, periodoncias,2014-12-01,1,3,1,3,4
ANZALDO,atencion odontologica, periodoncias,2014-12-01,2,0,2,0,2
ARAMPAMPA,atencion odontologica, periodoncias,2014-12-01,1,4,1,4,5
ARANI,atencion odontologica, periodoncias,2014-12-01,5,2,5,2,7
ARBIETO,atencion odontologica, periodoncias,2014-12-01,3,11,3,11,14
ARQUE,atencion odontologica, periodoncias,2014-12-01,1,1,1,1,2
ATOCHA,atencion odontologica, periodoncias,2014-12-01,40,49,40,49,89
AYO AYO,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, periodoncias,2014-12-01,8,6,8,6,14
BAURES,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
BELEN DE ANDAMARCA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
BELEN DE URMIRI,atencion odontologica, periodoncias,2014-12-01,3,5,3,5,8
BERMEJO,atencion odontologica, periodoncias,2014-12-01,8,35,8,35,43
BETANZOS,atencion odontologica, periodoncias,2014-12-01,4,5,4,5,9
BOLIVAR,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
BOLPEBRA,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
BUENA VISTA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
CABEZAS,atencion odontologica, periodoncias,2014-12-01,2,7,2,7,9
CAIROMA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
"CAIZA ""D""",atencion odontologica, periodoncias,2014-12-01,1,3,1,3,4
CAJUATA,atencion odontologica, periodoncias,2014-12-01,0,9,0,9,9
CALACOTO,atencion odontologica, periodoncias,2014-12-01,2,0,2,0,2
CALAMARCA,atencion odontologica, periodoncias,2014-12-01,4,0,4,0,4
CAMARGO,atencion odontologica, periodoncias,2014-12-01,2,1,2,1,3
CAMIRI,atencion odontologica, periodoncias,2014-12-01,3,0,3,0,3
CAPINOTA,atencion odontologica, periodoncias,2014-12-01,21,27,21,27,48
CAQUIAVIRI,atencion odontologica, periodoncias,2014-12-01,3,0,3,0,3
CARACOLLO,atencion odontologica, periodoncias,2014-12-01,10,78,10,78,88
CARANAVI,atencion odontologica, periodoncias,2014-12-01,23,31,23,31,54
CARAPARI,atencion odontologica, periodoncias,2014-12-01,3,31,3,31,34
CARIPUYO,atencion odontologica, periodoncias,2014-12-01,0,7,0,7,7
CARMEN RIVERO TORREZ,atencion odontologica, periodoncias,2014-12-01,2,19,2,19,21
CHALLAPATA,atencion odontologica, periodoncias,2014-12-01,13,20,13,20,33
CHARAGUA,atencion odontologica, periodoncias,2014-12-01,1,10,1,10,11
CHAYANTA,atencion odontologica, periodoncias,2014-12-01,5,8,5,8,13
CHIPAYA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, periodoncias,2014-12-01,1,5,1,5,6
CHUMA,atencion odontologica, periodoncias,2014-12-01,4,7,4,7,11
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, periodoncias,2014-12-01,0,4,0,4,4
CKOCHAS,atencion odontologica, periodoncias,2014-12-01,5,5,5,5,10
CLIZA,atencion odontologica, periodoncias,2014-12-01,8,32,8,32,40
COBIJA,atencion odontologica, periodoncias,2014-12-01,2,11,2,11,13
COCAPATA,atencion odontologica, periodoncias,2014-12-01,1,5,1,5,6
COCHABAMBA,atencion odontologica, periodoncias,2014-12-01,783,1117,783,1117,1900
COIPASA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
COLCAPIRHUA,atencion odontologica, periodoncias,2014-12-01,6,11,6,11,17
"COLCHA ""K""",atencion odontologica, periodoncias,2014-12-01,2,2,2,2,4
COLOMI,atencion odontologica, periodoncias,2014-12-01,0,21,0,21,21
COLQUECHACA,atencion odontologica, periodoncias,2014-12-01,1,6,1,6,7
COLQUENCHA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
COLQUIRI,atencion odontologica, periodoncias,2014-12-01,2,0,2,0,2
COMARAPA,atencion odontologica, periodoncias,2014-12-01,6,10,6,10,16
COMBAYA,atencion odontologica, periodoncias,2014-12-01,0,7,0,7,7
CONCEPCION,atencion odontologica, periodoncias,2014-12-01,3,4,3,4,7
COPACABANA,atencion odontologica, periodoncias,2014-12-01,1,2,1,2,3
CORO CORO,atencion odontologica, periodoncias,2014-12-01,2,1,2,1,3
COROICO,atencion odontologica, periodoncias,2014-12-01,3,7,3,7,10
CORQUE,atencion odontologica, periodoncias,2014-12-01,1,3,1,3,4
COTAGAITA,atencion odontologica, periodoncias,2014-12-01,3,9,3,9,12
CUATRO CAÑADAS,atencion odontologica, periodoncias,2014-12-01,2,9,2,9,11
CULPINA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
CURAHUARA DE CARANGAS,atencion odontologica, periodoncias,2014-12-01,2,1,2,1,3
CURVA,atencion odontologica, periodoncias,2014-12-01,0,5,0,5,5
EL ALTO,atencion odontologica, periodoncias,2014-12-01,227,379,227,379,606
EL CHORO,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
EL PUENTE(STC),atencion odontologica, periodoncias,2014-12-01,2,0,2,0,2
EL PUENTE(TJA),atencion odontologica, periodoncias,2014-12-01,2,0,2,0,2
EL TORNO,atencion odontologica, periodoncias,2014-12-01,26,104,26,104,130
EL VILLAR,atencion odontologica, periodoncias,2014-12-01,1,1,1,1,2
ENTRE RIOS TRJ,atencion odontologica, periodoncias,2014-12-01,3,5,3,5,8
ENTRE RIOS CBBA,atencion odontologica, periodoncias,2014-12-01,1,13,1,13,14
EUCALIPTUS,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
FERNANDEZ ALONSO,atencion odontologica, periodoncias,2014-12-01,0,17,0,17,17
FILADELFIA,atencion odontologica, periodoncias,2014-12-01,3,1,3,1,4
GENERAL SAAVEDRA,atencion odontologica, periodoncias,2014-12-01,0,9,0,9,9
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, periodoncias,2014-12-01,4,8,4,8,12
GUANAY,atencion odontologica, periodoncias,2014-12-01,2,5,2,5,7
GUAQUI,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
GUAYARAMERIN,atencion odontologica, periodoncias,2014-12-01,19,23,19,23,42
GUTIERREZ,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
HUANUNI,atencion odontologica, periodoncias,2014-12-01,5,1,5,1,6
HUATAJATA,atencion odontologica, periodoncias,2014-12-01,2,1,2,1,3
HUAYLLAMARCA,atencion odontologica, periodoncias,2014-12-01,2,0,2,0,2
HUMANATA,atencion odontologica, periodoncias,2014-12-01,2,2,2,2,4
ICLA,atencion odontologica, periodoncias,2014-12-01,1,4,1,4,5
INCAHUASI,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
JESUS DE MACHACA,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
LA ASUNTA,atencion odontologica, periodoncias,2014-12-01,1,4,1,4,5
LA GUARDIA,atencion odontologica, periodoncias,2014-12-01,4,15,4,15,19
LA PAZ,atencion odontologica, periodoncias,2014-12-01,175,300,175,300,475
LAS CARRERAS,atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
LICOMA PAMPA,atencion odontologica, periodoncias,2014-12-01,0,17,0,17,17
LLALLAGUA,atencion odontologica, periodoncias,2014-12-01,2,15,2,15,17
LLICA,atencion odontologica, periodoncias,2014-12-01,0,6,0,6,6
LURIBAY,atencion odontologica, periodoncias,2014-12-01,0,10,0,10,10
MACHARETI,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
MAPIRI,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
MECAPACA,atencion odontologica, periodoncias,2014-12-01,3,0,3,0,3
MIZQUE,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
MOCOMOCO,atencion odontologica, periodoncias,2014-12-01,1,2,1,2,3
MOJOCOYA,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
MONTEAGUDO,atencion odontologica, periodoncias,2014-12-01,1,4,1,4,5
MONTERO,atencion odontologica, periodoncias,2014-12-01,9,8,9,8,17
MORO MORO,atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
MOROCHATA,atencion odontologica, periodoncias,2014-12-01,7,13,7,13,20
OCURI,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
OKINAWA,atencion odontologica, periodoncias,2014-12-01,3,8,3,8,11
OMEREQUE,atencion odontologica, periodoncias,2014-12-01,4,4,4,4,8
ORURO,atencion odontologica, periodoncias,2014-12-01,21,89,21,89,110
PADCAYA,atencion odontologica, periodoncias,2014-12-01,10,23,10,23,33
PADILLA,atencion odontologica, periodoncias,2014-12-01,1,1,1,1,2
PALCA,atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
PALOS BLANCOS,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
PAPEL PAMPA,atencion odontologica, periodoncias,2014-12-01,0,4,0,4,4
PATACAMAYA,atencion odontologica, periodoncias,2014-12-01,2,7,2,7,9
PAZÑA,atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
PELECHUCO,atencion odontologica, periodoncias,2014-12-01,0,4,0,4,4
POCOATA,atencion odontologica, periodoncias,2014-12-01,3,15,3,15,18
POCONA,atencion odontologica, periodoncias,2014-12-01,3,3,3,3,6
POJO (CBBA),atencion odontologica, periodoncias,2014-12-01,1,9,1,9,10
POOPO,atencion odontologica, periodoncias,2014-12-01,0,4,0,4,4
PORCO,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
POROMA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
PORONGO,atencion odontologica, periodoncias,2014-12-01,1,6,1,6,7
PORTACHUELO,atencion odontologica, periodoncias,2014-12-01,2,1,2,1,3
PORVENIR,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
POSTRER VALLE,atencion odontologica, periodoncias,2014-12-01,1,18,1,18,19
POTOSI,atencion odontologica, periodoncias,2014-12-01,8,16,8,16,24
PRESTO,atencion odontologica, periodoncias,2014-12-01,1,1,1,1,2
PUCARANI,atencion odontologica, periodoncias,2014-12-01,9,22,9,22,31
PUERTO ACOSTA,atencion odontologica, periodoncias,2014-12-01,0,4,0,4,4
PUERTO CARABUCO,atencion odontologica, periodoncias,2014-12-01,1,1,1,1,2
PUERTO GONZALO MORENO,atencion odontologica, periodoncias,2014-12-01,1,6,1,6,7
PUERTO RICO,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
PUERTO SUAREZ,atencion odontologica, periodoncias,2014-12-01,2,5,2,5,7
PUERTO VILLARROEL,atencion odontologica, periodoncias,2014-12-01,10,31,10,31,41
PUNA,atencion odontologica, periodoncias,2014-12-01,1,15,1,15,16
PUNATA,atencion odontologica, periodoncias,2014-12-01,12,38,12,38,50
QUIABAYA,atencion odontologica, periodoncias,2014-12-01,1,1,1,1,2
QUILLACOLLO,atencion odontologica, periodoncias,2014-12-01,81,175,81,175,256
QUIME,atencion odontologica, periodoncias,2014-12-01,10,11,10,11,21
QUIRUSILLAS,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
RAVELO,atencion odontologica, periodoncias,2014-12-01,0,9,0,9,9
REYES,atencion odontologica, periodoncias,2014-12-01,0,15,0,15,15
RIBERALTA,atencion odontologica, periodoncias,2014-12-01,2,31,2,31,33
SACABA,atencion odontologica, periodoncias,2014-12-01,40,92,40,92,132
SACABAMBA,atencion odontologica, periodoncias,2014-12-01,9,6,9,6,15
SAIPINA,atencion odontologica, periodoncias,2014-12-01,2,1,2,1,3
SALINAS DE GARCI MENDOZA,atencion odontologica, periodoncias,2014-12-01,2,7,2,7,9
SAMAIPATA,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
SAN AGUSTIN,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
SAN ANDRES,atencion odontologica, periodoncias,2014-12-01,5,5,5,5,10
SAN ANDRES DE MACHACA,atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
SAN BENITO,atencion odontologica, periodoncias,2014-12-01,0,11,0,11,11
SAN BORJA,atencion odontologica, periodoncias,2014-12-01,3,4,3,4,7
SAN BUENA VENTURA,atencion odontologica, periodoncias,2014-12-01,3,9,3,9,12
SAN CARLOS,atencion odontologica, periodoncias,2014-12-01,2,11,2,11,13
SAN IGNACIO,atencion odontologica, periodoncias,2014-12-01,8,29,8,29,37
SAN IGNACIO DE VELASCO,atencion odontologica, periodoncias,2014-12-01,2,7,2,7,9
SAN JAVIER(STC),atencion odontologica, periodoncias,2014-12-01,4,4,4,4,8
SAN JULIAN,atencion odontologica, periodoncias,2014-12-01,9,24,9,24,33
SAN LORENZO(PND),atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
SAN LORENZO(TJA),atencion odontologica, periodoncias,2014-12-01,4,151,4,151,155
SAN LUCAS,atencion odontologica, periodoncias,2014-12-01,6,34,6,34,40
SAN MIGUEL DE VELASCO,atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
SAN PEDRO,atencion odontologica, periodoncias,2014-12-01,2,30,2,30,32
SAN PEDRO DE BUENA VISTA,atencion odontologica, periodoncias,2014-12-01,5,2,5,2,7
SAN RAFAEL,atencion odontologica, periodoncias,2014-12-01,0,4,0,4,4
SAN RAMON SCZ,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
SANTA ANA,atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica, periodoncias,2014-12-01,299,653,299,653,952
SANTA ROSA DEL SARA,atencion odontologica, periodoncias,2014-12-01,0,5,0,5,5
SANTIAGO DE HUARI,atencion odontologica, periodoncias,2014-12-01,3,10,3,10,13
SANTIAGO DE HUATA,atencion odontologica, periodoncias,2014-12-01,2,8,2,8,10
SANTIAGO DE MACHACA,atencion odontologica, periodoncias,2014-12-01,2,0,2,0,2
SANTIVAÑES,atencion odontologica, periodoncias,2014-12-01,1,3,1,3,4
SANTUARIO DE QUILLACAS,atencion odontologica, periodoncias,2014-12-01,1,1,1,1,2
SICAYA,atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
SIPE SIPE,atencion odontologica, periodoncias,2014-12-01,11,43,11,43,54
SOPACHUY,atencion odontologica, periodoncias,2014-12-01,6,7,6,7,13
SORACACHI,atencion odontologica, periodoncias,2014-12-01,0,5,0,5,5
SORATA,atencion odontologica, periodoncias,2014-12-01,3,3,3,3,6
SUCRE,atencion odontologica, periodoncias,2014-12-01,254,389,254,389,643
TACACOMA,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
TAPACARI,atencion odontologica, periodoncias,2014-12-01,2,4,2,4,6
TARABUCO,atencion odontologica, periodoncias,2014-12-01,1,16,1,16,17
TARATA,atencion odontologica, periodoncias,2014-12-01,1,1,1,1,2
TARIJA,atencion odontologica, periodoncias,2014-12-01,231,325,231,325,556
TARVITA,atencion odontologica, periodoncias,2014-12-01,1,7,1,7,8
TEOPONTE,atencion odontologica, periodoncias,2014-12-01,1,2,1,2,3
TIAWANACU,atencion odontologica, periodoncias,2014-12-01,2,7,2,7,9
TIQUIPAYA,atencion odontologica, periodoncias,2014-12-01,21,59,21,59,80
TIRAQUE (CBBA),atencion odontologica, periodoncias,2014-12-01,0,2,0,2,2
TOCO,atencion odontologica, periodoncias,2014-12-01,1,6,1,6,7
TOLATA,atencion odontologica, periodoncias,2014-12-01,2,6,2,6,8
TOMAVE,atencion odontologica, periodoncias,2014-12-01,2,16,2,16,18
TOMINA,atencion odontologica, periodoncias,2014-12-01,3,16,3,16,19
TORO TORO,atencion odontologica, periodoncias,2014-12-01,2,1,2,1,3
TOTORA(CBBA),atencion odontologica, periodoncias,2014-12-01,4,11,4,11,15
TOTORA(ORR),atencion odontologica, periodoncias,2014-12-01,1,2,1,2,3
TRINIDAD,atencion odontologica, periodoncias,2014-12-01,22,21,22,21,43
TUPIZA,atencion odontologica, periodoncias,2014-12-01,7,20,7,20,27
TURCO,atencion odontologica, periodoncias,2014-12-01,1,0,1,0,1
UNCIA,atencion odontologica, periodoncias,2014-12-01,5,14,5,14,19
URIONDO (A. CONCEPCION),atencion odontologica, periodoncias,2014-12-01,5,145,5,145,150
URUBICHA,atencion odontologica, periodoncias,2014-12-01,0,1,0,1,1
UYUNI,atencion odontologica, periodoncias,2014-12-01,2,0,2,0,2
VACAS,atencion odontologica, periodoncias,2014-12-01,5,34,5,34,39
VALLEGRANDE,atencion odontologica, periodoncias,2014-12-01,5,24,5,24,29
VIACHA,atencion odontologica, periodoncias,2014-12-01,2,16,2,16,18
VILA VILA,atencion odontologica, periodoncias,2014-12-01,0,13,0,13,13
VILLA CHARCAS,atencion odontologica, periodoncias,2014-12-01,3,5,3,5,8
VILLA MONTES,atencion odontologica, periodoncias,2014-12-01,10,24,10,24,34
VILLA NUEVA (LOMA ALTA),atencion odontologica, periodoncias,2014-12-01,1,6,1,6,7
VILLA RIVERO,atencion odontologica, periodoncias,2014-12-01,2,9,2,9,11
VILLA SERRANO,atencion odontologica, periodoncias,2014-12-01,2,3,2,3,5
VILLA TUNARI,atencion odontologica, periodoncias,2014-12-01,15,64,15,64,79
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, periodoncias,2014-12-01,2,7,2,7,9
VILLAZON,atencion odontologica, periodoncias,2014-12-01,2,14,2,14,16
VINTO,atencion odontologica, periodoncias,2014-12-01,1,67,1,67,68
VITICHI,atencion odontologica, periodoncias,2014-12-01,0,3,0,3,3
WARNES,atencion odontologica, periodoncias,2014-12-01,1,7,1,7,8
YACUIBA,atencion odontologica, periodoncias,2014-12-01,34,33,34,33,67
YAMPARAEZ,atencion odontologica, periodoncias,2014-12-01,1,7,1,7,8
YANACACHI,atencion odontologica, periodoncias,2014-12-01,5,5,5,5,10
YAPACANI,atencion odontologica, periodoncias,2014-12-01,3,1,3,1,4
YOCALLA,atencion odontologica, periodoncias,2014-12-01,2,3,2,3,5
YOTALA,atencion odontologica, periodoncias,2014-12-01,1,12,1,12,13
