,group,variable,month,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
UNCIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,41,0,41,41
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,44,0,44,44
URUBICHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,24,0,24,24
UYUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,18,0,18,18
VACAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,19,0,19,19
VALLEGRANDE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,75,0,75,75
VIACHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,77,0,77,77
VILA VILA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,59,0,59,59
VILLA CHARCAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,25,0,25,25
VILLA MONTES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,21,0,21,21
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
VILLA RIVERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,157,0,157,157
VILLA SERRANO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,47,0,47,47
VILLA TUNARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,708,0,708,708
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,102,0,102,102
VILLAZON,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,110,0,110,110
VINTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,121,0,121,121
VITICHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
WALDO BALLIVIAN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,4,0,4,4
WARNES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,28,0,28,28
YACO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,5,0,5,5
YACUIBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,38,0,38,38
YAMPARAEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,60,0,60,60
YANACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,5,0,5,5
YAPACANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,203,0,203,203
YOCALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,9,0,9,9
YOTALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,53,0,53,53
YUNCHARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
ZUDAÑEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,17,0,17,17
ACACIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,5,0,5,5
ACHACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,29,0,29,29
ACHOCALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,11,0,11,11
AIQUILE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,78,0,78,78
ALALAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,11,0,11,11
ALCALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,20,0,20,20
ALTO BENI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,18,0,18,18
ANDAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,32,0,32,32
ANTEQUERA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,5,0,5,5
ANZALDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,8,0,8,8
APOLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,90,0,90,90
ARAMPAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,7,0,7,7
ARANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,27,0,27,27
ARBIETO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,38,0,38,38
ARQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,17,0,17,17
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,20,0,20,20
ATOCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
AYO AYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,62,0,62,62
AZURDUY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,18,0,18,18
BATALLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,51,0,51,51
BAURES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,8,0,8,8
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,20,0,20,20
BELEN DE URMIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,2,0,2,2
BERMEJO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,47,0,47,47
BETANZOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,109,0,109,109
BOLIVAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,12,0,12,12
BOLPEBRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,2,0,2,2
BUENA VISTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,10,0,10,10
CABEZAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,21,0,21,21
"CAIZA ""D""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,39,0,39,39
CAJUATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,14,0,14,14
CALAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,37,0,37,37
CAMARGO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,53,0,53,53
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,9,0,9,9
CAMIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,132,0,132,132
CAPINOTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,64,0,64,64
CAQUIAVIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,20,0,20,20
CARACOLLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
CARANAVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,17,0,17,17
CARAPARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,4,0,4,4
CARIPUYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,17,0,17,17
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,58,0,58,58
CATACORA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,2,0,2,2
CHALLAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,88,0,88,88
CHAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,4,0,4,4
CHARAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,9,0,9,9
CHARAÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,10,0,10,10
CHAYANTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,28,0,28,28
CHIMORE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,74,0,74,74
CHIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,4,0,4,4
CHUA COCANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,6,0,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,59,0,59,59
CHUMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,18,0,18,18
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,64,0,64,64
CKOCHAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,32,0,32,32
CLIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,67,0,67,67
COBIJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,80,0,80,80
COCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,55,0,55,55
COCHABAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,1337,0,1337,1337
COIPASA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,11,0,11,11
COLCAPIRHUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,105,0,105,105
"COLCHA ""K""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,26,0,26,26
COLOMI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,103,0,103,103
COLQUECHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,53,0,53,53
COLQUENCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,1,0,1,1
COLQUIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,28,0,28,28
COMANCHE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,6,0,6,6
COMARAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,45,0,45,45
COMBAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,2,0,2,2
CONCEPCION,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,16,0,16,16
COPACABANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,1,0,1,1
CORIPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,1,0,1,1
CORO CORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,3,0,3,3
CORQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,33,0,33,33
COTAGAITA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,84,0,84,84
COTOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,3,0,3,3
CUATRO CAÑADAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,76,0,76,76
CULPINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,86,0,86,86
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
CURVA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,9,0,9,9
EL ALTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,871,0,871,871
EL CHORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,20,0,20,20
EL PUENTE(STC),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,9,0,9,9
EL TORNO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,169,0,169,169
EL VILLAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,22,0,22,22
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,42,0,42,42
EUCALIPTUS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,6,0,6,6
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,28,0,28,28
FILADELFIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,27,0,27,27
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,32,0,32,32
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,76,0,76,76
GUANAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,10,0,10,10
GUAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,9,0,9,9
GUAYARAMERIN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,32,0,32,32
GUTIERREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,4,0,4,4
HUACARETA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,31,0,31,31
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,14,0,14,14
HUANUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
HUARACAJE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,1,0,1,1
HUATAJATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,18,0,18,18
HUAYLLAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,17,0,17,17
ICHOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,15,0,15,15
ICLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,17,0,17,17
INCAHUASI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,47,0,47,47
INGAVI (HUMAITA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,5,0,5,5
INQUISIVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,9,0,9,9
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,22,0,22,22
JESUS DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,57,0,57,57
LA ASUNTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,39,0,39,39
LA GUARDIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,106,0,106,106
LA PAZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,742,0,742,742
LAJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,32,0,32,32
LAS CARRERAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,21,0,21,21
LICOMA PAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,17,0,17,17
LLALLAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,127,0,127,127
LURIBAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,7,0,7,7
MACHACAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
MACHARETI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,21,0,21,21
MAGDALENA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,5,0,5,5
MAIRANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,18,0,18,18
MALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,3,0,3,3
MAPIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,11,0,11,11
MECAPACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,10,0,10,10
MIZQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,14,0,14,14
MOCOMOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,30,0,30,30
MOJOCOYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,13,0,13,13
MONTEAGUDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,111,0,111,111
MONTERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,100,0,100,100
MORO MORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,1,0,1,1
MOROCHATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,109,0,109,109
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,9,0,9,9
OCURI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
OKINAWA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
OMEREQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,4,0,4,4
ORURO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,513,0,513,513
PADCAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,7,0,7,7
PADILLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,38,0,38,38
PALCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,12,0,12,12
PALOS BLANCOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,37,0,37,37
PAMPA AULLAGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,8,0,8,8
PAMPA GRANDE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,37,0,37,37
PAPEL PAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,22,0,22,22
PAZÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,16,0,16,16
PELECHUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,19,0,19,19
POCOATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,108,0,108,108
POCONA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,12,0,12,12
POJO (CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,20,0,20,20
POOPO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-12-01,0,22,0,22,22
