,group,variable,month,TOTAL 312 OTRAS ACCIONES CANTIDAD,TOTAL 312 OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
SORACACHI,atencion odontologica,otras acciones,2014-08-01,26.0,39.0,26.0,39.0,65.0
SORATA,atencion odontologica,otras acciones,2014-08-01,22.0,36.0,22.0,36.0,58.0
SUCRE,atencion odontologica,otras acciones,2014-08-01,909.0,1518.0,909.0,1518.0,2427.0
TACACHI,atencion odontologica,otras acciones,2014-08-01,0.0,3.0,0.0,3.0,3.0
TAHUA,atencion odontologica,otras acciones,2014-08-01,3.0,9.0,3.0,9.0,12.0
TAPACARI,atencion odontologica,otras acciones,2014-08-01,26.0,66.0,26.0,66.0,92.0
TARABUCO,atencion odontologica,otras acciones,2014-08-01,16.0,28.0,16.0,28.0,44.0
TARACO,atencion odontologica,otras acciones,2014-08-01,25.0,15.0,25.0,15.0,40.0
TARATA,atencion odontologica,otras acciones,2014-08-01,15.0,25.0,15.0,25.0,40.0
TARIJA,atencion odontologica,otras acciones,2014-08-01,1102.0,1990.0,1102.0,1990.0,3092.0
TARVITA,atencion odontologica,otras acciones,2014-08-01,90.0,122.0,90.0,122.0,212.0
TEOPONTE,atencion odontologica,otras acciones,2014-08-01,1.0,3.0,1.0,3.0,4.0
TIAWANACU,atencion odontologica,otras acciones,2014-08-01,48.0,95.0,48.0,95.0,143.0
TIPUANI,atencion odontologica,otras acciones,2014-08-01,8.0,13.0,8.0,13.0,21.0
TIQUIPAYA,atencion odontologica,otras acciones,2014-08-01,83.0,106.0,83.0,106.0,189.0
TIRAQUE (CBBA),atencion odontologica,otras acciones,2014-08-01,45.0,91.0,45.0,91.0,136.0
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2014-08-01,2.0,6.0,2.0,6.0,8.0
TOCO,atencion odontologica,otras acciones,2014-08-01,12.0,14.0,12.0,14.0,26.0
TOLATA,atencion odontologica,otras acciones,2014-08-01,8.0,19.0,8.0,19.0,27.0
TOLEDO,atencion odontologica,otras acciones,2014-08-01,12.0,14.0,12.0,14.0,26.0
TOMAVE,atencion odontologica,otras acciones,2014-08-01,25.0,70.0,25.0,70.0,95.0
TOMINA,atencion odontologica,otras acciones,2014-08-01,129.0,253.0,129.0,253.0,382.0
TOTORA(CBBA),atencion odontologica,otras acciones,2014-08-01,0.0,1.0,0.0,1.0,1.0
TOTORA(ORR),atencion odontologica,otras acciones,2014-08-01,23.0,39.0,23.0,39.0,62.0
TRINIDAD,atencion odontologica,otras acciones,2014-08-01,81.0,103.0,81.0,103.0,184.0
TUPIZA,atencion odontologica,otras acciones,2014-08-01,7.0,26.0,7.0,26.0,33.0
TURCO,atencion odontologica,otras acciones,2014-08-01,19.0,15.0,19.0,15.0,34.0
UMALA,atencion odontologica,otras acciones,2014-08-01,10.0,7.0,10.0,7.0,17.0
UNCIA,atencion odontologica,otras acciones,2014-08-01,81.0,99.0,81.0,99.0,180.0
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2014-08-01,76.0,156.0,76.0,156.0,232.0
URUBICHA,atencion odontologica,otras acciones,2014-08-01,4.0,31.0,4.0,31.0,35.0
UYUNI,atencion odontologica,otras acciones,2014-08-01,2.0,1.0,2.0,1.0,3.0
VACAS,atencion odontologica,otras acciones,2014-08-01,19.0,30.0,19.0,30.0,49.0
VALLEGRANDE,atencion odontologica,otras acciones,2014-08-01,20.0,30.0,20.0,30.0,50.0
VIACHA,atencion odontologica,otras acciones,2014-08-01,142.0,164.0,142.0,164.0,306.0
VILA VILA,atencion odontologica,otras acciones,2014-08-01,1.0,12.0,1.0,12.0,13.0
VILLA CHARCAS,atencion odontologica,otras acciones,2014-08-01,5.0,22.0,5.0,22.0,27.0
VILLA MONTES,atencion odontologica,otras acciones,2014-08-01,143.0,262.0,143.0,262.0,405.0
VILLA NUEVA (LOMA ALTA),atencion odontologica,otras acciones,2014-08-01,1.0,1.0,1.0,1.0,2.0
VILLA RIVERO,atencion odontologica,otras acciones,2014-08-01,8.0,6.0,8.0,6.0,14.0
VILLA SERRANO,atencion odontologica,otras acciones,2014-08-01,0.0,13.0,0.0,13.0,13.0
VILLA TUNARI,atencion odontologica,otras acciones,2014-08-01,65.0,102.0,65.0,102.0,167.0
VINTO,atencion odontologica,otras acciones,2014-08-01,24.0,54.0,24.0,54.0,78.0
VITICHI,atencion odontologica,otras acciones,2014-08-01,40.0,93.0,40.0,93.0,133.0
WALDO BALLIVIAN,atencion odontologica,otras acciones,2014-08-01,4.0,3.0,4.0,3.0,7.0
WARNES,atencion odontologica,otras acciones,2014-08-01,27.0,53.0,27.0,53.0,80.0
YACO,atencion odontologica,otras acciones,2014-08-01,10.0,16.0,10.0,16.0,26.0
YACUIBA,atencion odontologica,otras acciones,2014-08-01,67.0,78.0,67.0,78.0,145.0
YAMPARAEZ,atencion odontologica,otras acciones,2014-08-01,34.0,97.0,34.0,97.0,131.0
YAPACANI,atencion odontologica,otras acciones,2014-08-01,24.0,48.0,24.0,48.0,72.0
YOCALLA,atencion odontologica,otras acciones,2014-08-01,27.0,30.0,27.0,30.0,57.0
YOTALA,atencion odontologica,otras acciones,2014-08-01,0.0,60.0,0.0,60.0,60.0
YUNCHARA,atencion odontologica,otras acciones,2014-08-01,23.0,32.0,23.0,32.0,55.0
ZUDAÑEZ,atencion odontologica,otras acciones,2014-08-01,9.0,18.0,9.0,18.0,27.0
ACHACACHI,atencion odontologica,otras acciones,2014-09-01,102.0,174.0,102.0,174.0,276.0
ACHOCALLA,atencion odontologica,otras acciones,2014-09-01,20.0,31.0,20.0,31.0,51.0
AIQUILE,atencion odontologica,otras acciones,2014-09-01,33.0,49.0,33.0,49.0,82.0
ALALAY,atencion odontologica,otras acciones,2014-09-01,0.0,4.0,0.0,4.0,4.0
ALCALA,atencion odontologica,otras acciones,2014-09-01,5.0,40.0,5.0,40.0,45.0
ALTO BENI,atencion odontologica,otras acciones,2014-09-01,3.0,2.0,3.0,2.0,5.0
ANCORAIMES,atencion odontologica,otras acciones,2014-09-01,1.0,12.0,1.0,12.0,13.0
ANDAMARCA,atencion odontologica,otras acciones,2014-09-01,30.0,49.0,30.0,49.0,79.0
ANTEQUERA,atencion odontologica,otras acciones,2014-09-01,21.0,39.0,21.0,39.0,60.0
ANZALDO,atencion odontologica,otras acciones,2014-09-01,5.0,20.0,5.0,20.0,25.0
APOLO,atencion odontologica,otras acciones,2014-09-01,14.0,7.0,14.0,7.0,21.0
ARANI,atencion odontologica,otras acciones,2014-09-01,6.0,3.0,6.0,3.0,9.0
ARBIETO,atencion odontologica,otras acciones,2014-09-01,7.0,12.0,7.0,12.0,19.0
ARQUE,atencion odontologica,otras acciones,2014-09-01,3.0,12.0,3.0,12.0,15.0
ATOCHA,atencion odontologica,otras acciones,2014-09-01,205.0,270.0,205.0,270.0,475.0
AYATA,atencion odontologica,otras acciones,2014-09-01,7.0,10.0,7.0,10.0,17.0
AYO AYO,atencion odontologica,otras acciones,2014-09-01,25.0,64.0,25.0,64.0,89.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2014-09-01,25.0,36.0,25.0,36.0,61.0
AZURDUY,atencion odontologica,otras acciones,2014-09-01,7.0,23.0,7.0,23.0,30.0
BATALLAS,atencion odontologica,otras acciones,2014-09-01,5.0,21.0,5.0,21.0,26.0
BAURES,atencion odontologica,otras acciones,2014-09-01,16.0,8.0,16.0,8.0,24.0
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2014-09-01,5.0,9.0,5.0,9.0,14.0
BELEN DE URMIRI,atencion odontologica,otras acciones,2014-09-01,4.0,3.0,4.0,3.0,7.0
BERMEJO,atencion odontologica,otras acciones,2014-09-01,75.0,147.0,75.0,147.0,222.0
BOLIVAR,atencion odontologica,otras acciones,2014-09-01,5.0,3.0,5.0,3.0,8.0
BOYUIBE,atencion odontologica,otras acciones,2014-09-01,0.0,1.0,0.0,1.0,1.0
BUENA VISTA,atencion odontologica,otras acciones,2014-09-01,31.0,51.0,31.0,51.0,82.0
CABEZAS,atencion odontologica,otras acciones,2014-09-01,30.0,56.0,30.0,56.0,86.0
CAIROMA,atencion odontologica,otras acciones,2014-09-01,7.0,9.0,7.0,9.0,16.0
"CAIZA ""D""",atencion odontologica,otras acciones,2014-09-01,48.0,84.0,48.0,84.0,132.0
CAJUATA,atencion odontologica,otras acciones,2014-09-01,3.0,2.0,3.0,2.0,5.0
CALACOTO,atencion odontologica,otras acciones,2014-09-01,4.0,7.0,4.0,7.0,11.0
CALAMARCA,atencion odontologica,otras acciones,2014-09-01,100.0,165.0,100.0,165.0,265.0
CAMARGO,atencion odontologica,otras acciones,2014-09-01,145.0,270.0,145.0,270.0,415.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2014-09-01,19.0,37.0,19.0,37.0,56.0
CAMIRI,atencion odontologica,otras acciones,2014-09-01,46.0,103.0,46.0,103.0,149.0
CAPINOTA,atencion odontologica,otras acciones,2014-09-01,4.0,9.0,4.0,9.0,13.0
CAQUIAVIRI,atencion odontologica,otras acciones,2014-09-01,11.0,29.0,11.0,29.0,40.0
CARACOLLO,atencion odontologica,otras acciones,2014-09-01,156.0,193.0,156.0,193.0,349.0
CARANAVI,atencion odontologica,otras acciones,2014-09-01,76.0,61.0,76.0,61.0,137.0
CARAPARI,atencion odontologica,otras acciones,2014-09-01,71.0,119.0,71.0,119.0,190.0
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2014-09-01,13.0,19.0,13.0,19.0,32.0
CHALLAPATA,atencion odontologica,otras acciones,2014-09-01,109.0,152.0,109.0,152.0,261.0
CHAQUI,atencion odontologica,otras acciones,2014-09-01,19.0,34.0,19.0,34.0,53.0
CHARAGUA,atencion odontologica,otras acciones,2014-09-01,9.0,8.0,9.0,8.0,17.0
CHARAÑA,atencion odontologica,otras acciones,2014-09-01,2.0,2.0,2.0,2.0,4.0
CHAYANTA,atencion odontologica,otras acciones,2014-09-01,30.0,50.0,30.0,50.0,80.0
CHIMORE,atencion odontologica,otras acciones,2014-09-01,4.0,9.0,4.0,9.0,13.0
CHIPAYA,atencion odontologica,otras acciones,2014-09-01,2.0,16.0,2.0,16.0,18.0
CHOQUE COTA,atencion odontologica,otras acciones,2014-09-01,6.0,20.0,6.0,20.0,26.0
CHUA COCANI,atencion odontologica,otras acciones,2014-09-01,15.0,31.0,15.0,31.0,46.0
CHUMA,atencion odontologica,otras acciones,2014-09-01,9.0,11.0,9.0,11.0,20.0
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2014-09-01,24.0,40.0,24.0,40.0,64.0
CKOCHAS,atencion odontologica,otras acciones,2014-09-01,50.0,53.0,50.0,53.0,103.0
CLIZA,atencion odontologica,otras acciones,2014-09-01,52.0,99.0,52.0,99.0,151.0
COBIJA,atencion odontologica,otras acciones,2014-09-01,96.0,203.0,96.0,203.0,299.0
COCAPATA,atencion odontologica,otras acciones,2014-09-01,9.0,24.0,9.0,24.0,33.0
COCHABAMBA,atencion odontologica,otras acciones,2014-09-01,1741.0,2339.0,1741.0,2339.0,4080.0
COIPASA,atencion odontologica,otras acciones,2014-09-01,2.0,2.0,2.0,2.0,4.0
COLCAPIRHUA,atencion odontologica,otras acciones,2014-09-01,49.0,80.0,49.0,80.0,129.0
"COLCHA ""K""",atencion odontologica,otras acciones,2014-09-01,25.0,51.0,25.0,51.0,76.0
COLLANA,atencion odontologica,otras acciones,2014-09-01,14.0,17.0,14.0,17.0,31.0
COLOMI,atencion odontologica,otras acciones,2014-09-01,5.0,15.0,5.0,15.0,20.0
COLQUENCHA,atencion odontologica,otras acciones,2014-09-01,0.0,8.0,0.0,8.0,8.0
COLQUIRI,atencion odontologica,otras acciones,2014-09-01,88.0,99.0,88.0,99.0,187.0
COMANCHE,atencion odontologica,otras acciones,2014-09-01,6.0,7.0,6.0,7.0,13.0
COMARAPA,atencion odontologica,otras acciones,2014-09-01,2.0,1.0,2.0,1.0,3.0
COPACABANA,atencion odontologica,otras acciones,2014-09-01,72.0,62.0,72.0,62.0,134.0
CORO CORO,atencion odontologica,otras acciones,2014-09-01,3.0,3.0,3.0,3.0,6.0
CORQUE,atencion odontologica,otras acciones,2014-09-01,10.0,16.0,10.0,16.0,26.0
COTAGAITA,atencion odontologica,otras acciones,2014-09-01,125.0,259.0,125.0,259.0,384.0
CUATRO CAÑADAS,atencion odontologica,otras acciones,2014-09-01,82.0,168.0,82.0,168.0,250.0
CUEVO,atencion odontologica,otras acciones,2014-09-01,20.0,67.0,20.0,67.0,87.0
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2014-09-01,17.0,45.0,17.0,45.0,62.0
CURVA,atencion odontologica,otras acciones,2014-09-01,10.0,19.0,10.0,19.0,29.0
DESAGUADERO,atencion odontologica,otras acciones,2014-09-01,16.0,38.0,16.0,38.0,54.0
EL ALTO,atencion odontologica,otras acciones,2014-09-01,1833.0,2347.0,1833.0,2347.0,4180.0
EL CHORO,atencion odontologica,otras acciones,2014-09-01,14.0,18.0,14.0,18.0,32.0
EL PUENTE(STC),atencion odontologica,otras acciones,2014-09-01,28.0,50.0,28.0,50.0,78.0
EL PUENTE(TJA),atencion odontologica,otras acciones,2014-09-01,12.0,26.0,12.0,26.0,38.0
EL TORNO,atencion odontologica,otras acciones,2014-09-01,15.0,42.0,15.0,42.0,57.0
EL VILLAR,atencion odontologica,otras acciones,2014-09-01,14.0,20.0,14.0,20.0,34.0
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2014-09-01,49.0,128.0,49.0,128.0,177.0
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2014-09-01,132.0,184.0,132.0,184.0,316.0
EUCALIPTUS,atencion odontologica,otras acciones,2014-09-01,68.0,91.0,68.0,91.0,159.0
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2014-09-01,13.0,19.0,13.0,19.0,32.0
FILADELFIA,atencion odontologica,otras acciones,2014-09-01,0.0,1.0,0.0,1.0,1.0
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2014-09-01,8.0,15.0,8.0,15.0,23.0
GUAQUI,atencion odontologica,otras acciones,2014-09-01,18.0,32.0,18.0,32.0,50.0
GUAYARAMERIN,atencion odontologica,otras acciones,2014-09-01,44.0,71.0,44.0,71.0,115.0
HUACARETA,atencion odontologica,otras acciones,2014-09-01,18.0,16.0,18.0,16.0,34.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2014-09-01,15.0,20.0,15.0,20.0,35.0
HUACHACALLA,atencion odontologica,otras acciones,2014-09-01,5.0,3.0,5.0,3.0,8.0
HUANUNI,atencion odontologica,otras acciones,2014-09-01,46.0,95.0,46.0,95.0,141.0
HUATAJATA,atencion odontologica,otras acciones,2014-09-01,47.0,50.0,47.0,50.0,97.0
HUAYLLAMARCA,atencion odontologica,otras acciones,2014-09-01,127.0,136.0,127.0,136.0,263.0
HUMANATA,atencion odontologica,otras acciones,2014-09-01,12.0,9.0,12.0,9.0,21.0
ICHOCA,atencion odontologica,otras acciones,2014-09-01,2.0,6.0,2.0,6.0,8.0
ICLA,atencion odontologica,otras acciones,2014-09-01,26.0,43.0,26.0,43.0,69.0
INCAHUASI,atencion odontologica,otras acciones,2014-09-01,74.0,212.0,74.0,212.0,286.0
INGAVI (HUMAITA),atencion odontologica,otras acciones,2014-09-01,0.0,1.0,0.0,1.0,1.0
INQUISIVI,atencion odontologica,otras acciones,2014-09-01,2.0,4.0,2.0,4.0,6.0
IXIAMAS,atencion odontologica,otras acciones,2014-09-01,40.0,45.0,40.0,45.0,85.0
JESUS DE MACHACA,atencion odontologica,otras acciones,2014-09-01,8.0,19.0,8.0,19.0,27.0
LA GUARDIA,atencion odontologica,otras acciones,2014-09-01,30.0,41.0,30.0,41.0,71.0
LA PAZ,atencion odontologica,otras acciones,2014-09-01,2734.0,3739.0,2734.0,3739.0,6473.0
LAJA,atencion odontologica,otras acciones,2014-09-01,16.0,12.0,16.0,12.0,28.0
LAS CARRERAS,atencion odontologica,otras acciones,2014-09-01,2.0,2.0,2.0,2.0,4.0
LICOMA PAMPA,atencion odontologica,otras acciones,2014-09-01,11.0,16.0,11.0,16.0,27.0
LLALLAGUA,atencion odontologica,otras acciones,2014-09-01,26.0,49.0,26.0,49.0,75.0
LLICA,atencion odontologica,otras acciones,2014-09-01,22.0,40.0,22.0,40.0,62.0
LURIBAY,atencion odontologica,otras acciones,2014-09-01,8.0,10.0,8.0,10.0,18.0
MACHACAMARCA,atencion odontologica,otras acciones,2014-09-01,39.0,57.0,39.0,57.0,96.0
MACHARETI,atencion odontologica,otras acciones,2014-09-01,38.0,43.0,38.0,43.0,81.0
MAGDALENA,atencion odontologica,otras acciones,2014-09-01,9.0,8.0,9.0,8.0,17.0
MAIRANA,atencion odontologica,otras acciones,2014-09-01,11.0,28.0,11.0,28.0,39.0
MAPIRI,atencion odontologica,otras acciones,2014-09-01,15.0,50.0,15.0,50.0,65.0
MECAPACA,atencion odontologica,otras acciones,2014-09-01,21.0,28.0,21.0,28.0,49.0
MINEROS,atencion odontologica,otras acciones,2014-09-01,11.0,6.0,11.0,6.0,17.0
MOCOMOCO,atencion odontologica,otras acciones,2014-09-01,15.0,27.0,15.0,27.0,42.0
MOJOCOYA,atencion odontologica,otras acciones,2014-09-01,7.0,13.0,7.0,13.0,20.0
MONTEAGUDO,atencion odontologica,otras acciones,2014-09-01,141.0,233.0,141.0,233.0,374.0
MONTERO,atencion odontologica,otras acciones,2014-09-01,21.0,51.0,21.0,51.0,72.0
MORO MORO,atencion odontologica,otras acciones,2014-09-01,2.0,3.0,2.0,3.0,5.0
MOROCHATA,atencion odontologica,otras acciones,2014-09-01,25.0,77.0,25.0,77.0,102.0
OCURI,atencion odontologica,otras acciones,2014-09-01,16.0,28.0,16.0,28.0,44.0
OMEREQUE,atencion odontologica,otras acciones,2014-09-01,19.0,37.0,19.0,37.0,56.0
ORURO,atencion odontologica,otras acciones,2014-09-01,1053.0,1683.0,1053.0,1683.0,2736.0
PADCAYA,atencion odontologica,otras acciones,2014-09-01,77.0,168.0,77.0,168.0,245.0
PADILLA,atencion odontologica,otras acciones,2014-09-01,32.0,47.0,32.0,47.0,79.0
PAILON,atencion odontologica,otras acciones,2014-09-01,10.0,18.0,10.0,18.0,28.0
PALCA,atencion odontologica,otras acciones,2014-09-01,15.0,5.0,15.0,5.0,20.0
PALOS BLANCOS,atencion odontologica,otras acciones,2014-09-01,25.0,25.0,25.0,25.0,50.0
PAMPA AULLAGAS,atencion odontologica,otras acciones,2014-09-01,15.0,17.0,15.0,17.0,32.0
PAMPA GRANDE,atencion odontologica,otras acciones,2014-09-01,24.0,23.0,24.0,23.0,47.0
PAPEL PAMPA,atencion odontologica,otras acciones,2014-09-01,11.0,33.0,11.0,33.0,44.0
PASORAPA,atencion odontologica,otras acciones,2014-09-01,3.0,7.0,3.0,7.0,10.0
PATACAMAYA,atencion odontologica,otras acciones,2014-09-01,74.0,206.0,74.0,206.0,280.0
PAZÑA,atencion odontologica,otras acciones,2014-09-01,35.0,89.0,35.0,89.0,124.0
PELECHUCO,atencion odontologica,otras acciones,2014-09-01,3.0,8.0,3.0,8.0,11.0
POCONA,atencion odontologica,otras acciones,2014-09-01,34.0,43.0,34.0,43.0,77.0
POJO (CBBA),atencion odontologica,otras acciones,2014-09-01,60.0,64.0,60.0,64.0,124.0
POOPO,atencion odontologica,otras acciones,2014-09-01,54.0,78.0,54.0,78.0,132.0
PORCO,atencion odontologica,otras acciones,2014-09-01,24.0,30.0,24.0,30.0,54.0
POROMA,atencion odontologica,otras acciones,2014-09-01,9.0,43.0,9.0,43.0,52.0
PORTACHUELO,atencion odontologica,otras acciones,2014-09-01,17.0,27.0,17.0,27.0,44.0
POTOSI,atencion odontologica,otras acciones,2014-09-01,528.0,1179.0,528.0,1179.0,1707.0
PRESTO,atencion odontologica,otras acciones,2014-09-01,10.0,44.0,10.0,44.0,54.0
PUCARA,atencion odontologica,otras acciones,2014-09-01,14.0,4.0,14.0,4.0,18.0
PUCARANI,atencion odontologica,otras acciones,2014-09-01,27.0,60.0,27.0,60.0,87.0
PUERTO ACOSTA,atencion odontologica,otras acciones,2014-09-01,4.0,8.0,4.0,8.0,12.0
PUERTO CARABUCO,atencion odontologica,otras acciones,2014-09-01,44.0,41.0,44.0,41.0,85.0
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2014-09-01,6.0,6.0,6.0,6.0,12.0
PUERTO QUIJARRO,atencion odontologica,otras acciones,2014-09-01,4.0,27.0,4.0,27.0,31.0
PUERTO RICO,atencion odontologica,otras acciones,2014-09-01,37.0,42.0,37.0,42.0,79.0
PUERTO SUAREZ,atencion odontologica,otras acciones,2014-09-01,6.0,53.0,6.0,53.0,59.0
PUERTO VILLARROEL,atencion odontologica,otras acciones,2014-09-01,37.0,109.0,37.0,109.0,146.0
PUNA,atencion odontologica,otras acciones,2014-09-01,119.0,170.0,119.0,170.0,289.0
PUNATA,atencion odontologica,otras acciones,2014-09-01,63.0,78.0,63.0,78.0,141.0
QUIABAYA,atencion odontologica,otras acciones,2014-09-01,0.0,4.0,0.0,4.0,4.0
QUILLACOLLO,atencion odontologica,otras acciones,2014-09-01,277.0,348.0,277.0,348.0,625.0
QUIME,atencion odontologica,otras acciones,2014-09-01,52.0,27.0,52.0,27.0,79.0
REYES,atencion odontologica,otras acciones,2014-09-01,28.0,38.0,28.0,38.0,66.0
RIBERALTA,atencion odontologica,otras acciones,2014-09-01,0.0,1.0,0.0,1.0,1.0
ROBORE,atencion odontologica,otras acciones,2014-09-01,0.0,3.0,0.0,3.0,3.0
RURRENABAQUE,atencion odontologica,otras acciones,2014-09-01,16.0,28.0,16.0,28.0,44.0
SABAYA,atencion odontologica,otras acciones,2014-09-01,16.0,39.0,16.0,39.0,55.0
SACABA,atencion odontologica,otras acciones,2014-09-01,252.0,449.0,252.0,449.0,701.0
SACABAMBA,atencion odontologica,otras acciones,2014-09-01,2.0,8.0,2.0,8.0,10.0
SACACA,atencion odontologica,otras acciones,2014-09-01,7.0,10.0,7.0,10.0,17.0
SAIPINA,atencion odontologica,otras acciones,2014-09-01,26.0,19.0,26.0,19.0,45.0
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2014-09-01,69.0,112.0,69.0,112.0,181.0
SAMAIPATA,atencion odontologica,otras acciones,2014-09-01,19.0,19.0,19.0,19.0,38.0
SAN AGUSTIN,atencion odontologica,otras acciones,2014-09-01,6.0,3.0,6.0,3.0,9.0
SAN ANDRES,atencion odontologica,otras acciones,2014-09-01,7.0,16.0,7.0,16.0,23.0
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2014-09-01,17.0,20.0,17.0,20.0,37.0
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2014-09-01,9.0,11.0,9.0,11.0,20.0
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2014-09-01,8.0,14.0,8.0,14.0,22.0
SAN BENITO,atencion odontologica,otras acciones,2014-09-01,47.0,57.0,47.0,57.0,104.0
SAN BORJA,atencion odontologica,otras acciones,2014-09-01,21.0,30.0,21.0,30.0,51.0
SAN CARLOS,atencion odontologica,otras acciones,2014-09-01,14.0,17.0,14.0,17.0,31.0
SAN IGNACIO,atencion odontologica,otras acciones,2014-09-01,7.0,15.0,7.0,15.0,22.0
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2014-09-01,189.0,146.0,189.0,146.0,335.0
SAN JAVIER(STC),atencion odontologica,otras acciones,2014-09-01,40.0,55.0,40.0,55.0,95.0
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2014-09-01,11.0,10.0,11.0,10.0,21.0
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2014-09-01,1.0,2.0,1.0,2.0,3.0
SAN LORENZO(PND),atencion odontologica,otras acciones,2014-09-01,3.0,2.0,3.0,2.0,5.0
SAN LORENZO(TJA),atencion odontologica,otras acciones,2014-09-01,256.0,440.0,256.0,440.0,696.0
SAN LUCAS,atencion odontologica,otras acciones,2014-09-01,59.0,97.0,59.0,97.0,156.0
SAN MATIAS,atencion odontologica,otras acciones,2014-09-01,6.0,2.0,6.0,2.0,8.0
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2014-09-01,23.0,71.0,23.0,71.0,94.0
SAN PABLO DE LIPEZ,atencion odontologica,otras acciones,2014-09-01,10.0,13.0,10.0,13.0,23.0
SAN PEDRO,atencion odontologica,otras acciones,2014-09-01,29.0,56.0,29.0,56.0,85.0
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2014-09-01,37.0,35.0,37.0,35.0,72.0
SAN PEDRO DE QUEMES,atencion odontologica,otras acciones,2014-09-01,5.0,18.0,5.0,18.0,23.0
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2014-09-01,26.0,27.0,26.0,27.0,53.0
SAN RAFAEL,atencion odontologica,otras acciones,2014-09-01,1.0,3.0,1.0,3.0,4.0
SANTA ANA,atencion odontologica,otras acciones,2014-09-01,10.0,16.0,10.0,16.0,26.0
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2014-09-01,964.0,1295.0,964.0,1295.0,2259.0
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2014-09-01,10.0,7.0,10.0,7.0,17.0
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2014-09-01,11.0,6.0,11.0,6.0,17.0
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2014-09-01,37.0,74.0,37.0,74.0,111.0
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2014-09-01,3.0,2.0,3.0,2.0,5.0
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2014-09-01,2.0,1.0,2.0,1.0,3.0
SANTIVAÑES,atencion odontologica,otras acciones,2014-09-01,11.0,12.0,11.0,12.0,23.0
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2014-09-01,11.0,37.0,11.0,37.0,48.0
SAPAHAQUI,atencion odontologica,otras acciones,2014-09-01,41.0,54.0,41.0,54.0,95.0
