,group,variable,month,TOTAL 3.8 ENDODONCIAS CANTIDAD,TOTAL 3.8 ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
CHIMORE,atencion odontologica, endodoncias,2014-11-01,12,18,12,18,30
CHIPAYA,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica, endodoncias,2014-11-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, endodoncias,2014-11-01,5,23,5,23,28
CHUMA,atencion odontologica, endodoncias,2014-11-01,14,22,14,22,36
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, endodoncias,2014-11-01,12,10,12,10,22
CLIZA,atencion odontologica, endodoncias,2014-11-01,20,27,20,27,47
COBIJA,atencion odontologica, endodoncias,2014-11-01,20,25,20,25,45
COCAPATA,atencion odontologica, endodoncias,2014-11-01,15,8,15,8,23
COCHABAMBA,atencion odontologica, endodoncias,2014-11-01,558,645,558,645,1203
COIPASA,atencion odontologica, endodoncias,2014-11-01,5,7,5,7,12
COLCAPIRHUA,atencion odontologica, endodoncias,2014-11-01,9,27,9,27,36
"COLCHA ""K""",atencion odontologica, endodoncias,2014-11-01,1,2,1,2,3
COLLANA,atencion odontologica, endodoncias,2014-11-01,4,0,4,0,4
COLOMI,atencion odontologica, endodoncias,2014-11-01,12,10,12,10,22
COLPA BELGICA,atencion odontologica, endodoncias,2014-11-01,2,1,2,1,3
COLQUECHACA,atencion odontologica, endodoncias,2014-11-01,27,34,27,34,61
COLQUIRI,atencion odontologica, endodoncias,2014-11-01,4,4,4,4,8
COMARAPA,atencion odontologica, endodoncias,2014-11-01,18,39,18,39,57
COPACABANA,atencion odontologica, endodoncias,2014-11-01,4,7,4,7,11
CORIPATA,atencion odontologica, endodoncias,2014-11-01,2,2,2,2,4
CORO CORO,atencion odontologica, endodoncias,2014-11-01,0,4,0,4,4
COROICO,atencion odontologica, endodoncias,2014-11-01,33,41,33,41,74
CORQUE,atencion odontologica, endodoncias,2014-11-01,1,2,1,2,3
COTAGAITA,atencion odontologica, endodoncias,2014-11-01,5,13,5,13,18
COTOCA,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
CUATRO CAÑADAS,atencion odontologica, endodoncias,2014-11-01,9,6,9,6,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, endodoncias,2014-11-01,2,1,2,1,3
CULPINA,atencion odontologica, endodoncias,2014-11-01,5,12,5,12,17
CURVA,atencion odontologica, endodoncias,2014-11-01,1,0,1,0,1
DESAGUADERO,atencion odontologica, endodoncias,2014-11-01,3,13,3,13,16
EL ALTO,atencion odontologica, endodoncias,2014-11-01,328,497,328,497,825
EL CHORO,atencion odontologica, endodoncias,2014-11-01,3,1,3,1,4
EL PUENTE(STC),atencion odontologica, endodoncias,2014-11-01,1,1,1,1,2
EL PUENTE(TJA),atencion odontologica, endodoncias,2014-11-01,1,8,1,8,9
EL TORNO,atencion odontologica, endodoncias,2014-11-01,24,75,24,75,99
EL VILLAR,atencion odontologica, endodoncias,2014-11-01,4,9,4,9,13
ENTRE RIOS TRJ,atencion odontologica, endodoncias,2014-11-01,6,4,6,4,10
ENTRE RIOS CBBA,atencion odontologica, endodoncias,2014-11-01,16,12,16,12,28
ESCOMA,atencion odontologica, endodoncias,2014-11-01,8,9,8,9,17
EUCALIPTUS,atencion odontologica, endodoncias,2014-11-01,1,5,1,5,6
FERNANDEZ ALONSO,atencion odontologica, endodoncias,2014-11-01,5,6,5,6,11
FILADELFIA,atencion odontologica, endodoncias,2014-11-01,0,2,0,2,2
GENERAL SAAVEDRA,atencion odontologica, endodoncias,2014-11-01,1,20,1,20,21
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, endodoncias,2014-11-01,3,7,3,7,10
GUANAY,atencion odontologica, endodoncias,2014-11-01,24,41,24,41,65
GUAQUI,atencion odontologica, endodoncias,2014-11-01,10,20,10,20,30
GUAYARAMERIN,atencion odontologica, endodoncias,2014-11-01,22,33,22,33,55
GUTIERREZ,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
HUACARETA,atencion odontologica, endodoncias,2014-11-01,3,10,3,10,13
HUACAYA (VILLA DE HUACAYA),atencion odontologica, endodoncias,2014-11-01,2,5,2,5,7
HUANUNI,atencion odontologica, endodoncias,2014-11-01,5,3,5,3,8
HUARACAJE,atencion odontologica, endodoncias,2014-11-01,7,6,7,6,13
HUATAJATA,atencion odontologica, endodoncias,2014-11-01,5,17,5,17,22
HUAYLLAMARCA,atencion odontologica, endodoncias,2014-11-01,11,9,11,9,20
HUMANATA,atencion odontologica, endodoncias,2014-11-01,20,18,20,18,38
ICLA,atencion odontologica, endodoncias,2014-11-01,5,8,5,8,13
INCAHUASI,atencion odontologica, endodoncias,2014-11-01,7,17,7,17,24
IRUPANA (VILLA DE LANZA),atencion odontologica, endodoncias,2014-11-01,5,10,5,10,15
IXIAMAS,atencion odontologica, endodoncias,2014-11-01,1,1,1,1,2
JESUS DE MACHACA,atencion odontologica, endodoncias,2014-11-01,1,5,1,5,6
LA ASUNTA,atencion odontologica, endodoncias,2014-11-01,12,21,12,21,33
LA GUARDIA,atencion odontologica, endodoncias,2014-11-01,10,8,10,8,18
LA PAZ,atencion odontologica, endodoncias,2014-11-01,741,753,741,753,1494
LAJA,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
LAS CARRERAS,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
LICOMA PAMPA,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
LLALLAGUA,atencion odontologica, endodoncias,2014-11-01,27,31,27,31,58
LURIBAY,atencion odontologica, endodoncias,2014-11-01,2,2,2,2,4
MACHACAMARCA,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
MACHARETI,atencion odontologica, endodoncias,2014-11-01,0,2,0,2,2
MAGDALENA,atencion odontologica, endodoncias,2014-11-01,4,12,4,12,16
MAIRANA,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
MAPIRI,atencion odontologica, endodoncias,2014-11-01,2,0,2,0,2
MECAPACA,atencion odontologica, endodoncias,2014-11-01,6,8,6,8,14
MINEROS,atencion odontologica, endodoncias,2014-11-01,0,8,0,8,8
MIZQUE,atencion odontologica, endodoncias,2014-11-01,0,3,0,3,3
MOCOMOCO,atencion odontologica, endodoncias,2014-11-01,25,40,25,40,65
MOJOCOYA,atencion odontologica, endodoncias,2014-11-01,17,20,17,20,37
MONTEAGUDO,atencion odontologica, endodoncias,2014-11-01,16,28,16,28,44
MONTERO,atencion odontologica, endodoncias,2014-11-01,22,17,22,17,39
MORO MORO,atencion odontologica, endodoncias,2014-11-01,1,1,1,1,2
MOROCHATA,atencion odontologica, endodoncias,2014-11-01,11,11,11,11,22
OCURI,atencion odontologica, endodoncias,2014-11-01,3,5,3,5,8
ORURO,atencion odontologica, endodoncias,2014-11-01,208,231,208,231,439
PADCAYA,atencion odontologica, endodoncias,2014-11-01,4,4,4,4,8
PADILLA,atencion odontologica, endodoncias,2014-11-01,8,10,8,10,18
PAILON,atencion odontologica, endodoncias,2014-11-01,7,5,7,5,12
PALCA,atencion odontologica, endodoncias,2014-11-01,5,9,5,9,14
PALOS BLANCOS,atencion odontologica, endodoncias,2014-11-01,11,19,11,19,30
PAMPA AULLAGAS,atencion odontologica, endodoncias,2014-11-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
PAPEL PAMPA,atencion odontologica, endodoncias,2014-11-01,12,7,12,7,19
PATACAMAYA,atencion odontologica, endodoncias,2014-11-01,5,14,5,14,19
PAZÑA,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
PELECHUCO,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
POCOATA,atencion odontologica, endodoncias,2014-11-01,1,3,1,3,4
POCONA,atencion odontologica, endodoncias,2014-11-01,9,4,9,4,13
POJO (CBBA),atencion odontologica, endodoncias,2014-11-01,5,5,5,5,10
POOPO,atencion odontologica, endodoncias,2014-11-01,12,11,12,11,23
PORCO,atencion odontologica, endodoncias,2014-11-01,15,6,15,6,21
POROMA,atencion odontologica, endodoncias,2014-11-01,4,3,4,3,7
PORONGO,atencion odontologica, endodoncias,2014-11-01,1,3,1,3,4
PORTACHUELO,atencion odontologica, endodoncias,2014-11-01,1,2,1,2,3
PORVENIR,atencion odontologica, endodoncias,2014-11-01,11,20,11,20,31
POSTRER VALLE,atencion odontologica, endodoncias,2014-11-01,2,0,2,0,2
POTOSI,atencion odontologica, endodoncias,2014-11-01,89,127,89,127,216
PRESTO,atencion odontologica, endodoncias,2014-11-01,17,23,17,23,40
PUCARANI,atencion odontologica, endodoncias,2014-11-01,3,3,3,3,6
PUERTO ACOSTA,atencion odontologica, endodoncias,2014-11-01,8,8,8,8,16
PUERTO CARABUCO,atencion odontologica, endodoncias,2014-11-01,5,10,5,10,15
PUERTO PEREZ,atencion odontologica, endodoncias,2014-11-01,1,0,1,0,1
PUERTO RICO,atencion odontologica, endodoncias,2014-11-01,2,8,2,8,10
PUERTO SILES,atencion odontologica, endodoncias,2014-11-01,1,0,1,0,1
PUERTO SUAREZ,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
PUERTO VILLARROEL,atencion odontologica, endodoncias,2014-11-01,45,114,45,114,159
PUNA,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
PUNATA,atencion odontologica, endodoncias,2014-11-01,31,59,31,59,90
QUIABAYA,atencion odontologica, endodoncias,2014-11-01,1,3,1,3,4
QUILLACOLLO,atencion odontologica, endodoncias,2014-11-01,264,245,264,245,509
QUIME,atencion odontologica, endodoncias,2014-11-01,11,12,11,12,23
RAVELO,atencion odontologica, endodoncias,2014-11-01,6,9,6,9,15
REYES,atencion odontologica, endodoncias,2014-11-01,3,28,3,28,31
RIBERALTA,atencion odontologica, endodoncias,2014-11-01,9,12,9,12,21
ROBORE,atencion odontologica, endodoncias,2014-11-01,2,1,2,1,3
SABAYA,atencion odontologica, endodoncias,2014-11-01,0,4,0,4,4
SACABA,atencion odontologica, endodoncias,2014-11-01,108,127,108,127,235
SACABAMBA,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
SACACA,atencion odontologica, endodoncias,2014-11-01,1,13,1,13,14
SAIPINA,atencion odontologica, endodoncias,2014-11-01,1,2,1,2,3
SALINAS DE GARCI MENDOZA,atencion odontologica, endodoncias,2014-11-01,17,12,17,12,29
SAMAIPATA,atencion odontologica, endodoncias,2014-11-01,1,5,1,5,6
SAN AGUSTIN,atencion odontologica, endodoncias,2014-11-01,1,3,1,3,4
SAN ANDRES,atencion odontologica, endodoncias,2014-11-01,4,4,4,4,8
SAN ANDRES DE MACHACA,atencion odontologica, endodoncias,2014-11-01,5,11,5,11,16
SAN ANTONIO DE ESMORUCO,atencion odontologica, endodoncias,2014-11-01,1,1,1,1,2
SAN BENITO,atencion odontologica, endodoncias,2014-11-01,2,6,2,6,8
SAN BORJA,atencion odontologica, endodoncias,2014-11-01,10,6,10,6,16
SAN BUENA VENTURA,atencion odontologica, endodoncias,2014-11-01,6,2,6,2,8
SAN CARLOS,atencion odontologica, endodoncias,2014-11-01,5,13,5,13,18
SAN IGNACIO,atencion odontologica, endodoncias,2014-11-01,0,6,0,6,6
SAN IGNACIO DE VELASCO,atencion odontologica, endodoncias,2014-11-01,4,10,4,10,14
SAN JUAN DE YAPACANI,atencion odontologica, endodoncias,2014-11-01,10,3,10,3,13
SAN JULIAN,atencion odontologica, endodoncias,2014-11-01,8,10,8,10,18
SAN LORENZO(PND),atencion odontologica, endodoncias,2014-11-01,1,5,1,5,6
SAN LORENZO(TJA),atencion odontologica, endodoncias,2014-11-01,21,34,21,34,55
SAN LUCAS,atencion odontologica, endodoncias,2014-11-01,18,18,18,18,36
SAN MATIAS,atencion odontologica, endodoncias,2014-11-01,6,7,6,7,13
SAN MIGUEL DE VELASCO,atencion odontologica, endodoncias,2014-11-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,atencion odontologica, endodoncias,2014-11-01,2,5,2,5,7
SAN PEDRO DE TIQUINA,atencion odontologica, endodoncias,2014-11-01,1,0,1,0,1
SAN RAFAEL,atencion odontologica, endodoncias,2014-11-01,3,4,3,4,7
SAN RAMON BENI,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
SAN RAMON SCZ,atencion odontologica, endodoncias,2014-11-01,4,15,4,15,19
SANTA ANA,atencion odontologica, endodoncias,2014-11-01,0,30,0,30,30
SANTA CRUZ DE LA SIERRA,atencion odontologica, endodoncias,2014-11-01,741,1359,741,1359,2100
SANTA ROSA,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica, endodoncias,2014-11-01,2,15,2,15,17
SANTIAGO DE HUARI,atencion odontologica, endodoncias,2014-11-01,12,16,12,16,28
SANTIAGO DE HUATA,atencion odontologica, endodoncias,2014-11-01,14,21,14,21,35
SANTIVAÑES,atencion odontologica, endodoncias,2014-11-01,1,2,1,2,3
SANTUARIO DE QUILLACAS,atencion odontologica, endodoncias,2014-11-01,4,5,4,5,9
SAPAHAQUI,atencion odontologica, endodoncias,2014-11-01,4,4,4,4,8
SENA,atencion odontologica, endodoncias,2014-11-01,5,2,5,2,7
SHINAOTA,atencion odontologica, endodoncias,2014-11-01,5,10,5,10,15
SIPE SIPE,atencion odontologica, endodoncias,2014-11-01,27,39,27,39,66
SOPACHUY,atencion odontologica, endodoncias,2014-11-01,15,37,15,37,52
SORACACHI,atencion odontologica, endodoncias,2014-11-01,2,4,2,4,6
SORATA,atencion odontologica, endodoncias,2014-11-01,1,1,1,1,2
SUCRE,atencion odontologica, endodoncias,2014-11-01,440,630,440,630,1070
TACACHI,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
TACACOMA,atencion odontologica, endodoncias,2014-11-01,6,1,6,1,7
TAPACARI,atencion odontologica, endodoncias,2014-11-01,2,15,2,15,17
TARABUCO,atencion odontologica, endodoncias,2014-11-01,5,13,5,13,18
TARATA,atencion odontologica, endodoncias,2014-11-01,3,2,3,2,5
TARIJA,atencion odontologica, endodoncias,2014-11-01,335,486,335,486,821
TARVITA,atencion odontologica, endodoncias,2014-11-01,0,7,0,7,7
TEOPONTE,atencion odontologica, endodoncias,2014-11-01,2,4,2,4,6
TIAWANACU,atencion odontologica, endodoncias,2014-11-01,4,16,4,16,20
TINGUIPAYA,atencion odontologica, endodoncias,2014-11-01,0,3,0,3,3
TIPUANI,atencion odontologica, endodoncias,2014-11-01,5,6,5,6,11
TIQUIPAYA,atencion odontologica, endodoncias,2014-11-01,41,29,41,29,70
TIRAQUE (CBBA),atencion odontologica, endodoncias,2014-11-01,6,10,6,10,16
TOCO,atencion odontologica, endodoncias,2014-11-01,2,2,2,2,4
TOLATA,atencion odontologica, endodoncias,2014-11-01,5,2,5,2,7
TOLEDO,atencion odontologica, endodoncias,2014-11-01,3,6,3,6,9
TOMAVE,atencion odontologica, endodoncias,2014-11-01,2,3,2,3,5
TOMINA,atencion odontologica, endodoncias,2014-11-01,4,9,4,9,13
TORO TORO,atencion odontologica, endodoncias,2014-11-01,1,3,1,3,4
TOTORA(CBBA),atencion odontologica, endodoncias,2014-11-01,3,2,3,2,5
TOTORA(ORR),atencion odontologica, endodoncias,2014-11-01,4,0,4,0,4
TRINIDAD,atencion odontologica, endodoncias,2014-11-01,74,56,74,56,130
TUPIZA,atencion odontologica, endodoncias,2014-11-01,25,38,25,38,63
TURCO,atencion odontologica, endodoncias,2014-11-01,2,0,2,0,2
UMALA,atencion odontologica, endodoncias,2014-11-01,1,0,1,0,1
UNCIA,atencion odontologica, endodoncias,2014-11-01,9,10,9,10,19
URIONDO (A. CONCEPCION),atencion odontologica, endodoncias,2014-11-01,16,35,16,35,51
URUBICHA,atencion odontologica, endodoncias,2014-11-01,2,2,2,2,4
UYUNI,atencion odontologica, endodoncias,2014-11-01,3,8,3,8,11
VACAS,atencion odontologica, endodoncias,2014-11-01,3,8,3,8,11
VALLEGRANDE,atencion odontologica, endodoncias,2014-11-01,31,50,31,50,81
VIACHA,atencion odontologica, endodoncias,2014-11-01,48,38,48,38,86
VILA VILA,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica, endodoncias,2014-11-01,4,3,4,3,7
VILLA MONTES,atencion odontologica, endodoncias,2014-11-01,42,47,42,47,89
VILLA NUEVA (LOMA ALTA),atencion odontologica, endodoncias,2014-11-01,1,0,1,0,1
VILLA RIVERO,atencion odontologica, endodoncias,2014-11-01,3,6,3,6,9
VILLA SERRANO,atencion odontologica, endodoncias,2014-11-01,3,7,3,7,10
VILLA TUNARI,atencion odontologica, endodoncias,2014-11-01,40,45,40,45,85
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, endodoncias,2014-11-01,8,6,8,6,14
VILLAZON,atencion odontologica, endodoncias,2014-11-01,39,112,39,112,151
VINTO,atencion odontologica, endodoncias,2014-11-01,15,42,15,42,57
YACUIBA,atencion odontologica, endodoncias,2014-11-01,86,77,86,77,163
YAMPARAEZ,atencion odontologica, endodoncias,2014-11-01,4,10,4,10,14
YANACACHI,atencion odontologica, endodoncias,2014-11-01,1,2,1,2,3
YAPACANI,atencion odontologica, endodoncias,2014-11-01,18,46,18,46,64
YOCALLA,atencion odontologica, endodoncias,2014-11-01,2,7,2,7,9
YOTALA,atencion odontologica, endodoncias,2014-11-01,0,4,0,4,4
YUNCHARA,atencion odontologica, endodoncias,2014-11-01,6,7,6,7,13
ZUDAÑEZ,atencion odontologica, endodoncias,2014-11-01,0,1,0,1,1
ACACIO,atencion odontologica, endodoncias,2014-12-01,0,2,0,2,2
ACHACACHI,atencion odontologica, endodoncias,2014-12-01,12,24,12,24,36
AIQUILE,atencion odontologica, endodoncias,2014-12-01,0,3,0,3,3
ALALAY,atencion odontologica, endodoncias,2014-12-01,0,1,0,1,1
ALCALA,atencion odontologica, endodoncias,2014-12-01,1,6,1,6,7
ALTO BENI,atencion odontologica, endodoncias,2014-12-01,0,3,0,3,3
ANDAMARCA,atencion odontologica, endodoncias,2014-12-01,3,3,3,3,6
ANTEQUERA,atencion odontologica, endodoncias,2014-12-01,2,0,2,0,2
ANZALDO,atencion odontologica, endodoncias,2014-12-01,5,20,5,20,25
APOLO,atencion odontologica, endodoncias,2014-12-01,0,1,0,1,1
ARAMPAMPA,atencion odontologica, endodoncias,2014-12-01,1,0,1,0,1
ARANI,atencion odontologica, endodoncias,2014-12-01,7,8,7,8,15
ARBIETO,atencion odontologica, endodoncias,2014-12-01,3,2,3,2,5
ARQUE,atencion odontologica, endodoncias,2014-12-01,3,11,3,11,14
ATOCHA,atencion odontologica, endodoncias,2014-12-01,26,46,26,46,72
AYO AYO,atencion odontologica, endodoncias,2014-12-01,3,6,3,6,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, endodoncias,2014-12-01,31,29,31,29,60
AZURDUY,atencion odontologica, endodoncias,2014-12-01,2,4,2,4,6
BATALLAS,atencion odontologica, endodoncias,2014-12-01,0,2,0,2,2
BELEN DE ANDAMARCA,atencion odontologica, endodoncias,2014-12-01,2,1,2,1,3
BELEN DE URMIRI,atencion odontologica, endodoncias,2014-12-01,0,2,0,2,2
BELLA FLOR,atencion odontologica, endodoncias,2014-12-01,2,3,2,3,5
BERMEJO,atencion odontologica, endodoncias,2014-12-01,110,65,110,65,175
BETANZOS,atencion odontologica, endodoncias,2014-12-01,10,19,10,19,29
BOLIVAR,atencion odontologica, endodoncias,2014-12-01,5,0,5,0,5
BOYUIBE,atencion odontologica, endodoncias,2014-12-01,0,2,0,2,2
BUENA VISTA,atencion odontologica, endodoncias,2014-12-01,2,2,2,2,4
CABEZAS,atencion odontologica, endodoncias,2014-12-01,6,11,6,11,17
"CAIZA ""D""",atencion odontologica, endodoncias,2014-12-01,4,8,4,8,12
CAJUATA,atencion odontologica, endodoncias,2014-12-01,1,3,1,3,4
CALAMARCA,atencion odontologica, endodoncias,2014-12-01,1,13,1,13,14
CAMARGO,atencion odontologica, endodoncias,2014-12-01,3,17,3,17,20
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, endodoncias,2014-12-01,0,1,0,1,1
CAMIRI,atencion odontologica, endodoncias,2014-12-01,10,21,10,21,31
CAPINOTA,atencion odontologica, endodoncias,2014-12-01,19,10,19,10,29
CAQUIAVIRI,atencion odontologica, endodoncias,2014-12-01,0,3,0,3,3
CARACOLLO,atencion odontologica, endodoncias,2014-12-01,13,28,13,28,41
CARANAVI,atencion odontologica, endodoncias,2014-12-01,15,15,15,15,30
CARAPARI,atencion odontologica, endodoncias,2014-12-01,13,24,13,24,37
CARIPUYO,atencion odontologica, endodoncias,2014-12-01,8,10,8,10,18
CATACORA,atencion odontologica, endodoncias,2014-12-01,11,10,11,10,21
CHALLAPATA,atencion odontologica, endodoncias,2014-12-01,16,30,16,30,46
CHARAGUA,atencion odontologica, endodoncias,2014-12-01,2,7,2,7,9
CHAYANTA,atencion odontologica, endodoncias,2014-12-01,4,8,4,8,12
CHIMORE,atencion odontologica, endodoncias,2014-12-01,13,14,13,14,27
CHIPAYA,atencion odontologica, endodoncias,2014-12-01,5,1,5,1,6
CHUA COCANI,atencion odontologica, endodoncias,2014-12-01,3,3,3,3,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, endodoncias,2014-12-01,11,24,11,24,35
CHUMA,atencion odontologica, endodoncias,2014-12-01,3,10,3,10,13
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, endodoncias,2014-12-01,4,15,4,15,19
CKOCHAS,atencion odontologica, endodoncias,2014-12-01,0,5,0,5,5
CLIZA,atencion odontologica, endodoncias,2014-12-01,20,44,20,44,64
COBIJA,atencion odontologica, endodoncias,2014-12-01,11,24,11,24,35
COCAPATA,atencion odontologica, endodoncias,2014-12-01,4,4,4,4,8
COCHABAMBA,atencion odontologica, endodoncias,2014-12-01,504,614,504,614,1118
COIPASA,atencion odontologica, endodoncias,2014-12-01,6,8,6,8,14
COLCAPIRHUA,atencion odontologica, endodoncias,2014-12-01,11,14,11,14,25
"COLCHA ""K""",atencion odontologica, endodoncias,2014-12-01,2,6,2,6,8
COLOMI,atencion odontologica, endodoncias,2014-12-01,0,9,0,9,9
COLPA BELGICA,atencion odontologica, endodoncias,2014-12-01,0,1,0,1,1
COLQUECHACA,atencion odontologica, endodoncias,2014-12-01,24,56,24,56,80
COLQUIRI,atencion odontologica, endodoncias,2014-12-01,5,8,5,8,13
COMARAPA,atencion odontologica, endodoncias,2014-12-01,14,26,14,26,40
CONCEPCION,atencion odontologica, endodoncias,2014-12-01,1,4,1,4,5
COPACABANA,atencion odontologica, endodoncias,2014-12-01,4,4,4,4,8
CORO CORO,atencion odontologica, endodoncias,2014-12-01,1,3,1,3,4
COROICO,atencion odontologica, endodoncias,2014-12-01,20,16,20,16,36
CORQUE,atencion odontologica, endodoncias,2014-12-01,3,3,3,3,6
COTAGAITA,atencion odontologica, endodoncias,2014-12-01,4,22,4,22,26
CUATRO CAÑADAS,atencion odontologica, endodoncias,2014-12-01,7,6,7,6,13
CULPINA,atencion odontologica, endodoncias,2014-12-01,2,18,2,18,20
CURAHUARA DE CARANGAS,atencion odontologica, endodoncias,2014-12-01,1,2,1,2,3
CURVA,atencion odontologica, endodoncias,2014-12-01,0,2,0,2,2
DESAGUADERO,atencion odontologica, endodoncias,2014-12-01,2,3,2,3,5
EL ALTO,atencion odontologica, endodoncias,2014-12-01,442,605,442,605,1047
EL CHORO,atencion odontologica, endodoncias,2014-12-01,1,3,1,3,4
EL PUENTE(STC),atencion odontologica, endodoncias,2014-12-01,0,2,0,2,2
EL PUENTE(TJA),atencion odontologica, endodoncias,2014-12-01,3,13,3,13,16
EL TORNO,atencion odontologica, endodoncias,2014-12-01,42,72,42,72,114
EL VILLAR,atencion odontologica, endodoncias,2014-12-01,1,2,1,2,3
ENTRE RIOS TRJ,atencion odontologica, endodoncias,2014-12-01,9,19,9,19,28
ENTRE RIOS CBBA,atencion odontologica, endodoncias,2014-12-01,17,30,17,30,47
ESCOMA,atencion odontologica, endodoncias,2014-12-01,4,2,4,2,6
EUCALIPTUS,atencion odontologica, endodoncias,2014-12-01,3,1,3,1,4
