,group,variable,month,TOTAL 3.2 CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTAL 3.2 CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
PORONGO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,25,24,25,24,49
PORTACHUELO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,13,13,13,13,26
PORVENIR,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,11,5,11,5,16
POSTRER VALLE,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,8,12,8,12,20
POTOSI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,645,556,645,556,1201
PRESTO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,75,75,75,75,150
PUCARA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,11,8,11,8,19
PUCARANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,37,38,37,38,75
PUERTO ACOSTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,17,18,17,18,35
PUERTO CARABUCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,16,20,16,20,36
PUERTO GONZALO MORENO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,38,29,38,29,67
PUERTO PEREZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,22,23,22,23,45
PUERTO QUIJARRO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,64,70,64,70,134
PUERTO RICO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,18,10,18,10,28
PUERTO VILLARROEL,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,206,200,206,200,406
PUNA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,35,45,35,45,80
PUNATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,105,105,105,105,210
QUIABAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,38,34,38,34,72
QUILLACOLLO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,260,225,260,225,485
QUIME,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,91,78,91,78,169
QUIRUSILLAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,2,4,2,4,6
RAVELO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,65,70,65,70,135
RIBERALTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,186,153,186,153,339
ROBORE,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,12,4,12,4,16
RURRENABAQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,8,11,8,11,19
SABAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,7,22,7,22,29
SACABA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,477,594,477,594,1071
SACABAMBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,6,16,6,16,22
SACACA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,21,19,21,19,40
SAIPINA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,9,5,9,5,14
SALINAS DE GARCI MENDOZA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,152,104,152,104,256
SAMAIPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,15,22,15,22,37
SAN ANDRES,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,6,7,6,7,13
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,10,12,10,12,22
SAN ANTONIO DE ESMORUCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,12,30,12,30,42
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,5,4,5,4,9
SAN BENITO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,49,35,49,35,84
SAN BORJA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,58,37,58,37,95
SAN BUENA VENTURA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,5,6,5,6,11
SAN CARLOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,39,44,39,44,83
SAN IGNACIO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,51,81,51,81,132
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,272,335,272,335,607
SAN JAVIER(BNI),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,18,18,18,18,36
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,22,11,22,11,33
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,16,5,16,5,21
SAN JULIAN,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,143,132,143,132,275
SAN LORENZO(PND),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,4,8,4,8,12
SAN LORENZO(TJA),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,31,34,31,34,65
SAN LUCAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,157,194,157,194,351
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,12,12,12,12,24
SAN PABLO DE LIPEZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,7,16,7,16,23
SAN PEDRO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,23,16,23,16,39
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,13,4,13,4,17
SAN PEDRO DE CURAHUARA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,21,5,21,5,26
SAN PEDRO DE QUEMES,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,15,4,15,4,19
SAN RAFAEL,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,25,26,25,26,51
SAN RAMON SCZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,101,112,101,112,213
SANTA ANA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,76,70,76,70,146
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,3295,3650,3295,3650,6945
SANTA ROSA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,0,3,0,3,3
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,35,35,35,35,70
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,5,6,5,6,11
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,77,34,77,34,111
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,25,22,25,22,47
SANTIVAÑES,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,10,8,10,8,18
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,18,46,18,46,64
SAPAHAQUI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,11,22,11,22,33
SENA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,36,42,36,42,78
SHINAOTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,32,34,32,34,66
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,19,33,19,33,52
SICAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,2,4,2,4,6
SIPE SIPE,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,201,222,201,222,423
SOPACHUY,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,17,11,17,11,28
SORACACHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,11,4,11,4,15
SORATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,59,58,59,58,117
SUCRE,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,1943,1702,1943,1702,3645
TACACHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,1,2,1,2,3
TACOBAMBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,6,6,6,6,12
TACOPAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,4,2,4,2,6
TAHUA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,2,1,2,1,3
TAPACARI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,55,37,55,37,92
TARABUCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,115,122,115,122,237
TARACO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,24,10,24,10,34
TARATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,35,28,35,28,63
TARIJA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,331,407,331,407,738
TARVITA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,46,44,46,44,90
TEOPONTE,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,31,25,31,25,56
TINGUIPAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,18,28,18,28,46
TIPUANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,6,9,6,9,15
TIQUIPAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,956,834,956,834,1790
TIRAQUE (CBBA),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,43,31,43,31,74
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,1,0,1,0,1
TOCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,39,36,39,36,75
TODOS SANTOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,3,1,3,1,4
TOLATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,26,25,26,25,51
TOLEDO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,1,2,1,2,3
TOMAVE,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,4,1,4,1,5
TOMINA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,26,25,26,25,51
TORO TORO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,18,12,18,12,30
TOTORA(CBBA),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,21,14,21,14,35
TOTORA(ORR),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,39,34,39,34,73
TRIGAL,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,14,10,14,10,24
TRINIDAD,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,82,112,82,112,194
TUPIZA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,53,64,53,64,117
TURCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,16,11,16,11,27
UMALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,5,18,5,18,23
UNCIA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,63,67,63,67,130
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,58,58,58,58,116
URUBICHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,8,12,8,12,20
UYUNI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,21,23,21,23,44
VACAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,58,35,58,35,93
VALLEGRANDE,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,117,138,117,138,255
VIACHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,143,135,143,135,278
VILA VILA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,16,23,16,23,39
VILLA CHARCAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,48,67,48,67,115
VILLA MONTES,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,68,52,68,52,120
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,2,6,2,6,8
VILLA RIVERO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,31,35,31,35,66
VILLA SERRANO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,258,259,258,259,517
VILLA TUNARI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,231,182,231,182,413
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,51,43,51,43,94
VILLAZON,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,115,139,115,139,254
VINTO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,192,171,192,171,363
VITICHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,15,11,15,11,26
WALDO BALLIVIAN,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,5,5,5,5,10
WARNES,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,136,148,136,148,284
YACO,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,12,21,12,21,33
YACUIBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,34,48,34,48,82
YAMPARAEZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,71,49,71,49,120
YANACACHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,24,18,24,18,42
YAPACANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,126,174,126,174,300
YOCALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,11,19,11,19,30
YOTALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,60,85,60,85,145
YUNCHARA,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,15,16,15,16,31
ZUDAÑEZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-10-01,23,30,23,30,53
ACACIO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,47,37,47,37,84
ACHACACHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,170,147,170,147,317
ACHOCALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,82,60,82,60,142
AIQUILE,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,32,111,32,111,143
ALALAY,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,4,19,4,19,23
ALCALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,58,43,58,43,101
ALTO BENI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,35,33,35,33,68
ANCORAIMES,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,7,5,7,5,12
ANDAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,8,8,8,8,16
ANTEQUERA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,7,5,7,5,12
ANZALDO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,2,4,2,4,6
APOLO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,30,25,30,25,55
ARAMPAMPA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,37,49,37,49,86
ARANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,46,58,46,58,104
ARBIETO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,67,92,67,92,159
ARQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,17,10,17,10,27
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,14,12,14,12,26
ATOCHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,17,16,17,16,33
AUCAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,14,3,14,3,17
AYATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,3,4,3,4,7
AYO AYO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,23,24,23,24,47
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,130,125,130,125,255
AZURDUY,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,15,25,15,25,40
BATALLAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,12,15,12,15,27
BAURES,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,7,7,7,7,14
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,13,8,13,8,21
BERMEJO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,66,100,66,100,166
BETANZOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,88,70,88,70,158
BOLIVAR,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,17,8,17,8,25
BUENA VISTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,1,4,1,4,5
CABEZAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,80,90,80,90,170
"CAIZA ""D""",atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,59,32,59,32,91
CAJUATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,39,52,39,52,91
CALAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,30,41,30,41,71
CAMARGO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,113,164,113,164,277
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,3,1,3,1,4
CAMIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,142,90,142,90,232
CAPINOTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,51,84,51,84,135
CAQUIAVIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,35,45,35,45,80
CARACOLLO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,86,53,86,53,139
CARANAVI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,62,44,62,44,106
CARAPARI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,11,7,11,7,18
CARIPUYO,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,55,30,55,30,85
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,29,38,29,38,67
CATACORA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,6,2,6,2,8
CHALLAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,206,226,206,226,432
CHAQUI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,39,50,39,50,89
CHARAGUA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,44,43,44,43,87
CHARAÑA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,10,4,10,4,14
CHAYANTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,85,79,85,79,164
CHIMORE,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,86,83,86,83,169
CHIPAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,7,0,7,0,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,32,37,32,37,69
CHUMA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,38,30,38,30,68
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,29,10,29,10,39
CKOCHAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,10,15,10,15,25
CLIZA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,90,123,90,123,213
COBIJA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,283,213,283,213,496
COCAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-11-01,216,276,216,276,492
